[1],"(ROOT (SINV (VP (VBP Are)) (NP (NP (PRP you)) (NP (DT a) (NNP T) (NNP I) (NNP -er) (, ,)))))"
[17],"(ROOT (S (FRAG (INTJ (UH Uh)) (, ,) (NP (PRP you))) (, ,) (NP (PRP you)) (VP (VBP 've) (VP (VBN got) (NP (NP (DT the) (NN question)) (SBAR (S (NP (PRP you)) (VP (MD can) (VP (VB go) (ADJP (JJ first)) (ADVP (RB there)) (, ,) (SBAR (IN since) (S (NP (PRP I)) (VP (VBD called))))))))))) (. .)))"
[19],"(ROOT (NP (NP (UH Huh)) (PRN (, ,) (ADVP (IN that)) (, ,))))"
[20],(ROOT (S (NP (PRP you)) (VP (VBP 're) (NP (NP (DT the) (NN opposite)) (PP (IN of) (NP (PRP me))))) (. .)))
[21],(ROOT (S (NP (PRP I)) (VP (VBP drive) (NP (NP (DT an) (NN hour)) (NP (DT each) (NN way))) (PP (IN to) (NP (NN work))))))
[22],(ROOT (FRAG (CC and) (ADVP (ADVP (RB so)) (SBAR (IN if) (S (NP (PRP I)) (ADVP (RB just)) (VP (VBP use) (NP (NN time))))))))
[23],"(ROOT (FRAG (CC and) (ADVP (RB not) (S (VP (VB say) (NP (NP (CD one)) (, ,) (SBAR (WHNP (WDT which) (NN quality)) (S (VP (VBZ is) (NP (DT the) (JJS best))))) (, ,)))))))"
[24],"(ROOT (S (NP (PRP I)) (VP (VBP guess) (, ,) (SBAR (S (NP (DT that)) (VP (MD would) (VP (VB be) (NP (NP (CD two) (NNS hours)) (PP (ADVP (RB roughly)) (IN of) (NP (NP (NN talk) (NNS shows) (CC and) (NN news)) (PP (IN on) (NP (NN radio)))))))))))))"
[25],"(ROOT (FRAG (CC and) (NP (NP (RB then)) (SBAR (S (NP (NP (NNS newspapers)) (CC and) (NP (NN T) (NN V))) (VP (MD would) (VP (VB be) (VP (VBN tied) (PP (IN after) (NP (DT that))) (SBAR (IN because) (S (ADVP (RB maybe)) (NP (PRP I)) (VP (MD 'll) (VP (VB catch) (NP (NP (NP (DT the)) (, ,) (NP (DT the) (NN evening) (NN news)) (, ,)) (PP (IN like) (NP (CD ten) (RB o'clock)))) (PP (IN on) (NP (NN T) (NN V)))))))))))))))"
[18],"(ROOT (S (NP (PRP I)) (VP (VBP rely) (S (ADVP (RB primarily)) (PP (IN on)) (, ,) (INTJ (UH uh)) (, ,) (NP (NN newspaper)) (VP (VBD combined) (PP (IN with) (NP (NN television)))))) (. .)))"
[26],"(ROOT (FRAG (PP (CC and) (NP (PRP I))) (, ,)))"
[27],(ROOT (INTJ (UH Uh) (. .)))
[28],(ROOT (S (RB so) (NP (DT that)) (VP (BES 's) (NP (NP (DT a) (QP (PDT half) (DT an) (NN hour))) (NP (RB roughly) (DT the) (JJ same))) (PP (IN with) (NP (NN newspaper)))) (. .)))
[30],"(ROOT (S (NP (PRP I)) (VP (UH really)) (, ,)))"
[31],"(ROOT (PP (IN of) (NP (NP (NN course)) (PRN (, ,) (S (NP (PRP you)) (, ,) (NP (PRP you)) (VP (VBP 're) (PP (IN in) (NP (NP (DT a) (JJ different) (NN part)) (PP (IN of) (NP (DT the) (NN country))))))) (, ,)))))"
[32],"(ROOT (S (NP (PRP I)) (, ,) (NP (PRP I)) (ADVP (RB really)) (VP (VBP listen) (PP (IN to) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (DT the) (NN talk) (NNS shows))))) (, ,) (SBAR (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB mean) (NP (DT the) (NN gossip) (NNS ones))))))) (, ,)))"
[33],(ROOT (S (CC but) (NP (EX there)) (VP (BES 's) (NP (DT a) (NN lot)))))
[34],"(ROOT (NP (NP (IN of)) (, ,) (PP (IN on) (S (VP (NP (NP (DT the) (NNS weekends)) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBP do) (NP (NNS chores)))))) (PRN (, ,) (CC or) (WHNP (WDT whatever)) (, ,)))))))"
[35],"(ROOT (S (NP (PRP I)) (VP (VBP 'm) (NP (NP (DT a) (NN radio) (NN hound)) (SBAR (S (NP (PRP I)) (VP (VBP guess)))))) (, ,)))"
[36],"(ROOT (S (NP (PRP I)) (VP (VBP take) (NP (DT the) (NN radio)) (PP (IN with) (NP (PRP me))) (SBAR (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG working) (PP (IN on) (NP (NP (PRP$ my) (NN car)) (, ,) (NP (DT the) (NN lawn)))))))) (CC or) (SBAR (WHADVP (WDT whatever))))) (, ,)))"
[37],"(ROOT (PRN (S (NP (CC and)) (VP (VB turn) (PP (IN on)))) (, ,)))"
[38],"(ROOT (S (NP (PRP they)) (VP (VBP have) (NP (NP (NN everything)) (PP (IN from) (NP (NP (NN lawn) (NN work)) (, ,) (NP (NP (NP (NNS lawyers)) (, ,) (NP (NN news))) (, ,) (INTJ (UH uh)) (, ,) (NP (NNS veterinarians)) (, ,) (PP (NP (DT all) (NNS kinds)) (IN of) (NP (NNS items))))))) (PRN (, ,) (INTJ (UH uh)) (, ,)))))"
[29],(ROOT (INTJ (UH Okay) (. .)))
[39],"(ROOT (S (SBAR (RB so) (S (NP (PRP I)) (VP (VBP 'm)))) (, ,) (NP (PRP I)) (VP (VBP 'm) (NP (DT a) (JJ real) (NN radio) (NN buff)) (, ,) (PP (RB especially) (IN on) (NP (NP (DT the) (XX w-)) (, ,) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG doing) (NP (NNS chores))))))))) (. .)))"
[41],"(ROOT (INTJ (UH Yeah) (, ,)))"
[42],"(ROOT (S (NP (PRP I)) (VP (VBP find) (NP (NP (NP (PRP it)) (RRC (ADJP (JJ surprising) (. .)) (PP (IN Because) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS times))))))) (, ,) (NP (NP (PRP it)) (, ,) (ADVP (RB here))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,))))))"
[43],(ROOT (S (NP (PRP I)) (VP (MD 'll) (VP (VB talk) (PP (IN to) (NP (DT some) (NNS people))) (ADVP (RB here))))))
[44],"(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (MD 'll) (VP (VB mention) (NP (NP (NN someone) (BES 's)) (, ,) (NP (DT some) (NN talk) (NN host))))))))"
[45],"(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VP (MD 'll) (VP (VB expect) (S (NP (PRP them)) (VP (TO to) (VP (VB have) (NP (NP (DT an) (NN opinion)) (PP (IN on) (SBAR (WHADVP (WRB why)) (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB like) (NP (PRP him))))))))))))) (CC and) (VP (VBP do) (RB n't) (VP (VB listen)))) (, ,))))"
[40],(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (RB rather) (JJ interesting))) (. .)))
"[46, 48]","(ROOT (S (NP (PRP they)) (VP (VBP do) (RB n't) (ADVP (RB even)) (VP (VB know) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (SBAR (WHNP (WP what)) (S (NP (DT the) (NNS guys)) (VP (VBP name) (SBAR (S (VP (VBZ is) (, ,) (NP (INTJ (UH uh) (. .)) (NP (NNP Bruce) (NNP Williams)))))) (SBAR (WHNP (WP who)) (S (VP (VBZ does) (PP (ADVP (NP (JJ financial) (NN work)) (RB all)) (RB over) (NP (DT the) (NNP United) (NNPS States))))))))))) (. .)))"
[49],(ROOT (S (NP (JJS Most) (NNS people)) (VP (VBP have) (RB n't) (VP (VBN heard) (PP (IN of) (NP (NNP Bruce) (NNP Williams))))) (. .)))
[47],X
[50],(ROOT (S (NP (PRP You)) (ADVP (RB probably)) (VP (VBP have) (RB n't) (NP (NP (DT either)) (SBAR (IN unless) (S (NP (PRP you)) (VP (VBP 're) (NP (DT a) (NN radio) (NN buff))))))) (. .)))
[52],(ROOT (S (NP (PRP He)) (VP (VP (VBZ is) (PP (IN in) (NP (NNP New) (NNP Jersey)))) (CC and) (VP (VBZ is) (NP (NP (NN entrepreneur)) (CC and) (ADVP (RB kind) (RB of)) (NP (DT a) (JJ self-made) (NN millionaire))))) (. .)))
[53],"(ROOT (S (CC And) (, ,) (ADVP (PRP he)) (VP (VBZ has) (NP (PRP it))) (, ,)))"
[54],"(ROOT (S (NP (PRP I)) (VP (, ,))))"
[55],"(ROOT (FRAG (PP (NP (UH well)) (PP (NP (PRP it)) (BES 's) (NP (NP (CD five) (CD seventy)) (ADVP (RB here))))) (, ,)))"
[56],"(ROOT (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG trying) (PP (TO to)))) (, ,)))"
[57],"(ROOT (S (NP (PRP it)) (VP (BES 's) (PP (IN on) (NP (NNP Cliff)))) (, ,)))"
[58],"(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (WHNP (WP what) (NP (DT the))))) (, ,)))"
[59],(ROOT (S (NP (PRP he)) (VP (BES 's) (PP (IN on) (NP (DT all) (NNS stations)))) (. .)))
[60],"(ROOT (S (NP (PRP You)) (VP (MD might) (VP (VB remember) (NP (DT the) (NN name) (NNP Bruce) (NNP Williams)))) (, ,)))"
[61],"(ROOT (S (CC and) (NP (PRP he)) (, ,) (NP (PRP he)) (VP (VBZ is) (ADVP (RB again)) (, ,) (S (UCP (ADJP (JJ national)) (CC and) (VP (VBZ talks) (PP (IN about) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (JJ financial) (NNS things))))))))) (. .)))"
[62],"(ROOT (S (CC But) (, ,) (NP (DT the)) (ADVP (RB here)) (, ,) (NP (PRP I)) (ADVP (RB just)) (VP (VBP get) (NP (DT a) (NN kick)) (PRT (RP out)) (PP (IN of) (PRN (, ,) (INTJ (UH uh)) (, ,))))))"
[63],"(ROOT (PRN (UH well) (S (NP (PRP we)) (VP (VBP do) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN gardening)))) (ADVP (RB here)))) (, ,)))"
[64],"(ROOT (PRN (S (ADVP (RB so)) (NP (EX there)) (VP (BES 's))) (, ,)))"
[65],"(ROOT (S (NP (PRP we)) (VP (VBP have) (NP (NP (DT an) (JJ excellent) (NN gardener)) (ADVP (RB here)))) (, ,)))"
[66],(ROOT (S (VP (VBZ has) (NP (NP (NP (CD three) (NNS hours)) (PP (IN on) (NP (NNP Sunday)))) (CC and) (NP (NP (CD three) (NNS hours)) (PP (IN on) (NP (NNP Saturday)))))) (. .)))
[67],(ROOT (S (PP (IN Of) (NP (NN course))) (NP (DT that)) (VP (BES 's) (RB not) (ADVP (RB exactly)) (NP (JJ current) (NNS events))) (. .)))
[51],"(ROOT (S (S (NP (PRP I)) (VP (MD 'd))) (, ,) (NP (PRP I)) (VP (MD 'd) (VP (VB have) (S (VP (TO to) (VP (VB say) (S (NP (PRP I)) (VP (VB have) (RB n't))) (ADVP (RB either))))))) (. .)))"
[69],"(ROOT (S (NP (PRP I)) (VP (VBP listen) (PP (IN to) (NP (NP (NP (DT the) (NN radio)) (PRN (, ,) (FRAG (INTJ (UH uh)) (, ,) (ADVP (RB probably))) (XX g-))) (, ,) (NP (NP (CD five) (CC or) (CD six) (NNS hours)) (NP (DT a) (NN week))) (, ,))))))"
[68],"(ROOT (S (CC But) (PRN (, ,) (S (NP (PRP I)) (, ,) (NP (PRP I)) (VP (VBP 'm))) (, ,)) (NP (PRP I)) (VP (VBP am) (ADVP (RB kind) (RB of)) (NP (DT a) (NN radio) (NN buff))) (. .)))"
"[70, 72]","(ROOT (S (CC but) (PP (RB almost) (PP (ADVP (RB inevitably)) (IN to) (NP (NP (DT a) (NN station)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (NP (DT a) (JJ classical)) (PRN (, ,) (INTJ (UH uh)) (, ,)))))))) (NP (NN station)) (VP (ADVP (RB here)) (XX MUMBLEx) (, ,) (PP (IN for) (NP (NN music) (NNS purposes)))) (. .)))"
[73],"(ROOT (S (NP (PRP We)) (VP (VBP do) (RB n't) (VP (VB use) (NP (NP (DT the) (NN radio)) (PP (IN as) (NP (DT a) (NN wake)))) (PRT (RP up)))) (, ,)))"
[71],(ROOT (FRAG (PP (IN For) (NP (NN music))) (. ?)))
"[74, 76]","(ROOT (S (NP (PRP we)) (VP (VP (VBP have) (NP (PRP$ our))) (PRN (, ,) (S (NP (DT a) (NN television)) (VP (VBD connected) (PP (PP (IN to) (NP (ADJP (DT a) (PRN (, ,) (INTJ (UH uh) (, ,) (UH uh)) (, ,))) (JJ electronic) (NN alarm))) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NP (NP (NN system)) (SBAR (WHNP (WDT that)) (S (VP (VBZ kicks) (PRT (RP in)))))))) (, ,)))))"
[75],(ROOT (INTJ (UH Yeah) (. .)))
[78],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yeah) (. .))))"
[79],(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (JJ good))) (. .)))
[77],(ROOT (S (CC and) (NP (PRP it)) (VP (VBZ comes) (PRT (RB on)) (PP (IN with) (NP (NP (NNP C) (NNP N) (NNP N)) (PP (IN in) (NP (DT the) (NN morning)))))) (. .)))
[81],(ROOT (FRAG (NP (DT That))))
[82],"(ROOT (PRN (S (S (NP (PRP we)) (, ,) (NP (PRP we)) (VP (VP (VBP wake) (PRT (RP up)) (PP (IN to) (NP (NN television) (NN news)))) (CC and) (PRN (, ,) (INTJ (UH uh) (, ,) (UH uh)) (, ,)) (VP (VBP shower)))) (CC and) (S (S (VP (VBP dress))) (, ,) (CC and) (S (NP (WDT whatever)) (PP (IN to) (NP (DT that)))))) (, ,)))"
[80],"(ROOT (FRAG (PP (UH Actually)) (, ,)))"
"[83, 85]","(ROOT (FRAG (CC and) (ADVP (ADVP (RB then)) (SBAR (IN because) (S (PP (IN of) (NP (NP (DT the) (NN fact)) (SBAR (IN that) (S (NP (NP (PRP$ my) (NN wife)) (CC and) (NP (PRP I))) (VP (VBP ride) (PP (IN to) (NP (NP (NP (NP (NN work)) (ADVP (RB together))) (, ,) (INTJ (UH uh)) (, ,) (PP (IN in) (NP (DT a) (NN car)))) (, ,) (NP (PRP we))))))))) (, ,) (NP (PRP we)) (VP (VBP chat) (ADVP (IN at) (NP (DT each) (JJ other)) (PP (IN rather) (ADVP (IN than))) (, ,) (PP (IN than) (NP (NN something) (RB else))))))) (. .))))"
[86],"(ROOT (S (INTJ (UH Uh)) (, ,) (ADVP (CC and)) (VP (ADVP (ADVP (RB occasionally)) (SBAR (WHNP (WP what)) (FRAG (NP (PRP we))))) (MD 'll) (VP (ADVP (DT each)) (VB do) (PP (VBG depending) (PP (IN on) (SBAR (WHNP (WP whoever)) (S (VP (VBZ is) (VP (VBG driving) (SBAR (S (NP (NNS is)) (VP (VBP have) (NP (DT the) (NN newspaper)) (ADVP (ADVP (RB sort) (RB of)) (PP (IN on) (NP (NP (PRP$ our) (NN lap)) (PP (IN on) (NP (DT the) (NN way)))))) (PP (IN in))))) (, ,) (PP (IN in) (NP (DT the) (NN car))))))))))) (, ,)))"
[84],"(ROOT (S (INTJ (UH Oh)) (, ,) (NP (DT that)) (VP (BES 's) (ADJP (JJ good))) (. .)))"
[88],(ROOT (S (NP (PRP$ My) (NN wife)) (VP (ADVP (RB always)) (VBZ wonders) (PP (IN about) (NP (DT that))))))
[87],"(ROOT (S (RB so) (NP (PRP we)) (VP (VP (VBP have) (NP (NP (DT the) (NN advantage)) (PP (IN of) (S (VP (VBG being) (ADJP (JJ able) (PP (TO to)))))))) (, ,) (S (INTJ (UH uh)) (, ,) (VP (VP (VB read)) (CC and) (VP (VB drive) (SBAR (IN although) (S (NP (EX there)) (VP (VBZ seems) (S (VP (TO to) (VP (VB be)))) (, ,) (PP (IN from) (SBAR (WHNP (WP what)) (S (NP (PRP I)) (VP (VBP 've) (VP (VBN seen) (PP (IN on) (NP (DT the) (NN freeway))) (SBAR (ADVP (RB recently)) (IN that) (S (NP (NP (DT a) (JJ fair) (NN number)) (PP (IN of) (NP (NNS people)))) (VP (VBP are) (VP (VBG reading) (CC and) (VBG driving))))))))))))))))) (. .)))"
[90],"(ROOT (S (ADVP (RB So)) (PRN (, ,) (S (NP (PRP we)) (, ,) (NP (PRP we)) (VP (VBP rely) (ADVP (RB pretty)) (, ,) (ADVP (RB pretty) (RB heavily)))) (, ,)) (NP (PRP I)) (VP (VBP think) (, ,) (PP (IN on) (NP (NP (DT a) (NN combination)) (PP (IN of) (NP (DT the))))) (, ,) (PP (IN of) (NP (DT the) (CD two)))) (. .)))"
[89],"(ROOT (S (NP (PRP she)) (VP (VBZ says) (, ,) (S (VP (VB look) (PP (IN at) (NP (NP (DT that) (NN person)) (SBAR (S (NP (PRP he)) (VP (BES 's) (VP (VBG driving) (CC and) (VBG reading) (PP (IN at) (NP (DT the) (JJ same) (NN time)))))))))))) (. .)))"
[91],"(ROOT (S (NP (PRP I)) (VP (ADVP (ADVP (RB also)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (NP (NP (NN use)) (, ,) (SBAR (S (INTJ (UH uh)) (, ,) (NP (NNP NEWSWEEK) (NN magazine)) (VP (. .) (INTJ (UH Uh))))) (, ,))))))"
[92],(ROOT (INTJ (UH Yeah) (. .)))
[94],(ROOT (INTJ (UH Right) (. .)))
"[93, 95]","(ROOT (S (S (NP (PRP we)) (VP (VBP tend) (S (VP (TO to) (VP (VB alternate) (PP (IN between) (NP (NP (NNP NEWSWEEK)) (CC and) (NP (NN TIME))))))))) (CC and) (S (NP (WDT whatever)) (VP (VBZ happens) (S (VP (TO to) (VP (VB be) (NP (NP (DT the)) (, ,) (NP (NP (ADJP (DT the) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NN news) (NN magazine)) (PP (IN of) (NP (NP (DT the) (NN year)) (PP (IN for) (NP (PRP us)))))))))))) (. .)))"
[97],"(ROOT (S (CC and) (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PRP I)) (VP (VBP read) (ADVP (RB sporadically)) (PP (IN of) (NP (NP (NN commentary)) (CC and) (NP (NP (DT a) (NN couple)) (PP (IN of) (NP (JJ other))))))))) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (S (NP (NP (NN trade)) (UCP (NP (NNS magazines)) (, ,) (CC and) (PRN (, ,) (INTJ (UH uh) (, ,) (UH uh)) (, ,)) (PP (IN such))) (SBAR (WHPP (IN as) (WHNP (WHNP (DT that)) (PRN (, ,) (INTJ (UH uh)) (, ,)))) (S (SBAR (WHADVP (WRB where)) (S (NP (PRP I)) (VP (MD might) (VP (VB read) (NP (NP (NP (DT the)) (, ,) (NP (DT the) (JJ occasional) (UCP (ADJP (JJ social)) (CC and) (ADVP (RB even))) (JJ current) (NN event) (NNS commentaries)) (, ,)) (CC and) (, ,) (CC and) (NP (NP (NN everything)) (ADJP (RB as) (JJ diverse)))) (PP (IN as) (NP (NP (NNP A) (NNP C) (NNP M)) (PP (IN to) (PRN (, ,) (INTJ (UH uh) (, ,) (UH uh)) (, ,)) (NP (NP (DT some)) (PP (IN of) (NP (NP (ADJP (DT the) (PRN (, ,) (INTJ (UH uh)) (, ,))) (DT some)) (PP (IN of) (NP (DT the) (JJ other) (NNS tabloids))))))))))))) (NP (PRP I)) (VP (VBP get))))))) (. .)))"
[98],"(ROOT (S (ADVP (RB So)) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP I)) (VP (VBP guess) (SBAR (S (NP (PRP I)) (VP (VBP use) (SBAR (S (NP (NP (RB about) (CD eighty) (NN percent)) (VP (VBN written))) (, ,) (VP (VBZ is) (ADVP (RB probably)) (NP (NP (PRP$ my) (NN input)) (CC and) (NP (CD twenty) (NN percent))) (, ,) (FRAG (INTJ (UH uh)) (, ,) (NP (NN television)))))))))) (. .)))"
[96],"(ROOT (VP (XX W-) (PRN (, ,) (S (NP (PRP we)) (VP (VBP get))) (, ,))))"
"[99, 101]","(ROOT (S (NP (PRP I)) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP I)) (VP (VBP respect) (NP (NP (DT the)) (, ,) (PP (IN from) (NP (DT a) (JJ journalistic) (NN perspective) (JJ current) (NNS events)))))))) (. .)))"
[100],"(ROOT (PRN (VB Go) (ADVP (RB ahead)) (, ,)))"
[103],(ROOT (INTJ (JJ Good) (NN point) (. .)))
[102],"(ROOT (S (S (NP (PRP I)) (VP (VBP 've) (ADVP (RB always)) (VP (VBN said) (SBAR (IN that) (S (NP (PRP it))))))) (, ,) (NP (PRP it)) (VP (BES 's) (ADVP (RB really)) (RB not) (ADJP (JJ interesting)) (SBAR (IN unless) (S (NP (PRP it)) (VP (VP (BES 's) (ADJP (NP (CD three) (NNS weeks)) (JJ old))) (CC and) (VP (VBD found) (NP (PRP$ its) (NN way)) (PP (IN into) (NP (DT a) (NN news) (JJ weekly) (NN headline)))))))) (. .)))"
[104],(ROOT (S (NP (DT That)) (VP (BES 's) (NP (DT a) (JJ good) (NN point))) (. .)))
[106],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yeah) (. .))))"
[105],"(ROOT (S (INTJ (UH Uh)) (, ,) (ADVP (JJ other) (PP (IN than) (NP (DT that)))) (NP (PRP it)) (VP (VBD was) (NP (NP (DT a) (XX MUMBLEx)) (ADVP (IN at) (JJS best)))) (. .)))"
[108],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (PRP we)) (VP (VBP 're) (ADVP (RB probably)) (RB not) (VP (JJ thrilled) (PP (IN with) (NP (NP (PRP$ our) (JJ only) (NN newspaper)) (SBAR (WHNP (WDT that)) (S (NP (PRP we)) (VP (VBP have) (VP (PP (IN in) (NP (NNP Raleigh))))))))))) (. .)))"
[109],"(ROOT (NP (S (NP (EX There)) (, ,) (NP (EX there)) (VP (VBP are) (ADJP (JJ other)) (PRN (, ,) (INTJ (UH uh) (, ,) (UH uh)) (, ,))))))"
[110],"(ROOT (S (NP (PRP I)) (VP (VBP 'm) (RB not) (ADJP (JJ sure) (SBAR (WHNP (WP what)) (S (NP (PRP you)) (VP (MD would) (VP (VP (VB call) (NP (PRP them))) (PRN (, ,) (S (NP (PRP they)) (VP (XX co-))) (, ,)) (NP (DT the) (JJ small))))))) (, ,) (INTJ (UH uh)) (, ,) (S (VP (VBG competing) (NP (NP (JJ independent) (NN sort)) (PP (IN of) (NP (NNS newspapers))))))) (. .)))"
[111],"(ROOT (FRAG (PP (JJ Little) (NP (JJ small) (JJ weekly) (NNS things))) (, ,)))"
[107],(ROOT (S (NP (PRP It)) (VP (VP (VBZ comes)) (CC and) (VP (VBZ goes))) (. .)))
[112],"(ROOT (S (CC but) (NP (EX there)) (VP (BES 's) (ADVP (RB only)) (NP (NP (NP (CD one)) (SBAR (WHNP (NP (JJ daily)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (VP (VBD called) (SBAR (S (NP (DT the) (NP (NP (NNP NEWS) (CC AND) (NNP OBSERVER)) (, ,) (ADVP (RB fondly)))) (VP (VBN referred) (PP (IN to) (NP (RB here))) (PP (IN by) (NP (NP (DT some)) (PP (IN as) (NP (DT the))))) (, ,) (FRAG (INTJ (UH uh) (, ,) (UH uh)))))))))) (, ,) (ADVP (RB sometimes)) (NP (DT the) (NNP Noise) (CC and) (NNP Observer)))) (. .)))"
[114],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (PRP it)) (VP (VBZ depends)) (. .)))"
[113],(ROOT (INTJ (UH Yeah) (. .)))
"[115, 117]","(ROOT (S (NP (PRP It)) (PRN (, ,) (S (NP (PRP it)) (VP (BES 's))) (, ,)) (VP (VP (VBZ has) (NP (JJ decent) (JJ national) (NN coverage))) (, ,) (CC but) (VP (VBZ has) (NP (NP (NP (DT an) (ADJP (RB extremely) (JJ focused)) (JJ political) (NN coverage)) (, ,) (VP (ADVP (RB probably)) (VBN steeped) (PP (IN in)))) (, ,) (NP (NP (DT the) (JJ southern) (NN history)) (CC and) (NP (NP (DT the) (NN fact)) (SBAR (IN that) (S (NP (DT this)) (VP (VBZ is) (NP (DT a) (JJ Democratic) (NNP State)))))))))) (. .)))"
[116],(ROOT (FRAG (ADJP (JJ Local)) (S (NP (PRP you)) (VP (VBP mean))) (. ?)))
"[118, 120]","(ROOT (S (CC And) (, ,) (INTJ (UH uh)) (, ,) (NP (RB consequently)) (ADVP (NN everything)) (VP (VBZ is) (VP (VBN filtered) (PP (IN through) (NP (NP (NP (ADJP (DT that) (PRN (, ,) (INTJ (UH uh)) (, ,))) (JJ Republican)) (ADJP (JJ Democratic) (ADVP (RB sort) (RB of)))) (, ,) (NP (NN glass)) (, ,) (ADJP (RB almost) (RB unnecessarily))))))))"
[119],(ROOT (INTJ (UH Yeah) (. .)))
[122],(ROOT (INTJ (UH Yeah) (. .)))
