[1],"(ROOT (S (VP (UH Uh) (PRN (, ,) (INTJ (UH yeah)) (, ,)))))"
[28],"(ROOT (S (NP (PRP you)) (VP (VBP have) (S (VP (TO to) (VP (VB have) (NP (NP (DT a) (JJ certain) (NN amount)) (PP (IN of) (NP (NP (NNS kids)) (PP (IN in) (NP (NP (PRP$ your) (NN class)) (NP (DT every) (NN day))))))))))) (, ,)))"
[29],"(ROOT (S (CC and) (, ,) (NP (PRP it)) (BES 's) (PRN (, ,) (S (NP (PRP it)) (VP (BES 's))) (, ,)) (NP (PRP it)) (VP (BES 's) (NP (DT a) (NNS numbers) (NN game))) (. .)))"
[21],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH wow) (. .))))"
[31],"(ROOT (S (INTJ (UH Well)) (, ,) (ADVP (PRP I)) (VP (VBP think) (NP (PRP it)) (PP (BES 's) (NP (QP (JJR more) (IN of) (DT a))))) (, ,)))"
[32],"(ROOT (S (NP (EX there)) (VP (BES 's) (NP (DT a) (JJR bigger) (NN problem)) (ADVP (RB here)) (ADVP (IN than)) (PRN (, ,) (INTJ (UH uh)) (, ,)) (PP (IN than) (NP (NP (NN discipline)) (PP (IN in) (NP (DT the) (NNS schools)))))) (. .)))"
[30],"(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think) (NP (DT that) (BES 's)) (ADVP (JJ right)) (, ,) (SBAR (SBAR (IN if) (S (NP (PRP they)) (VP (VBP 're)))) (, ,) (ADVP (RB especially)) (SBAR (IN if) (S (NP (PRP they)) (VP (VBP 're) (VP (VP (VBG interrupting) (NP (DT the) (NN class))) (CC and) (VP (VBG preventing) (NP (JJ other) (NNS kids)) (PP (IN from) (S (VP (VBG learning)))))))))))) (. .)))"
[33],"(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP it)) (VP (VBZ gets) (ADVP (RB back) (PP (IN to) (NP (ADJP (DT the) (PRN (, ,) (INTJ (UH uh)) (, ,))) (JJ parental) (NN participation)))) (PP (IN into) (NP (DT the) (NN program))))))) (. .)))"
[35],"(ROOT (S (NP (NP (FRAG (INTJ (UH Um)) (, ,) (PP (TO to)))) (PP (VB give) (SBAR (WHNP (NP (PRP you)) (PP (NP (NP (DT an) (NN example)) (, ,) (ADVP (DT both))) (IN of) (NP (PRP$ my) (NNS children)))) (S (VP (VBP are) (PP (IN in) (NP (NP (DT the) (NN academy) (NN system)) (PP (IN in) (NP (DT the) (NNP Garland) (NNP School) (NNP District)))) (, ,)))))))))"
[36],"(ROOT (S (S (CC and) (S (NP (PRP it)) (VP (BES 's) (NP (DT a) (JJ public) (NN system))))) (, ,) (ADVP (RB however)) (, ,) (NP (PRP you)) (VP (MD 'd) (VP (VB think) (SBAR (IN that) (S (NP (PRP it)) (VP (VBD was) (NP (NP (DT a) (JJ private) (NN school)) (, ,) (SBAR (IN because) (S (NP (PRP I)) (VP (VBP take) (NP (NP (PRP it)) (, ,) (NP (DT the) (JJS best) (NNS teachers)) (CC and) (NP (DT the) (JJS best) (NNS students)))))) (, ,)))))))))"
[37],"(ROOT (S (NP (PRP they)) (VP (VBP 're) (VP (VBG taking) (NP (ADJP (JJ top) (NP (CD three))) (NN percent) (SBAR (WHNP (WDT that)) (S (VP (VBP have) (VP (VBN tested) (PRT (RP out)))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know) (, ,) (PP (IN in) (NP (DT the) (NN district))) (ADVP (CC and)) (, ,) (S (INTJ (UH uh)) (, ,) (VP (VB put) (NP (PRP them)) (PP (IN in) (NP (DT this) (NN academy) (NN system))))))) (, ,)))))))))"
[38],(ROOT (S (CC and) (S (VP (TO to) (VP (VB get) (PP (IN into) (NP (DT the) (NN system)))))) (VP (BES 's) (ADJP (RB very) (JJ difficult))) (. .)))
[39],"(ROOT (FRAG (S (CC But) (ADVP (RB once)) (NP (PRP you)) (VP (VBP 're) (S (S (PP (IN in) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NP (PRP they)) (VP (VBP have))) (, ,) (S (NP (PRP they)) (VP (VBP have) (NP (JJ self-paced) (NNS programs)))) (, ,))))))"
[40],(ROOT (PRN (CC and) (ADJP (RB so) (SBAR (S (NP (PRP you)) (VP (VBP have) (NP (NP (NNS students)) (SBAR (WHNP (WDT that)) (S (VP (VBP want) (S (VP (TO to) (VP (VB learn))))))))))))))
[41],"(ROOT (S (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP you)) (VP (VBP have) (NP (NP (NNS teachers)) (SBAR (WHNP (WDT that)) (S (VP (VBP want) (S (VP (TO to) (VP (VB teach))))))))) (, ,)))"
[42],"(ROOT (PRN (CC and) (S (NP (PRP you)) (VP (VBP have) (NP (NP (NNS parents)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (ADJP (RB really) (JJ interested) (PP (IN in) (NP (DT the) (NNS children))))))))) (, ,))))"
[34],(ROOT (INTJ (UH Yes) (. .)))
[44],(ROOT (FRAG (ADVP (RB Sure)) (. .)))
"[43, 45]","(ROOT (S (CC and) (ADVP (RB basically)) (, ,) (INTJ (UH uh)) (, ,) (NP (EX there)) (VP (BES 's) (VP (VP (ADVP (RB probably)) (NP (DT some) (NN discrimination)) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP want) (S (VP (TO to) (VP (VB say) (NP (DT that)) (FRAG (INTJ (UH uh)))))) (, ,) (SBAR (IN because) (S (NP (NP (RBS most)) (PP (IN of) (NP (NP (DT the) (NNS people)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (PP (PP (IN in) (NP (DT the) (NN academy) (NN system))) (PRN (, ,) (INTJ (UH uh)) (, ,))))))))) (VP (VBP are) (NP (NNP Caucasian))))))))) (, ,) (CC and) (VP (, ,) (SBAR (IN because) (S (NP (PRP you)) (VP (VBP have) (S (VP (TO to) (VP (VB test) (PP (IN into) (NP (DT the) (NN system)))))))))))) (. .)))"
[47],"(ROOT (FRAG (CC And) (NP (NP (RBS most)) (PP (IN of))) (, ,)))"
[48],"(ROOT (S (NP (DT that)) (VP (BES 's) (RB not) (ADJP (RB all) (JJ true))) (, ,)))"
[49],"(ROOT (S (CC but) (NP (PRP I)) (VP (VBP 'm) (VP (VBG saying) (NP (NP (DT a) (JJ large) (NN percentage)) (PP (IN of) (SBAR (S (NP (PRP them)) (VP (VBP are)) (, ,)))))))))"
[50],"(ROOT (S (S (CC and) (S (ADVP (RB also)) (NP (NP (DT the) (JJ other) (JJ large) (NN percentage)) (VP (VBZ is))) (VP (VBZ is) (SBAR (IN that) (S (NP (NP (PDT all) (DT the) (NNS parents)) (PP (PP (RB just) (IN about) (NP (PRN (, ,) (PP (IN of) (NP (DT these)))) (NNS kids))) (PRN (, ,) (INTJ (UH uh)) (, ,)))) (VP (VBP have) (NP (NN college) (NNS degrees)))))))) (, ,) (NP (QP (IN at) (JJS least) (CD one)) (NN parent)) (VP (VBZ does)) (. .)))"
[51],"(ROOT (S (NP (CC And)) (VP (ADVP (RB so)) (S (NP (NP (EX there)) (VP (BES 's)) (, ,))))))"
[46],(ROOT (INTJ (UH Sure) (. .)))
[53],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yeah) (. .))))"
[54],"(ROOT (S (NP (PRP$ My) (NN son)) (VP (VBD had) (NP (NP (PDT such) (DT a) (JJ tough) (NN time)) (PP (IN in) (PRN (, ,) (INTJ (UH uh)) (, ,)) (NP (DT the) (NN school))) (SBAR (S (NP (PRP he)) (VP (VBD went) (PP (TO to)))))))))"
[55],"(ROOT (S (CC but) (, ,) (ADVP (RB there)) (VP (VBD was) (PP (IN through))) (, ,)))"
[56],"(ROOT (S (NP (PRP it)) (VP (VBD was) (RB n't) (NP (NP (PDT all) (DT the) (NN school)) (POS 's) (NN fault))) (, ,)))"
[57],"(ROOT (S (NP (PRP it)) (VP (VBD was) (NP (PRP$ his) (NN fault)) (ADVP (RB also))) (, ,)))"
[58],"(ROOT (S (CC but) (NP (PRP we)) (VP (VBP put) (NP (PRP him)) (PP (IN in) (NP (NP (DT a) (JJ private) (NN school)) (PP (IN in) (NP (NNP Richardson)))) (, ,)))))"
[59],"(ROOT (FRAG (CC and) (NP (NP (DT that)) (, ,) (NP (DT that) (NN cost) (JJR more)) (, ,))))"
[60],"(ROOT (S (NP (WDT that)) (VP (VBD was) (NP (CD five) (CD thousand) (NNS dollars)) (NP (DT a) (NN semester)) (PP (IN for) (NP (CD three) (NNS semesters)))) (, ,)))"
[52],"(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (IN that) (, ,) (S (S (INTJ (UH uh)) (, ,) (NP (DT that)) (VP (BES 's) (NP (PRP$ my) (NN justification)) (PP (IN for) (S (VP (VBG saying) (SBAR (IN that) (S (NP (NP (NP (DT the) (NNS parents)) (SBAR (WHNP (WDT that)) (S (VP (VBP are))))) (, ,) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (VP (VBG pushing) (NP (PRP$ their) (NNS children)) (PP (IN at) (NP (NN home))) (, ,) (SBAR (RB even) (IN if) (S (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB know) (S (SBAR (WHNP (WP what)) (S (NP (PRP$ their) (NNS children)) (VP (VBP are) (VP (VBG learning))))) (, ,) (NP (PRP they)) (VP (VP (VBP 're)) (PRN (, ,) (S (NP (PRP they)) (VP (VBP 're) (VP (VBG saying) (S (VP (VB do) (NP (PRP$ your) (NN homework))))))) (, ,)) (VP (VB let) (S (NP (PRP me)) (VP (VB see) (NP (PRP it))))))))))))))) (, ,)) (VP (VBP do) (RB n't) (VP (VB get) (PP (IN in) (NP (NN trouble))) (PP (IN at) (NP (NN school)))))))))))) (CC or) (S (NP (PRP we)) (VP (VBP 're) (VP (VBG going) (S (VP (TO to) (VP (VB be) (ADVP (RB all) (RP over)) (NP (PRP you))))))))))) (. .)))"
[62],(ROOT (INTJ (UH Yeah)))
[61],(ROOT (SBAR (WHNP (WDT that)) (S (VP (VBD was) (ADJP (ADJP (JJR more)) (SBAR (IN than) (S (NP (PRP$ his) (NN college) (NN tuition)) (VP (VBD was)))))))))
[64],"(ROOT (S (CC but) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP it)) (VP (VBD had) (S (VP (TO to) (VP (VB be) (VP (VBN done)))))) (, ,)))"
[65],"(ROOT (S (ADVP (IN at) (JJS least)) (NP (PRP it)) (VP (VP (VBD took) (NP (NP (NN care)) (PP (IN of) (NP (PRP him))))) (CC and) (PRN (, ,) (INTJ (UH uh)) (, ,)) (VP (VBD threw) (NP (PRP him)) (PP (IN in) (NP (DT a) (JJ good) (NN learning) (NN situation))) (SBAR (WHADVP (WRB where)) (S (NP (PRP he)) (VP (VBD did) (S (VP (VP (VB participate)) (CC and) (PRN (, ,) (INTJ (UH uh)) (, ,)) (VP (VB want) (S (VP (TO to) (VP (VB learn) (NP (NN something))))))))))))) (. .)))"
[63],(ROOT (NP (. .)))
[67],(ROOT (INTJ (UH Yeah) (. .)))
[66],"(ROOT (S (CC But) (NP (PRP I)) (VP (MD 'll) (VP (VB tell) (NP (NP (PRP you)) (SBAR (WHNP (WP what)) (, ,) (S (S (NP (EX there)) (VP (BES 's) (NP (DT a)))) (PRN (, ,) (S (NP (EX there)) (, ,) (NP (EX there)) (VP (VBP are) (NP (DT a) (JJ few) (NNS faults)) (, ,) (S (VP (TO to) (VP (VB say) (NP (DT the) (JJS least))))))) (, ,))))) (PP (IN in) (NP (DT the) (NN school) (NNS systems))) (NP (NN today)))) (. .)))"
[69],"(ROOT (INTJ (UH Yeah) (, ,)))"
[68],"(ROOT (S (NP (PRP I)) (VP (VBP think) (S (SBAR (WHNP (WP what)) (S (NP (PRP we)) (VP (VBP 've) (VP (VBN done) (SBAR (S (VP (VBZ is)))))))) (, ,) (INTJ (UH um)) (, ,) (INTJ (UH um)) (, ,) (PP (RB especially) (S (VP (VBG looking) (PP (IN at) (PRN (, ,) (INTJ (UH um)) (, ,))) (NP (DT the) (NNP South) (NNP Dallas) (NN area))))) (, ,) (VP (VBZ is) (SBAR (IN that) (S (NP (PRP we)) (VP (VBP 're) (VP (VBG trying) (S (VP (TO to) (VP (VB bring) (NP (DT the) (NN education) (NN level)) (ADVP (RB down) (PP (TO to) (NP (DT the) (JJS lowest) (NN level)))) (SBAR (IN so) (IN that) (S (NP (DT the) (JJS lowest) (NN level)) (VP (MD can) (VP (VB succeed))))))))))))))) (. .)))"
[70],"(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP we)) (VP (VBP have) (NP (NP (DT that) (NN problem)) (VP (VBG dealing) (PP (IN in) (NP (NP (RBS most)) (NP (NP (NNS areas)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ is) (ADJP (JJ unfortunate)))))))))))))) (. .)))"
[72],(ROOT (S (NP (PRP You)) (VP (VBP bet)) (. .)))
[74],(ROOT (S (NP (PRP You)) (VP (VBP bet)) (. .)))
"[71, 73, 75]","(ROOT (S (CC And) (, ,) (INTJ (UH um)) (, ,) (NP (DT that)) (ADVP (RB also)) (VP (ADVP (RB probably)) (VBZ crosses) (PP (IN over) (IN into) (NP (NP (NN business)) (, ,) (SBAR (IN because) (S (S (INTJ (UH now)) (, ,) (NP (NNS businesses)) (ADVP (RB also)) (VP (VP (VBP say) (SBAR (IN that) (S (SBAR (IN if) (S (NP (PRP you)) (VP (VBP 're) (RB not)))) (, ,) (VP (VB do) (RB n't) (VP (VB have) (NP (NP (DT the) (ADJP (ADJP (JJ proper) (NN education)) (PRN (, ,) (INTJ (UH uh)) (, ,)))) (PP (VBG including) (PRN (, ,) (INTJ (UH uh)) (, ,)) (NP (NP (NN exposure)) (PP (TO to) (NP (NP (JJ high) (NN tech) (NNS fields)) (ADJP (IN such) (PP (IN as) (NP (NN computer) (NN technology))))))))) (, ,) (SBAR (IN if) (S (NP (PRP you)) (VP (VP (MD ca) (RB n't) (VP (VB use) (NP (DT a) (NN computer)) (NP (NN today)))) (CC and) (VP (VBP do) (NP (NN word) (NN processing))))))))))) (CC and) (VP (VBP do)))) (, ,) (S (INTJ (UH uh)) (, ,) (NP (NN data) (NN base) (NN management)) (ADVP (CC and)) (VP (VBP do))) (, ,) (S (NP (PRP I)) (VP (VBP forget) (NP (NP (PDT all) (DT the) (JJ other) (NN stuff)) (, ,) (NP (JJ financial) (NN management)) (CC and) (NP (NP (PDT all) (DT this) (JJ other) (NN kind)) (PP (IN of) (NP (NP (NN stuff)) (PP (IN in) (NP (PRP$ your) (JJ regular) (NN job))))))))) (, ,) (S (INTJ (UH uh)) (, ,) (NP (PRP you)) (VP (MD ca) (RB n't) (VP (VB function) (SBAR (S (NP (PRP you)) (VP (VBP know)))))))))))) (. .)))"
[77],(ROOT (ADJP (RB So) (SBAR (S (NP (PRP I)) (VP (VBP think) (SBAR (IN that) (S (NP (DT the) (NN school) (NN system)) (VP (VBZ proliferates) (PP (IN over) (PP (IN to) (NP (DT the) (NN business) (NN world))))))))))))
[78],"(ROOT (S (CC and) (NP (DT the) (NN business) (NN world)) (ADVP (RB then)) (VP (VBZ says) (PRN (, ,) (S (NP (PRP we)) (VP (VBP 're) (RB not) (VP (VBG going) (S (VP (TO to) (VP (VB pay) (NP (PRP you)))))))) (, ,)) (SBAR (IN unless) (S (NP (PRP you)) (VP (VBP have) (NP (DT the) (NN education)))))) (, ,)))"
[79],"(ROOT (FRAG (PP (CC and) (NP (RB then) (NN educ-))) (, ,)))"
[76],(ROOT (S (VP (XX MUMBLEx)) (. .)))
[81],(ROOT (INTJ (UH Sure) (. .)))
[82],"(ROOT (S (FRAG (INTJ (UH Well)) (, ,) (NP (NNS teachers))) (, ,) (NP (PRP you)) (VP (VBP know) (PRN (, ,) (S (NP (PRP they)) (VP (VBP have) (NP (NP (DT a)) (, ,) (NP (DT a) (JJ tough) (NN row) (S (VP (TO to) (VP (VB hoe) (, ,) (ADVP (RB so)) (S (VP (TO to) (VP (VB speak))))))))))) (, ,)) (NP (PRP they)) (ADVP (RB just)) (, ,) (S (ADVP (RB always)) (VP (VBG fighting) (NP (DT the) (NN system))))) (. .)))"
[83],"(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (IN if) (S (NP (PRP it)) (VP (BES 's) (ADJP (JJR better)) (ADVP (IN than) (DT any))))))) (, ,)))"
[84],"(ROOT (S (NP (PRP you)) (VP (VBP know) (PRN (, ,) (S (NP (PRP we)) (VP (VBD came) (ADVP (IN down)) (PP (IN to) (NP (NAC (NNP Texas) (PP (IN from) (NP (ADJP (DT the) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NNP New) (NNP York)))) (NN area))))) (, ,)))))"
[85],"(ROOT (S (NP (PRP we)) (VP (VBD were) (ADVP (RB there)) (PP (IN for) (NP (DT a) (JJ short) (NN time)))) (, ,)))"
[86],"(ROOT (S (CC but) (NP (PRP$ my) (NN wife)) (VP (VBZ is) (PP (IN from) (NP (NNP New) (NNP York)) (, ,)))))"
[87],"(ROOT (PRN (CC and) (S (NP (PRP she)) (VP (VBD was) (VP (VP (VBN born)) (CC and) (VP (VBN raised) (ADVP (RB there))) (, ,) (CC and) (VP (VBN educated) (S (NP (NP (RB there)) (, ,) (NP (NN college) (CC and) (NN everything)) (, ,)))))))))"
[88],"(ROOT (S (S (CC and) (NP (PRP I)) (VP (VBP think) (SBAR (S (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (NP (DT the) (NNS schools)) (PP (IN in) (NP (DT the) (NN east)))) (VP (VBP are) (ADVP (RB really)) (ADJP (NP (DT a) (JJ whole) (NN lot)) (JJR better) (PP (IN than) (NP (NP (DT the) (NNS schools)) (PP (IN in) (NP (DT the) (NN south))))))))))) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB care) (SBAR (WHADVP (WRB where)) (S (NP (PRP you)) (VP (VBP 're) (ADVP (RB from))))))) (. .)))"
[89],"(ROOT (FRAG (CC And) (NP (NP (PRP they)) (, ,) (NP (PRP they)) (, ,))))"
[90],"(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (IN if) (S (NP (PRP they)) (VP (VBP learn) (NP (JJR more))))))) (, ,)))"
[91],"(ROOT (PRN (CC but) (NP (NP (PRP they)) (SBAR (S (INTJ (INTJ (RB certainly)) (, ,) (INTJ (UH uh))) (, ,) (NP (PRP they)) (VP (VBP have) (NP (DT a) (NN tendency) (S (VP (TO to) (VP (VB learn) (NP (JJR more)))) (, ,)))))))))"
