[0],"(ROOT (FRAG (PP (UH Okay)) (, ,)))"
[50],"(ROOT (S (ADVP (RB So)) (PRN (, ,) (S (NP (PRP it)) (VP (BES 's))) (, ,)) (NP (PRP it)) (ADVP (BES 's) (PP (IN like) (NP (NN everybody)))) (VP (VBZ is) (PP (IN into) (NP (PRP it)))) (, ,)))"
[49],(ROOT (INTJ (UH Yeah) (. .)))
"[51, 53]",(ROOT (S (NP (PRP it)) (VP (BES 's) (SBAR (FRAG (X (ADVP (RB just)) (NP (NN greed)) (. .)) (NP (JJ Human) (NN greed))))) (. .)))
[52],(ROOT (INTJ (UH Yeah) (. .)))
[55],(ROOT (INTJ (UH Uh-huh) (. .)))
"[54, 56]","(ROOT (S (ADVP (RB Interestingly)) (XX MUMBLEx) (PP (IN in) (NP (NNP Honduras))) (, ,) (NP (PRP It)) (VP (BES 's) (ADJP (RB very) (JJ pro-American))) (. .)))"
[58],"(ROOT (S (CC And) (ADVP (PRP we)) (VP (VBP have) (NP (PRP I))) (, ,)))"
[59],"(ROOT (S (NP (PRP$ my) (NN girlfriend)) (VP (VBN used) (PP (TO to)) (, ,) (S (INTJ (UH uh)) (, ,) (VP (VB be) (PP (IN in) (NP (DT the) (NNP Navy))))))))"
[57],(ROOT (INTJ (UH Uh-huh) (. .)))
[60],"(ROOT (S (CC and) (NP (PRP she)) (VP (VBD was) (VP (VBN based) (PRN (, ,) (INTJ (UH uh)) (, ,)))) (PP (VBN based) (PP (IN in) (NP (NNP Panama)))) (. .)))"
[61],(ROOT (INTJ (UH Uh-huh) (. .)))
[62],"(ROOT (FRAG (PP (IN In) (NP (NP (NNP Honduras)) (, ,) (NP (ADJP (ADJP (RB very)) (PRN (, ,) (INTJ (UH uh) (, ,) (UH uh)) (, ,))) (JJ pro-American)))) (. .)))"
[64],"(ROOT (S (CC And) (NP (EX there)) (VP (BES 's) (S (VP (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS men))) (, ,) (SBAR (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP (WRB how) (JJ many)) (FRAG (NP (NNP American))))))))) (PRN (, ,) (INTJ (UH uh)) (, ,)))))))"
[65],"(ROOT (S (NP (NNS soldiers)) (VP (VBP are) (ADVP (RB there))) (, ,)))"
[66],(ROOT (S (CC but) (NP (EX there)) (VP (BES 's) (NP (DT a) (NN lot))) (. .)))
[67],"(ROOT (S (NP (PRP I)) (VP (VP (VBP mean)) (, ,) (ADVP (PRP they)) (, ,) (NP (UH uh))) (, ,)))"
[63],(ROOT (INTJ (UH Uh-huh) (. .)))
"[68, 70]","(ROOT (PRN (CC and) (S (S (NP (PRP you)) (VP (MD ca) (RB n't))) (, ,) (S (NP (NP (DT the) (JJ American) (NN government)) (SBAR (S (NP (PRP you)) (VP (MD ca) (RB n't) (VP (VB trust) (NP (PRP them)) (ADVP (RB either)) (, ,) (SBAR (IN because) (S (NP (PRP you)) (VP (VBP think) (, ,) (SBAR (S (NP (PRP you)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP (WRB how)) (FRAG (ADJP (JJ corrupt)) (S (NP (PRP they)) (VP (VBP are))) (. .))))))))))))))) (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (PRP they)) (VP (VP (VBP keep) (NP (NNS people)) (PP (IN in) (NP (NP (NN power)) (PP (IN like) (NP (NP (DT the) (NNP Shah)) (PP (IN of) (NP (NNP Iran)))))))) (CC and) (, ,) (S (NP (NNS things)) (PP (IN like) (NP (DT that))))))))) (, ,))))"
[71],"(ROOT (S (NP (PRP I)) (VP (VBP mean) (PRN (, ,) (S (NP (PRP it)) (VP (BES 's) (NP (NP (DT the) (JJR lesser)) (PP (IN of) (NP (CD two) (NNS evils)))))) (, ,)))))"
[69],(ROOT (INTJ (UH Uh-huh) (. .)))
[72],(ROOT (S (NP (PRP they)) (VP (MD will) (ADVP (RB probably)) (VP (VB say) (SBAR (S (NP (DT this)) (VP (VBZ is) (NP (NP (DT the) (JJR lesser)) (PP (IN of) (NP (CD two) (NNS evils))))))))) (. .)))
[74],(ROOT (S (CC But) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP (WRB how)) (S (NP (JJ corrupt) (DT the) (JJ Honduran) (NN government)) (VP (VBZ is)))))) (. .)))
[73],(ROOT (INTJ (UH Yeah) (. .)))
[76],"(ROOT (INTJ (UH Yeah) (, ,)))"
[77],"(ROOT (S (NP (PRP they)) (VP (VBP need) (S (VP (TO to) (VP (VB have) (NP (NP (JJR more)) (SBAR (S (S (NP (NP (NNS checks) (CC and) (NNS balances)) (PP (IN in) (NP (PRP$ their) (NN government)))) (VP (TO to) (VP (VB get) (VP (VBN rid) (PP (IN of) (NP (DT the) (NN corruption))) (. .))))) (CC But) (S (NP (PRP I)) (VP (VBP think) (ADVP (JJ first)) (ADVP (RB though))))))))))) (, ,)))"
[78],"(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know))) (, ,)))"
[79],"(ROOT (S (NP (PRP they)) (VP (VBP need) (PP (PP (TO to)) (PRN (, ,) (S (NP (PRP I)) (VP (VBP think) (SBAR (S (S (NP (PRP they)) (VP (VBP need) (S (NP (NP (DT the) (NN repentance)) (PP (IN on) (NP (NP (DT the) (NN leadership)) (PP (IN of) (NP (NP (DT the) (JJ different) (NNS nations)) (PP (IN for) (NP (DT all)))))))) (NP (PRP$ their))))) (, ,) (S (INTJ (UH uh)) (, ,) (NP (PRP you)) (VP (VBP know) (NP (NP (DT the) (NNS atrocities)) (SBAR (WHNP (WDT that)) (S (NP (PRP they)) (VP (VBP commit))))))) (CC and) (S (NP (DT the) (NN drug)) (NP (NNS dealings))))))) (, ,)) (CC and) (PP (IN in) (NP (DT the) (PRN (, ,) (ADVP (RB just)) (PP (IN in) (NP (DT the) (NN drug) (NNS crimes))) (, ,))))))))"
[80],"(ROOT (SBAR (IN because) (S (NP (PRP I)) (VP (VBP feel) (SBAR (IN like) (S (S (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (DT the) (NN leadership)) (PP (IN in) (NP (DT those) (NNS nations)))))) (VP (VBP are) (ADJP (RB so) (JJ engrossed) (PP (IN in) (NP (DT the) (NN drug) (NNS crimes)))) (SBAR (IN that) (IN until) (S (NP (PRP they)) (VP (VBP repent)))))) (CC or) (S (NP (PRP they)) (VP (VBP are) (VP (VBN moved) (PP (IN from) (NP (NP (NN power)) (, ,) (SBAR (IN that) (S (NP (PRP you)) (VP (VBP know)))) (, ,))))))))))))"
[81],"(ROOT (SBAR (IN because) (S (NP (EX there)) (VP (VBP are) (ADJP (RB so) (JJ many) (PP (IN of) (NP (NP (PRP them)) (SBAR (WHNP (WDT that)) (S (NP (DT the) (JJ next) (NN one)) (VP (TO to) (VP (VB come) (ADVP (IN up)) (PRN (, ,) (SBAR (IN if) (S (NP (PRP you)) (ADVP (RB just)) (VP (VP (VBP knock) (NP (CD one)) (PRT (RP off))) (CC and) (ADVP (RB then)) (VP (VBP have) (NP (DT another) (CD one)))))) (, ,)))))))))))))"
[82],"(ROOT (PRN (CC and) (S (S (NP (PRP I)) (VP (VBP know) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (DT those) (NNS nations)))))) (, ,) (S (NP (EX there)) (BES 's) (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (NNP Brazil)) (PRN (, ,) (SINV (S (NP (PRP I)) (VP (VBP know))) (, ,) (VP (VBZ is) (ADVP (RB like))) (NP (NP (CD forty) (NN percent)) (ADJP (JJ evangelical) (JJ Christian))) (. .))) (ADVP (RB Not) (RB just)) (VP (VBP go) (PP (IN to) (NP (NN church))) (ADVP (CC but))))) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (ADVP (RB really)) (PP (IN on) (NP (NP (NN fire)) (PP (IN for) (NP (NNP God))))))) (, ,))))"
[83],"(ROOT (S (CC and) (NP (PRP they)) (VP (VBP are) (ADVP (RB just)) (VP (VBG surpassing) (NP (NP (NNP America) (, ,) (NNP Latin) (NNP America)) (PP (IN by) (NP (DT the) (NNS drugs)))))) (. .)))"
[84],"(ROOT (S (NP (PRP You)) (VP (VBP know) (PRN (, ,) (S (NP (PRP it)) (VP (BES 's) (ADJP (RB just) (JJ incomprehensible)))) (, ,)))))"
[85],"(ROOT (S (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP (RB so) (PRP I)) (ADVP (RB just)) (VP (VBP think) (SBAR (IN that) (, ,) (S (NP (PRP I)) (VP (VBP think) (SBAR (SBAR (IN that) (S (NP (NNP God)) (VP (VBZ is) (VP (VBG going) (S (VP (TO to) (VP (VB honor) (NP (DT that))))))))) (CC and) (SBAR (IN that) (S (NP (PRP he)) (VP (VBZ is) (VP (VBG going) (S (VP (TO to) (VP (VB put) (PP (IN in) (NP (DT some) (JJ good) (NN leadership))))))))))))))) (, ,)))"
[86],"(ROOT (S (S (CC and) (S (NP (PRP I)) (VP (VBP know)))) (, ,) (ADVP (NP (DT the) (NN president)) (IN of)) (, ,) (NP (PRP I)) (VP (VBP believe) (SBAR (S (NP (NNP Costa) (NNP Rica)) (VP (VBZ is) (NP (DT a) (NNP Christian)))))) (. .)))"
[87],"(ROOT (S (CC And) (NP (PRP he)) (VP (VBZ goes) (PP (IN to)) (, ,) (NP (NP (DT no) (NNP Guatemala)) (, ,) (SBAR (IN because) (S (NP (PRP he)) (VP (VBZ goes) (PP (IN to) (NP (NP (NN virgo) (NN church)) (PP (IN in) (NP (NNP Guatemala) (NNP City)))))))))) (. .)))"
[88],(ROOT (S (NP (DT The) (NN church)) (VP (VBZ is) (PP (IN in) (NP (NP (ADJP (RB real) (JJ close)) (NN relationship)) (PP (IN with) (NP (PRP him)))))) (. .)))
[89],(ROOT (S (CC And) (NP (PRP he)) (VP (VBZ is) (NP (NP (DT a) (JJ former) (NN president)) (PP (IN of) (NP (NNP Guatemala))))) (. .)))
[90],(ROOT (S (NP (PRP He)) (VP (BES 's) (NP (DT an) (JJR elder)) (PP (IN at) (NP (NN virgo) (NN church))))))
[91],"(ROOT (S (ADVP (CC and)) (, ,) (NP (PRP you)) (VP (VBP know) (ADVP (IN that)) (, ,) (SBAR (IN that) (S (NP (NNP God)) (VP (VBZ is) (VP (VBG doing) (NP (NN something)))))))))"
[92],(ROOT (PRN (CC and) (S (NP (PRP he)) (VP (VBZ is) (VP (VBG raising) (PRT (RP up)) (NP (DT some) (NNS leaders)))))))
[93],"(ROOT (PRN (CC and) (S (NP (DT the) (NNS people)) (VP (VBP want) (S (NP (PRP him)) (ADJP (ADVP (RB back) (PP (IN as) (NP (NN president)))) (JJ bad)))) (, ,))))"
[94],(ROOT (S (CC but) (NP (PRP they)) (VP (VBP have) (NP (NP (DT a) (NN rule)) (PP (IN in) (NP (NNP Guatemala)))) (SBAR (IN that) (S (NP (PRP he)) (VP (MD ca) (RB n't) (VP (VB have) (NP (DT another) (NN term)))))))))
[75],"(ROOT (FRAG (CC But) (NP (DT the) (, ,))))"
[96],"(ROOT (INTJ (UH Yeah) (, ,)))"
[97],(ROOT (INTJ (UH good) (. .)))
[98],"(ROOT (FRAG (INTJ (UH See)) (, ,) (PP (NP (DT that)) (PP (BES 's) (NP (NP (DT the) (NN thing)) (, ,))))))"
[95],"(ROOT (S (S (NP (NP (QP (CC and) (RB so)) (DT the)) (, ,) (NP (DT the) (NNS people))) (VP (VBP are) (VP (VBG trying) (S (VP (TO to) (VP (VB override) (NP (DT that)))))))) (, ,) (NP (PRP I)) (VP (VBP mean) (NP (CONJP (RB not) (RB just)) (NP (DT the) (NNPS Christians)) (, ,) (CC but) (NP (NP (PDT all) (DT the) (NNS people)) (SBAR (IN because) (S (NP (PRP they)) (VP (VBP see) (SBAR (S (SBAR (WHADVP (WRB when)) (S (NP (DT a) (JJ righteous) (NN man)) (VP (VBZ is) (PP (IN in) (NP (NN authority)))))) (, ,) (NP (DT the) (NNS people)) (VP (VBP rejoice)))))))))) (. .)))"
[99],"(ROOT (SBAR (IN that) (S (NP (PRP it)) (BES 's) (S (VP (VBG going))) (, ,) (VP (VBP have) (S (VP (TO to)))) (, ,))))"
[101],"(ROOT (S (NP (DT that)) (VP (BES 's) (NP (NP (DT the) (NN undoing)) (PP (IN of) (NP (NN everything))))) (, ,)))"
[102],"(ROOT (FRAG (CC and) (NP (NP (PRP it)) (BES 's) (NP (DT the)) (, ,))))"
[103],"(ROOT (S (NP (PRP we)) (VP (VBP have) (NP (NP (DT no) (NNS morals)) (, ,) (SBAR (WHADVP (WRB when)) (S (S (NP (NP (PRP we)) (PRN (, ,) (S (VP (VB talk))))) (PP (IN about) (NP (DT the) (NN crime)))) (CC and) (S (NP (DT all)) (NP (NP (DT that)) (PP (IN in) (NP (DT the) (NN city))))))) (, ,)))))"
[100],(ROOT (INTJ (UH Yeah) (. .)))
[104],(ROOT (S (NP (PRP it)) (VP (BES 's) (SBAR (S (NP (RB just) (DT the) (NNS kids)) (VP (VBP have) (NP (DT no) (NNS morals)))))) (. .)))
[106],"(ROOT (NP (NP (DT That)) (BES 's) (NP (NP (NP (DT the) (NN thing)) (SBAR (WHNP (WDT that)) (S (VP (MD will) (ADVP (RB eventually)))))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)))))"
[105],(ROOT (INTJ (UH Right) (. .)))
[107],(ROOT (FRAG (SBAR (IN if) (S (NP (NN anyone)) (VP (VBZ is) (VP (VBG going) (S (VP (TO to) (VP (VB be) (VP (VBN saved))))))))) (. .)))
[109],(ROOT (S (NP (PRP It)) (VP (VBZ is) (VP (VBG having) (NP (DT a) (JJ good) (JJ moral) (NN background)))) (. .)))
[108],(ROOT (INTJ (UH Uh-huh) (. .)))
[111],"(ROOT (FRAG (PP (UH Uh-huh)) (, ,)))"
"[110, 113]","(ROOT (S (S (CC And) (NP (PRP it)) (VP (BES 's) (ADJP (JJ funny) (SBAR (S (NP (PRP you)) (VP (VBP mention) (NP (NNP Costa) (NNP Rica)))))) (, ,) (SBAR (IN because) (S (NP (PRP they)) (VP (VBP are) (ADVP (RB just))))))) (, ,) (NP (PRP they)) (VP (VBP are) (NP (NP (CD one)) (PP (IN of) (NP (DT the) (ADJP (RBS most) (JJ successful) (CC and) (JJ peaceful)) (NNS countries)))) (, ,) (PP (IN in) (NP (NNP Central) (NNP America)))) (. .)))"
[114],"(ROOT (S (ADVP (RB So)) (, ,) (NP (PRP I)) (VP (VBD was) (VP (VBG reading) (NP (NP (DT an) (NN article)) (PP (IN in) (NP (ADJP (DT the) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NNP National) (NNP Geographic))))))))"
[115],"(ROOT (PRN (CC and) (S (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know))) (, ,))))"
[112],(ROOT (INTJ (UH yeah) (. .)))
[116],"(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think) (S (NP (PRP they)) (VP (VB have) (NP (NP (DT any) (JJR more) (NN money)) (PP (IN than) (NP (NP (DT any)) (PP (IN of) (NP (DT the) (JJ other) (NNS countries)))))))))) (, ,)))"
[118],"(ROOT (S (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB have) (NP (NN oil) (CC or) (NN anything)))) (, ,)))"
[119],(ROOT (S (CC and) (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB have) (NP (JJ big) (NN tourism)))) (. .)))
[117],(ROOT (INTJ (UH Uh-huh) (. .)))
[121],(ROOT (INTJ (UH Uh-huh) (. .)))
[122],"(ROOT (S (NP (PRP I)) (VP (VBP know) (SBAR (IN that) (S (NP (NNP Costa) (NNP Rica)) (PRN (, ,) (S (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB allow) (NP (NN anybody)) (S (VP (TO to) (VP (VB come) (S (SBAR (WHNP (WHNP (WDT that)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (VP (TO to) (VP (VB come) (NP (DT any)))))) (, ,) (INTJ (UH uh)) (, ,) (NP (WDT what)) (VP (VBP do) (S (NP (PRP you)) (VP (VB call))))))))))) (, ,)) (NP (WDT what)) (VP (VBP do) (S (NP (PRP you)) (VP (VB call) (NP (NNS immigrants)))))))) (. ?)))"
[123],(ROOT (S (NP (PRP They)) (VP (VBP do) (RB n't) (VP (VB allow) (NP (NN anything)) (PP (IN like) (NP (DT that)))))))
[124],(ROOT (S (NP (NN like)) (NP (PRP I)) (VP (MD could) (RB not) (VP (VP (VB go) (PP (IN to) (NP (NNP Costa) (NNP Rica)))) (CC and) (VP (VB live) (PP (IN as) (NP (DT an) (JJ American) (NN citizen)))))) (. .)))
[125],(ROOT (S (NP (PRP They)) (VP (MD would) (RB not) (VP (VB permit) (S (NP (PRP me)) (VP (TO to) (VP (VB live) (ADVP (RB there)) (S (VP (TO to) (VP (VB work))))))))) (. .)))
[126],(ROOT (S (NP (PRP They)) (VP (MD would) (RB n't)) (. .)))
[127],(ROOT (S (NP (PRP$ Their) (NNS jobs)) (VP (VBP are) (ADVP (RB there)) (PP (IN for) (NP (NNP Costa) (NNS Ricans)))) (. .)))
[120],(ROOT (S (RB So) (ADVP (RB maybe)) (NP (PRP it)) (VP (VBZ is) (NP (NP (PRP$ their) (NN faith)) (SBAR (WHNP (WDT that)) (S (VP (VBZ enables) (S (NP (PRP them)) (VP (TO to) (VP (VB keep) (NP (DT the) (NN crime)) (ADVP (RB out)))))))))) (. .)))
[128],"(ROOT (S (NP (PRP They)) (VP (VBP do) (RB n't) (VP (VB allow) (S (NP (NNS people)) (VP (TO to) (VP (VB move) (SBAR (IN in) (S (, ,) (PP (IN like) (NP (JJR less) (NNS nations))) (, ,) (NP (PRP you)) (VP (VBP know))))))))) (, ,)))"
[130],(ROOT (S (VP (VB take) (NP (DT the) (NN job))) (. .)))
[131],(ROOT (INTJ (UH No)))
[132],(ROOT (S (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB take) (NP (DT any)))) (. .)))
