[1],(ROOT (INTJ (UH Great) (. .)))
[52],"(ROOT (S (CC And) (NP (PRP it)) (VP (BES 's) (ADJP (JJ tough) (SBAR (S (S (VP (VBG being) (NP (DT a) (NN parent)))) (CC and) (S (VP (VBG doing) (NP (NP (PDT all) (DT the) (NNS things)) (SBAR (WHNP (WDT that)) (S (NP (PRP you)) (VP (MD should) (VP (VB do) (PP (IN for) (NP (PRP yourself))) (, ,) (ADVP (RB too))))))))))))) (. .)))"
[54],(ROOT (S (NP (PRP It)) (VP (BES 's) (NP (NP (NN something)) (SBAR (S (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB tell) (NP (PRP you)) (PP (IN about) (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP 're) (VP (VBG growing) (PRT (RP up))))))))))))) (. .)))
[55],"(ROOT (INTJ (UH Yes) (, ,)))"
[53],(ROOT (INTJ (UH Yeah) (. .)))
[56],(ROOT (S (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP become) (NP (DT a) (NN parent))))) (NP (NP (RBS most)) (PP (IN of) (NP (PRP$ your) (NN life)))) (VP (VBZ is) (VP (VBG going) (S (VP (TO to) (VP (VB be) (VP (VBN dedicated) (PP (IN to) (NP (PRP$ your) (NNS children))))))))) (. .)))
[57],(ROOT (INTJ (UH Huh-uh) (. .)))
[59],"(ROOT (S (S (NP (DT That)) (VP (BES 's) (SBAR (WHADVP (WRB why)) (, ,) (S (NP (NP (PRP they)) (, ,) (FRAG (INTJ (UH uh)) (, ,) (ADVP (RB really)))) (VP (VBP stress) (, ,) (PP (IN at) (NP (NNP T) (NNP I))) (PRN (, ,) (S (NP (PRP they)) (VP (ADVP (RB really)) (VBP stress))) (, ,)) (S (VP (VBG staying) (PP (IN in) (NP (NN shape))) (, ,) (S (INTJ (UH like)) (VP (VB stay) (PP (IN in) (NP (ADJP (JJ fit)) (, ,) (JJ overall) (NN fitness)))))))))))) (, ,) (NP (PRP you)) (VP (VP (VBP know)) (, ,) (NP (NP (DT no) (NN smoking)) (CC and) (NP (PDT all) (DT that)))) (. .)))"
[60],"(ROOT (S (CC But) (NP (PRP it)) (VP (BES 's) (ADJP (JJ hard) (S (VP (TO to) (VP (VB find) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (DT an) (JJ actual) (NN exercise) (NN regimen)) (SBAR (WHNP (WDT that)) (S (VP (VB work))))) (PRN (, ,) (S (PP (IN for) (NP (PRP you))) (, ,) (NP (PRP you)) (VP (VBP know))) (, ,)) (SBAR (IN because) (S (INTJ (UH like)) (NP (PRP I)) (VP (VBP know) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (NNS people)) (SBAR (WHNP (WDT that)) (S (VP (VBP cycle) (, ,) (SBAR (S (NP (PRP they)) (VP (VBP take) (NP (PRP$ their) (NNS kids)) (PP (IN behind) (NP (PRP them))) (PP (IN on) (NP (DT the) (NNS bikes))))))))))))))))))))))"
[61],(ROOT (S (CC and) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (IN if) (S (NP (DT that)) (VP (MD would) (VP (VB work) (PP (IN for) (NP (PRP me))) (SBAR (IN because) (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (S (NP (PRP I)) (VP (MD would) (RB n't) (VP (VB want) (S (VP (TO to) (VP (VB pull) (NP (NP (DT a) (NN kid)) (PP (IN over) (NP (JJ hilly) (NN terrain))))))))))))))))))))) (. .)))
[62],"(ROOT (S (S (CC But) (NP (PRP it)) (VP (BES 's) (ADJP (RB really) (JJ hard)) (S (VP (TO to) (VP (VB find) (NP (NP (NN something)) (SBAR (WHNP (WDT that)) (S (VP (VBZ works)))))))))) (, ,) (CC and) (, ,) (S (NP (PRP you)) (VP (VBP know) (, ,) (S (VP (TO to) (VP (VB find) (NP (NP (NN time) (S (VP (TO to) (VP (VP (VB do) (NP (PRP it))) (CC and) (VP (VB stay) (ADJP (JJ committed) (PP (IN to) (NP (PRP it))) (PP (NP (INTJ (UH like))) (NP (CD three) (NNS days)))) (NP (DT a) (NN week))))))) (CC or) (SBAR (WHNP (WDT whatever))))))))) (. .)))"
[58],X
[63],(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (RB maybe) (NN walking) (CC or) (NN running)) (VP (MD would) (ADVP (RB probably)) (VP (VB work) (SBAR (SBAR (IN because) (S (NP (PRP it)) (VP (VBZ does) (RB n't) (VP (VB take) (NP (NP (JJ much) (NN time)) (CC and) (NP (JJ much) (NN money))))))) (CC or) (SBAR (WHADVP (WDT whatever))))))))) (. .)))
[64],(ROOT (INTJ (UH Yeah) (. .)))
[66],"(ROOT (S (NP (PRP You)) (VP (VBP have) (S (VP (TO to)))) (, ,)))"
[65],(ROOT (INTJ (UH Yeah) (. .)))
[67],(ROOT (S (SBAR (WHNP (WP what)) (S (NP (PRP I)) (VP (VBD found) (PP (IN from) (NP (PRP$ my) (NN experience)))))) (VP (VBZ is) (SBAR (S (NP (PRP you)) (VP (VBP have) (S (VP (TO to) (VP (VB budget) (NP (NN time)) (PP (IN for) (NP (PRP yourself)))))))))) (. .)))
[69],"(ROOT (S (CC And) (NP (PRP you)) (VP (MD can) (VP (VB use) (NP (WP what)) (PP (RB ever) (NP (NN rationale))) (PRN (S (NP (PRP you)) (VP (VBP want))) (, ,))))))"
[68],(ROOT (INTJ (UH Huh-uh) (. .)))
[70],"(ROOT (S (CC but) (ADVP (RB basically)) (, ,) (NP (NP (DT the) (JJR healthier)) (SBAR (S (NP (PRP you)) (VP (VBP stay) (, ,) (S (NP (DT the) (RB longer)) (NP (PRP you))))))) (VP (MD 'll) (VP (VB live))) (. .)))"
[71],(ROOT (INTJ (UH Right) (. .)))
[72],"(ROOT (S (CC And) (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PRP you)) (VP (VBP know)))) (, ,) (SBAR (IN if) (S (NP (PRP I)) (VP (VBP spend) (NP (NP (DT a) (JJ little) (NN bit)) (PP (IN of) (NP (NP (NP (NN time)) (NP (DT each) (NN day))) (CC or) (NP (NP (DT a) (JJ little) (NN bit)) (PP (IN of) (NP (NN time)))))) (NP (DT every) (JJ other) (NN day)) (S (VP (VBG doing) (NP (NN something)) (PP (IN for) (NP (PRP me))) (S (VP (TO to) (VP (VB make) (S (NP (PRP me)) (VP (VB live) (ADVP (RBR longer))))))))))))) (, ,) (INTJ (UH well)) (, ,) (NP (RB then)) (ADVP (PRP I)) (VP (MD 'll) (PP (IN around) (ADVP (NP (DT a) (NN lot)) (RBR longer)))) (, ,)))"
[73],X
[74],"(ROOT (S (CC And) (NP (NP (DT those) (NNS people)) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG taking) (NP (NP (DT the) (CD ten) (NNS minutes)) (CC or) (NP (CD twenty) (NNS minutes))) (ADVP (RB away) (PP (IN from) (ADVP (RB now))))))))) (, ,) (INTJ (UH well)) (, ,) (NP (PRP you)) (VP (VBP know) (PRN (, ,) (S (VP (VB get) (S (NP (NP (DT the) (NN enjoyment)) (PP (IN of) (NP (NP (PRP me)) (, ,) (NP (NNS years))))) (ADJP (JJ past)))))) (SBAR (WHADVP (WRB where)) (S (NP (PRP I)) (VP (MD would) (VP (VB have) (VP (VBN been) (SBAR (IN if) (S (NP (PRP I)) (VP (MD would) (RB n't) (VP (VB have) (VP (VBN taken) (NP (PRP it))))))))))))) (. .)))"
[75],(ROOT (INTJ (UH Huh-uh) (. .)))
[77],(ROOT (INTJ (UH Yeah) (. .)))
[78],"(ROOT (S (INTJ (UH Um)) (, ,) (ADVP (PRP I)) (VP (VBP 've) (VP (VBN been) (VP (VBG learning) (NP (NP (NP (DT a) (NN lot)) (ADVP (RB lately))) (VP (PP (IN about)) (, ,) (NP (UH um))))))) (, ,)))"
[79],"(ROOT (S (NP (PRP I)) (VP (VBP 've) (VP (VBN been) (VP (VBG reading) (NP (DT a) (NN book)) (PP (IN by) (NP (NNP Kenneth) (NNP Cooper)))))) (, ,)))"
[76],"(ROOT (S (SBAR (IN If) (S (NP (PRP you)) (ADVP (RB kind) (RB of)) (VP (VBP think) (PP (IN of) (NP (PRP it))) (PP (IN as) (NP (NP (DT a) (NN rationale)) (PP (IN like) (NP (DT that)))))))) (, ,) (NP (PRP it)) (VP (VBZ works) (ADJP (ADVP (RP out)) (JJ fine))) (. .)))"
[80],(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP 're) (ADJP (JJ familiar) (PP (IN with) (NP (PRP him)))))))))))
[82],(ROOT (S (NP (PRP he)) (VP (VBD was) (NP (NP (NP (DT the) (NN pioneer)) (PP (IN of) (NP (NN aerobics)))) (CC and) (NP (NP (DT all)) (PP (IN of) (NP (NP (NN health)) (FRAG (INTJ (UH really)))))))) (. .)))
[83],"(ROOT (S (S (NP (PRP He)) (VP (BES 's))) (, ,) (NP (PRP he)) (VP (BES 's) (, ,) (ADVP (RB kind) (RB of)) (, ,) (SBAR (S (NP (PRP he)) (VP (BES 's) (ADVP (RB pretty) (JJ much)) (NP (NP (DT the) (NN innovator)) (PP (IN of) (NP (DT the) (JJ whole) (NN exercise) (NN thing)))))))) (. .)))"
[84],"(ROOT (NP (S (S (INTJ (UH Um)) (, ,) (NP (PRP he)) (VP (VBD was) (VP (VBG talking) (PP (IN about) (NP (NP (DT the) (CD three) (NNS things)) (SBAR (S (NP (PRP you)) (VP (MD could))))))))) (, ,) (NP (WDT that)) (VP (VBP cause) (SBAR (S (NP (NN aging) (NN smoking)) (VP (VBP are) (NP (NN inactivity))) (, ,)))))))"
[85],"(ROOT (S (S (CC and) (SBAR (WHNP (WP what)) (S (VP (VBD was) (NP (DT the) (JJ other) (CD one))))) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (VP (VBD was)))))) (, ,) (FRAG (INTJ (UH yeah)) (, ,) (NP (NN obesity))) (. .)))"
[86],"(ROOT (S (SBAR (IN If) (S (NP (PRP you)) (VP (MD can) (VP (VB control) (NP (DT those) (CD three) (NNS areas)))))) (, ,) (ADVP (RB then)) (VP (VBP are) (NP (NP (PRP you)) (VP (VBG going) (S (VP (TO to) (VP (VB live) (ADVP (RB longer)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (SBAR (IN cause) (S (NP (DT those)) (VP (VBP are) (NP (NN risk) (NNS factors))))))))))) (, ,)))"
[81],(ROOT (INTJ (UH Huh-uh) (. .)))
[88],(ROOT (INTJ (UH Yeah) (. .)))
[90],"(ROOT (S (ADVP (UH Oh)) (, ,) (NP (PRP I)) (VP (VBP 've) (VP (VBN done) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN study)))) (PP (IN over) (NP (DT the) (NNS years)))))))"
"[87, 89]","(ROOT (S (PP (RB so) (NP (UH anyway))) (, ,) (NP (PRP it)) (VP (BES 's) (ADVP (RB kind) (RB of)) (NP (DT a) (NN tip))) (. .)))"
[91],(ROOT (S (CC and) (NP (PRP I)) (VP (VBD found) (SBAR (IN that) (S (NP (NP (RB probably) (CD one)) (PP (IN of) (NP (NP (DT the) (JJS worst) (NNS things)) (SBAR (WHNP (WDT that)) (S (NP (NN anybody)) (VP (MD can) (VP (VB ingest)))))))) (VP (VBZ is) (VP (VBN chlorinated) (NP (NN water))))))) (. .)))
[93],(ROOT (INTJ (UH Yeah) (. .)))
[94],"(ROOT (S (NP (NP (FRAG (INTJ (UH Um)) (, ,) (NP (DT the)))) (PP (NP (NP (NN research)) (SBAR (WHNP (WDT that)))) (NP (NP (PRP I)) (SBAR (S (VP (VBP 've) (VP (VBN done))))))))))"
[92],(ROOT (INTJ (UH Really) (. .)))
[95],(ROOT (S (CC and) (NP (PRP I)) (VP (VBP 've) (NP (UH actually)) (PP (VBN been) (PP (IN in) (NP (NP (DT the) (NN drinking)) (VP (VBG watering) (NP (NN business)) (PP (IN since) (NP (CD eighty-three)))))))) (. .)))
[96],(ROOT (INTJ (UH Huh-uh) (. .)))
[97],"(ROOT (S (CC And) (PRN (, ,) (S (NP (PRP it)) (VP (BES 's) (ADJP (JJ amazing)))) (, ,)) (SBAR (IN that) (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PRP you)) (VP (VBP know) (, ,) (PP (IN prior) (PP (IN to) (NP (UH like)))) (ADVP (CD nineteen-twenty))))) (NP (EX there)) (VP (VBD were) (NP (ADJP (RB very) (JJ few)) (NN heart) (NNS attacks))) (. .)))"
[99],(ROOT (S (NP (EX There)) (VP (VBD were) (NP (NP (NN none)) (ADJP (IN prior) (PP (IN to) (NP (CD nineteen-hundred)))))) (. .)))
[100],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (IN in) (CD nineteen-three)) (ADVP (PRP they)) (VP (VBD started) (NP (NP (NP (NP (VBG experimenting)) (PP (IN with) (S (VP (VBG chlorinating) (NP (DT the) (NN water)))))) (. .) (NP (NP (QP (IN In) (CD nineteen-thirteen))) (NP (RBS most)))) (PP (IN of) (NP (DT the) (JJ major) (NNS cities))))) (, ,)))"
[98],(ROOT (INTJ (UH Huh-uh) (. .)))
"[101, 103]","(ROOT (S (CC and) (PP (IN after) (NP (DT that) (PRP we))) (, ,) (NP (PRP we)) (VP (VBD started) (S (VP (VBG having) (NP (DT the) (NNS hearts) (NNS attacks)))))))"
[104],"(ROOT (S (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP (NNP Dr) (. .) (NNP Price)) (VP (VBD wrote) (NP (NP (NP (DT a) (NN book) (NN CORONARY)) (, ,) (NP (NN CHOLESTEROL)) (, ,)) (CC AND) (NP (NN CHLORINE)))) (. .)))"
[102],(ROOT (S (VP (XX MUMBLEx)) (. .)))
[105],(ROOT (S (NP (PRP You)) (VP (MD can) (ADVP (RB usually)) (VP (VB find) (NP (PRP it)) (PP (IN in) (NP (DT a) (NN health) (NN food) (NN store))))) (. .)))
[107],"(ROOT (S (NP (PRP I)) (VP (VBP know) (SBAR (S (NP (PRP they)) (VP (VBD had) (NP (PRP it)) (PP (IN in) (NP (NP (NN health) (NN food) (NNS stores)) (PP (IN in) (NP (NNP Plano))))))))) (, ,)))"
[106],(ROOT (INTJ (UH Huh-uh) (. .)))
[108],(ROOT (S (NP (PRP I)) (VP (VBD used) (VP (VB live) (PP (IN in) (NP (NNP Plano))))) (. .)))
[110],"(ROOT (UCP (ADJP (UH Uh)) (, ,) (NP (NP (NNP Dr) (. .)) (NP (NNP Price))) (, ,)))"
[111],(ROOT (INTJ (UH yeah) (. .)))
[112],"(ROOT (FRAG (CC And) (NP (NP (PRP it)) (BES 's) (NP (JJ amazing)) (, ,))))"
[113],"(ROOT (S (NP (PRP he)) (VP (VBZ makes) (NP (DT the))) (, ,)))"
[114],"(ROOT (S (NP (PRP you)) (VP (VBP know) (, ,) (S (NP (PRP it)) (VP (BES 's) (NP (DT a) (ADJP (RB very) (JJ small)) (NN book)))))))"
[115],"(ROOT (FRAG (PP (CC and) (NP (NP (DT the) (NNS guys)) (ADJP (RB very) (JJ opinionated)))) (, ,)))"
[116],"(ROOT (S (INTJ (UH um)) (, ,) (ADVP (CC but)) (NP (PRP he)) (VP (VBZ makes) (NP (NP (DT a) (ADJP (RB very) (JJ good)) (NN case)) (PP (IN against) (NP (NN chlorine))))) (. .)))"
[117],(ROOT (S (NP (EX There)) (VP (VBD were) (NP (DT no) (NN heart) (NNS attacks)) (SBAR (IN before) (S (NP (PRP we)) (VP (VBD started) (S (VP (VBG using) (NP (PRP it))))))))))
[118],"(ROOT (PRN (CC and) (S (NP (PRP he)) (VP (VBZ points) (PRT (RP out)) (PP (IN that) (NP (NP (NNS people)) (PP (IN in) (PRN (, ,) (INTJ (UH uh)) (, ,)) (NP (NNP England)))))))))"
[119],"(ROOT (S (CC and) (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (CC or) (NP (NP (JJ even) (NNS diets)) (SBAR (WHNP (WDT that))))) (VP (VBD quadrupled) (NP (NP (DT the) (NN amount)) (PP (IN of) (NP (NN cholesterol))))))) (NP (WDT that)) (ADVP (PRP we)) (VP (VBP 're) (VP (VBG ingesting) (ADVP (RB now)))) (, ,)))"
[121],(ROOT (S (CC and) (NP (PRP they)) (VP (VBD were) (RB n't) (VP (VBG dropping) (NP (NP (NN dead)) (PP (IN of) (NP (NN heart) (NNS attacks)))))) (. .)))
[123],(ROOT (INTJ (UH Yeah) (. .)))
[109],(ROOT (FRAG (NP (NNP Dr)) (. .) (NP (NNP Price)) (. ?)))
[125],(ROOT (INTJ (UH Huh-uh) (. .)))
