[0],"(ROOT (FRAG (INTJ (UH Hi)) (, ,) (NP (NNP Maureen)) (. .)))"
[17],"(ROOT (S (S (INTJ (UH Um)) (, ,) (PRN (S (VP (VBG coming) (PP (IN from) (NP (NP (DT that) (NN background)) (, ,) (SBAR (WHNP (WP what)) (S (NP (PRP we)) (VP (ADVP (RB pretty) (JJ much)) (VBP do))))))))) (VP (VBZ is) (NP (PRP we)) (, ,) (PP (IN in) (NP (NP (PRP$ our) (NN household)) (, ,) (ADVP (RB as) (RB far) (PP (IN as) (NP (NN living) (NNS expenses)))))))) (, ,) (NP (PRP we)) (VP (VBP live) (PP (IN on) (NP (DT a) (NN cash) (NN budget)))) (. .)))"
[18],"(ROOT (S (NP (NP (NP (DT Every) (NN month)) (, ,) (NP (PRP$ my) (NN husband)) (, ,)) (SBAR (S (S (INTJ (UH uh)) (, ,) (VP (VP (VBZ goes) (PP (IN to) (NP (DT the) (NN credit) (NN union)))) (CC and) (VP (VBZ withdraws))) (, ,)) (PRN (S (NP (PRP you)) (VP (VBP know) (, ,) (PP (X (X (SYM X)) (NP (NN amount))) (IN of) (NP (NP (NNS dollars)) (PP (IN for) (NP (DT the) (NN month))))))) (, ,)))))))"
[19],(ROOT (S (CC and) (ADVP (RB then)) (NP (DT that) (NN money)) (VP (VBZ is) (VP (VBN used) (PP (IN during) (NP (DT that) (NN month))))) (. .)))
[16],"(ROOT (INTJ (INTJ (UH Um)) (, ,) (INTJ (UH okay) (. .))))"
[20],(ROOT (S (NP (PRP We)) (VP (VBP have) (NP (DT a) (JJ certain) (NN budget))) (. .)))
[21],(ROOT (INTJ (UH Uh-huh) (. .)))
[22],"(ROOT (S (S (VP (VB Excuse) (NP (PRP me)))) (. .) (ADVP (IN For) (NP (NN instance))) (, ,) (NP (PRP I)) (VP (VBP control) (NP (PDT all) (NP (NP (NP (DT the) (NN household) (NNS expenses)) (, ,) (NP (DT the) (NNS groceries))) (, ,) (INTJ (UH uh)) (, ,) (NP (DT the) (NNS haircuts)) (, ,) (PP (NP (DT the) (NN gasoline)) (IN for) (NP (PRP$ my) (NN car)))) (, ,) (NP (NP (DT any) (JJ miscellaneous) (NNS expenses)) (, ,) (NP (NN baby-sitting))) (, ,) (NP (NP (NNS things)) (PP (IN like) (NP (DT that)))))) (. .)))"
[23],(ROOT (INTJ (UH Uh-huh) (. .)))
[25],(ROOT (INTJ (UH Uh-huh)))
[24],"(ROOT (S (CC And) (, ,) (S (INTJ (UH uh)) (, ,) (VP (VB excuse) (NP (PRP me)) (, ,) (SBAR (IN if) (, ,) (S (INTJ (UH uh)) (, ,) (NP (PRP it)) (VP (VBZ comes) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (NP (DT the) (NN month)) (CC and) (NP (PRP I)))))))))) (VP (VBP do) (RB n't) (VP (VB have) (S (NP (DT any) (NN money)) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP we)) (VP (VBP do) (RB n't) (VP (VB buy) (NP (DT any) (JJR more) (NN milk))))))) (. .)))"
[27],"(ROOT (S (CC But) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP we)) (VP (VBP 've) (VP (VBN gotten) (ADJP (RB pretty) (JJ good)) (PP (IN at) (NP (PRP it))))) (, ,)))"
[26],(ROOT (NP (. .)))
[28],(ROOT (S (NP (PRP we)) (VP (VBP 've) (VP (VBN been) (VP (VBG doing) (S (NP (PRP it)) (NP (NP (DT a) (NN couple)) (PP (IN of) (NP (NNS years))))) (ADVP (RB now))))) (. .)))
[30],"(ROOT (S (ADVP (RB So)) (, ,) (NP (NP (PRP we)) (, ,) (NP (PRP$ our) (NNS budgets))) (VP (VBP are) (ADJP (JJ realistic)))))"
[29],(ROOT (INTJ (UH Uh-huh) (. .)))
[31],"(ROOT (S (S (CC and) (NP (PRP they)) (VP (VBP are) (RB not) (ADJP (RB so) (JJ stringent)))) (CC and) (, ,) (S (NP (PRP you)) (VP (VBP know) (S (VP (TO to) (VP (VB make) (S (NP (PRP us)) (VP (VB feel) (ADJP (JJ uncomfortable))))))))) (. .)))"
[32],(ROOT (INTJ (UH Hm) (. .)))
[33],"(ROOT (S (CC And) (NP (PRP I)) (, ,) (NP (PRP I)) (ADVP (RB really)) (VP (VBP try) (S (VP (TO to) (VP (VB stretch) (NP (NP (PRP$ my)) (, ,) (NP (NP (PRP$ my) (NNS dollars)) (ADVP (RB here))) (CC and) (NP (NP (NP (RB there)) (, ,) (NP (NN shopping))) (, ,) (INTJ (UH uh)) (, ,) (PP (IN at) (NP (NNS warehouses))))) (PP (ADVP (RB sometimes)) (, ,) (IN like) (IN at) (NP (NP (NNP Sam) (POS 's)) (CC and) (NP (NNS things)))) (PP (IN like) (NP (DT that))))))) (. .)))"
[35],"(ROOT (S (CC But) (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PRP we)) (VP (VBP live)))) (, ,) (NP (PRP we)) (VP (VBP live) (PP (IN on)) (, ,) (PP (IN on) (NP (DT a) (NN cash) (NN budget))))))"
[36],"(ROOT (PRN (CC and) (S (NP (PRP it)) (, ,) (NP (RB sometimes) (PRP it)) (VP (BES 's) (ADJP (JJ tight)) (S (VP (VB come) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (DT the) (NN month))))))) (, ,))))"
[34],(ROOT (INTJ (UH Uh-huh) (. .)))
[38],"(ROOT (SBARQ (WHNP (WP What)) (SQ (VBP do) (NP (PRP you)) (VP (VB do) (PP (IN for) (NP (DT the) (NN surprise) (NNS things))) (SBAR (WHNP (WDT that)) (S (NP (PRP you)) (VP (VBP do) (RB n't) (ADVP (RB necessarily)) (VP (VB plan) (PP (IN for)))))) (, ,)))))"
[37],"(ROOT (S (CC but) (ADVP (RB generally)) (, ,) (NP (PRP we)) (ADVP (RB always)) (VP (VBP make) (NP (PRP it))) (. .)))"
[40],(ROOT (INTJ (UH Right) (. .)))
[42],"(ROOT (S (INTJ (UH Well) (, ,) (UH uh)) (, ,) (ADVP (RBS most) (PP (IN of) (NP (PRP$ our) (JJ medical) (NNS things)))) (, ,) (NP (PRP we)) (VP (VBP do) (ADVP (RB n't) (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (VP (VBP have) (S (VP (TO to) (VP (VB worry) (PP (IN about)))))))) (, ,) (SBAR (IN because) (FRAG (PP (IN of) (NP (NN insurance))))))))"
[43],"(ROOT (S (S (CC and) (NP (PRP they)) (VP (VBP 're))) (, ,) (NP (PRP they)) (VP (VBP 're) (ADJP (RB relatively) (JJ small))) (. .)))"
[44],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (PRP we)) (VP (VBP 've) (VP (VBN been) (ADJP (JJ lucky)))) (. .)))"
[45],(ROOT (S (PP (IN In) (NP (DT the) (NN past))) (NP (PRP we)) (VP (VBD did) (RB n't) (VP (VB have) (NP (DT that) (NN problem))))))
[46],(ROOT (S (CC but) (ADVP (RB right) (RB now)) (NP (PRP we)) (VP (VBP do) (RB n't)) (. .)))
[47],"(ROOT (S (PP (IN For) (NP (NP (DT the) (JJ other) (NNS things)) (, ,) (NP (NP (DT the) (NNS things)) (SBAR (WHNP (WDT that)) (S (VP (VBP crop) (PRT (RP up)))))) (, ,) (SBAR (WHNP (WDT that)) (S (NP (PRP we)) (VP (VBP are) (RB n't) (ADVP (RB really)) (VP (VBG expecting))))))) (, ,) (NP (PRP we)) (VP (VBP have) (NP (NP (JJ different) (NNS funds)) (VP (VBN set) (ADVP (RB aside)) (PP (IN for) (NP (JJ different) (NNS things)))))) (. .)))"
[48],(ROOT (FRAG (S (PP (IN Like) (NP (PRP we))) (VP (VBP have) (NP (DT a) (NN car) (NN fund))))))
"[39, 41]","(ROOT (S (NP (DT the)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know)))) (VP (VBP are) (ADVP (RB sometimes)) (NP (NP (NP (QP (JJ several) (CD hundred)) (NNS dollars)) (, ,) (PP (IN like) (PRN (, ,) (INTJ (UH uh)) (, ,)) (NP (NP (NNS tires)) (PP (IN for) (NP (NP (NP (DT the) (NN car) (CC or) (NN car) (NN repair)) (PP (IN of) (NP (DT some) (NN sort)))) (, ,) (CC or) (, ,) (PP (IN like) (NP (DT a))) (, ,) (NP (DT a) (JJ dental) (NN bill))))))) (CC or) (NP (NP (NN something)) (SBAR (WHNP (WDT that)) (S (NP (PRP you)) (VP (VBP 're) (RB not) (VP (VBN prepared) (PP (IN for))))))))) (. ?)))"
[49],(ROOT (S (CC and) (NP (PRP we)) (VP (VBP put) (NP (NP (DT a) (JJ certain) (NN amount)) (PP (IN of) (NP (NN money)))) (PP (IN into) (NP (NP (DT that)) (NP (DT every) (JJ single) (NN month)) (SBAR (IN whether) (S (NP (PRP we)) (VP (VBP need) (ADVP (TO to) (CC or) (RB not)))))))) (. .)))
[51],"(ROOT (S (ADVP (RB So)) (, ,) (ADVP (PRP I)) (VP (VBP mean)) (, ,)))"
[50],(ROOT (INTJ (UH Oh) (. .)))
[53],"(ROOT (SINV (VP (VBP Do) (SBAR (S (NP (PRP you)) (ADVP (RB kind) (RB of)) (VP (VP (VB continue)) (, ,) (VP (VB call) (NP (DT this)) (NP (UH like)) (, ,) (NP (NP (DT a) (NN part)) (PP (IN of) (NP (NNS savings))))))))) (NP (NP (NN account)) (CC or) (NP (DT a) (JJ different) (NNS savings) (NN account)))))"
[52],"(ROOT (S (CC and) (NP (PRP I)) (, ,) (NP (PRP I)) (VP (MD ca) (RB n't) (ADVP (RB really)) (VP (VB remember) (SBAR (WHNP (WP what)) (S (NP (PRP it)) (VP (VBZ is)))))) (. .)))"
[55],(ROOT (S (NP (PRP It)) (VP (BES 's) (NP (NP (DT all) (NN part)) (PP (IN of) (NP (DT the) (NNS savings) (NN account))))) (. .)))
[56],(ROOT (S (NP (PRP We)) (ADVP (RB just)) (VP (VBP keep) (NP (NP (NN track)) (PP (IN of) (NP (PRP it)))) (PP (IN on) (NP (NN paper)))) (. .)))
[57],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (PRP you)) (VP (VBP know) (SBAR (S (NP (DT a) (JJ certain) (NN amount)) (VP (VBZ goes) (ADVP (RB straight)) (PP (IN to) (NP (DT the) (NNS savings) (NN account))))))) (. .)))"
[58],"(ROOT (S (S (NP (PRP We)) (VP (VBP decide))) (, ,) (S (INTJ (UH okay)) (, ,) (NP (PRP you)) (VP (VBP know))) (, ,) (S (VP (VB let) (S (NP (PRP 's)) (VP (VB say) (NP (PRP it)) (PP (BES 's) (NP (DT a) (CD hundred) (NNS dollars))))))) (. .)))"
[54],"(ROOT (FRAG (CC or) (ADVP (, ,))))"
[59],"(ROOT (S (NP (PRP You)) (VP (VP (VBP know)) (, ,) (NP (NP (DT every) (NN month)) (SBAR (S (S (NP (CD fifteen) (NNS dollars)) (VP (VBZ is) (PP (IN for) (NP (NN car) (NN fund)))) (. .)) (PRN (S (NP (PRP You)) (VP (VBP know))) (, ,))))))))"
[61],(ROOT (S (NP (CD Ten) (NNS dollars)) (VP (VBZ is) (PP (IN for) (NP (NP (NN vacation) (NN fund)) (SBAR (WHNP (WP whatever)))))) (. .)))
[62],"(ROOT (S (FRAG (INTJ (UH Uh)) (, ,) (PP (CC and) (NP (NP (PRP we)) (ADVP (RB just))))) (, ,) (NP (PRP we)) (ADVP (RB constantly)) (VP (VBP do) (NP (DT that)) (, ,) (SBAR (IN so) (IN that) (S (NP (EX there)) (VP (BES 's) (NP (NP (DT a) (NN buildup)) (PP (IN of) (NP (NP (NN money)) (PP (IN for) (NP (DT those) (NNS things)))))) (SBAR (IN if) (S (NP (NN something)) (VP (VBZ does) (VP (VB come) (PRT (RP up)))))))))) (. .)))"
[60],(ROOT (INTJ (UH Oh) (. .)))
[63],(ROOT (S (S (INTJ (UH Like)) (NP (PRP I)) (VP (VBP know) (SBAR (IN that) (S (NP (PRP$ my) (JJ washing) (NN machine)) (VP (VBZ is) (VP (VBG going) (S (VP (TO to) (VP (VB go) (NP (DT any) (NN day))))))))))) (. .)))
[65],"(ROOT (S (ADVP (RB So)) (, ,) (ADVP (CC but)) (, ,) (NP (PRP we)) (VP (VBP have) (NP (NP (DT the) (NN money)) (VP (VBN set) (PP (RP aside)) (, ,))))))"
[64],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH okay) (. .))))"
[66],(ROOT (S (SBAR (RB so) (IN if) (S (NP (PRP it)) (VP (VBZ does)))) (NP (PRP it)) (VP (BES 's) (RB not) (VP (VBG going) (S (VP (TO to) (VP (VB kill) (NP (PRP us))))))) (. .)))
[68],"(ROOT (NP (S (S (FRAG (INTJ (UH Uh)) (, ,) (ADVP (RB so))) (NP (PRP we)) (VP (VBP 're))) (, ,) (NP (PRP we)) (VP (VBP 're) (ADVP (ADVP (RB actually)) (PRN (, ,) (S (NP (PRP we)) (VP (VBP 're) (ADJP (RB pretty) (VBN disciplined)))) (, ,)))))))"
[67],(ROOT (INTJ (UH Hm) (. .)))
[70],"(ROOT (FRAG (PP (UH Okay)) (, ,)))"
[69],(ROOT (S (RB so) (NP (PRP it)) (VP (VBZ makes) (NP (NP (DT those) (NNS surprises)) (ADJP (RB not) (RB so) (JJ difficult) (S (VP (TO to) (VP (VB get) (PP (IN through)))))))) (. .)))
[71],"(ROOT (S (ADVP (RB then)) (, ,) (PP (NP (UH so)) (IN like)) (NP (NP (PRP$ your) (NN pay)) (, ,) (SBAR (WHNP (WHNP (WDT what) (NN kind)) (PP (IN of) (NP (DT a) (NN percentage)))) (S (VP (VBP do) (SBAR (S (NP (PRP you)) (ADVP (RB basically)) (VP (VBP keep) (PRT (RP out)) (SBAR (WHNP (WDT that)) (S (NP (PRP you)) (VP (VBP think) (SBAR (IN that) (, ,) (S (NP (PRP you)) (VP (VBP know))))))))))))) (, ,)) (VP (MD will) (VP (VB cover) (NP (NP (DT all)) (PP (IN of) (NP (NP (DT the) (NNS expenses)) (, ,) (NP (NP (NN kind)) (PP (IN of) (NP (NN thing))))))))) (. ?)))"
[72],"(ROOT (FRAG (INTJ (UH Well)) (, ,) (ADVP (IN in)) (. .)))"
[74],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (PRP we)) (VP (VBP have) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (JJ different) (NNS things))))) (. .)))"
[73],"(ROOT (S (CC Or) (VP (VP (PP (NP (UH like)) (NP (NP (WP what)) (PRN (, ,) (SBAR (WHNP (WP what)) (FRAG (NP (NN percent)))) (, ,)))) (VBP do) (NP (PRP you))) (PP (RB then) (NP (S (VP (VB save))) (CC or) (NP (NN something))))) (. ?)))"
[75],"(ROOT (S (INTJ (UH Right)) (INTJ (RB now)) (, ,) (NP (PRP we)) (VP (VBP save) (NP (NP (QP (RB about) (CD twenty-five)) (NN percent)) (PP (IN of) (NP (PRP$ our))) (, ,) (PP (IN of) (NP (PRP$ our) (NN pay))))) (. .)))"
[77],"(ROOT (S (NP (NP (PRP It)) (, ,) (CC and) (NP (PRP it))) (VP (VBZ goes) (PP (IN toward) (NP (JJ different) (NNS things)) (, ,)))))"
[76],"(ROOT (INTJ (INTJ (UH Hm)) (, ,) (INTJ (UH okay) (. .))))"
[78],"(ROOT (S (NP (PRP it)) (VP (BES 's) (SBAR (IN for) (, ,) (S (NP (PRP you)) (VP (VBP know) (, ,) (PP (IN for) (NP (NNS vacations))) (SBAR (IN like) (S (NP (PRP I)) (VP (VBD said) (PRN (, ,) (SBAR (IN for) (S (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (NP (NNS emergencies)) (PP (PP (IN like) (PP (IN for) (NP (NN car)))) (PRN (, ,) (INTJ (UH uh)) (, ,)))) (VP (VBZ breaks) (PRT (RP down))))) (, ,)) (NP (NP (NN something)) (PP (IN like) (NP (DT that))))))))))) (. .)))"
[79],(ROOT (INTJ (UH Uh-huh) (. .)))
[80],"(ROOT (S (INTJ (UH Uh)) (, ,) (ADVP (CC and)) (NP (PRP we)) (ADVP (RB also)) (VP (VBP put) (NP (NN money)) (PRT (RP aside)) (PP (IN for) (NP (PRP$ our) (NNS kids) (NN college)))) (. .)))"
[82],"(ROOT (S (NP (NP (DT Neither)) (PP (IN of) (NP (PRP us)))) (VP (VBD had) (NP (NP (DT any) (NN help)) (PP (IN with) (NP (PRP$ our) (NN college) (NNS degrees))))) (, ,)))"
[83],(ROOT (FRAG (CC and) (NP (NP (RB just) (DT this) (JJ last) (NN month)) (SBAR (S (NP (PRP we)) (VP (VBD paid) (PRT (RP off)) (NP (PRP$ my) (JJ final) (NN school) (NN loan))))) (. .))))
[81],(ROOT (INTJ (UH Uh-huh) (. .)))
[84],(ROOT (FRAG (ADVP (RB So)) (. .)))
[85],(ROOT (INTJ (UH Oh) (. .)))
[86],(ROOT (S (NP (PRP We)) (VP (VBP 're) (VP (VBG starting) (NP (NP (PRP$ our) (NNS kids)) (NP (DT a) (JJ little) (NN bit))) (ADVP (JJ early)))) (. .)))
[87],(ROOT (INTJ (UH Okay) (. .)))
[88],"(ROOT (SQ (VBP Do) (NP (PRP you)) (VP (PRN (, ,) (INTJ (UH uh)) (, ,)) (VB use) (NP (DT a) (NN lot)) (SBAR (IN of) (S (NP (NP (NN credit) (NNS cards)) (CC or) (NP (PRP$ your) (NN checking))) (VP (NN account) (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VP (VBP go) (ADVP (RB out))) (CC and) (VP (VBP buy) (NP (NNS things)))))))))) (. ?)))"
[89],"(ROOT (NP (NP (NN Checking)) (NP (NP (NP (NN account)) (NP (DT a) (NN lot))) (, ,) (INTJ (UH uh)) (, ,) (PP (RB not) (NP (RB so) (JJ much) (NN credit) (NNS cards)))) (. .)))"
[93],"(ROOT (S (CC and) (SBAR (RB so) (S (ADJP (RB pretty) (JJ much)) (ADVP (RB now)))) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP we)) (VP (VBP do) (RB n't) (VP (VB use) (S (NP (PRP them)) (ADJP (RB too) (JJ much))))) (. .)))"
[91],(ROOT (INTJ (UH Sure) (. .)))
"[94, 96]","(ROOT (S (PP (IN If)) (S (NP (PRP we)) (VP (VBP travel) (VP (PP (CC or) (NP (NN something))) (, ,) (NP (UH yeah)))) (. .)) (CC But) (, ,) (S (NP (NP (NP (NP (PRP you)) (SBAR (S (VP (VBP know))))) (. .) (NP (NP (JJ Standard)) (, ,) (NP (PRP we)))) (ADVP (RB usually))) (VP (VBP do) (RB n't))) (. .)))"
[97],"(ROOT (S (CC Or) (S (SBAR (IN if) (S (NP (PRP it)))) (, ,) (NP (PRP it)) (VP (VBZ is) (NP (DT a) (NN purchase)) (PRN (, ,) (INTJ (UH uh)) (, ,)))) (RB then) (S (NP (PRP it)) (VP (BES 's) (VP (VBN paid) (SBAR (WHADVP (ADVP (RP off)) (WRB when)) (S (NP (DT the) (NN bill) (NNS comes))))))) (. .)))"
[98],"(ROOT (S (NP (PRP You)) (VP (VBP know) (SBAR (S (, ,) (ADVP (RB so)) (NP (PRP it)) (VP (VBZ is) (RB n't) (NP (NP (DT any)) (VP (VBN extended) (PRN (, ,) (INTJ (UH uh)) (, ,))))))))))"
[99],"(ROOT (S (NP (PRP it)) (VP (MD may) (VP (VB be) (SBAR (IN that) (S (NP (PRP I)) (VP (VBD picked) (PRT (RP up)) (NP (NN something)) (PP (IN at) (NP (DT the) (NN store)))))))) (, ,)))"
[100],"(ROOT (S (CC but) (SBAR (ADVP (RB then)) (WHADVP (WRB when)) (S (NP (DT the) (NN bill)) (VP (VBZ comes)))) (NP (PRP we)) (ADVP (RB always)) (VP (VBP pay) (NP (PRP it)) (ADVP (RP off)) (ADVP (RB then))) (, ,)))"
[95],(ROOT (INTJ (UH Uh-huh) (. .)))
[101],"(ROOT (S (SBAR (RB so) (S (NP (PRP it)) (VP (BES 's) (RB not) (NP (DT any))))) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (INTJ (UH uh)) (, ,) (S (VP (GW build) (VP (^NN up) (PP (IN on) (NP (DT the) (NN charge) (NNS cards))) (ADVP (IN at) (DT all)))))) (. .)))"
[103],"(ROOT (S (CC And) (, ,) (S (CC but) (NP (DT that)) (VP (VBZ has) (RB n't) (ADVP (RB always)) (VP (VBN been) (NP (DT the) (NN case))))) (. .)))"
[104],"(ROOT (S (ADVP (RB So)) (, ,) (ADVP (PRP I)) (VP (VBP 'm) (ADVP (RB kind) (RB of))) (, ,)))"
[105],"(ROOT (S (NP (PRP I)) (VP (VBP feel) (ADVP (ADVP (IN at) (JJS least)) (SBAR (ADVP (RBR better) (RB now)) (IN that) (S (S (NP (PRP I)) (VP (VBP have) (ADVP (RB finally)) (VP (VBN gotten) (NP (NP (DT some)) (PP (IN of) (NP (DT those) (NNS things))))))) (, ,) (S (INTJ (UH uh)) (, ,) (NP (PRP you)) (VP (VBP know))) (, ,) (PP (IN in) (NP (DT the) (NN past))))))) (, ,)))"
[102],(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (JJ good))) (. .)))
[106],"(ROOT (S (CC and) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VP (VB have) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (NP (JJ big) (JJ cumulative) (NNS amounts)) (PP (JJ due) (IN to) (NP (DT those) (NN charge) (NNS cards))))) (, ,) (SBAR (IN because) (S (NP (DT that) (NN interest) (NN rate)) (ADVP (RB just)) (VP (VBZ is) (NP (DT a) (NN killer))))))) (. .)))"
[108],"(ROOT (INTJ (UH Yeah) (, ,)))"
[109],"(ROOT (S (INTJ (UH well)) (, ,) (NP (PRP I)) (VP (VBP 've) (VP (ADVP (RB never)) (VBN been) (PP (IN in) (NP (NP (DT the) (NN situation)) (PP (IN of) (NP (NN itemizing))))) (ADVP (RB anyhow)))) (. .)))"
[107],"(ROOT (S (INTJ (UH Oh)) (, ,) (ADVP (CC and)) (NP (PRP it)) (VP (BES 's) (RB not) (ADJP (JJ deductible)) (ADVP (RB anymore))) (. .)))"
[111],(ROOT (INTJ (UH Yeah) (. .)))
[112],"(ROOT (S (NP (PRP We)) (VP (VBD did) (, ,) (SBAR (S (NP (PRP we)) (VP (VBD did) (NP (NP (DT that)) (PP (IN for) (NP (DT a) (JJ long) (NN time))))))))))"
[110],"(ROOT (S (CC But) (, ,) (S (INTJ (UH uh)) (, ,) (S (ADJP (ADJP (RB pretty) (JJ much)) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (ADVP (RB always)) (, ,) (NP (PRP I)) (VP (VBP go) (PP (IN to) (NP (NP (DT the) (NN grocery) (NN store)) (CC or) (NP (NN something))))))))) (NP (PRP I)) (VP (ADVP (RB just) (RB always)) (VBP write) (NP (NNS checks)))) (. .)))"
[113],(ROOT (S (CC and) (NP (PRP it)) (VP (VBD got) (PP (IN to) (NP (DT the) (NN point))) (SBAR (WHADVP (WRB where)) (S (NP (PRP we)) (VP (VBD had) (NP (DT no) (NN idea)) (SBAR (WHADJP (WRB how) (JJ much)) (S (NP (PRP we)) (VP (VBD were) (VP (VBG spending) (PP (IN on) (NP (NNS things))))))))))) (. .)))
[114],(ROOT (INTJ (UH Hm) (. .)))
[115],"(ROOT (S (CC And) (NP (PRP it)) (VP (VBD seemed) (SBAR (IN like) (S (NP (PRP we)) (VP (VBD did) (RB n't) (VP (VB have) (NP (NP (NP (JJ enough) (NN money)) (SBAR (WHADVP (WRB when)) (S (NP (NNS things)) (VP (VBD cropped) (PRT (RP up)))))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,))))))))))"
[117],(ROOT (S (RB so) (NP (PRP we)) (VP (VBD decided) (S (VP (TO to) (VP (VB put) (NP (PRP ourselves)) (PP (IN on) (NP (DT a) (NN cash) (NN budget))))))) (. .)))
[116],(ROOT (INTJ (UH Uh-huh) (. .)))
[118],"(ROOT (S (S (INTJ (UH Well)) (NP (DT the) (JJ first) (NN time)) (VP (ADVP (PRP we)) (VBD did) (NP (PRP it)))) (, ,) (NP (PRP we)) (ADVP (RB just)) (VP (VBD took) (NP (NP (DT some) (ADJP (JJ arbitrary)) (NN amount)) (SBAR (WHNP (WDT that)) (S (NP (PRP we)) (VP (VBD estimated) (SBAR (S (NP (PRP it)) (VP (MD would) (VP (VB be)))))))))) (, ,)))"
[119],(ROOT (INTJ (UH Uh-huh) (. .)))
[121],(ROOT (INTJ (UH Uh-huh) (. .)))
