[0],"(ROOT (FRAG (PP (UH Okay)) (, ,)))"
[37],"(ROOT (S (S (CC and) (S (NP (PRP you)) (VP (VBP put)))) (, ,) (ADVP (RB just)) (VP (VBP throw) (PRT (RB in)) (NP (NP (PRP$ your) (NN aluminum)) (CC and) (NP (NP (PRP$ your) (NN milk) (NNS jugs)) (CC and) (NP (NN newspaper))))) (, ,)))"
[34],(ROOT (INTJ (UH Okay) (. .)))
[39],"(ROOT (FRAG (PP (UH Okay)) (, ,)))"
[38],(ROOT (FRAG (CC and) (RB then) (ADVP (DT the)) (. .)))
[41],"(ROOT (FRAG (PP (UH Exactly)) (, ,)))"
[42],"(ROOT (S (NP (PRP they)) (VP (VBP have) (NP (NP (NP (DT a) (JJ big) (NN truck)) (SBAR (WHNP (WDT that)) (S (VP (VBZ has) (NP (INTJ (UH like)) (NP (CD te-))))))) (, ,) (RB not) (NP (NP (CD ten)) (, ,) (ADVP (RB maybe) (NP (CD five) (JJ big) (NNS doors)) (PP (IN on) (NP (NP (DT the) (NN side)) (PP (IN of) (NP (PRP it))))))))) (, ,)))"
[40],"(ROOT (S (S (CC and) (S (ADVP (RB then)) (NP (PRP they)) (VP (VBP recy)))) (, ,) (NP (PRP they)) (VP (VBP separate) (NP (PRP it))) (. .)))"
[43],(ROOT (S (CC and) (NP (PRP they)) (VP (VBP throw) (NP (NP (DT the) (JJ different) (NN stuff)) (PP (IN in) (NP (DT the) (JJ different) (NNS doors))))) (. .)))
[45],(ROOT (INTJ (UH Yeah)))
[46],(ROOT (S (NP (PRP it)) (VP (VBZ is)) (. .)))
[47],"(ROOT (S (S (CC And) (ADVP (RB apparently)) (NP (PRP it)) (VP (BES 's) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (PRP it)))) (, ,) (NP (PRP it)) (VP (VBD went) (PRT (RP off)) (ADVP (RB pretty) (RB much)) (PP (IN without) (NP (DT a) (NN hitch)))) (. .)))"
[44],"(ROOT (S (INTJ (UH Oh)) (, ,) (NP (DT that)) (VP (BES 's) (NP (DT a) (JJ neat) (NN system))) (. .)))"
[48],"(ROOT (S (NP (NP (DT The) (NNS trucks)) (, ,) (NP (DT the) (JJ special) (CD five) (NN door) (NNS trucks))) (VP (VBD were) (ADJP (NP (DT a) (RB little)) (JJ tough)) (PP (IN in) (S (VP (VBG getting) (PP (IN because) (IN of) (NP (NN something) (S (VP (TO to) (VP (VB do) (PP (IN with) (NP (DT the) (NNP Persian) (NNP Gulf) (NN war))))))))))))))"
[50],"(ROOT (S (SBAR (IN that) (S (NP (DT the) (NNS trucks)) (VP (VBD were) (VP (VBG being))))) (, ,) (NP (DT the) (NNS engines) (CC or) (NN something)) (VP (VBD were) (VP (VBG being) (VP (VBN shipped) (PP (IN over) (NP (RB there))) (PP (IN for) (NP (NN something) (CC or) (JJ other)))))) (. .)))"
[49],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH uh-huh) (. .))))"
[52],"(ROOT (PRN (S (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBP know) (NP (PRP$ our) (NN son)))) (CC and) (S (NP (NN daughter-in-law)) (VP (VBP live) (PP (IN in) (NP (NNP Plano)))))) (, ,)))"
[53],(ROOT (S (CC and) (NP (PRP I)) (VP (VBP know) (SBAR (S (NP (PRP they)) (VP (VBP have) (VP (VBN commented) (PP (IN on) (NP (DT the) (NN system)))))))) (. .)))
[54],"(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (IN that) (S (NP (PRP they)) (VP (VBP know) (SBAR (WHNP (WDT that)) (S (NP (PRP it)) (VP (VBD worked) (NP (DT that) (NN way)))))))))) (, ,)))"
[51],(ROOT (S (CC But) (NP (PRP it)) (VP (VBZ does) (VP (VB work) (ADVP (RB pretty) (RB well)))) (. .)))
[56],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yes) (, ,))))"
[57],(ROOT (INTJ (UH uh-huh) (. .)))
[58],"(ROOT (S (NP (PRP I)) (VP (VP (VBD noticed) (NP (NN something)) (NP (JJ interesting) (JJ last) (NN time))) (PRN (, ,) (S (NP (PRP I)) (VP (VBP guess) (ADVP (NP (CD two) (NNS Wednesdays)) (RB ago)) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBD were) (VP (VBG picking) (PRT (RP up)))))))) (, ,)))))"
[59],"(ROOT (S (NP (PRP I)) (VP (VBD happened) (S (VP (TO to) (VP (VB be) (ADVP (IN out) (RB there)) (PP (IN in) (NP (DT the) (NN morning))) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBD were) (VP (VBG picking) (PRT (RP up)) (NP (NP (DT the)) (, ,) (NP (DT that) (NN tub) (NN stuff)) (, ,))))))))))))"
[60],"(ROOT (FRAG (CC and) (NP (DT the) (NN man) (SBAR (S (SBAR (WHNP (WP who)) (S (VP (VBD was) (VP (VBG doing) (NP (NP (DT the) (NN separating)) (, ,) (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBD was) (ADJP (JJ done) (S (VP (VBG emptying) (NP (DT the) (NN tub))))))))))))) (, ,) (NP (PRP he)) (VP (VBD took) (NP (NP (DT a) (JJ little) (JJ electronic) (NN reader) (NN device)) (ADVP (IN off)) (PP (IN of) (NP (PRP$ his) (NN belt))))))))))"
[61],(ROOT (S (CC and) (NP (PRP he)) (VP (VBD read) (NP (NP (DT the) (NN bar) (NN code)) (SBAR (WHNP (WDT that)) (S (VP (VBD was) (PP (IN on) (NP (NP (DT the) (NN side)) (PP (IN of) (NP (DT the) (NN tub)))))))))) (. .)))
[55],(ROOT (S (CC but) (NP (PRP they)) (VP (VBP have) (NP (DT the) (CD two) (JJ separate) (NNS containers) (CC and) (NN stuff))) (. .)))
[62],"(ROOT (S (RB So) (NP (PRP they)) (VP (MD must) (VP (VB be) (VP (VBG collecting) (NP (NN information)) (PP (IN about)) (SBAR (SBAR (WHNP (WP who)) (S (VP (VBZ does) (NP (PRP it))))) (, ,) (CC and) (FRAG (WHADVP (WRB how) (RB often))))))) (. .)))"
[63],"(ROOT (S (INTJ (UH Oh)) (, ,) (NP (DT that)) (VP (VBZ is) (ADJP (JJ interesting))) (. .)))"
[64],(ROOT (INTJ (UH Yeah) (. .)))
[65],(ROOT (SBAR (IN Because) (S (NP (PRP I)) (VP (VBP wonder) (SBAR (IN if) (S (NP (DT that)) (VP (VBZ means) (SBAR (IN that) (IN if) (S (NP (PRP you)) (VP (VBP do) (RB n't) (VP (VB do) (NP (PRP it)))))))))))))
[66],(ROOT (INTJ (UH Uh-huh) (. .)))
[68],"(ROOT (PRN (S (NP (PRP I)) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know)))) (, ,)))"
[67],"(ROOT (SINV (VBP do) (NP (PRP you)) (VP (VB suppose) (SBAR (S (NP (PRP they)) (VP (MD will) (VP (VB come) (CC and) (VB knock) (PP (IN on) (NP (PRP$ your) (NX (NX (NN door)) (CC and)))))) (, ,))))))"
[70],"(ROOT (S (NP (DT That)) (, ,) (NP (DT that)) (VP (VBZ is) (ADJP (JJ interesting))) (. .)))"
[71],"(ROOT (S (NP (PRP You)) (VP (VBP know) (, ,) (SBAR (SINV (MD will) (NP (PRP you)) (VP (VB be) (VP (VBN penalized) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP do) (RB n't))))))))) (. .)))"
[69],(ROOT (S (CC but) (NP (PRP I)) (VP (VBP think) (NP (NP (DT that)) (PP (BES 's) (NP (DT a) (ADJP (RB really) (JJ interesting)) (NN question))))) (. .)))
[73],"(ROOT (INTJ (UH Yeah) (, ,)))"
[72],"(ROOT (FRAG (PP (MD Will) (NP (PRP you))) (, ,) (INTJ (UH uh)) (. .)))"
[75],"(ROOT (FRAG (PP (UH Right)) (, ,)))"
"[74, 77]","(ROOT (NP (NP (DT that)) (, ,) (S (NP (DT that)) (VP (VBZ seems) (ADJP (JJ farfetched) (PP (RB only) (IN because) (NP (PRP it)))))) (, ,) (S (NP (PRP it)) (, ,) (NP (EX there)) (VP (BES 's) (NP (NP (DT no) (NN law)) (SBAR (WHNP (WDT that)) (S (VP (VBZ says) (SBAR (S (NP (PRP you)) (VP (VBP have) (S (VP (TO to) (VP (VB buy) (NP (DT a) (NN newspaper) (CC or) (NN pop) (NNS cans) (CC or) (NN milk) (NNS jugs)))))))))))))) (. .)))"
[76],(ROOT (INTJ (UH right) (. .)))
[78],"(ROOT (S (S (ADVP (RB So)) (NP (EX there))) (, ,) (NP (EX there)) (VP (VP (BES 's) (PRN (, ,) (S (NP (PRP it)) (VP (BES 's) (ADJP (JJ possible)) (SBAR (IN that) (S (NP (EX there)) (VP (VBZ is) (NP (NP (DT a) (NN person)) (PP (IN in) (NP (NNP Plano))) (SBAR (WHNP (WDT that)) (S (VP (VBZ does) (RB n't) (VP (VB buy) (NP (NP (DT any)) (PP (IN of) (NP (DT those) (CD three) (NNS things)))))))))))))) (, ,))) (CC and) (VP (ADVP (RB therefore)) (MD would) (RB n't) (VP (VB have)))) (. .)))"
[80],(ROOT (INTJ (UH Right) (. .)))
[82],"(ROOT (INTJ (UH No) (, ,)))"
"[79, 81]","(ROOT (S (S (NP (DT That)) (VP (BES 's) (ADJP (JJ true)) (, ,) (PP (IN except) (SBAR (IN that) (S (NP (PRP it)) (VP (BES 's) (ADJP (JJ hard) (S (VP (TO to) (VP (VB imagine) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know) (, ,) (S (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP have)))) (, ,) (INTJ (UH uh)) (, ,) (NP (NNS cans)) (, ,) (NP (PRP you)) (VP (VBP know))))) (, ,)) (PP (IN from) (NP (NP (DT the)) (, ,) (NP (DT the) (NN market)))))))))))))) (CC and) (, ,) (S (INTJ (UH uh)) (NP (PRP you)) (VP (VBP know) (, ,) (NP (NP (NN vegetable) (NNS cans)) (, ,) (CC and) (NP (FW et) (FW cetera))))) (. .)))"
[83],(ROOT (S (NP (PRP they)) (VP (MD wo) (RB n't) (VP (VB take) (NP (NN vegetable) (NNS cans)))) (. .)))
[84],"(ROOT (S (INTJ (UH Oh)) (, ,) (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB take) (NP (NN vegetable) (NNS cans)))) (. .)))"
[85],"(ROOT (X (ADVP (RB Just)) (, ,) (NP (NP (RB just) (DT the) (NN aluminum)) (NP (NN pop) (NNS cans))) (. .)))"
[86],(ROOT (S (NP (DT This)) (VP (VBZ is) (ADVP (RB just)) (NP (PRP$ their) (NN aluminum) (NNS cans))) (. .)))
[87],(ROOT (INTJ (UH Yeah) (. .)))
[88],"(ROOT (S (INTJ (UH Well)) (, ,) (ADVP (RB then)) (VP (UH yes)) (, ,)))"
[90],"(ROOT (S (NP (RB so) (PRP they)) (VP (VBP have)) (, ,)))"
[91],(ROOT (S (NP (DT that)) (VP (BES 's) (ADJP (JJ interesting))) (. .)))
[89],X
[93],"(ROOT (INTJ (UH Yeah) (, ,)))"
[92],"(ROOT (S (NP (PRP I)) (VP (VBP wonder) (, ,) (INTJ (UH uh)) (, ,) (NP (UH uh))) (, ,)))"
[94],(ROOT (FRAG (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBP 're) (VP (VBG doing) (PP (IN with) (NP (DT that))))))) (. .)))
[95],(ROOT (SQ (MD Would) (RB n't) (NP (PRP you)) (ADVP (RB really)) (VP (VB like) (S (VP (TO to) (VP (VB know))))) (. ?)))
[96],(ROOT (S (NP (PRP I)) (VP (MD would)) (. .)))
[97],X
[99],"(ROOT (S (NP (PRP I)) (VP (VBP 'm) (ADJP (JJ sure))) (, ,)))"
[100],"(ROOT (S (NP (PRP you)) (VP (VBP know) (PRN (, ,) (SBAR (IN if) (S (NP (NN nothing) (RB else)) (VP (VB call) (SBAR (S (NP (DT the) (NN sanitation) (NN department)) (VP (VBP say))))))) (, ,)) (NP (UH okay))) (, ,)))"
[98],(ROOT (S (ADVP (RB Someday)) (NP (PRP I)) (VP (VBP 'm) (ADJP (JJ sure) (SBAR (S (NP (PRP we)) (VP (MD 'll) (VP (VB find) (PRT (RP out)))))))) (. .)))
[102],(ROOT (INTJ (UH Uh-huh) (. .)))
[103],(ROOT (S (RB So) (VP (VB tell) (NP (PRP me)) (NP (PRP$ your) (NNS feelings)) (PP (IN on) (NP (NN recycling)))) (. .)))
[101],"(ROOT (S (SBAR (WHNP (WP what)) (S (VP (VBP are) (NP (NP (PRP you)) (VP (VBG doing) (S (VP (VBG reading)))))))) (, ,) (NP (PRP you)) (VP (VBP know)) (. .)))"
[105],(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP it)) (VP (BES 's) (NP (DT a) (ADJP (RB very) (JJ good)) (NN thing)))))) (. .)))
[104],"(ROOT (S (S (VP (VBZ Is) (NP (PRP it)))) (, ,) (VP (VBP do) (S (NP (PRP you)) (VP (VB think) (SBAR (S (NP (DT this)) (VP (VBZ is) (NP (NP (DT a) (JJ good) (NN thing)) (, ,) (CC or) (ADJP (JJ silly))))))))) (. .)))"
"[106, 108]","(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (WHNP (IN that)) (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP it)) (VP (VBZ helps) (SBAR (IN if) (S (NP (DT the) (NN city)) (VP (VBZ is) (VP (VBG giving) (NP (PRP you)) (NP (DT a) (NN nudge) (S (VP (TO to) (VP (VB do) (NP (PRP it)) (SBAR (IN because) (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (EX there)) (VP (VBP are) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (NNS people)) (SBAR (WHNP (WDT that)) (S (VP (VBP do) (RB n't) (VP (VB do) (NP (PRP it)))))))))))))))))))))))))))))) (, ,)))"
[109],"(ROOT (S (CC and) (NP (PRP I)) (VP (MD ca) (RB n't) (VP (VB say) (SBAR (IN that) (S (NP (NP (PRP$ my) (NN husband)) (CC and) (NP (PRP I))) (VP (VBP are) (ADJP (RB real) (, ,) (RB real) (JJ conscientious))))))) (. .)))"
[107],(ROOT (INTJ (UH Yes) (. .)))
"[110, 112]","(ROOT (S (S (NP (PRP We)) (VP (VBD got) (VP (VBN started) (PP (IN on) (NP (DT the) (NN aluminum) (NNS cans))) (PP (IN because) (NP (PRP$ our)))))) (, ,) (S (INTJ (UH uh)) (, ,) (NP (NN grandson)) (VP (VBD was) (VP (VBG collecting) (NP (PRP them))))) (, ,) (S (INTJ (UH uh)) (, ,) (S (VP (TO to) (VP (VB raise) (NP (NN money) (CC and) (NN stuff)) (PP (IN for) (NP (DT an) (NN organization)))))) (NP (PRP he)) (VP (VBD was) (PP (IN in)))) (. .)))"
[113],"(ROOT (S (NP (RB So) (PRP we)) (VP (VBD started) (S (VP (VBG collecting) (NP (PRP them))))) (, ,)))"
[114],"(ROOT (FRAG (CC and) (NP (NP (RB now)) (SBAR (S (NP (PRP he)) (VP (BES 's) (ADJP (JJ through))) (, ,))))))"
[111],(ROOT (INTJ (UH Yes) (. .)))
[115],"(ROOT (S (SBAR (RB so) (S (NP (PRP we)) (VP (VBP 've) (ADVP (RB just))))) (, ,) (NP (PRP we)) (VP (VBP 've) (VP (VBN kept) (PRT (RP on))))))"
[116],(ROOT (INTJ (UH Yeah) (. .)))
[118],(ROOT (S (VP (VB Dump) (NP (PRP them)) (PRT (RP off))) (. .)))
[120],"(ROOT (INTJ (UH Yeah) (, ,)))"
"[117, 119, 122]","(ROOT (S (S (CC and) (NP (PRP it)) (VP (BES 's) (ADJP (JJ interesting) (, ,) (ADVP (RB too)) (, ,) (SBAR (IN that) (S (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VB drive) (, ,) (SBAR (S (NP (PRP we)) (VP (VBP drive) (PP (IN to) (NP (NP (NNP Plano)) (PP (IN at) (NP (NNP Plano) (NNP Road))))) (PP (TO to)))))))))))) (, ,) (INTJ (UH uh)) (, ,) (ADVP (RB just)) (PP (IN inside) (NP (PRP$ your) (NN city) (NNS limits))) (, ,) (PP (TO to)))) (, ,) (NP (PRP you)) (VP (VBP know) (VP (VB turn) (NP (PRP them)) (PRT (RP in)) (S (VP (TO to) (VP (VB dump) (NP (PRP them)) (PRT (RP in))))))) (. .)))"
[121],(ROOT (S (CC and) (NP (DT that)) (VP (VBZ is) (ADJP (JJ interesting))) (. .)))
[123],(ROOT (S (NP (PRP I)) (VP (VBP 'm) (ADJP (JJ sure) (SBAR (S (NP (EX there)) (VP (BES 's) (VP (VBN bound) (S (VP (TO to) (VP (VB be) (NP (NP (DT some)) (PP (ADVP (RB here)) (IN in) (NP (NNP Richardson)))))))))))))))
[124],(ROOT (INTJ (UH Right) (. .)))
[126],(ROOT (INTJ (UH Yeah) (. .)))
[128],"(ROOT (FRAG (INTJ (UH Well)) (, ,) (NP (DT the) (NNP Pl-) (, ,))))"
[129],"(ROOT (FRAG (PP (UH yeah)) (, ,)))"
[130],"(ROOT (S (NP (NP (NP (DT the) (NNP Plano) (NN newspaper)) (NP (DT each))) (, ,) (NP (DT each) (NN day)) (, ,) (PP (IN in) (NP (NN fact))) (, ,)) (VP (VBZ has) (NP (NP (DT a)) (, ,) (NP (NP (DT a) (JJ little) (NN list)) (PP (IN of) (NP (NP (PDT all) (DT the) (NN recycling) (NNS centers)) (PP (IN for) (NP (PDT all) (DT the) (JJ different) (NNS things)))))))) (. .)))"
"[125, 127]","(ROOT (S (CC but) (NP (PRP we)) (ADVP (RB just)) (VP (VBP have) (RB n't) (ADVP (RB really)) (VP (VBN seen) (NP (SBAR (S (NP (PRP them)) (VP (VBN advertised))) (CC or) (S (NP (PRP you)) (VP (VBP know)))) (, ,) (NP (NN something))))) (. .)))"
[131],(ROOT (S (NP (PRP They)) (VP (VBP publish) (NP (PRP it)) (NP (DT every) (JJ single) (NN day))) (. .)))
[133],"(ROOT (INTJ (UH Yeah) (, ,)))"
[132],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (DT that)) (VP (BES 's) (ADJP (JJ interesting))) (. .)))"
[135],"(ROOT (FRAG (PP (UH Uh-huh)) (, ,)))"
