[1],"(ROOT (S (INTJ (UH Um)) (, ,) (NP (PRP I)) (VP (VBP have) (RB n't) (VP (VBN given) (NP (NP (DT this) (DT a)) (, ,) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN thought))))))) (. .)))"
[41],"(ROOT (SINV (FRAG (INTJ (UH Um))) (, ,) (VP (VBZ does)) (NP (DT the) (NN testing) (S (VP (VB cover) (NP (NP (NN alcohol)) (CONJP (RB as) (RB well) (IN as)) (NP (JJ illegal) (NNS drugs)))))) (. ?)))"
"[46, 48]","(ROOT (S (CC and) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know) (ADVP (RB then))))) (NP (PRP they)) (VP (VP (VBP give) (NP (PRP it)) (PP (IN to) (NP (NP (NN everybody) (RB else)) (PP (IN in) (NP (DT the) (NN family)))))) (CC and) (VP (VBP do) (RB n't) (ADVP (RB always)) (VP (VP (VP (VB go) (ADVP (RB back)) (PP (IN to) (NP (DT the)))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (NN doctor))) (CC and) (VP (VB get) (NP (DT another) (NN prescription)))))) (. .)))"
[49],"(ROOT (S (S (INTJ (UH Well)) (, ,) (S (PP (VBG according) (PP (IN to) (NP (WP what))))) (NP (PRP they)) (VP (VBP do) (PP (IN at) (NP (NNP T) (NNP I))) (, ,) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP take) (NP (DT a) (NN prescription) (NN drug))))))) (NP (PRP it)) (VP (VBZ has) (S (VP (TO to) (VP (VB be) (PP (IN in) (NP (PRP$ your) (NN name))))))) (. .)))"
[50],"(ROOT (NP (S (NP (PRP It)) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (SBAR (S (NP (PRP it)) (VP (MD ca) (RB n't) (VP (VB be) (PP (IN in) (NP (NP (PRP$ your) (NN spouse) (POS 's)) (NN name)))))))))))"
[51],"(ROOT (S (SBAR (RB so) (S (NP (PRP they)) (VP (MD will) (VP (VB look))))) (, ,) (NP (PRP I)) (VP (VBP mean) (PRN (, ,) (S (NP (DT the) (NN testing)) (VP (MD will) (VP (VB look) (PP (IN for) (PRN (, ,) (S (NP (PRP I)) (VP (VBP guess))) (, ,)) (NP (NP (DT any) (NN kind)) (PP (IN of) (NP (NNS drugs)))))))) (, ,)))))"
[47],"(ROOT (INTJ (UH Well) (, ,)))"
[52],(ROOT (S (CC and) (NP (PRP you)) (VP (VBP have) (S (VP (TO to) (VP (VB tell) (NP (PRP them)) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBP are) (VP (VBG taking) (NP (DT a) (NN prescription)) (PP (IN for)))))))))) (. .)))
[54],(ROOT (INTJ (UH Right) (. .)))
[55],"(ROOT (INTJ (UH Yes) (, ,)))"
[56],(ROOT (INTJ (UH yes) (. .)))
[57],"(ROOT (S (SBAR (WHADVP (WRB When)) (S (NP (PRP you)) (VP (VBP get) (VP (VBN tested) (SBAR (S (NP (PRP you)) (VP (VBP are) (VP (VBN supposed) (S (VP (TO to) (VP (VB tell) (NP (PRP them))))))))))))) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (NP (NP (NN everything)) (SBAR (WHNP (WDT that)) (, ,) (S (NP (WDT that)) (VP (MD might) (VP (VB be) (ADVP (RB there)))))))) (. .)))"
[53],(ROOT (S (RB So) (NP (PRP they)) (VP (VBP ask) (S (NP (PRP you)) (VP (TO to) (VP (VB declare) (ADVP (RB beforehand)) (SBAR (WHNP (WP what)) (S (NP (NP (NN prescription) (NNS drugs)) (NP (PRP you))) (VP (VBP are) (VP (VBG taking))))))))) (. ?)))
[59],(ROOT (INTJ (UH Okay) (. .)))
[60],"(ROOT (NP (S (S (INTJ (UH Well)) (, ,) (S (NP (PRP it)) (PRN (, ,) (S (NP (PRP I)) (VP (VBP mean))) (, ,)) (NP (PRP it)) (VP (BES 's))) (, ,) (S (NP (PRP I)) (VP (VBP guess) (SBAR (IN that) (S (, ,) (PP (IN in) (NP (NN fact))) (, ,) (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB test) (PP (IN for)) (, ,) (PP (IN for))))))))) (, ,) (NP (PRP they)) (VP (VBP do) (RB n't) (ADVP (RB routinely)) (VP (VB test) (PP (IN for) (NP (ADJP (RB very) (JJ many)) (NN prescription) (NNS drugs))))))))"
[61],"(ROOT (PRN (CC but) (NP (NP (NP (DT that)) (NP (PRP I)) (, ,) (ADVP (CC but))) (SBAR (S (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB say))))) (PP (PP (IN in) (NP (NN advance))) (PRN (, ,) (INTJ (UH uh)) (, ,))))))"
[58],"(ROOT (S (CC And) (SBAR (ADVP (RB then)) (IN if) (S (NP (PRP they)) (VP (ADVP (ADVP (RB ever)) (PRN (, ,) (INTJ (UH um)) (, ,))) (VB question) (NP (NP (PRP you)) (CC or) (NP (NN something)))))) (NP (PRP you)) (VP (MD may) (VP (VB have) (S (VP (TO to) (VP (VB show) (NP (NN proof)) (SBAR (IN that) (S (NP (PRP you)) (VP (VBP do) (VP (VB have) (NP (NP (DT a) (NN prescription)) (PP (IN in) (NP (PRP$ your) (NN name))))))))))))) (. .)))"
[62],"(ROOT (NP (RB so) (, ,)))"
[63],"(ROOT (S (S (INTJ (UH Well)) (, ,) (X (WP what)) (NP (PRP they)) (VP (XX wo-) (, ,) (FRAG (VP (VB be) (VP (VBG testing) (SBAR (IN for) (S (VP (VBP are) (NP (NP (DT the) (NNS ones)) (SBAR (WHNP (WDT that)) (S (VP (MD would) (VP (VB have) (NP (UH like))))))))))))))) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (NP (NNS barbiturates) (CC or) (NN codeine) (NNS things)) (PP (IN like) (NP (NP (DT that)) (PP (IN in) (NP (PRP them)))))) (. .)))"
[65],"(ROOT (FRAG (PP (UH Right)) (, ,)))"
[66],(ROOT (INTJ (UH right) (. .)))
[67],"(ROOT (S (S (NP (PRP I)) (VP (VBP guess) (NP (NP (DT that) (BES 's)) (SBAR (WHNP (WP what)) (S (VP (XX i-))))))) (, ,) (NP (PRP they)) (VP (MD would) (RB n't) (VP (VB be) (VP (VBG looking) (PP (IN for) (NP (NP (NN penicillin) (CC and) (NNS an-)) (, ,) (NP (NNS antibiotics)) (CC and) (NP (NN stuff))))))) (. .)))"
[64],(ROOT (NP (NP (NP (DT The) (NNS ones)) (SBAR (WHNP (WDT that)) (S (VP (MD would) (ADVP (RB kind) (RB of)) (VP (VB constitute)))))) (VP (VBN controlled) (NP (NNS substances) (CC or) (NN something)) (ADVP (RB anyway))) (. .)))
[68],"(ROOT (S (NP (PRP They)) (VP (MD would) (VP (VB be) (VP (VBG looking) (PP (IN for) (NP (NP (ADJP (DT the) (PRN (, ,) (INTJ (UH yeah)) (, ,))) (VBN controlled) (NNS things)) (, ,) (NP (NNS barbiturates) (NNS amphetamines))))))) (. .)))"
[70],"(ROOT (FRAG (PP (UH Right)) (, ,)))"
[71],(ROOT (INTJ (UH right) (. .)))
[72],"(ROOT (SINV (ADVP (PRP You) (RB pretty)) (ADJP (JJ much)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (VP (VBP put) (PRT (RP down))) (SBAR (WHNP (WP what)) (S (NP (PRP you)) (VP (VBP remember) (SBAR (RB even) (IN if) (S (NP (PRP it)) (VP (VBD was) (ADVP (RB just)) (NP (NP (NNP Contact)) (CC or) (NP (NP (NN something)) (PP (IN like) (NP (DT that))))))))))) (. .)))"
[69],(ROOT (S (ADVP (RB So) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBP are) (VP (VBG asking) (S (NP (PRP you)) (VP (TO to) (VP (VB tell) (SBAR (S (NP (PRP them)) (VP (VBZ is) (NP (PDT all) (DT the) (NN prescription) (NNS drugs))))))))))))) (NP (PRP you)) (VP (VBP are) (VP (VBG taking) (SBAR (WHNP (WDT which)) (S (VP (VBP are) (VP (VBN controlled) (NP (NNS substances)))))))) (. .)))
"[73, 75]","(ROOT (PRN (S (ADVP (CC But)) (NP (NP (RB afterwards)) (, ,) (FRAG (INTJ (UH uh)) (, ,) (PP (ADVP (RB maybe)) (IN if) (NP (PRP you))))) (VP (VBD had) (NP (DT a) (NX (NX (ADJP (VBN controlled)) (NN substance)) (PRN (. .) (INTJ (UH Well)) (, ,)))))) (, ,)))"
"[74, 76]","(ROOT (SINV (VP (VBZ Is)) (NP (NP (NNP Contact) (DT a)) (, ,) (NP (XX Bo-)) (, ,))))"
[78],(ROOT (INTJ (UH Okay) (. .)))
[77],"(ROOT (S (S (NP (PRP you)) (PRN (, ,) (S (NP (PRP you)) (ADVP (RB probably)) (VP (VBP put) (PRT (RP down)))) (, ,)) (NP (PRP you)) (VP (VBP know))) (, ,) (NP (PRP you)) (VP (VBD had) (NP (NNP Drixoral) (CC or) (NNP Contact)) (SBAR (IN if) (S (NP (PRP you)) (VP (MD would) (VP (VB remember) (SBAR (IN that) (S (NP (PRP you)) (VP (VBD did) (NP (PRP it)))))))))) (. .)))"
[80],(ROOT (INTJ (UH No) (. .)))
"[79, 81]","(ROOT (SQ (VBZ Is) (NP (NNP Contact)) (NP (NP (DT a)) (, ,) (NP (XX MUMBLEx) (NN substance))) (. ?)))"
[83],(ROOT (INTJ (UH Okay) (. .)))
"[82, 84, 86]","(ROOT (S (S (NP (PRP I)) (VP (VP (VBP 'm)) (, ,) (ADVP (RB just)) (VP (S (VP (VBG saying) (NP (PRP you)) (ADVP (RB probably)) (ADVP (XX pro-)))) (, ,) (VP (VBP put) (PRT (RP down)) (PP (IN on) (NP (DT the) (NN sheet) (NN anything))))))) (NP (PRP you)) (VP (VBP have) (VP (VBN taken))) (. .)))"
[87],"(ROOT (S (CC But) (SBAR (IN if) (S (NP (PRP they)) (VP (VBD had) (NP (DT a) (VBN controlled) (NN substance))))) (, ,) (ADVP (RB maybe)) (NP (PRP they)) (VP (MD would) (VP (VB ask) (S (NP (PRP you)) (RB then) (VP (TO to) (VP (VB show) (SBAR (IN that) (S (NP (PRP you)) (VP (VBD had) (NP (NP (DT that) (NN prescription)) (PP (IN in) (NP (PRP$ your) (NN name)))))))))))) (. .)))"
[85],(ROOT (INTJ (UH Okay) (. .)))
"[88, 90]","(ROOT (S (NP (PRP I)) (VP (VBP know) (SBAR (S (NP (PRP I)) (VP (VP (VBD had) (NP (NP (CD one) (NN contract) (NN employee)) (PP (IN through) (NP (NNP Manpower))) (SBAR (S (VP (VBD was) (RB not) (NP (DT a) (NNP T) (NNP I) (NN person))))))) (, ,) (CC but) (VP (VBD was) (NP (DT a) (NN contract) (NN person))))))) (, ,)))"
[91],"(ROOT (S (CC and) (NP (PRP they)) (VP (VBP test) (S (NP (PRP them)) (ADJP (RB too) (RB even)) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP are) (RB not) (NP (DT a) (JJ real)) (, ,) (INTJ (UH uh)) (, ,) (NP (NNP T) (NNP I) (NNP -er))))))) (. .)))"
[89],(ROOT (INTJ (UH Uh-huh) (. .)))
"[92, 94]",(ROOT (S (SBAR (IN If) (S (NP (PRP you)) (VP (VBP are) (NP (DT a) (NN contract) (NN employee)) (ADVP (RB here))))) (NP (PRP they)) (VP (VBP test) (NP (PRP you)) (ADVP (RB too))) (. .)))
[95],"(ROOT (S (CC And) (NP (PRP he)) (VP (VBD had) (VP (VBN taken) (S (VP (NP (NP (DT some) (NN kind)) (PP (IN of) (PRN (, ,) (INTJ (UH um) (, ,) (UH oh)) (, ,)) (NP (PRP you))) (SBAR (S (VP (VBP know))))) (PRN (, ,) (INTJ (UH uh)) (, ,))))))))"
[96],"(ROOT (S (ADVP (RB just)) (, ,) (NP (PRP he)) (VP (VBD had) (NP (NP (DT some) (NN kind)) (PP (IN of) (NP (NN flu) (CC or) (NN something))))) (. .)))"
[97],(ROOT (S (NP (PRP He)) (VP (VBD got) (NP (DT a) (JJ real) (JJ bad) (NN migraine)))))
