[0],(ROOT (INTJ (UH Okay) (. .)))
[24],"(ROOT (S (S (NP (NNS people)) (VP (VBP are) (ADVP (RB sometimes)) (VP (VBN sentenced) (PP (IN to) (NP (NN capital) (NN punishment)))))) (, ,) (CC but) (S (NP (NP (DT no) (CD one)) (PRN (, ,) (S (NP (DT no) (CD one)) (VP (VBZ has))) (, ,))) (ADVP (RB actually)) (VP (VBZ has) (NP (NP (DT the) (NN sentence)) (VP (VBN carried) (PRT (RP out)))))) (. .)))"
[22],(ROOT (INTJ (UH Right) (. .)))
[25],"(ROOT (S (INTJ (UH Uh)) (, ,) (ADVP (PRP I)) (VP (MD 'd) (ADVP (RB certainly))) (, ,)))"
[27],(ROOT (INTJ (UH Uh-huh) (. .)))
"[26, 29]","(ROOT (SBARQ (WHNP (WP What)) (SQ (VBP do) (NP (PRP they)) (VP (VB do) (, ,) (ADVP (RB just)) (VB keep) (NP (PRP them)) (PP (IN on) (NP (NP (NN death) (NN row)) (PP (IN for) (NP (NP (DT the) (NN rest)) (PP (IN of) (NP (PRP$ their) (NN life))))))))) (. .)))"
[28],(ROOT (S (NP (PRP I)) (VP (VBP think) (ADVP (RB so))) (. .)))
[31],"(ROOT (NP (NP (PRP I)) (PRN (, ,) (ADVP (UH uh)) (, ,))))"
[30],(ROOT (INTJ (UH Uh-huh) (. .)))
[32],(ROOT (NP (NP (XX MUMBLEx)) (CC or) (NP (NN affair) (NN number))))
[34],"(ROOT (S (INTJ (UH uh)) (, ,) (ADVP (IN in) (NP (NN fact))) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (IN that) (, ,) (S (S (NP (PRP it))) (, ,) (NP (PRP it)) (VP (VBD affected) (NP (DT the) (NN sentence)) (SBAR (IN though) (S (NP (NN capital) (NN punishment)) (VP (VBZ is) (ADJP (JJ available))) (, ,)))))))))"
[33],(ROOT (INTJ (UH Uh-huh) (. .)))
[35],"(ROOT (S (NP (NP (DT the) (NN sentence)) (PP (IN of) (NP (NP (NN life)) (PP (PP (IN without) (NP (NP (NN possibility)) (PP (IN of) (NP (NN parole))))) (PRN (, ,) (INTJ (UH uh)) (, ,)))))) (VP (VP (VBZ has) (VP (VBN become) (NP (DT a) (JJ common) (CD one)))) (, ,) (CC and) (VP (VBZ is) (VP (VP (VBG being)) (, ,) (VP (VBG being) (VP (VBN used) (S (ADJP (RB much) (JJR more)))))))) (. .)))"
[37],"(ROOT (S (INTJ (UH Uh)) (, ,) (ADVP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (NP (DT the) (JJ exact) (NNS numbers)))) (, ,)))"
[38],"(ROOT (S (CC but) (, ,) (ADVP (CC but)) (VP (UH yes)) (, ,)))"
[36],(ROOT (SQ (VBP Do) (NP (PRP you)) (VP (VB have) (NP (NP (DT the) (NN overcrowding)) (PP (IN in) (NP (PRP$ your) (NNS prisons))) (SBAR (WHNP (WDT that)) (S (NP (PRP we)) (VP (VBP are) (VP (VBG facing) (PRT (IN down)) (ADVP (RB here)))))))) (. ?)))
[40],"(ROOT (S (NP (PRP I)) (VP (VBP know) (SBAR (IN that) (S (NP (PRP we)) (VP (VP (VBP have)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,))))))))"
[41],"(ROOT (S (PP (ADVP (RB really)) (IN in) (NP (NN fact))) (NP (PRP they)) (VP (VBP 're) (PRN (, ,) (S (NP (PRP they)) (VP (VBP 're) (VP (VP (VBG releasing) (S (NP (NNS people)) (, ,) (INTJ (UH uh)) (, ,) (NP (WDT that)) (VP (VBP are) (PP (IN in) (NP (NP (RB there)) (PP (IN for) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (RB not) (JJ major) (NNS crimes))))) (, ,) (ADVP (CC but)) (, ,) (NP (INTJ (UH uh)) (NP (NNS robberies)))))) (CC and) (VP (NP (NN assault) (CC and) (NNS things)) (PP (IN like) (NP (DT that))))))) (, ,)))))"
[42],"(ROOT (FRAG (CC and) (S (VP (VP (, ,) (S (UCP (SBAR (IN because) (S (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB have) (NP (NP (NN room)) (, ,) (SBAR (WHNP (WDT which)) (S (ADVP (RB then)) (NP (PRP they)) (VP (VBP 're) (VP (VBG coming) (ADVP (RB back)) (PP (IN on) (NP (DT the) (NNS streets)))))))))))) (CC and) (PP (IN of) (NP (NN course)))))) (PRN (, ,) (S (VP (VBG doing) (NP (PRP it)) (ADVP (RB again)))) (, ,))))))"
[43],"(ROOT (PRN (CC and) (S (S (INTJ (UH um)) (, ,) (NP (PRP you)) (VP (VBP know))) (, ,) (S (ADVP (RB so)) (NP (PRP we)) (VP (VBP 're) (VP (VBG having) (NP (NP (NNS problems)) (PP (IN in)) (, ,) (PP (IN in) (NP (DT that) (NN way))))))) (, ,))))"
[44],"(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBP know) (SBAR (IN that) (S (NP (EX there)) (VP (VBP are) (NP (NP (DT some) (NNS cases)) (SBAR (WHNP (WDT that)) (, ,) (S (S (INTJ (UH uh)) (, ,) (NP (PRP you)) (VP (VBP know))) (PRN (, ,) (S (NP (NN capital) (NN punishment)) (VP (VBZ does) (RB not) (VP (VB fit) (NP (DT the) (NN crime))))) (, ,))))))))))))"
[39],(ROOT (S (NP (NNS prisons)) (VP (VBP are) (ADJP (JJ overcrowded))) (. .)))
[45],"(ROOT (PRN (CC and) (S (NP (EX there)) (VP (VBP are) (NP (NP (JJ extenuating) (NNS circumstances)) (PP (IN on) (NP (JJ certain) (NNS types)))) (, ,) (INTJ (UH um)) (, ,) (SBAR (CC but) (S (NP (PRP I)) (VP (VBP have) (S (VP (TO to) (VP (VB say) (SBAR (IN that) (S (NP (PRP I)) (VP (VBP 'm) (ADVP (RB honestly)) (PP (IN for) (NP (PRP it))))))))))))))))"
[46],(ROOT (INTJ (UH Um) (. .)))
[48],"(ROOT (FRAG (PP (UH Okay)) (, ,)))"
[47],"(ROOT (FRAG (INTJ (UH uh)) (, ,) (NP (NP (NP (RB almost) (DT that) (NN eye)) (PP (IN for) (NP (DT an) (NN eye)))) (CC and) (NP (NP (DT a) (NN tooth)) (PP (IN for) (NP (DT a) (NN tooth))))) (. .)))"
[50],X
"[49, 51]","(ROOT (S (S (NP (PRP you)) (VP (VBP 're))) (, ,) (NP (PRP you)) (VP (VBP 're) (ADVP (RB certainly) (PP (IN in) (NP (NP (DT the) (NN majority)) (FRAG (INTJ (UH uh)))) (, ,) (ADVP (IN at) (JJS least)))) (PP (IN in) (NP (DT this) (NN country)))) (. .)))"
[52],(ROOT (INTJ (UH Yes) (. .)))
[54],"(ROOT (S (NP (PRP I)) (VP (VBP know) (PRN (S (NP (PRP they)) (VP (VBP use) (NP (ADJP (NP (PRP it)) (RB very))))) (, ,)) (NP (UH um))) (, ,)))"
[53],"(ROOT (S (S (INTJ (UH Uh)) (, ,) (NP (PRP we)) (VP (VBP are))) (, ,) (NP (PRP I)) (VP (VBP guess) (, ,) (S (NP (NP (DT the) (QP (RB only) (CD one))) (PP (IN of) (NP (DT the) (JJ major) (JJ Western) (NNS nations)))) (ADJP (RB currently) (PP (IN with) (NP (NN capital) (NN punishment)))))) (. .)))"
[56],"(ROOT (INTJ (UH No) (, ,)))"
[57],(ROOT (FRAG (ADVP (ADVP (IN at) (JJS least) (RB not)) (PP (IN in) (NP (NNP Western) (NNP Europe)))) (. .)))
[58],(ROOT (NP (NP (RB Probably) (RB not)) (PP (IN in) (NP (NP (NNP Eastern) (NNP Europe)) (NP (DT these) (NNS days)))) (ADVP (RB either)) (. .)))
[59],"(ROOT (S (INTJ (UH Um)) (, ,) (NP (EX there)) (VP (VBP are) (NP (NP (JJ many) (NNS reasons)) (PP (IN for) (NP (PRP it))))) (, ,)))"
[55],"(ROOT (S (NP (PRP they)) (VP (VBP do) (RB not) (VP (VB have) (NP (PRP it)) (PP (IN in) (NP (NNP Europe))) (, ,) (SBAR (IN as) (S (NP (PRP I)) (VP (VBP understand)))))) (. .)))"
[61],"(ROOT (INTJ (UH Yes) (, ,)))"
[60],"(ROOT (S (CC but) (NP (PRP they)) (, ,) (NP (PRP they)) (ADVP (RB certainly)) (VP (VBP have) (NP (NP (JJR lower) (NN crime) (NNS rates)) (CC and) (NP (JJR lower) (NN murder) (NNS rates)))) (. .)))"
[63],"(ROOT (FRAG (INTJ (UH Well)) (, ,) (PP (IN in) (NP (NP (NP (NP (NN part)) (ADJP (NP (PRP it)) (BES 's))) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP it)) (BES 's) (NP (NP (DT the) (NN nature)) (PP (IN of) (NP (NNS societies))))) (, ,) (NP (NP (RB perhaps) (RBR more)) (NP (JJ homogenous) (NN society))) (, ,) (PP (PP (IN in) (NP (JJ many) (NNS cases))) (PRN (, ,) (INTJ (UH uh)) (, ,)))))))"
[64],"(ROOT (FRAG (NP (RB arguably)) (, ,) (ADVP (IN if))))"
[65],"(ROOT (S (NP (RB arguably)) (VP (VBZ is) (PP (IN because) (PP (IN of))) (, ,) (PP (IN of) (S (VP (PRN (, ,) (INTJ (UH uh)) (, ,)) (PP (IN of) (PRN (, ,) (INTJ (UH uh)) (, ,)) (NP (NP (NN welfare)) (NP (NN state) (NNS benefits)))))))) (. .)))"
[62],"(ROOT (S (NP (PRP you)) (VP (VBP wonder) (SBAR (S (SBAR (WHNP (WP what)) (S (NP (PRP$ their)))) (, ,) (NP (PRP you)) (VP (VBP know)))) (, ,) (SBAR (WHADVP (WRB how)) (S (NP (PRP they)) (VP (VBP manage) (S (VP (TO to) (VP (VB do) (NP (DT that))))))))) (. .)))"
[66],"(ROOT (S (SBAR (IN Though) (S (NP (PRP I)) (VP (VBP tend) (S (VP (TO to) (VP (VB be))))))) (, ,) (NP (PRP we)) (VP (VBP tend) (S (VP (TO to) (VP (VB be) (ADJP (JJ skeptical)))))) (. .)))"
[68],"(ROOT (INTJ (UH Yes) (, ,)))"
[69],"(ROOT (S (S (INTJ (UH oh)) (NP (EX there)) (VP (BES 's) (NP (DT no) (NN question)) (SBAR (WHNP (IN that)) (PRN (, ,) (SBAR (IN that) (FRAG (NP (PRP they)))) (, ,)) (S (SBAR (IN that) (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PRP you)) (VP (VBP know)))) (, ,) (NP (PRP they)) (VP (VBP have)))))) (, ,) (NP (PRP you)) (VP (VBP know) (NP (NP (, ,) (NP (NP (DT all) (NNS kinds)) (PP (IN of) (NP (ADJP (ADJP (NN cradle) (PP (IN to) (NP (NN grave)))) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NNS programs)))) (, ,) (NN welfare) (NNS programs)) (VP (VBG providing) (PP (IN for) (NP (NP (NN everyone)) (NP (DT some) (NN way))))))) (. .)))"
[70],"(ROOT (NP (NP (PRP I)) (PRN (, ,) (NP (NP (PRP I)) (, ,) (NP (PRP I))) (, ,))))"
[67],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (NP (NNP England)) (SBAR (S (VP (VBZ has) (PRN (, ,) (INTJ (UH uh)) (, ,)))))) (VP (VBP do) (RB n't) (ADVP (PRP they)) (VP (VB have) (NP (DT a) (ADJP (JJ large) (, ,) (RB fairly) (JJ large)) (NN welfare)))) (. ?)))"
[72],"(ROOT (S (FRAG (INTJ (UH Oh)) (, ,) (NP (PRP I))) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know))) (. .)))"
[73],(ROOT (S (CC But) (NP (PRP we)) (VP (VBP have) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN welfare) (NNS programs)))))))
[71],(ROOT (S (ADVP (RB however)) (NP (DT the) (NN question)) (VP (VBZ is) (SQ (VBZ is) (NP (DT that)) (VP (VBG making) (NP (DT the) (NN difference))))) (. .)))
[74],(ROOT (NP (CC and)))
[76],"(ROOT (SBAR (IN if) (S (S (NP (DT both)) (VP (VBP do))) (CC and) (S (S (NP (PRP they)) (VP (VBP tend) (S (VP (TO to) (VP (VB have) (NP (JJR less) (NN crime))))))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP wonder) (SBAR (IN if) (S (NP (DT that)) (VP (VBZ has) (NP (NN anything) (S (VP (TO to) (VP (VB do) (PP (IN with) (NP (PRP it))) (ADVP (RB then))))))))))) (, ,))))))"
[77],"(ROOT (S (NP (PRP you)) (VP (VP (VBP know)) (, ,) (CC or) (VP (VBZ is) (NP (PRP it)))) (, ,)))"
[75],(ROOT (INTJ (UH Oh) (. .)))
[78],"(ROOT (S (PP (IN in) (NP (PRP$ our) (NN society))) (, ,) (NP (NNS people)) (VP (VBP are) (VP (VBN brought) (PRT (RP up)) (PP (IN over) (S (ADVP (RB here)) (VP (VBG thinking) (SBAR (IN that) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (S (NP (NN everybody)) (VP (VBZ owes) (NP (PRP them)) (NP (NN something)))))))))) (. .)))"
[79],"(ROOT (S (S (INTJ (UH Um)) (, ,) (NP (PRP I)) (VP (VBP think))) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (DT that) (NN idea)) (VP (VBZ is) (ADJP (RB even)) (, ,) (SBAR (RB even) (S (ADJP (RBR more) (JJ common) (PP (IN in) (NP (NNP Western) (NNP Europe)))))))))) (. .)))"
[80],"(ROOT (SINV (FRAG (INTJ (UH Oh))) (, ,) (VP (VBP do)) (NP (PRP you)) (. ?)))"
[82],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (DT that)) (VP (BES 's) (ADJP (JJ interesting))) (. .)))"
[83],"(ROOT (S (S (NP (PRP I)) (VP (MD would) (RB not) (VP (VB have)))) (, ,) (NP (PRP I)) (VP (MD would) (RB not) (VP (VB have) (S (VP (VB said) (NP (DT that)))))) (. .)))"
[84],(ROOT (S (NP (PRP I)) (VP (MD would) (VP (VB have) (S (VP (VB said) (SBAR (IN that) (S (NP (PRP it)) (VP (VBD was) (ADJP (RBR more) (JJ prevalent)) (PP (ADVP (RB here)) (IN in) (NP (DT the) (NNP United) (NNPS States)))))))))) (. .)))
[85],(ROOT (S (NP (DT That)) (VP (BES 's) (NP (DT an) (JJ interesting) (NN theory))) (. .)))
[86],"(ROOT (S (NP (PRP I)) (VP (VBP 'm) (RB not) (ADJP (RB that) (JJ familiar) (, ,) (SBAR (S (NP (PRP you)) (VP (VBP know)))))) (, ,)))"
[87],(ROOT (S (NP (PRP I)) (VP (VBP 've) (ADVP (RB only)) (VP (VBN been) (PP (IN over) (NP (NP (RB there) (DT a) (NN couple)) (PP (IN of) (NP (NNS times)))))))))
[81],(ROOT (INTJ (UH Uh-huh) (. .)))
"[88, 90]","(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBP 'm) (RB not) (ADJP (RB that) (JJ familiar) (PP (IN with))) (, ,) (NP (DT that))) (, ,))))"
