[0],(ROOT (INTJ (UH Okay) (. .)))
[52],(ROOT (SBARQ (WHNP (WDT what) (NN company)) (SQ (VBP do) (NP (PRP you)) (VP (VB work) (PP (IN for)))) (. ?)))
[53],"(ROOT (S (INTJ (UH Uh)) (, ,) (ADVP (PRP I)) (VP (VBP work) (SBAR (IN for) (S (NP (NP (DT a) (JJ little) (JJ start-up) (NN company)) (PP (ADVP (RB here)) (IN in) (NP (NNP Pittsburgh)))) (VP (VBD called) (NP (NP (NNP Trans) (NNP Ark) (. .)) (FRAG (INTJ (UH Uh)))))))) (, ,)))"
[54],"(ROOT (INTJ (INTJ (UH Um)) (, ,) (INTJ (UH uh-huh) (. .))))"
[55],(ROOT (S (S (VP (VBP Have) (NP (PRP you)))) (VP (VBD heard) (PP (IN of) (NP (PRP them)))) (. ?)))
[57],"(ROOT (S (NP (PRP They)) (VP (, ,))))"
[56],(ROOT (INTJ (UH No) (. .)))
[59],"(ROOT (FRAG (PP (UH Uh-huh)) (, ,)))"
[60],(ROOT (INTJ (UH uh-huh) (. .)))
"[58, 61]","(ROOT (S (NP (PRP we)) (VP (VBP do) (, ,) (S (INTJ (UH uh)) (, ,) (NP (NP (JJ distributive) (NN system) (NN software)) (PP (IN for) (NP (NNP Unix)))) (VP (VBD based) (NP (NNS workstations)))))))"
[62],(ROOT (INTJ (UH Uh-huh) (. .)))
[64],"(ROOT (INTJ (UH No) (, ,)))"
[65],"(ROOT (S (S (NP (PRP I)) (, ,) (NP (PRP I)) (VP (VBD worked) (PP (IN for) (NP (DT a) (NN trucking) (NN company) (NNP P) (NNP I) (NNP E))))) (, ,) (S (NP (NN nation)) (ADJP (JJ wide))) (. .)))"
[63],(ROOT (FRAG (ADVP (RB So)) (. .)))
[67],"(ROOT (INTJ (INTJ (UH Ah)) (, ,) (INTJ (UH yes) (, ,))))"
[68],(ROOT (INTJ (UH yes) (. .)))
[69],"(ROOT (S (PP (IN In) (NP (NN fact))) (, ,) (NP (PRP$ my) (NN mom)) (VP (VBZ drives) (NP (NNS trucks)))))"
[66],(ROOT (S (NP (PRP You)) (ADVP (RB probably)) (VP (VBD heard) (PP (IN of) (NP (DT that)))) (. .)))
[70],"(ROOT (NP (RB so) (, ,)))"
[71],"(ROOT (SINV (FRAG (INTJ (UH Oh))) (, ,) (VP (VBZ does) (NP (PRP she))) (NP (UH really)) (. ?)))"
[72],(ROOT (INTJ (UH Yes) (. .)))
[74],"(ROOT (FRAG (S (ADJP (ADJP (RB So)) (PRN (, ,) (INTJ (UH yeah)) (, ,))))))"
[75],"(ROOT (S (NP (PRP I)) (VP (VBP see) (PRN (, ,) (INTJ (UH uh)) (, ,)))))"
[73],"(ROOT (FRAG (PP (NP (INTJ (INTJ (UH Oh)) (, ,) (INTJ (WRB how)))) (IN about) (NP (DT that))) (. .)))"
[76],"(ROOT (S (PP (IN after) (NP (DT the) (NN merger))) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP you)) (VP (VBP see) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNP Ryder) (NNP PIE) (NN stuff)))) (PP (IN on) (NP (DT the) (NN road)))) (. .)))"
[78],"(ROOT (S (ADVP (RB So)) (, ,) (VP (VBD did) (, ,) (SQ (VBD did) (NP (NNP Ryder)) (VP (VB get) (PRT (IN out)) (PP (IN of) (NP (DT the) (NN business)))))) (. ?)))"
[77],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP you)) (VP (VBD did)) (. .)))"
[79],(ROOT (SQ (VBZ Is) (NP (DT that)) (NP (NP (WP what)) (SBAR (S (VP (VBD happened) (ADVP (CC or)))))) (. ?)))
"[80, 82]","(ROOT (FRAG (VP (PP (NP (UH Well)) (NP (NP (NNP Ryder)) (CC and) (NP (NNP P) (NNP I) (NNP E)))) (VBD went) (NP (NP (ADJP (RB together))) (SBAR (S (NP (PRP you)) (VP (VBP know)) (, ,)))))))"
[81],(ROOT (INTJ (UH Right) (. .)))
[84],(ROOT (INTJ (UH Huh) (. .)))
[83],"(ROOT (S (CC and) (ADVP (RB then)) (, ,) (ADVP (RB then)) (NP (DT that)) (VP (VBD ended) (NP (PRP it))) (. .)))"
[86],(ROOT (S (NP (PRP It)) (ADVP (RB really)) (VP (VBD did)) (. .)))
[87],"(ROOT (S (NP (PRP It)) (VP (BES 's) (, ,) (SBAR (S (NP (PRP it)) (VP (VBD started) (PRN (, ,) (S (NP (PRP I)) (VP (VBP think))) (, ,)) (NP (NP (DT a) (JJ little) (NN bit)) (PP (IN before) (NP (DT that))))))))))"
[88],"(ROOT (FRAG (PP (CC but) (NP (IN that))) (, ,)))"
[85],(ROOT (FRAG (ADVP (RB So)) (SBAR (IN that) (S (NP (NP (DT the) (NN merger)) (ADJP (RB pretty) (JJ much))) (VP (VBD ended) (NP (DT the) (JJ whole) (NN thing))))) (. .)))
[90],"(ROOT (INTJ (UH Yeah) (, ,)))"
[89],"(ROOT (S (SBAR (WHADVP (WRB when)) (S (NP (NNP P) (NNP I)) (VP (S (UCP (NP (NNP E)) (CC and) (PRN (, ,) (S (CC and) (NP (NNP Ryder)) (VP (VBD went) (ADVP (RB together)) (, ,) (SBAR (WHADVP (WRB why)) (S (NP (DT that)) (VP (VBD was) (ADVP (RB downhill)) (PP (IN from) (NP (RB then))))))))) (PP (IN on))))))) (, ,) (NP (PRP you)) (VP (VBP know)) (. .)))"
[91],"(ROOT (S (SBAR (PRN (CC and) (NP (NP (DT the)) (, ,) (NP (DT the) (NN problem)))) (S (SBAR (IN with) (S (NP (DT that)) (VP (VBZ is)))) (, ,) (NP (PRP you)) (VP (VBP know)))) (, ,) (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP leave) (NP (DT a) (NN job))))) (, ,) (NP (PRP you)) (VP (MD can) (VP (VB continue) (NP (PRP$ your) (NNS benefits)) (PP (IN for) (NP (NP (DT some) (JJ finite) (NN period)) (PP (IN of) (NP (NN time))))))) (. .)))"
[93],"(ROOT (S (CC But) (SBAR (WHADVP (WRB when)) (, ,) (S (SBAR (WHADVP (WRB when)) (S (NP (DT the) (NN company)) (VP (VBZ goes) (ADJP (JJ bankrupt))))) (, ,) (NP (PRP I)) (VP (VBP mean)))) (, ,) (ADVP (DT the)) (, ,) (NP (PRP they)) (VP (VBP 're) (ADVP (RB just)) (S (VP (VB cut) (ADVP (IN off) (RB completely)))))))"
[92],(ROOT (INTJ (UH Right) (. .)))
[94],(ROOT (S (CC and) (NP (PRP you)) (VP (VBP 're) (ADJP (JJ responsible) (PP (IN for) (NP (PRP$ your) (JJ own))))) (. .)))
[95],(ROOT (INTJ (UH Right) (. .)))
[97],"(ROOT (INTJ (UH Yes) (, ,)))"
[98],(ROOT (S (NP (PRP it)) (VP (VBD was) (PP (IN over) (NP (CD three) (CD hundred))) (NP (CD fifty) (NNS dollars)) (NP (DT a) (NN month)) (SBAR (IN if) (S (NP (PRP we)) (VP (VBD wanted) (S (VP (TO to) (VP (VB continue) (NP (PRP$ our) (JJ own) (NNS benefits))))))))) (. .)))
[96],"(ROOT (S (CC And) (, ,) (S (CC and) (NP (DT that)) (VP (BES 's) (ADJP (RB exceedingly) (JJ expensive)))) (. .)))"
[99],(ROOT (S (NP (PRP We)) (VP (MD could) (VP (VB do) (NP (NP (DT that)) (PP (IN for) (NP (CD eighteen) (NNS months)))))) (. .)))
[100],(ROOT (INTJ (UH Right) (. .)))
[101],(ROOT (FRAG (CC But) (NP (NP (CD three) (CD hundred) (CC and) (CD fifty) (NNS dollars)) (NP (DT a) (NN month))) (. .)))
[103],(ROOT (S (NP (PRP It)) (VP (BES 's) (ADVP (RB definitely)) (ADJP (JJ excessive))) (. .)))
[105],"(ROOT (S (ADVP (RB So)) (, ,) (S (CC but) (S (INTJ (UH anyhow) (, ,) (UH uh)) (, ,) (CC and) (NP (NNS jobs)) (VP (VBP are) (RB n't) (ADJP (RB that) (JJ hard)) (S (VP (TO to) (VP (VB find)))) (, ,) (S (VP (TO to) (VP (VB get) (NP (NP (DT another) (CD one)) (SBAR (WHNP (WDT that)) (S (VP (VBZ does) (VP (VB pay) (NP (PRP$ your) (NNS benefits)))))))))))) (, ,) (S (NP (PRP you)) (VP (VBP know)))) (. .)))"
[107],"(ROOT (FRAG (CC And) (PP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (NP (PRP them)) (SBAR (WHNP (IN that)))) (, ,))))))"
[106],(ROOT (INTJ (UH True) (. .)))
[109],"(ROOT (INTJ (UH Yeah) (, ,)))"
[110],"(ROOT (S (NP (PRP they)) (VP (VBP 're) (VP (VBG starting) (PP (TO to)) (, ,) (S (VP (TO to) (VP (VB cut) (X (ADVP (RB back) (. .)) (NP (RB Especially) (NNS start-ups)))))))) (. .)))"
[111],"(ROOT (S (NP (PRP I)) (VP (VBP know) (S (ADVP (RB here)) (PP (IN at) (NP (NNP Trans) (NNP Ark))) (, ,) (NP (PRP we)) (VP (VBP get) (, ,) (S (INTJ (UH uh)) (, ,) (NP (PRP we)) (VP (VBP get) (NP (NN health) (NN care)))))))))"
[108],"(ROOT (S (SBAR (IN if) (S (NP (PRP you)) (VP (VBP do) (VP (VB get) (NP (DT a) (NN job)))))) (, ,) (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB pay) (NP (NNS benefits)))) (. .)))"
[112],(ROOT (S (CC and) (NP (DT that)) (VP (BES 's) (NP (PRP it))) (. .)))
[113],(ROOT (INTJ (UH Uh-huh) (. .)))
[114],"(ROOT (S (S (NP (PRP I)) (VP (VBP mean))) (, ,) (NP (EX there)) (VP (BES 's) (NP (DT no) (NN dental) (CC or) (NN vision))) (. .)))"
[116],"(ROOT (S (CC And) (ADVP (DT the)) (, ,) (NP (DT the) (JJ short-term) (NN disability) (NN policy)) (VP (VBZ is) (, ,) (SQ (VBZ is) (NP (DT a) (NP (CD ninety) (NN day)) (NN policy))))))"
[115],(ROOT (INTJ (UH Uh-huh) (. .)))
[117],(ROOT (S (CC and) (NP (EX there)) (VP (VBZ is) (NP (DT no) (JJ long-term) (NN disability) (NN policy))) (. .)))
[118],(ROOT (INTJ (UH Huh) (. .)))
[120],"(ROOT (FRAG (PP (UH Uh-huh)) (, ,)))"
[119],"(ROOT (S (ADVP (RB So)) (, ,) (NP (PRP you)) (VP (VBP know) (SBAR (S (PRN (, ,) (ADVP (IN at) (JJS least)) (PP (IN in) (NP (NP (DT the) (NN case)) (PP (IN of) (NP (DT this) (JJ particular) (NN company))))) (, ,)) (NP (PRP they)) (VP (VBP tend) (S (VP (TO to) (VP (VB scrimp) (NP (DT a) (JJ little) (NN bit)) (ADVP (RB there))))))))) (. .)))"
[122],"(ROOT (S (CC And) (, ,) (NP (NP (PRP you)) (SBAR (S (VP (VBP know) (, ,) (PP (IN of) (NP (NP (NN course)) (, ,) (NP (PRP they)))))))) (VP (MD can) (VP (VB use) (S (NP (DT the)) (VP (VB excuse)))))))"
[121],(ROOT (INTJ (UH uh-huh) (. .)))
[124],"(ROOT (INTJ (UH Yeah) (, ,)))"
[125],(ROOT (INTJ (UH right)))
[126],"(ROOT (SBARQ (WHADVP (. .)) (S (CC But) (NP (PRP you)) (VP (VBP know) (SBAR (WHNP (WP what)) (S (NP (BES 's) (VBG happening)) (VP (VBZ is) (NP (NP (NP (DT the)) (, ,) (NP (NN disability) (NN plan))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,))))))))))"
[127],(ROOT (S (NP (ADJP (RB so) (JJ many)) (NNS people)) (VP (VBP are) (VP (VBG lying) (PP (IN about) (NP (PRP$ their) (NNS things))))) (. .)))
[128],"(ROOT (S (INTJ (UH God)) (, ,) (NP (EX there)) (VP (HVS 's) (VP (VBN been) (NP (NP (JJ big) (NNS articles)) (PP (IN in) (NP (DT the) (NN paper)))) (PP (IN about) (NP (DT that))))) (. .)))"
[129],"(ROOT (NP (S (S (INTJ (UH Uh)) (, ,) (NP (PRP you)) (VP (VBP know))) (, ,) (NP (PRP they)) (VP (VBP claim) (NP (DT a) (NN back) (NN injury))))))"
[130],(ROOT (FRAG (CC and) (NP (NP (RB then) (NN someone)) (SBAR (S (VP (VP (VBZ goes) (ADVP (RB out))) (CC and) (VP (VBZ spies) (PP (IN on) (NP (PRP them))))))))))
[123],"(ROOT (S (INTJ (UH well)) (, ,) (NP (PRP we)) (VP (VBP 're) (ADJP (JJ start-up))) (. .)))"
"[131, 133]","(ROOT (S (S (S (CC and) (S (NP (PRP they)) (VP (VBP 're) (VP (VBG lifting) (NP (NP (NNS refrigerators)) (PP (IN into) (NP (NNS trucks)))) (CC and))))) (CC and) (S (NP (NN everything)) (ADJP (RB else)))) (, ,) (NP (PRP you)) (VP (VBP know)) (. .)))"
[134],(ROOT (S (RB So) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (NP (SBAR (WHNP (WP what)) (S (VP (BES 's) (VP (VBG happening))))) (CC and) (SBAR (WHNP (WP what)) (S (VP (BES 's) (VP (VBG going) (S (VP (TO to) (VP (VB happen))))))))))) (. .)))
[132],(ROOT (INTJ (UH Right) (. .)))
[136],(ROOT (SINV (S (INTJ (UH Well)) (NP (DT that)) (ADVP (RB certainly)) (VP (VBZ does) (RB n't) (VP (VB help)))) (VP (VBZ matters)) (NP (DT any)) (. .)))
