[0],"(ROOT (FRAG (INTJ (UH Well)) (, ,) (NP (NNP Sid) (, ,))))"
[10],(ROOT (INTJ (UH Uh-huh) (. .)))
[13],(ROOT (INTJ (UH Yeah) (. .)))
[14],"(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (S (NP (PRP I)) (VP (VB 've) (VP (VBN had) (NP (ADJP (RB pretty) (JJ good)) (NN luck))))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,))))))"
[15],"(ROOT (S (ADVP (RB even)) (SBAR (IN if) (, ,) (S (SBAR (IN if) (S (NP (PRP you)) (VP (VBP take) (NP (NP (DT any) (NN car)) (CC and) (, ,) (CC and) (NP (PRP you)))))) (VP (VBP care) (PP (IN for) (NP (PRP it))) (ADVP (RB well) (RB enough))))) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP you)) (VP (VBP are) (VP (VBG going) (S (VP (TO to) (VP (VB get) (NP (DT some) (JJ good) (NN life)) (ADVP (IN out) (PP (IN of) (NP (PRP it))))))))) (. .)))"
[16],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (PRP$ my)) (, ,) (NP (PRP$ my) (NX (NX (NX (NNP Oldsmobile)) (PP (PP (RB right) (ADVP (RB now))) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (VBP have)))))) (PRN (, ,) (INTJ (UH uh)) (, ,)))) (VP (VBZ is) (VP (VBG getting) (ADVP (RB near) (NP (CD eighty) (CD thousand)))))))"
[17],(ROOT (S (CC and) (NP (PRP it)) (VP (BES 's) (ADVP (RB still)) (PP (IN in) (NP (ADJP (RB pretty) (JJ good)) (NN shape)))) (. .)))
[18],"(ROOT (S (ADVP (UH Uh)) (, ,) (NP (EX there)) (VP (VBD was) (NP (NP (ADVP (NP (DT a) (NN flaw)) (PP (IN in) (FRAG (WHADVP (ADVP (RB there)) (WRB where))))) (DT a)) (, ,) (SBAR (WHADVP (WRB where)) (S (NP (DT a) (NN head) (NN gasket) (NN bolt)) (VP (VBD broke)))) (, ,)))))"
[19],"(ROOT (PRN (CC and) (S (NP (PRP it)) (VP (VBD cost) (NP (PRP me)) (NP (DT some) (NNS bucks)) (PP (TO to)) (, ,) (S (VP (TO to) (VP (VB fix) (NP (DT that)))))))))"
[20],"(ROOT (S (CC but) (NP (DT that)) (VP (VBD was) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (NP (NN something)) (SBAR (WHNP (WDT that)) (S (VP (VBD was) (ADJP (JJ unforeseen))))))) (. .)))"
[12],"(ROOT (S (SBAR (IN I-) (, ,) (S (SBAR (IN if) (S (NP (PRP you)) (VP (VBP are) (VP (VBG going) (S (VP (TO to) (VP (VB keep) (NP (NN something)) (ADVP (RB that) (JJ long))))))))) (, ,) (NP (PRP you)) (VP (VBP know)))) (, ,) (NP (PRP you)) (VP (ADVP (JJR better)) (VBP get) (NP (NN something)) (SBAR (SBAR (WHNP (WDT that)) (S (NP (PRP you)) (VP (VBD wanted) (S (VP (TO to) (VP (VB begin) (PP (IN with)))))))) (CC and) (SBAR (WHNP (WDT that)) (S (NP (PRP you)) (VP (VBP are) (VP (VBG going) (S (VP (TO to) (VP (VB like) (PP (IN for) (NP (DT a) (JJ long) (NN time)))))))))))) (. .)))"
[22],(ROOT (INTJ (UH Sure) (. .)))
[21],"(ROOT (S (S (CC But) (NP (PRP I)) (ADVP (RB still)) (VP (VBP think) (SBAR (S (NP (PRP I)) (VP (XX c-)))))) (, ,) (NP (PRP I)) (VP (VBP 'm) (VP (VBG going) (S (VP (TO to) (VP (VB get) (ADVP (RB probably)) (NP (NP (DT a) (QP (CD hundred) (CD fifty)) (QP (CD thousand) (CC or) (JJR more))) (PP (ADVP (IN out)) (IN of) (NP (PRP it))))))))) (. .)))"
[23],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP it)) (VP (VBZ sounds) (SBAR (IN like) (S (NP (PRP you)) (VP (VBP tend) (S (VP (TO to) (VP (VB drive) (NP (PRP$ your) (NNS cars)) (ADVP (NP (NP (PDT quite) (DT a) (NNS ways)) (ADVP (RB also))) (RB then))))))))) (. .)))"
[24],"(ROOT (S (FRAG (INTJ (UH Well)) (, ,) (NP (PRP I))) (, ,) (NP (PRP I)) (VP (VBP drive) (SBAR (IN like) (S (NP (DT the) (NN song)) (VP (VP (VBZ says)) (, ,) (NP (DT THE) (ADJP (JJ LITTLE) (JJ OLD)) (NN LADY)))))) (CC but) (VP (PRN (, ,) (INTJ (UH uh)) (, ,)) (PP (CC but) (PP (RB not) (IN FROM) (NP (NNP PASADENA))))) (. .)))"
[26],"(ROOT (S (VP (CC But) (PRN (, ,) (INTJ (UH uh)) (, ,)))))"
[27],"(ROOT (FRAG (PP (UH yeah)) (, ,)))"
[28],"(ROOT (S (NP (PRP I)) (, ,) (VP (VBP I) (S (NP (NN baby)) (NP (PRP them))) (SBAR (ADVP (RB as) (JJ much)) (IN as) (S (NP (PRP I)) (ADVP (RB possibly)) (VP (MD can))))) (. .)))"
[29],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (PRP it)) (VP (BES 's) (NP (DT a) (ADJP (RB pretty) (JJ big)) (NN expense)) (ADVP (RB nowadays))) (. .)))"
[30],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (CC and)) (ADVP (PRP I)) (VP (VBP guess) (SBAR (S (NP (PRP I)) (VP (VBP like) (S (VP (TO to) (VP (VB take) (NP (NN care)) (PP (IN of) (NP (PRP it))) (PRN (, ,) (INTJ (UH uh)) (, ,)))))))))))"
[25],X
[32],(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (JJ true))) (. .)))
[33],"(ROOT (SINV (FRAG (INTJ (UH Uh))) (, ,) (VP (VBP do) (S (NP (PRP you)) (VP (VB have) (ADVP (JJR more) (IN than)) (, ,) (PP (IN than) (NP (CD one)))))) (NP (NP (NN vehicle)) (PP (IN in) (NP (PRP$ your) (NN fleet)))) (. ?)))"
[34],"(ROOT (S (NP (UH Uh) (, ,)) (VP (VBP do) (S (NP (PRP you)) (VP (VB have) (NP (DT a) (NN family) (NN fleet)))))))"
[31],(ROOT (S (RB so) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB have) (S (VP (TO to) (VP (VB buy) (NP (NN one)) (ADVP (RB too) (RB often))))))) (. .)))
[36],"(ROOT (INTJ (UH Yeah) (, ,)))"
[37],"(ROOT (FRAG (NP (NP (PRP I)) (, ,) (NP (PRP I)) (, ,) (NP (NP (PRP I)) (VP (VBN got) (S (NP (DT an) (ADJP (ADJP (JJ old)) (PRN (, ,) (INTJ (UH uh)) (, ,)))) (NP (NP (CD seventy-six)) (, ,) (FRAG (INTJ (UH uh)) (, ,) (NP (NNP Grand) (NNP Fury)))))) (SBAR (WHNP (WHNP (WDT that)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (VP (VBZ does) (RB n't) (VP (VB want) (S (VP (TO to) (VP (VB die) (PP (IN on) (NP (PRP me))))))))))))))"
[38],"(ROOT (S (S (ADVP (RB so)) (NP (PRP I))) (, ,) (NP (PRP I)) (ADVP (RB just)) (VP (VBP keep) (S (VP (VBG running) (S (NP (NP (DT the) (NN thing)) (. .) (S (VP (VBP Do) (RB n't) (VP (VB want))))) (VP (TO to) (VP (VP (VB sell) (NP (PRP it))) (CC or) (VP (VB get) (VP (VBN rid) (PP (IN of) (NP (PRP it))) (SBAR (IN until) (S (NP (PRP it)) (VP (VBZ quits)))))))))))) (, ,)))"
[39],(ROOT (S (CC but) (NP (PRP it)) (ADVP (RB just)) (VP (VBZ does) (RB n't) (VP (VB seem) (S (VP (TO to) (VP (VB want) (PP (TO to))))))) (. .)))
[35],"(ROOT (FRAG (CC or) (ADVP (, ,))))"
[41],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (WDT that)) (VP (MD may) (VP (VB be))) (. .)))"
[42],"(ROOT (NP (S (NP (PRP They)) (, ,) (NP (NNP Chrysler)) (VP (VBD made) (NP (NP (DT some) (ADJP (RB really) (JJ good)) (JJ old) (NNS engines)) (ADVP (RB back))) (ADVP (RB then))))))"
[40],"(ROOT (S (NP (PRP I)) (VP (MD 'll) (VP (ADVP (RB probably)) (VB have) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (CD three)) (, ,) (NP (QP (CD four) (CD hundred)) (CD thousand)) (SBAR (IN before) (S (NP (PRP it)) (VP (VBZ wants) (S (VP (TO to) (VP (VB die)))))))))) (. .)))"
[44],"(ROOT (SINV (FRAG (INTJ (UH Oh) (. .))) (VP (ADVP (PRP I)) (VBP 've) (VP (VBN got) (NP (DT the) (JJ big) (CD three) (CD sixty)) (PP (IN in) (NP (NP (RB there)) (, ,) (NP (NN gas)))))) (NP (NN guzzler))))"
[43],"(ROOT (S (VP (VP (PP (NP (UH like)) (NP (NP (DT the)) (, ,) (NP (DT the) (CD three) (CD eighteen)))) (VBD was) (NP (RB particularly) (DT an))) (NP (ADJP (RB exceptionally) (JJ good)) (NN engine))) (. .)))"
[46],(ROOT (INTJ (UH Yeah) (. .)))
[47],"(ROOT (S (PP (IN At) (NP (DT the) (NN moment))) (NP (PRP I)) (VP (VBP 've) (VP (VBN got)) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (NNP Cadillac) (NNP Cimarron)) (SBAR (WHNP (WDT which)) (S (VP (VBZ is) (VP (VBG approaching) (NP (NP (NP (PRP$ its) (JJ tenth) (NN year)) (PP (IN of) (NP (NN age)))) (CC and) (NP (NP (ADJP (DT a) (PRN (, ,) (INTJ (UH uh)) (, ,))) (ADVP (RB reasonably))) (NP (JJ new) (NNP Plymouth) (NNP Voyager)))))))))) (. .)))"
[48],"(ROOT (S (NP (PRP It)) (VP (BES 's) (S (NP (NP (RB only) (DT a)) (, ,) (NP (NP (DT a) (NN couple)) (PP (IN of) (NP (NNS years))))) (ADJP (JJ old)))) (. .)))"
[49],"(ROOT (S (CC But) (NP (DT that)) (VP (BES 's) (NP (NP (DT the) (JJ second) (NN one)) (PP (IN of)) (, ,) (PP (IN of) (NP (NP (DT those)) (SBAR (WHNP (WDT that)) (S (NP (PRP we)) (VP (VBP 've) (VP (VBN had))))))) (, ,)))))"
[50],"(ROOT (FRAG (CC and) (NP (NP (DT that) (BES 's) (DT the)) (, ,) (NP (DT the) (NN family) (NN travel) (NN vehicle)) (. .))))"
[51],"(ROOT (S (NP (PRP You)) (VP (VP (VBP know)) (, ,) (CONJP (RB not) (RB only)) (VP (VBZ does) (SBAR (S (NP (PRP it)) (VP (VBP do) (NP (PDT all) (DT the)))))) (, ,) (NP (NP (ADJP (DT the) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NN carpooling)) (PP (RB around) (IN during) (NP (DT the) (NN week))))) (, ,)))"
[52],(ROOT (S (CC but) (NP (PRP it)) (VP (BES 's) (ADVP (RB also)) (NP (NP (DT the) (NN vacation) (NN vehicle)) (SBAR (WHNP (WDT that)) (S (NP (PRP we)) (PP (NP (DT all) (NN drive)) (IN in)))))) (. .)))
[53],"(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (IN that) (S (SBAR (WHNP (WP what)) (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG getting) (ADJP (JJ ready) (S (VP (TO to) (VP (VB get) (ADVP (RB next)))))))))) (VP (VBZ is) (ADVP (RB probably)) (NP (NP (DT a) (NNP Suburban)) (SBAR (IN unless) (S (NP (PRP they)) (ADVP (RB drastically)) (VP (VBP change) (NP (NP (DT the)) (, ,) (NP (NP (DT the) (NN vehicle)) (NP (DT a) (NN lot)))))))))))) (. .)))"
[45],(ROOT (S (CC but) (NP (PRP it)) (VP (VBZ runs) (ADJP (RB good))) (. .)))
"[54, 56]","(ROOT (S (S (INTJ (UH Uh)) (, ,) (NP (PRP I)) (VP (VBP 'm) (ADVP (RB just)) (VP (VBG getting) (ADJP (JJ tired)) (UCP (PP (IN of) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBP do) (S (VP (VB get) (VP (VBN hung) (PRT (RP up)) (PP (IN in) (NP (NN traffic)))))))))) (, ,) (S (RB not) (VP (VBG being) (ADJP (JJ able) (S (VP (TO to) (VP (VB determine) (SBAR (WHNP (WP what)) (S (NP (DT the) (NN problem)) (VP (VBZ is)))))))))))))) (CC and) (, ,) (CC and) (S (S (VP (VB come) (PP (TO to) (NP (NP (DT some) (NN resolution)) (PP (IN of) (SBAR (IN whether) (S (NP (PRP it)) (VP (BES 's) (ADJP (JJR better)) (S (VP (TO to) (VP (VP (VB sit) (PP (IN in) (NP (DT the) (NN traffic) (NN light)))) (CC and) (VP (VP (VB wait)) (CC or) (VP (VB get) (PRT (RP off)) (FRAG (PP (IN at) (NP (NP (DT the) (JJ next) (NN exit)) (CC and) (NP (NP (DT that) (NN kind)) (PP (IN of) (NP (NN stuff))))) (. .)))))))) (SBAR (RB Just) (IN because) (S (NP (PRP I)) (VP (MD ca) (RB n't) (VP (VB see))))))))))))) (, ,) (NP (PRP you)) (VP (VBP know)) (, ,))))"
[55],(ROOT (INTJ (UH Yeah) (. .)))
[58],(ROOT (INTJ (UH Yeah) (. .)))
[60],(ROOT (INTJ (UH Yeah) (. .)))
[61],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBP 'm) (VP (VBG considering) (S (NP (NP (RB probably) (DT some) (NN kind)) (PP (IN of) (NP (DT a) (NN pickup) (NN truck)))) (NP (PRP myself))) (PP (IN for) (NP (DT the) (JJ next) (NN vehicle))))) (. .)))"
[62],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (PRP I)) (ADVP (RB just)) (VP (VBP have) (NP (RB so) (JJ many) (NN hauling) (NNS projects)) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS times)))))))"
[63],"(ROOT (S (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP I)) (, ,) (NP (PRP I)) (VP (MD 'd) (VP (VB like) (S (VP (TO to) (VP (ADVP (RB just)) (VB start) (VP (VBG doing) (NP (ADJP (DT some) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NN carpentry)) (, ,) (FRAG (INTJ (UH uh)) (, ,) (NP (NN type) (NN work))))))) (ADVP (RB around)))) (. .)))"
