[0],(ROOT (INTJ (UH Okay) (. .)))
"[14, 16]","(ROOT (S (NP (PRP I)) (VP (VBD went) (PRT (IN through)) (NP (NP (DT a) (NN number)) (PP (IN of) (NP (PRP them)))) (, ,) (FRAG (INTJ (UH uh)) (, ,) (NP (JJ undergraduate) (NNS schools))) (, ,) (SBAR (IN before) (S (NP (PRP I)) (VP (VBD found) (NP (NP (DT a)) (, ,) (NP (NP (DT a) (JJ good) (NN school)) (SBAR (WHNP (WDT that)) (S (VP (VBD was) (ADJP (ADJP (RBR more) (JJ general)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (VP (TO to) (VP (VB give) (NP (PRP me)) (NP (NN time) (S (VP (TO to) (VP (VB make) (PRT (RP up)) (NP (PRP$ my) (NN mind)))))))))))))))))) (. .)))"
"[19, 21]","(ROOT (PRN (CC and) (S (S (NP (PRP you)) (VP (VBD were) (RB n't) (ADJP (RB really) (RB even)))) (, ,) (S (INTJ (UH um)) (, ,) (NP (PRP they)) (VP (VBD did) (RB n't) (VP (VB expect) (S (NP (PRP you)) (VP (TO to) (VP (VB choose) (NP (NP (DT any) (NN sort)) (PP (IN of) (NP (NN major) (CC or) (NN anything)))) (SBAR (ADVP (IN at) (DT all)) (IN until) (S (NP (PRP you)) (VP (VBD were) (PP (IN in) (NP (PRP$ your) (JJ second) (NN year)))))))))))) (, ,))))"
[22],"(ROOT (FRAG (CC and) (NP (NP (RB then)) (SBAR (S (S (NP (PRP you)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (PRP you)) (VP (VBD had))) (PRN (, ,) (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP you)) (VP (VBD had) (S (VP (TO to) (VP (VB pick) (NP (PRP it)) (, ,) (PP (IN by)) (, ,) (PP (IN by)) (, ,) (PP (IN by) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ second)) (SBAR (S (NP (PRP you)) (VP (VBD had) (S (VP (TO to) (VP (VB pick) (NP (NP (DT some) (NN sort)) (PP (IN of) (NP (JJ major)))))))))))))))))))))) (, ,)))))))"
[23],(ROOT (S (CC but) (PP (IN until) (NP (RB then))) (NP (PRP they)) (VP (VBD did) (RB n't) (ADVP (RB sort) (RB of)) (VP (VB force) (NP (PRP you)))) (. .)))
[24],"(ROOT (S (NP (PRP They)) (, ,) (NP (PRP they)) (ADVP (RB sort) (RB of)) (VP (VBD forced) (S (NP (PRP you)) (VP (TO to) (VP (VB run) (PP (RB around) (S (VP (VBG taking) (NP (NNS classes)) (PP (IN in) (NP (NN everything)))))) (SBAR (IN until) (FRAG (ADVP (RB then) (. .)) (NP (JJ Certain) (NNS requirements)))))))) (, ,)))"
[25],"(ROOT (PRN (ADVP (RB so) (IN that)) (, ,) (SBAR (RB so) (IN that) (S (NP (PRP you)) (VP (VBD had) (S (VP (TO to) (VP (ADVP (RB sort) (RB of)) (VB get) (NP (NP (DT a) (JJ general) (NN feel)) (PP (IN for) (NP (NN everything)))))))) (, ,)))))"
[26],(ROOT (S (RB so) (NP (PRP it)) (VP (VBD was) (RB n't) (ADJP (RB that) (JJ specialized))) (. .)))
[20],X
[28],(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (JJ wonderful))) (. .)))
[27],"(ROOT (FRAG (PP (RB So) (NP (DT that))) (, ,)))"
[30],(ROOT (INTJ (UH Yeah) (. .)))
"[29, 31]","(ROOT (S (NP (PRP I)) (VP (VBP 'm) (NP (NP (NP (DT a) (JJ great) (NN co-)) (, ,) (NP (NP (NN proponent)) (PP (IN of) (NP (JJ liberal) (NNS arts) (NN education)))) (, ,)) (PP (IN for) (NP (NN anybody))))) (. .)))"
[32],(ROOT (INTJ (UH Yeah) (. .)))
[34],(ROOT (INTJ (UH Uh-huh) (. .)))
[35],"(ROOT (S (NP (PRP I)) (VP (VBD was) (ADVP (RB just)) (PP (IN on) (NP (NP (DT a) (NN committee)) (ADVP (RB recently)) (, ,) (VP (NP (UH actually)) (VBN sponsored) (PP (IN by) (PRN (, ,) (INTJ (UH uh)) (, ,)) (NP (NP (DT the) (NNP American) (NNP Association)) (PP (IN for) (NP (NP (DT the) (NNP Advancement)) (PP (IN of) (NP (NNP Science)))))))))) (, ,) (S (VP (VBG trying) (PP (TO to)) (ADVP (ADVP (RB sort) (RB of)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know) (PRN (, ,) (SBAR (WHADVP (WRB where)) (, ,) (S (SBAR (WHADVP (WRB where)) (S (NP (PRP they)) (VP (VBD were) (ADVP (RB just)) (VP (VBG trying) (S (VP (TO to) (VP (VB figure) (PRT (RP out)) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB fit) (NP (NN science) (CC and) (JJ liberal) (NNS arts)) (ADVP (RB together))))))))))))) (, ,) (NP (PRP you)) (VP (VBP know)))) (, ,)) (SBAR (IN because) (S (NP (EX there)) (VP (VBP are) (NP (NP (NNS people)) (SBAR (WHNP (WP who)) (S (VP (VBP are) (VP (VP (VBG getting) (NP (RB just) (JJ wonderful) (NN science) (NNS educations))) (CC and) (RB not) (VP (VBG getting) (NP (JJ enough) (JJ liberal) (NNS arts))))))))))))) (, ,))))))))"
[36],"(ROOT (FRAG (PP (CC and) (NP (NP (RB then) (DT the) (JJ other) (NN way)) (ADVP (RP around) (PP (IN as) (ADVP (RB well)))))) (, ,)))"
[37],(ROOT (S (NP (NNS people)) (VP (VBP are) (VP (VP (VBG getting) (NP (JJ pure) (JJ technical) (NN science) (NNS educations))) (CC and) (RB not) (VP (VBG getting) (NP (NP (ADJP (RB very) (JJ good)) (JJ liberal) (NNS arts) (NNS sorts)) (PP (IN of) (NP (NNS issues))))))) (. .)))
[33],"(ROOT (S (S (INTJ (UH Uh)) (, ,) (S (VP (VBG being) (ADVP (NP (DT an) (NN engineer)) (RB now)))) (, ,) (NP (PRP I)) (VP (VBP believe) (PP (IN in) (NP (PRP it))) (ADVP (ADVP (RB even) (RBR more) (RB strongly)) (SBAR (IN than) (S (NP (PRP I)) (VP (VBD did) (ADVP (RB before)))))))) (. .)))"
[39],"(ROOT (S (INTJ (UH Well)) (, ,) (ADVP (RB thus) (RB far)) (NP (PRP it)) (VP (BES 's) (VP (VBG working) (PP (IN to) (NP (PRP$ my) (NN advantage))))) (. .)))"
[38],"(ROOT (INTJ (RB So) (, ,)))"
[40],"(ROOT (S (S (INTJ (UH Uh)) (, ,) (NP (DT the) (JJ great) (NN gap)) (ADVP (RB historically)) (VP (VBZ has) (, ,) (PP (IN with) (NP (NNS engineers))) (, ,) (S (VP (VBZ has) (VP (VBN been) (SBAR (IN while) (S (NP (PRP they)) (VP (MD may) (VP (VB have) (NP (PDT all) (DT this) (JJ technical) (NN information))))))))))) (, ,) (NP (PRP they)) (VP (VBP have) (NP (NP (DT no) (NN way)) (PP (IN of) (S (VP (VBG imparting) (NP (PRP it)) (PP (IN to)) (, ,) (PP (IN except) (PP (IN to) (NP (DT another) (NN engineer))))))))) (. .)))"
[41],(ROOT (INTJ (UH Uh-huh) (. .)))
[42],(ROOT (S (CC And) (NP (PRP I)) (VP (VBP have) (NP (DT the) (NN ability) (S (VP (TO to) (VP (VP (VB listen) (PP (IN to) (NP (PRP them)))) (CC and) (ADVP (RB then)) (VP (VB translate) (NP (DT that)) (PP (IN into) (NP (NP (NN something)) (SBAR (WHNP (WDT that)) (S (NP (NNS nonengineers)) (VP (MD can) (VP (VB understand))))))))))))) (. .)))
[43],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (DT that)) (VP (MD must) (VP (VB be) (ADJP (JJ helpful)))) (. .)))"
[45],(ROOT (S (NP (DT That)) (VP (MD could) (VP (VB be) (ADJP (RB very) (JJ helpful)))) (. .)))
[47],"(ROOT (INTJ (UH Yeah) (, ,)))"
[48],"(ROOT (S (S (INTJ (UH well)) (, ,) (NP (PRP I)) (VP (VBP figure) (ADVP (IN that)) (, ,) (SBAR (IN that) (FRAG (, ,) (NP (DT that)))))) (BES 's) (S (ADVP (RB probably)) (S (NP (NP (DT the) (NN thing)) (SBAR (S (NP (PRP I)) (VP (MD would) (ADVP (RBS most)) (VP (VB tell) (NP (DT any) (NN parent))))))) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (S (VP (TO to) (VP (VB tell) (NP (PRP$ their) (NNS kids))))))) (, ,) (S (NP (PRP I)) (VP (VBP think)) (, ,) (ADVP (RB probably))))))"
[49],(ROOT (S (VP (VB make) (ADJP (JJ sure) (SBAR (S (NP (DT the) (NN kid)) (VP (VBZ goes) (PP (IN to) (NP (NP (DT a) (NN school)) (SBAR (WHADVP (WRB where)) (S (NP (PRP they)) (VP (VBP get) (ADVP (RB sort) (RB of)) (NP (DT a) (JJ general) (NN education))))))))))))))
[50],"(ROOT (S (S (S (CC and) (VP (VB save) (NP (NN specialization)))) (, ,) (NP (PRP I)) (VP (VBP guess) (, ,) (PP (IN for) (NP (JJ graduate) (NN school))) (, ,) (SBAR (IN unless) (S (NP (PRP they)) (VP (VBP 're) (ADJP (JJ sure) (SBAR (S (NP (PRP they)) (VP (VBP want) (, ,) (ADVP (RB early)) (ADVP (RP on))))))))))) (NP (PRP they)) (VP (VBP want) (S (VP (TO to) (VP (VB do) (NP (NN something)) (PP (IN like) (NP (NN engineering) (CC or) (NN something))))))) (. .)))"
"[44, 46]","(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP it)) (VP (BES 's) (, ,) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN fun)))) (, ,) (PP (IN at) (NP (DT the) (NN moment)))) (. .)))"
[52],"(ROOT (S (S (PP (RB Even) (PP (IN at) (NP (DT that)))) (, ,) (NP (PRP I)) (VP (VBP have) (NP (DT a) (NN son)))) (, ,) (S (NP (WDT that))) (, ,) (SBAR (WHNP (WP who)) (S (VP (BES 's) (NP (QP (RB only) (CD nine))) (PP (IN at) (NP (DT the) (NN moment)))))) (. .)))"
[53],"(ROOT (S (CC But) (NP (PRP I)) (VP (VBP see) (S (NP (PRP him)) (ADJP (RB very) (RB rapidly)) (S (VP (VBG becoming) (NP (NP (NP (DT the) (NN engineering)) (NP (NN personality))) (, ,))))))))"
[51],"(ROOT (S (CC Or) (ADVP (PRP they)) (VP (MD can)) (, ,)))"
[54],"(ROOT (S (CC and) (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (SBAR (IN if) (S (NP (PRP he)) (VP (VBZ decides) (S (VP (TO to) (VP (VB pursue) (NP (DT that)))))))) (, ,) (NP (PRP I)) (VP (VBP 'm) (VP (VBG going) (S (VP (TO to) (VP (VB insist) (SBAR (IN that) (S (NP (PRP he)) (VP (VB spend) (NP (CD two) (NNS years)) (PP (IN at) (NP (DT a) (JJ liberal) (NNS arts) (NN college))))))))))))) (, ,) (SBAR (IN before) (S (NP (PRP I)) (VP (MD 'll) (ADVP (RB even)) (VP (VB let) (NP (PRP him)))))) (VP (VB go) (PP (IN to) (NP (DT an) (NN engineering) (NN college)))) (. .)))"
[56],"(ROOT (S (VP (CC And) (PRN (, ,) (INTJ (UH yes)) (, ,)))))"
[55],(ROOT (INTJ (UH Um) (. .)))
[58],"(ROOT (INTJ (UH Yeah) (, ,)))"
[59],"(ROOT (FRAG (CC but) (, ,) (PP (CC but) (NP (DT that))) (BES 's) (NP (DT a) (JJ good) (NN idea)) (. .)))"
[60],"(ROOT (VP (UH Well) (, ,) (SBAR (WHADVP (WRB where)) (S (NP (PRP I)) (VP (VBP am) (ADVP (RB right)) (ADVP (RB now))))) (, ,)))"
[61],"(ROOT (PRN (UH actually) (S (NP (PRP I)) (VP (VBP 'm) (PP (IN at) (NP (NP (DT the) (NNP University)) (PP (IN of) (NP (NNP Rochester))))))) (, ,)))"
[62],"(ROOT (S (S (CC and) (NP (DT that)) (VP (BES 's) (NP (DT a) (ADJP (RB pretty) (JJ good)) (NN engineering) (NN school)))) (, ,) (NP (PRP I)) (VP (VBP think)) (. .)))"
[57],(ROOT (S (NP (DT that)) (VP (MD 'll) (VP (VB add) (NP (NP (CD one) (NN year)) (PP (IN to) (NP (PRP$ his) (NN education) (NN experience)))))) (. .)))
[64],"(ROOT (INTJ (UH Yes) (, ,)))"
"[63, 66]",(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP we)) (VP (VBP do) (NP (NP (DT some)) (SBAR (S (NP (PRP they)) (VP (VBP have) (NP (ADJP (RB pretty) (JJ good)) (NN engineering)))))) (ADVP (RB here)))))) (. .)))
[67],"(ROOT (S (NP (PRP They)) (ADVP (RB also)) (VP (VP (VBP have) (ADVP (RB pre-))) (, ,) (NP (NP (NP (DT a) (ADJP (RB fairly) (JJ large)) (JJ liberal) (NNS arts) (NN college)) (SBAR (IN as) (FRAG (ADVP (RB well) (. .)) (ADVP (NP (DT A) (RB sort)) (RB of))))) (, ,) (NP (DT a) (ADJP (ADJP (JJ separate)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,))) (NNS arts)) (CC and) (NP (NP (NNS sciences)) (NP (NN college))))) (. .)))"
[68],"(ROOT (S (INTJ (UH Um)) (, ,) (NP (CC and)) (ADVP (PRP I)) (VP (VBP believe) (SBAR (S (NP (DT the) (NNS engineers)) (VP (VBP are) (ADVP (RB sort) (RB of)) (VP (VBN required) (S (VP (TO to) (VP (VB take) (NP (NNS classes)) (PP (IN in)) (, ,) (PP (IN in) (NP (NN everything))))))))))) (, ,)))"
[69],"(ROOT (PRN (CC and) (S (S (NP (PRP I)) (VP (VBP know) (NP (NNS people)))) (, ,) (S (NP (PRP I)) (VP (VBP do) (, ,) (S (INTJ (UH uh)) (, ,) (NP (PRP I)) (VP (VBP do) (NP (NP (NN work)) (PP (IN in) (NP (NN language) (NN processing)))))))) (, ,))))"
[70],"(ROOT (S (CC and) (, ,) (ADVP (CC and)) (, ,) (S (CC and) (S (NP (ADVP (IN at) (JJS least)) (NP (CD one) (NN person)) (SBAR (WHNP (WP who)) (S (VP (BES 's) (PP (IN in) (NP (PRP$ my) (NN field))))))) (VP (VBD started) (PRT (RP off)) (PP (IN as) (NP (DT an) (NN engineer)))))) (, ,) (VP (VP (VBD started) (PRT (RP off)) (PP (IN as) (NP (NP (DT an) (ADJP (JJ elec) (, ,) (JJ elec))) (, ,) (NP (DT an) (JJ electrical) (NN engineer) (NN student)) (, ,)))) (CC and) (VP (ADVP (RB then)) (VBD switched) (PRT (RP over)) (ADVP (IN at) (NP (DT some) (NN point)) (PP (IN into) (NP (NN language) (NN processing)))) (, ,) (SBAR (IN because) (S (NP (PRP he)) (VP (VBD found) (SBAR (IN that) (S (NP (PRP he)) (VP (VBD enjoyed) (NP (PRP it)) (ADVP (RBR more)))))))))) (. .)))"
[71],"(ROOT (S (NP (RB So) (PRP they)) (VP (VBP do) (VP (VB force) (NP (PRP them)))) (, ,)))"
[65],(ROOT (S (NP (PRP it)) (VP (VBZ is)) (. .)))
[73],"(ROOT (S (INTJ (UH Oh)) (, ,) (NP (PRP I)) (VP (VBP agree)) (. .)))"
[74],"(ROOT (S (INTJ (UH Uh)) (, ,) (ADVP (PRP I)) (VP (VBP have) (NP (DT the) (NN experience)) (, ,) (NP (UH uh))) (, ,)))"
[72],"(ROOT (S (NP (NNS people)) (VP (VBP are) (VP (VBN forced) (S (VP (TO to) (VP (ADVP (RB sort) (RB of)) (VB take) (NP (NP (DT all) (JJ different) (NNS kinds)) (PP (IN of) (NP (NP (NNS classes)) (ADVP (RB here)))) (, ,) (SBAR (WHNP (WDT which)) (S (NP (PRP I)) (VP (VBP think) (SBAR (S (VP (VBZ is) (ADJP (JJ wonderful)))))))))))))) (. .)))"
[76],(ROOT (INTJ (UH Uh-huh) (. .)))
"[75, 77]",(ROOT (S (NP (NP (DT the) (JJ last) (NN school)) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (VBD went) (PP (IN to)))))) (VP (VBD was) (NP (NP (NNP Mississippi) (NNP State) (NNP University)) (SBAR (WHNP (WDT which)) (S (VP (VBZ is) (ADVP (RB historically)) (NP (NP (DT an) (NN engineering)) (CC and) (NP (JJ agricultural) (NN school)))))))) (. .)))
[79],"(ROOT (FRAG (PP (NP (UH Uh)) (PP (NP (PRN (, ,) (ADVP (DT the)) (PP (JJ typical))) (NN land)) (PP (ADVP (NN grant)) (ADJP (NN university))))) (, ,)))"
[78],(ROOT (INTJ (UH Right) (. .)))
[80],(ROOT (S (NP (DT every) (NN state)) (VP (HVS 's) (VP (VBN got) (NP (CD one)))) (. .)))
[81],(ROOT (INTJ (UH Uh-huh) (. .)))
[82],"(ROOT (S (S (FRAG (INTJ (UH Anyway)) (, ,) (ADVP (IN while))) (NP (PRP it)) (VP (VBZ has) (NP (UCP (DT both) (NN engineering) (CC and) (JJ liberal)) (NNS arts)))) (, ,) (NP (DT the) (NN engineering) (NNS students)) (VP (VBP tend) (S (VP (TO to) (VP (VB cluster) (ADVP (RB together)))))) (. .)))"
[83],(ROOT (INTJ (UH Yeah) (. .)))
[84],"(ROOT (S (NP (PRP You)) (VP (VBP know) (PRN (, ,) (S (NP (PRP they)) (VP (VBP 're) (PP (IN in) (NP (NNS classes))) (ADVP (RB together)))) (, ,)) (SBAR (RB even) (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBP 're) (ADVP (IN outside)) (PP (IN of) (NP (DT the) (NN engineering) (NN department))))))) (. .)))"
[86],"(ROOT (S (CC And) (ADVP (PRP they)) (VP (VBP do) (RB n't) (VP (VB learn) (NP (DT the) (NNS communications)))) (, ,)))"
[85],(ROOT (INTJ (UH Uh-huh) (. .)))
[87],"(ROOT (S (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB learn) (NP (NP (DT the) (NN thought) (NNS processes)) (PP (IN of) (NP (NP (JJ other) (NNS fields)) (PP (IN of)) (, ,) (PP (IN of) (NP (NN endeavor)))))))) (. .)))"
[88],(ROOT (INTJ (UH Um) (. .)))
[90],X
[92],"(ROOT (INTJ (INTJ (UH Um)) (, ,) (INTJ (UH uh-huh) (. .))))"
"[89, 91]","(ROOT (S (NP (PRP It)) (ADVP (BES 's)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (PRP it)) (PRN (S (, ,) (NP (DT that)) (VP (VP (BES 's) (ADVP (RB kind) (RB of) (PP (IN like) (SBAR (IN if) (S (NP (PRP I)) (VP (VBD were) (NP (NP (NN king)) (PP (IN for) (NP (DT a) (NN day)))))))))) (, ,) (CC and) (VP (VBD got) (S (VP (TO to)))) (, ,) (CC and) (VP (VBD got) (S (VP (TO to) (VP (VB make) (NP (CD one) (NN rule))))))) (. .))) (NP (PRP$ My) (NN rule)) (VP (MD would) (VP (VB be) (, ,) (SBAR (S (NP (DT no) (PRP one)) (VP (MD could) (VP (VB get) (ADVP (IN out) (PP (IN of) (NP (JJ high) (NN school)))) (PP (IN without) (NP (NP (DT an) (JJ entire) (NN year)) (PP (IN of) (NP (NN philosophy))))))))))) (. .)))"
"[93, 95]","(ROOT (S (NP (NP (DT That)) (SBAR (S (VP (MD would))))) (, ,) (VP (VB be) (ADJP (RB very) (JJ good)) (NP (UH actually))) (. .)))"
[97],"(ROOT (FRAG (PP (UH Right)) (, ,)))"
[98],"(ROOT (S (NP (PRP you)) (, ,) (NP (PRP you)) (VP (VBP do) (RB n't) (VP (VB need) (NP (DT any) (NN philosophy)) (PP (IN at) (NP (DT all) (NN in) (NN school))))) (. .)))"
[99],(ROOT (INTJ (UH Uh-huh) (. .)))
[100],"(ROOT (S (NP (CC Or)) (VP (DT so-)) (, ,)))"
[101],"(ROOT (FRAG (PP (UH yeah)) (, ,)))"
[102],"(ROOT (S (CC or) (, ,) (ADVP (CC or)) (, ,) (ADVP (CC or)) (PRN (, ,) (CC or) (S (NP (DT some) (NN other) (NN thought)) (VP (VBG provoking) (NP (NN area)))) (, ,)) (NP (PRP you)) (VP (VBP know)) (. .)))"
[103],(ROOT (FRAG (ADJP (RB Very) (JJ true)) (. .)))
[104],"(ROOT (S (NP (PRP We)) (VP (VBD had) (, ,) (S (INTJ (UH uh)) (, ,) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBD went) (PP (IN to) (NP (JJ undergraduate)))))) (, ,) (NP (PRP we)) (VP (VBD had) (VP (FRAG (INTJ (UH uh))))))) (, ,)))"
[105],"(ROOT (FRAG (VP (VBD went) (PP (IN to) (NP (NNP Brandeis)) (, ,)))))"
[106],"(ROOT (FRAG (VP (VBP do) (RB n't) (VP (VB know) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP know) (PP (PP (IN of) (FRAG (NP (PRP it)) (CC or) (RB not))) (PRN (, ,) (INTJ (UH uh)) (, ,))))))))))"
[107],"(ROOT (S (NP (PRP we)) (VP (VBD had) (PRN (, ,) (INTJ (UH uh) (, ,) (UH uh)) (, ,)) (NP (NP (DT a) (NN requirement) (NN freshman) (NN year)) (CONJP (IN of) (RB just)) (NP (NNS Humanities)))) (. .)))"
[108],"(ROOT (PRN (S (ADVP (RB Then)) (NP (PRP you)) (VP (VBD were) (VP (VBN given) (S (ADVP (NP (DT a) (NN choice)) (IN of)) (, ,) (INTJ (UH um)) (, ,) (NP (PRP you)) (VP (VBP know)))))) (, ,)))"
[109],"(ROOT (S (NP (EX there)) (VP (VBD were) (NP (NP (CD ten) (CC or) (CD twelve)) (, ,) (CC or) (SBAR (WHNP (WP whatever)) (, ,) (S (NP (NP (CD fift-)) (, ,) (NP (NP (QP (CC or) (CD fifteen)) (JJ different) (NNS courses)) (SBAR (WHNP (WDT that)) (S (NP (PRP you)))))) (VP (MD could) (VP (VB take))))))) (, ,)))"
[110],"(ROOT (S (S (CC but) (NP (PRP they)) (ADVP (DT all)) (VP (VBD centered))) (, ,) (NP (PRP they)) (ADVP (DT all)) (VP (VBD came) (PRT (IN out)) (PP (IN of) (NP (NP (NN Philosophy)) (, ,) (NP (NNP English)) (, ,) (CC and) (NP (NN Literature) (NNS departments))))) (, ,)))"
[111],"(ROOT (PRN (CC and) (S (S (NP (PRP they)) (VP (VBD were) (, ,) (SBAR (S (NP (PRP they)) (VP (VBD were) (, ,) (SBAR (S (NP (PRP they)) (VP (VBD were) (NP (NP (DT a) (NN set)) (PP (IN of) (NP (JJ assigned) (NNS readings))) (SBAR (S (NP (NN everybody)) (VP (VBD had) (S (VP (TO to) (VP (VB read)))))))))))))))) (, ,) (S (NP (PRP you)) (VP (VBP know) (PP (IN for)))) (, ,))))"
"[94, 96]","(ROOT (S (S (CC And) (NP (PRP it)) (VP (BES 's))) (, ,) (NP (DT that)) (VP (BES 's) (RB not) (ADJP (RB even) (JJ true) (PP (IN in) (NP (PRP$ our) (NNS colleges))))) (. .)))"
[112],"(ROOT (S (NP (RB so) (DT the) (JJ first) (NN year) (NNS Humanities) (NNS courses)) (VP (NP (NP (NN everyone)) (SBAR (S (VP (VBD had) (S (VP (TO to) (VP (VB read) (S (NP (DT the) (NNP Iliad)) (NP (DT an)))))))))) (PRN (, ,) (CC and) (ADVP (RB so) (RB forth)) (, ,)))))"
[114],"(ROOT (S (CC and) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBD did) (VP (VB do))))) (, ,) (VP (VBD was) (NP (NP (PRP they)) (SBAR (S (NP (DT all)) (VP (VBD approached) (NP (PRP it)) (PP (IN from) (PRN (, ,) (PP (IN from) (ADJP (RB very) (JJ different))) (, ,))))))))))"
[115],"(ROOT (X (SBAR (RB so) (IN that) (S (NP (PRP you)) (VP (MD could) (VP (VB have) (NP (NP (CD one) (NN class)) (PP (IN in) (NP (NP (DT the) (NN philosophy)) (PP (IN of) (NP (NN something)))))))))) (, ,) (X (IN that)) (NP (NP (DT the) (NN philosophy)) (PP (IN of) (NP (NP (NP (JJ Greek) (NN mythology) (CC or) (NN something)) (SBAR (WHNP (WDT that)) (S (ADVP (RB actually)) (VP (VBD approached) (NP (DT this)) (, ,) (S (ADVP (CC or)) (, ,) (INTJ (UH um)) (, ,) (NP (CD one) (NN literature)) (, ,) (NP (PRP you)) (VP (VBP know))))))) (, ,) (CC or) (NP (NP (DT a)) (, ,) (NP (NP (DT a) (NN literature) (NN course)) (CC or) (PRN (, ,) (ADVP (RB just)) (NP (NP (DT all) (NNS sorts)) (PP (IN of) (ADJP (JJ different))))) (NP (NP (NNS perspectives)) (PP (IN on) (NP (PRP it))))) (, ,)))))))"
