[1],"(ROOT (FRAG (PP (UH Okay)) (, ,)))"
[23],"(ROOT (S (INTJ (UH Um)) (, ,) (NP (PRP$ our) (NN economy)) (, ,) (S (ADVP (RB too)) (, ,) (VP (VBZ is) (ADVP (RB really)))) (, ,) (NP (PRP it)) (ADVP (BES 's)) (VP (ADVP (ADVP (RB just) (RB not)) (SBAR (WHNP (WP what)) (FRAG (NP (PRP it))))) (VBD used) (S (VP (TO to) (VP (VB be) (PP (IN in) (NP (NP (DT the) (NNS sixties)) (CC or) (NP (JJ even) (NNS fifties)))) (PP (IN from) (NP (NP (NN history)) (PP (IN from) (SBAR (WHNP (WP what)) (S (NP (PRP I)) (VP (VBP 've) (VP (VBN read)))))))))))) (, ,)))"
[20],(ROOT (INTJ (UH Uh-huh) (. .)))
"[24, 26]","(ROOT (FRAG (CC and) (NP (NP (UH uh)) (, ,) (NP (RB even) (DT the)) (, ,))))"
[27],"(ROOT (NP (S (S (INTJ (UH well)) (, ,) (NP (PRP it)) (VP (VBD started) (S (VP (VBG spiraling) (ADVP (RB down)))))) (, ,) (NP (PRP I)) (VP (VBP suppose) (, ,) (PP (IN in) (NP (DT the) (NNS seventies)) (, ,))))))"
[28],"(ROOT (S (CC and) (, ,) (S (INTJ (UH uh)) (, ,) (NP (NP (PRP$ our) (NN recovery)) (, ,) (FRAG (INTJ (UH uh)) (, ,) (ADVP (RB economically)))) (VP (VBZ has) (RB not) (VP (VBN been) (SBAR (IN like) (S (NP (PRP it)) (VP (VBD used) (S (VP (TO to) (VP (VB be)))))))))) (. .)))"
[25],(ROOT (INTJ (UH Uh-huh) (. .)))
[30],(ROOT (INTJ (UH Uh-huh) (. .)))
"[29, 31]","(ROOT (S (PP (IN To) (NP (PRP me))) (, ,) (ADVP (RB also)) (, ,) (NP (PRP$ our) (JJ nuclear) (NN family)) (VP (VBZ is) (RB not) (NP (DT the) (JJ same)) (SBAR (IN because) (S (NP (JJR more) (NNS people)) (VP (VBP are) (VP (VBG living) (ADVP (RB together)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (RB n't) (ADJP (JJ married))))))))))))"
[33],"(ROOT (NP (S (S (INTJ (UH uh)) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't))) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (PP (IN if) (PRN (, ,) (INTJ (UH uh)) (, ,))))))))"
[34],"(ROOT (FRAG (VP (MD ca) (RB n't) (VP (VB make) (NP (NP (DT any) (NNS judgments)) (PP (IN of) (NP (DT that) (NN nature))))) (, ,))))"
[32],(ROOT (INTJ (UH Uh-huh) (. .)))
[36],X
"[35, 37]","(ROOT (SINV (S (CC but) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (ADVP (RB really)) (VP (VB want) (PP (TO to) (ADVP (RB either))) (, ,) (PP (IN because) (NP (PRP I)))))) (VP (VBP have) (NP (NP (DT no) (NNS problems)) (PP (IN about) (NP (PRP it))))) (NP (DT either) (NN way))))"
[38],(ROOT (INTJ (UH Uh-huh) (. .)))
[39],"(ROOT (S (CC and) (SBAR (PRN (, ,) (INTJ (UH um)) (, ,)) (S (NP (NNS kids)) (VP (VBP are)))) (PRN (, ,) (S (NP (PRP I)) (, ,) (NP (PRP I)) (VP (VBP suppose) (SBAR (S (VP (VBP have) (VP (VBN been) (VP (VBN raised) (PP (IN by) (NP (JJ single) (NNS parents))) (ADVP (RBR more) (IN than)))))))))) (NP (PRP they)) (ADVP (RB ever)) (VP (VBD used) (PP (TO to)))))"
[40],"(ROOT (S (INTJ (UH Yes)) (, ,) (ADVP (PRP I)) (VP (VBP agree) (PP (IN with))) (, ,)))"
"[41, 43]","(ROOT (S (NP (NNS women)) (VP (VBP are) (ADVP (RBR more) (PP (IN on) (NP (DT the) (NN rise)))) (ADJP (ADJP (RB too) (RB so) (RB far)) (PP (IN as) (S (VP (VBG getting) (NP (NP (PRP$ their) (NNS careers)) (VP (VBN established)))))))) (, ,)))"
[42],(ROOT (INTJ (UH Uh-huh) (. .)))
"[45, 47]","(ROOT (SINV (FRAG (INTJ (UH Well) (, ,) (UH Well))) (, ,) (VP (VBP do) (S (NP (PRP you)) (VP (VB think) (ADVP (IN that))))) (NP (NP (DT that)) (ADVP (RB maybe))) (, ,)))"
[48],"(ROOT (S (NP (PRP I)) (VP (VBP mean) (SBAR (S (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PRP I)) (VP (VBP 've) (VP (VBN heard) (S (ADJP (JJ different))))))) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (INTJ (UH like) (, ,) (UH um)) (, ,) (NP (UH like))))))))"
"[44, 46]","(ROOT (S (CC and) (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PRP they)) (VP (VBP do) (RB n't)))) (NP (RB no)) (ADVP (RB longer)) (VP (VBP feel) (ADJP (JJ dependent)) (PP (IN upon) (NP (NNS men)))) (, ,)))"
[50],"(ROOT (NP (NP (DT That)) (PRN (BES 's) (ADVP (RB probably)) (ADJP (JJ true)) (, ,))))"
[49],"(ROOT (S (S (NP (PRP I)) (VP (VP (VBP know) (NP (PRP$ my) (NN mom))) (CC and) (VP (NP (INTJ (UH like)) (NP (JJ other) (NNS ladies)))))) (, ,) (NP (PRP they)) (VP (VBP complain) (SBAR (IN because) (S (NP (PRP they)) (VP (VBP think) (SBAR (WHNP (IN that)) (PRN (, ,) (INTJ (UH um)) (, ,)) (S (NP (DT the) (NNS women)) (ADVP (RB now)) (VP (VBP are) (ADJP (RB too) (JJ busy) (PP (IN with) (NP (NP (PRP$ their) (JJ own) (JJ personal) (NN life)) (CC and) (NP (NN career))))) (SBAR (IN that) (S (NP (PRP they)) (ADVP (RB really)) (VP (VBP do) (RB n't) (VP (VB have) (NP (NP (NN time)) (PP (IN for) (NP (PRP$ their) (NNS kids))))))))))))))) (. .)))"
"[51, 53]","(ROOT (S (NP (PRP I)) (VP (VBP mean) (PRN (, ,) (S (NP (PRP they)) (, ,) (NP (PRP they)) (VP (VP (VBP are)) (, ,) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (PRP them)) (SBAR (WHNP (WDT that)) (S (VP (VBP have) (S (S (VP (TO to) (VP (VB put) (NP (PRP$ their) (NNS kids)) (PP (IN into) (NP (NN day) (NN care)))))) (CC or) (S (VP (VBG having) (NP (JJR more)) (PP (IN with) (NP (NN baby) (NNS sitters)))))))))))))) (, ,)))))"
[54],"(ROOT (S (CC and) (, ,) (ADVP (RB especially) (PP (IN if) (NP (PRP they)))) (VP (VBP do) (RB n't) (VP (VB have) (NP (NN boy) (NNS friends) (CC or) (NNS husbands)))) (, ,)))"
[52],(ROOT (INTJ (UH Uh-huh) (. .)))
[55],"(ROOT (S (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP I)) (VP (VBP guess) (SBAR (S (NP (DT that)) (VP (BES 's) (SBAR (WHADVP (WRB why)) (S (NP (PRP you)) (ADVP (RB always)) (VP (VBP hear) (NP (DT these) (NNS stories)) (PP (IN about) (NP (NP (NNS kids)) (VP (VBG being) (VP (VBN neglected)))))))))))) (. .)))"
[57],"(ROOT (NP (NP (UH Uh)) (, ,) (PP (IN in) (NP (NP (NN fact)) (, ,) (SBAR (S (INTJ (UH uh)) (, ,) (NP (EX there)) (VP (VBD was) (NP (NP (CD one) (NN lady)) (PP (IN in) (NP (DT this) (NN area))))))) (, ,)))))"
[56],(ROOT (INTJ (UH Yeah) (. .)))
[58],(ROOT (S (NP (PRP she)) (VP (VBD was) (VP (VBN caught) (S (VP (VP (VBG going) (PP (IN to) (NP (NN work)))) (CC and) (VP (VBG leaving) (NP (PRP$ her) (NN daughter)) (PP (IN in) (NP (NP (PRP$ her) (NN car)) (NP (DT all) (NN day))))))))) (. .)))
[60],"(ROOT (S (ADVP (RB Not) (NP (DT a) (NN baby))) (, ,) (NP (PRP she)) (VP (VBD was) (ADJP (ADJP (JJ old) (RB enough) (PP (TO to))) (PRN (, ,) (INTJ (UH uh)) (, ,))))))"
[59],"(ROOT (FRAG (PP (NP (UH Oh)) (PP (NP (NP (PRP$ my)) (FRAG (INTJ (INTJ (UH gosh)) (, ,) (INTJ (RB just))))) (PP (ADVP (DT a)) (ADJP (NN baby))))) (. .)))"
"[61, 63]","(ROOT (S (NP (PRP I)) (VP (MD would) (VP (VB say) (SBAR (S (NP (PRP she)) (VP (VBD was) (NP (NP (CD five)) (PP (IN to) (NP (NP (CD eight) (NNS years)) (ADJP (JJ old) (PP (RB somewhere) (IN along) (NP (DT that) (NN range)))))))))))) (, ,)))"
[62],(ROOT (INTJ (UH Oh) (PRP$ my) (UH gosh) (. .)))
[64],(ROOT (S (CC but) (NP (DT that)) (VP (BES 's) (NP (RB just) (DT an) (JJ extreme) (NN example))) (. .)))
[65],(ROOT (INTJ (UH Uh-huh) (. .)))
[66],"(ROOT (S (NP (PRP I)) (VP (MD would) (VP (VB imagine) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (SBAR (S (NP (DT the) (NNS situations)) (VP (VBP are) (PP (IN out) (NP (RB there)))))))) (. .)))"
[67],(ROOT (INTJ (UH Yeah) (. .)))
[69],"(ROOT (S (INTJ (INTJ (UH Well) (, ,) (UH um)) (, ,) (INTJ (UH um) (, ,) (UH well))) (, ,) (ADVP (PRP I)) (VP (VBP think) (NP (NP (DT the) (NN education)) (, ,) (SBAR (S (INTJ (UH like)) (NP (PRP$ our) (NN education)) (VP (VBZ has) (VP (PRN (, ,) (INTJ (UH um)) (, ,)) (VBN increased)))))) (ADVP (RB dramatically))) (, ,)))"
[68],"(ROOT (FRAG (PP (UH Um)) (, ,)))"
[70],"(ROOT (FRAG (S (CC but) (ADVP (RB then)) (NP (PRP I)) (VP (VBP think) (ADVP (RB also)) (SBAR (IN that) (S (S (NP (PRP we)) (VP (VBP 're) (VP (VBG forgetting) (NP (INTJ (UH like)) (NP (JJ basic) (NNS things)))))) (, ,) (S (INTJ (UH like)) (NP (PRP we)) (VP (MD should) (VP (VB know))))))))))"
[72],"(ROOT (S (S (INTJ (UH like)) (NP (PRP I)) (VP (VP (S (VP (VP (, ,) (S (NP (NP (PRP I)) (SBAR (S (VP (VBP think) (S (VP (PRN (, ,) (INTJ (UH well) (, ,) (UH um)) (, ,)) (PP (IN in) (NP (DT the) (NNS morals))))))))))) (CC and) (VP (NP (NP (NNS values)) (PP (IN of) (NP (UH like)))) (PP (NP (PRP$ my) (NN generation)) (IN for) (NP (DT the) (JJS most)))))) (, ,) (VP (ADVP (ADVP (IN for) (JJS most)) (NP (NNS people))) (VBP are) (NP (NP (ADJP (ADJP (RB totally) (JJ different) (PP (IN from) (NP (DT the) (NNS morals) (CC and) (NNS valleys)))) (PRN (, ,) (INTJ (UH um)) (, ,))) (NNS values)) (PP (IN of) (NP (UH like)))))) (NP (NP (FW per) (FW se)) (FRAG (NP (PRP$ your) (NN generation)))))) (. .)))"
[73],"(ROOT (S (S (CC But) (NP (PRP I)) (VP (VBP think) (SBAR (S (SBAR (IN as) (S (NP (PRP we)) (VP (VBP get) (ADJP (JJR older))))) (, ,) (NP (PRP it)) (VP (VBZ gets) (PP (IN to) (NP (PRP$ your)))))))) (, ,) (NP (PRP you)) (VP (VBP know) (SBAR (WHNP (WP what)) (S (NP (PRP I)) (VP (VBP mean))))) (. .)))"
[74],"(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (DT the) (NNS kids)) (ADVP (RB now)) (VP (VP (VBP are)) (, ,) (VP (VBP are))) (PRN (, ,) (S (NP (PRP I)) (VP (MD would) (VP (VB say) (, ,) (ADVP (ADJP (JJR louder)) (ADVP (RB now))) (SBAR (IN until) (IN after) (S (NP (PRP they)) (VP (VBP reach) (PP (IN like) (NP (CD twenty-five))))))))) (, ,)))))))"
[71],(ROOT (S (NP (PRP I)) (VP (VBP agree) (ADVP (RB there))) (. .)))
[76],"(ROOT (INTJ (UH Yeah) (, ,)))"
[75],(ROOT (S (CC and) (ADVP (RB then)) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP they)) (ADVP (RB really)) (VP (VP (VBP have) (NP (DT a) (JJ strong) (NN decline))) (CC and) (VP (VBP start) (S (VP (TO to) (VP (VP (VB settle) (PRT (RP down))) (CC and) (VP (VB realize) (NP (NNS things))))))))))) (. .)))
[78],"(ROOT (FRAG (PP (UH Uh-huh)) (, ,)))"
[79],"(ROOT (FRAG (PP (UH yeah)) (, ,)))"
[80],"(ROOT (SBAR (IN because) (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP we)) (VP (VBP 're) (VP (VBN given) (NP (JJR more)) (ADVP (RB now)) (, ,) (SBAR (IN whereas) (S (NP (PRP you)) (VP (VBD had) (S (VP (TO to) (VP (VB work) (PP (IN for) (NP (NN everything))))))))) (, ,)))))))))"
[81],"(ROOT (S (CC and) (NP (NNS kids)) (ADVP (RB nowadays)) (VP (VBP are) (ADVP (RB just)) (VP (VBN given) (ADVP (ADVP (RB so) (JJ much)) (SBAR (IN that) (S (NP (PRP they)) (ADVP (RB really)) (VP (VBP do) (RB n't) (VP (VB have) (S (VP (TO to) (VP (VB work))))))))))) (, ,)))"
[77],"(ROOT (S (INTJ (UH um)) (, ,) (ADVP (PRP I)) (VP (MD could) (VP (VB agree) (PP (IN with) (NP (NP (DT that)) (, ,) (SBAR (IN because) (S (VP (VBD used) (SBAR (IN to) (S (NP (NN conservatism)) (VP (VBD was) (ADJP (JJ inherent) (PP (IN at) (NP (DT a) (NP (RB much) (JJR younger)) (NN age)))))))))))))) (, ,)))"
[83],"(ROOT (FRAG (PP (UH Uh-huh)) (, ,)))"
[82],"(ROOT (S (ADVP (CC and)) (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,) (CC and) (S (NP (PRP they)) (, ,) (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB have) (NP (DT any) (NN intent) (S (VP (TO to) (VP (VB go) (S (VP (VBG working) (SBAR (IN until) (S (NP (PRP they)) (VP (VBP have) (S (VP (TO to))))))))))))))) (. .)))"
[84],(ROOT (S (NP (DT that)) (VP (BES 's) (NP (DT an) (ADJP (JJ agreeable)) (NN topic)) (ADVP (RB there))) (. .)))
[86],"(ROOT (SBARQ (UH Um) (, ,) (WHNP (WP what) (RB else)) (SQ (VP (VBG considering) (PP (PP (IN beside) (NP (NP (NN family)) (, ,) (NP (NNS economics)))) (PRN (, ,) (INTJ (UH um)) (, ,)))))))"
[87],(ROOT (S (NP (PRP$ our) (NN transportation) (NN system)) (VP (VBZ has) (VP (VBN changed) (PP (IN for) (NP (PRP us))))) (. .)))
[88],"(ROOT (S (S (NP (PRP I)) (VP (VBP mean))) (, ,) (S (NP (PRP we)) (VP (MD can))) (, ,) (S (NP (PRP we)) (VP (MD can) (ADVP (RB now)) (VP (VB travel) (PP (IN around) (NP (NP (DT the) (NN world)) (PP (IN in) (NP (DT no) (NN time)))))))) (. .)))"
[85],X
[89],"(ROOT (S (NP (PRP It)) (VP (BES 's) (NP (NP (RB just) (DT a) (NN hop)) (, ,) (NP (NN skip)) (CC and) (NP (DT a) (NN jump))) (S (VP (TO to) (VP (VB get) (PP (IN into) (NP (DT a) (NN plane) (S (VP (TO to) (VP (VB go) (PP (IN from) (NP (NP (DT the) (JJ east)) (PP (IN to) (NP (DT the) (JJ west) (NN coast))))))))))))))))"
[90],(ROOT (INTJ (UH Uh-huh) (. .)))
[91],"(ROOT (S (S (CC and) (SBAR (PRN (, ,) (INTJ (UH uh) (, ,) (UH well)) (, ,)) (S (NP (PRP I)) (PRN (, ,) (S (NP (PRP I)) (VP (VBP think) (SBAR (WHNP (WP what)) (S (VP (HVS 's) (VP (VBN happened) (, ,) (ADVP (RB too)))))))) (, ,)) (VP (VBZ is) (ADVP (RB just)) (NP (PRP$ our) (NN technology))))) (VP (VBZ is) (ADVP (RB just)) (VP (VBG advancing) (ADVP (RB so) (RB rapidly)) (ADVP (IN that))))) (, ,) (CC and) (S (NP (EX there)) (VP (BES 's) (S (NP (ADJP (RB so) (JJ much)) (NN information)) (ADJP (JJ available))) (ADVP (IN out) (RB there) (SBAR (IN that) (S (NP (NNS folks)) (ADVP (IN out) (RB there) (RB just)) (VP (VBP have) (NP (NP (DT a) (JJ hard) (NN time)) (VP (VBG keeping) (PRT (RP up)))))))) (, ,) (PP (IN aside) (PP (IN from) (S (ADVP (RB just)) (VP (VBG going) (PP (IN through) (NP (NP (PRP$ their) (JJ daily) (NN routine)) (PP (IN of) (S (VP (VBG living) (S (VP (TO to) (VP (VB get) (PP (IN from) (NP (NN day))) (PP (IN to) (NP (NN day)))))))))))))))))))"
[93],"(ROOT (FRAG (CC and) (S (VP (TO to) (VP (VB keep) (PP (ADVP (RB abreast)) (IN of) (NP (DT the) (NN knowledge))) (PP (IN out) (NP (NP (RB there)) (, ,) (NP (NP (PRP we)) (VP (VBN got) (S (VP (TO to) (VP (VP (ADVP (RB constantly)) (VB read)) (, ,) (VP (VB go) (PP (IN to) (NP (NN school))))))))))) (PRN (, ,) (INTJ (UH uh)) (, ,)))))))"
[94],"(ROOT (S (NP (NN T) (NN V)) (VP (NP (NP (NN watching)) (SBAR (S (VP (VBZ has) (ADVP (RB sure)) (VP (VBZ has) (RB n't) (VP (VBN gone) (ADVP (RB too) (RB much)) (PP (IN out) (NP (DT the) (NN door))) (SBAR (IN because) (S (NP (NN T) (NN V)) (VP (VBZ is) (ADVP (RB still))))))))))) (PRN (, ,) (INTJ (UH well)) (, ,)))))"
[92],(ROOT (INTJ (UH Uh-huh) (. .)))
[95],"(ROOT (S (NP (NP (DT the) (NN cable) (NN system)) (CC and) (NP (DT the) (NN satellite) (NNS dishes))) (VP (VBZ has) (VP (VBN made) (NP (PRP it)) (PP (IN to) (SBAR (WHADVP (WRB where)) (S (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS people)))) (VP (MD can) (ADVP (RB just)) (VP (VP (VB leave) (NP (JJ regular) (NN T) (NN V) (NN programming))) (CC and) (VP (VB watch) (NP (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (JJ other)))) (, ,) (NP (NP (DT a) (NN variety)) (PP (IN of) (NP (NP (NNS programs)) (PP (IN out) (NP (RB there)))))) (, ,) (CONJP (RB as) (RB well) (IN as)) (NP (NP (NN use)) (PP (IN of) (NP (DT the) (NN V) (NN C) (NN R)))))))))))))))"
[96],(ROOT (INTJ (UH Uh-huh) (. .)))
[98],"(ROOT (S (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (, ,) (SBAR (IN because) (S (NP (PRP I)) (VP (VBP know) (SBAR (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB watch)))))))) (, ,) (SBAR (IN while) (S (NP (PRP I)) (VP (VBP 'm) (ADVP (IN up) (RB here)) (PP (IN at) (NP (NN school))))))))) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB watch) (NP (RB hardly) (DT any) (NN T) (NN V)))) (. .)))"
[99],"(ROOT (SINV (PP (NP (UH Like)) (PP (NNP Thursday) (NP (NP (NN night)) (NP (PRP I))))) (VP (VBP like) (S (VP (TO to) (VP (VP (VB sit) (PRT (RP down))) (CC and) (VP (VB watch)))))) (NP (NP (DT a)) (PRN (ADVP (JJ few)) (NP (NNS shows)) (, ,)))))"
[97],"(ROOT (S (S (ADJP (RB so) (SBAR (IN that) (, ,) (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (IN if) (S (NP (PRP it)) (ADVP (RB really)) (VP (VBZ hampers)))))))))) (CC or) (S (NP (PRP it)) (VP (VBZ helps) (NP (PRP$ our) (NN education) (NN system)))) (. .)))"
[100],"(ROOT (FRAG (PP (CC but) (NP (PRP I))) (, ,)))"
[102],"(ROOT (INTJ (UH No) (, ,)))"
[103],(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB watch) (NP (DT that)))) (. .)))
[104],"(ROOT (S (NP (PRP I)) (VP (VBD used) (PP (TO to))) (, ,)))"
[101],(ROOT (SQ (VBP Do) (NP (PRP you)) (VP (VB watch) (NP (NNP L) (NNP A) (NN LAW))) (. ?)))
[105],(ROOT (S (CC but) (NP (PRP I)) (VP (VBP do) (ADVP (RB n't)) (ADVP (DT any) (RBR more))) (. .)))
[107],"(ROOT (FRAG (CC But) (, ,) (NP (DT all)) (, ,)))"
[108],"(ROOT (S (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (EX there)) (VP (VBP are) (PRN (, ,) (S (ADVP (RB even) (SBAR (IN though) (S (NP (EX there)) (VP (BES 's) (NP (DT a) (NN few)) (ADVP (IN up) (RB here)))))) (, ,) (NP (PRP we)) (VP (VBP call) (S (NP (PRP them)) (NP (NN couch) (NNS potatoes))))) (, ,))))))))"
[109],"(ROOT (S (NP (PRP they)) (VP (VBP love) (S (VP (TO to) (VP (VB sit) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT the) (NN T) (NN V))))))))) (, ,)))"
[110],(ROOT (S (NP (PRP I)) (VP (XX MUMBLEx))))
[111],"(ROOT (S (CC but) (PP (IN for) (NP (DT the) (JJS most) (NN part))) (, ,) (NP (PRP I)) (VP (VP (MD will)) (PRN (, ,) (S (NP (PRP I)) (VP (MD will))) (, ,)))))"
[112],"(ROOT (S (INTJ (UH well)) (, ,) (ADVP (PRP I)) (VP (VBP live) (PP (IN in) (NP (DT an) (DT all) (NNS girls) (NN dorm)))) (, ,)))"
[106],(ROOT (S (NP (PRP I)) (VP (VBP like) (NP (DT that))) (. .)))
[113],(ROOT (FRAG (CC but) (PP (IN for) (NP (NP (DT the) (JJS most) (NN part)) (SBAR (S (NP (PRP we)) (VP (VBP 're) (PP (DT all) (PP (IN between) (NP (NP (DT the) (NNS ages)) (PP (IN of) (NP (CD eighteen))))) (CC and) (PP (IN like) (NP (CD twenty-one)))))))))))
[114],(ROOT (INTJ (UH Uh-huh) (. .)))
[116],"(ROOT (S (INTJ (UH Well)) (, ,) (ADVP (DT that)) (VP (BES 's) (ADJP (JJ good))) (, ,)))"
[115],(ROOT (S (CC and) (NP (EX there)) (VP (VBZ is) (RB n't) (ADVP (RB really)) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN T) (NN V) (NN watching))))) (. .)))
[118],"(ROOT (S (NP (PRP They)) (VP (VBP 're) (ADVP (CC either)) (VP (VBG hitting) (NP (NP (DT the) (NNS books)) (CC or) (NP (NN something) (RB else))))) (, ,)))"
[119],"(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (NP (WP what)))) (, ,)))"
