[0],(ROOT (INTJ (UH Okay) (. .)))
[29],(ROOT (S (CC and) (NP (PRP I)) (VP (MD would) (VP (VB have) (VP (VBN preferred) (S (VP (TO to) (VP (VB get) (NP (PRP them)) (PRT (RP up)) (ADVP (IN than) (S (VP (TO to) (VP (VB leave) (NP (PRP them)) (PP (IN in) (NP (NP (NN bed)) (NP (DT all) (NN day)))))))))))))) (. .)))
[30],"(ROOT (S (CC But) (SBAR (PRN (, ,) (INTJ (UH uh) (, ,) (UH uh)) (, ,)) (S (RB so) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (NN nursing) (NNS homes)) (VP (VBP are))))))) (, ,) (VP (VBP have) (VP (VBN changed))) (. .)))"
[31],"(ROOT (S (NP (PRP I)) (VP (VBP 'm) (RB not) (ADJP (RB quite) (JJ sure))) (, ,)))"
[26],(ROOT (INTJ (UH Uh-huh) (. .)))
[33],"(ROOT (INTJ (UH Yeah) (, ,)))"
[34],"(ROOT (S (NP (XX wel-)) (, ,) (ADVP (XX th-)) (, ,) (NP (PRP I)) (VP (VBP guess) (SBAR (S (NP (PRP I)) (VP (VBP have) (RB n't) (VP (VBN had) (NP (ADJP (RB that) (JJ much)) (NN experience))))))) (. .)))"
[32],"(ROOT (S (CC but) (ADVP (RB hopefully)) (, ,) (NP (PRP they)) (VP (VBP have)) (. .)))"
[35],(ROOT (S (NP (PRP I)) (VP (VBP 've) (ADVP (RB only)) (VP (VBN seen) (NP (INTJ (UH like)) (NP (PRP$ my) (JJ great) (NNS grandparents))) (PP (IN in) (NP (DT a) (NN nursing) (NN home)))))))
[36],(ROOT (INTJ (UH Uh-huh) (. .)))
[38],(ROOT (INTJ (UH Yeah) (. .)))
"[37, 39]",(ROOT (S (CC but) (NP (PRP I)) (VP (VBP have) (NP (NP (DT an) (NN aunt)) (SBAR (WHNP (WP who)) (S (VP (VBD lived) (PP (IN on) (NP (PRP$ her) (JJ own))) (SBAR (IN until) (S (NP (PRP she)) (VP (VBD was) (ADVP (RB well)) (PP (IN in) (NP (PRP$ her) (NNS nineties)))))))))))))
[41],"(ROOT (FRAG (CC and) (NP (NP (RB then)) (SBAR (S (S (NP (PRP she))) (, ,) (NP (PRP she)) (VP (VBD got) (ADJP (JJ sick))))))))"
[40],(ROOT (INTJ (UH Sure) (. .)))
[42],(ROOT (PRN (CC and) (S (NP (PRP she)) (VP (VBD ended) (PRT (RP up)) (PP (IN in) (NP (NN nursing) (NN home)))))))
[44],(ROOT (FRAG (CC and) (NP (NP (PRP$ my) (NNS parents)) (SBAR (S (VP (VBD went) (S (VP (TO to) (VP (VB visit) (NP (PRP$ her)))))))))))
[43],(ROOT (INTJ (UH Uh-huh) (. .)))
[45],"(ROOT (PRN (CC and) (S (NP (PRP it)) (VP (VBD got) (PP (IN to) (NP (DT the) (NN point))) (SBAR (WHADVP (WRB where)) (S (NP (DT the)) (VP (XX nur-) (PRN (, ,) (S (NP (PRP it)) (VP (VBD seemed) (SBAR (IN like) (S (NP (DT the) (NN nursing) (NN home)) (VP (VBD did) (RB n't) (VP (VB want) (S (VP (TO to) (VP (VB deal) (PP (IN wi-))))))))))) (, ,)) (NP (PRP her)) (ADVP (RB anymore)))))))))"
[46],(ROOT (INTJ (UH Sure) (. .)))
[48],(ROOT (INTJ (UH Yeah) (. .)))
[49],"(ROOT (NP (S (NP (PRP I)) (, ,) (NP (PRP I)) (VP (VBP think) (NP (NP (DT that) (BES 's)) (, ,) (SBAR (WHNP (DT that)) (S (VP (MD can) (VP (VB happen))))))))))"
[50],"(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBP think) (PP (IN in) (NP (NP (DT the) (NN nursing) (NN home)) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (VBD worked) (PP (IN for)))))))) (, ,))))"
[51],"(ROOT (S (NP (PRP I)) (VP (VBD was) (RB n't) (ADJP (RB quite) (JJ sure) (PP (IN of) (NP (PRP it))))) (, ,)))"
[52],"(ROOT (S (CC but) (NP (PRP I)) (VP (VBP 'm) (ADJP (JJ sure) (SBAR (IN that) (S (NP (NP (DT some)) (PP (IN of) (NP (DT the) (NNS patients)))) (VP (VBD were) (, ,) (INTJ (UH uh)) (, ,) (PP (VBN given) (NP (NN medication) (S (VP (TO to) (VP (VB keep) (NP (PRP them)) (PP (IN in))))))))))) (, ,) (INTJ (UH uh)) (, ,) (S (ADJP (JJ quiet))))))"
[47],(ROOT (S (CC and) (ADVP (RB so)) (NP (PRP they)) (VP (VBD gave) (NP (PRP her)) (NP (NNS drugs) (S (VP (TO to) (VP (VB keep) (S (NP (PRP her)) (ADJP (JJ asleep)))))))) (. .)))
[53],"(ROOT (VP (CC and) (, ,) (ADVP (CC and)) (, ,)))"
[55],"(ROOT (INTJ (UH Yeah) (, ,)))"
[56],(ROOT (INTJ (UH yeah) (. .)))
[57],(ROOT (S (CC And) (NP (PRP they)) (VP (MD would) (ADVP (RB just)) (VP (VB lay) (NP (DT all) (NN day)) (ADVP (JJ long))))))
[58],"(ROOT (NP (NP (CC and)) (PRN (, ,) (FRAG (INTJ (UH uh)) (, ,) (NP (DT the) (NNS ones)) (XX tha-)) (, ,))))"
[59],"(ROOT (S (NP (PRP they)) (ADVP (RB also)) (VP (VBD put) (NP (ADJP (RB mentally) (JJ ill)) (NNS patients)) (PP (IN in) (NP (DT the) (JJ same)))) (, ,)))"
[60],"(ROOT (S (NP (PRP they)) (VP (VBD were) (RB not) (PP (IN on) (NP (DT the) (ADJP (ADJP (JJ same)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,))) (NN ward)))) (, ,)))"
[61],"(ROOT (S (CC but) (ADVP (PRP they)) (, ,) (NP (PRP they)) (VP (VBD were) (PP (IN in) (NP (DT the) (JJ same) (NN nursing) (NN home))))))"
[62],"(ROOT (SBAR (IN so) (IN that) (S (NP (DT these) (ADJP (RB mentally) (JJ ill)) (NNS patients)) (VP (MD could) (VP (VB walk) (PP (IN into) (SBAR (WHADVP (WRB where)) (S (NP (DT the) (ADJP (ADJP (NN other)) (PRN (, ,) (INTJ (UH uh)) (, ,)))) (VP (NP (NP (JJR older) (NNS people)) (SBAR (WHNP (WDT that)) (S (VP (VBD were) (PP (IN in) (NP (RB there))) (SBAR (IN for) (S (NP (NP (NNS reasons)) (PP (IN of) (PRN (, ,) (INTJ (UH uh)) (, ,)) (NP (PRP you)))) (VP (VBP know) (NP (NN age))))))))) (PRN (, ,) (INTJ (UH uh)) (, ,)))))))))))"
[63],"(ROOT (S (NP (DT the) (ADJP (RB mentally) (JJ ill)) (NNS patients)) (VP (MD could) (VP (VP (VB walk) (PP (RB right) (PP (IN in)) (, ,) (PP (IN into) (NP (DT the) (NNS rooms))))) (CC or) (VP (VB do) (SBAR (WHNP (WP whatever)) (S (NP (PRP they)) (VP (VBD wanted) (PP (TO to) (ADVP (RB basically))))))))) (. .)))"
[64],"(ROOT (S (SBAR (IN Because) (S (SBAR (IN if) (S (NP (PRP you)) (VP (VBD were) (RB n't) (VP (NP (RB there)) (S (VP (TO to) (VP (VP (VB watch) (NP (PRP them))) (CC and) (VP (VB keep) (NP (PRP them)) (PP (IN in) (NP (PRP$ their) (JJ own) (NN wing))))))))))) (, ,) (NP (PRP they)) (VP (MD could)))) (, ,) (NP (PRP they)) (VP (VBD had) (NP (NN freedom) (S (VP (TO to) (VP (ADVP (RB just)) (VB walk) (ADVP (RB around)))))))))"
[65],"(ROOT (PRN (CC and) (S (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (PRP them)))) (VP (VBD were) (, ,) (SBAR (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (EX there)) (VP (VBD was) (NP (NP (DT a) (NN couple)) (SBAR (WHNP (WDT that)) (S (VP (VBD were) (ADJP (JJ schizophrenic))))))))))))))))"
[54],(ROOT (FRAG (NP (JJ Nice) (JJ sedative) (NN state)) (. .)))
[66],"(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBP remember) (NP (NP (CD one) (NN time)) (VP (VBG watching) (SBAR (SBAR (S (NP (NP (CD one)) (PP (IN of) (NP (ADJP (DT the) (PRN (, ,) (INTJ (UH uh)) (, ,))) (JJ schizophrenic) (NNS patients)))) (ADVP (RB actually)) (VP (VB go) (ADVP (IN out)) (PP (IN on) (PRN (, ,) (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBP call) (NP (PRP it)))))))) (, ,)) (NP (DT a) (NN binge)))))) (CC or) (SBAR (WHNP (WP whatever)) (S (NP (PRP you)) (VP (VBP want) (S (VP (TO to) (VP (VB say) (NP (PRP it)))))))))))))))"
[68],"(ROOT (S (NP (PRP she)) (VP (VBD grabbed) (NP (NP (DT a) (NN hold)) (PP (IN of) (NP (DT this))))) (, ,)))"
[69],"(ROOT (PRN (CC and) (S (NP (PRP it)) (VP (VBD was) (ADVP (RB kind) (RB of)) (ADJP (JJ funny)) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBD looked) (ADVP (RB back)) (PP (IN at) (NP (PRP it))))))) (, ,))))"
[70],"(ROOT (S (CC but) (PRN (, ,) (S (NP (PRP I)) (VP (VBP mean))) (, ,)) (NP (PRP I)) (VP (VBP remember) (NP (NP (DT the) (NN patient)) (VP (VBG getting) (ADJP (RB very) (JJ upset))))) (. .)))"
[71],"(ROOT (S (NP (DT That) (NN woman)) (ADVP (RB actually)) (VP (VBD pulled) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NP (NP (DT the) (JJ other) (NN person) (POS 's)) (NN hair)) (. .)))"
[72],"(ROOT (S (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (PRP she)) (ADVP (RB just)) (VP (VP (VBD came) (PRT (RP up)) (ADVP (RB right) (PP (IN behind) (NP (PRP him))))) (CC and) (VP (VBD pulled) (NP (PRP$ his) (NN hair)))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)))))))"
[73],(ROOT (S (CC and) (NP (PRP it)) (VP (VBD was) (NP (NP (DT a) (NN guy)) (SBAR (WHNP (WDT that)) (S (VP (VBD was) (ADVP (RB just)) (ADJP (RB really) (JJ upset))))))) (. .)))
[74],"(ROOT (S (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (PRP he)) (VP (VBD said) (SBAR (S (SBAR (WHNP (WP what)) (S (NP (DT the) (NN hell)) (VP (VBP are) (SBAR (S (NP (PRP you)) (VP (VBP think) (SBAR (S (NP (PRP you)) (VP (VBP 're) (VP (VBG doing))))))))))) (, ,) (NP (PRP you)) (VP (VBP know)))))))) (, ,)))"
[75],(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBD laughed) (PP (IN at) (NP (PRP it))) (ADVP (RB then))))))
[76],"(ROOT (FRAG (S (CC but) (ADVP (RB then)) (NP (PRP I)) (VP (VBP 'm) (VP (VP (VBG thinking) (NP (NNP God))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)))))))"
[77],"(ROOT (S (SBAR (IN if) (S (NP (PRP I)) (VP (VBD had) (S (VP (TO to) (VP (VB put) (NP (PRP$ my) (NNS parents)) (PP (IN in) (NP (DT that) (NN nursing) (NN home))))))))) (, ,) (NP (PRP I)) (VP (MD would) (RB n't) (VP (VB want) (NP (PRP them)) (ADVP (RB there)))) (. .)))"
[67],(ROOT (INTJ (UH Uh-huh) (. .)))
"[78, 80]","(ROOT (S (SBAR (ADVP (RB So)) (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (EX there)) (VP (BES 's) (NP (NP (NNS laws)) (FRAG (ADVP (RB now)) (SBAR (WHNP (WDT that)) (S (ADVP (RB kind) (RB of)) (VP (VBP protect)))) (. .))))))))) (NP (DT That) (NN nursing) (NNS homes)) (ADVP (CC either)) (VP (VBP have) (S (VP (TO to) (VP (VB keep) (UCP (DT the) (ADJP (RB mentally) (JJ ill) (PP (ADVP (RB totally) (RB away)) (IN from) (NP (DT these) (NNS people)))) (CC and) (RB not) (PP (IN in) (NP (NP (DT the) (JJ same) (NN type)) (PP (IN of) (NP (NNS facilities)))))))))) (, ,)))"
[81],"(ROOT (S (SBAR (RB even) (IN though) (S (NP (PRP they)) (VP (VBP 're) (VP (VBG aging) (ADJP (RB mentally) (JJ ill)))))) (, ,) (NP (PRP they)) (VP (VBP are) (ADVP (RB still)) (ADJP (RB mentally) (JJ ill)))))"
[82],"(ROOT (S (S (S (CC and) (S (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (DT these) (JJR older) (NNS people)))) (VP (VBP have) (NP (PRP$ their))))) (, ,) (NP (PRP you)) (VP (VBP know))) (, ,) (NP (PRP they)) (VP (VBP 're) (RB not) (ADJP (ADJP (JJ insane)) (CC or) (ADJP (NN anything) (PP (IN like) (NP (DT that)))))) (. .)))"
[79],(ROOT (INTJ (UH Yeah) (. .)))
[83],"(ROOT (S (NP (PRP They)) (VP (VBP do) (RB n't) (VP (VB have) (NP (DT these) (NNS tendencies)) (PP (TO to)) (, ,) (S (VP (TO to) (VP (VB lash) (PRT (RP out))))))) (. .)))"
[85],"(ROOT (X (CC But) (S (VP (VBG seeing) (SBAR (S (NP (DT that)) (ADVP (RB kind) (RB of)) (VP (VBD made) (S (NP (PRP me)) (VP (VB think) (ADVP (RB twice)) (PP (IN about))) (, ,)))))))))"
[86],"(ROOT (FRAG (PP (UH jeez)) (, ,)))"
[84],(ROOT (S (VP (TO To) (VP (VB be) (ADJP (JJ violent)))) (. .)))
[87],"(ROOT (S (NP (PRP I)) (VP (MD would) (RB n't) (VP (VB put) (NP (NP (PRP$ my) (NN mother)) (, ,) (NP (NP (NN father)) (PP (IN in) (NP (DT that) (NN nursing) (NN home))))) (ADVP (IN at) (DT all)))) (. .)))"
[88],(ROOT (S (VP (VBD Was) (NP (NP (NP (DT this) (NN in)) (NP (DT a) (JJ big) (NN town))) (CC or) (NP (DT a) (JJ little) (NN town)))) (. ?)))
[89],(ROOT (NP (DT A) (JJ small) (NN town) (. .)))
[91],"(ROOT (INTJ (UH Yeah) (, ,)))"
[90],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH really) (. ?))))"
[92],(ROOT (INTJ (UH yeah) (. .)))
[94],(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know))) (. .)))
[96],(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know))) (. .)))
[97],"(ROOT (S (NP (PRP I)) (, ,) (NP (PRP I)) (ADVP (RB kind) (RB of)) (VP (VBP look) (PP (IN at) (NP (NP (PRP it)) (NP (DT this) (NN way))))) (. .)))"
"[93, 95]","(ROOT (S (SBAR (IN Because) (S (NP (PRP it)) (VP (VBZ seems) (PP (IN like) (NP (DT the) (JJ small) (NN town) (NN nursing) (NNS homes)))))) (, ,) (NP (EX there)) (VP (BES 's) (NP (ADJP (NP (DT a) (NN lot)) (JJR more)) (JJ personal) (NN attention))) (. .)))"
[99],(ROOT (INTJ (UH Uh-huh) (. .)))
[98],"(ROOT (S (S (NP (PRP I)) (VP (VBP think) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP have) (NP (DT a) (JJ big) (NN city) (NN area))))))) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (EX there)) (VP (BES 's) (NP (JJR more) (NNS people)) (S (VP (TO to) (VP (VB keep) (NP (NN watch)) (PP (IN on) (NP (PRP it)))))))))) (. .)))"
[101],"(ROOT (FRAG (CC And) (NP (, ,))))"
[103],"(ROOT (INTJ (UH Yeah) (, ,)))"
[104],(ROOT (INTJ (UH yeah) (. .)))
[105],(ROOT (S (CC And) (NP (PRP you)) (VP (VBP have) (NP (JJR more) (NN competition))) (. .)))
[106],(ROOT (S (CC And) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (NN nursing) (NNS homes)) (VP (VBP have) (S (VP (TO to) (VP (VB be) (ADJP (ADJP (JJR better)) (PP (IN than) (SBAR (WHADVP (WRB when)) (S (NP (EX there)) (VP (BES 's) (NP (CD one) (NN nursing) (NN home)) (PP (IN for) (NP (DT a) (JJ whole) (NN community))))))))))))))) (. .)))
"[100, 102]",(ROOT (S (NP (PRP You)) (VP (VBP have) (NP (JJR more) (NNS options))) (. .)))
[107],(ROOT (S (CC And) (NP (DT this)) (VP (VBZ is) (ADVP (RB back) (PP (IN in) (NP (CD nineteen) (CD seventy-seven)))) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (VBD worked) (ADVP (RB there))))))))
[109],"(ROOT (PRN (CC and) (S (S (NP (PRP I)) (VP (VP (VBP look) (ADVP (RB back)) (PP (IN at) (NP (PRP it)))) (CC and) (VP (VBP say) (NP (UH jeez))))) (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,))))"
[110],"(ROOT (S (NP (PRP i-)) (, ,) (NP (PRP it)) (VP (MD would) (VP (VB have) (S (VP (TO to) (VP (VB be) (ADJP (RB awfully) (JJ bad)) (SBAR (IN for) (S (NP (PRP me)) (VP (TO to) (VP (VB put) (NP (PRP$ my) (NNS parents)) (PP (IN in) (NP (RB there)))))))))))) (. .)))"
[111],"(ROOT (S (NP (ADVP (CC But)) (NP (PRP$ my)) (SBAR (WHNP (NP (NN grandmother)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (S (NP (RB later)) (VP (ADVP (RP on)) (VBP got) (NP (NN cancer)))) (CC and) (, ,) (S (INTJ (UH uh)) (, ,) (VP (MD could) (ADVP (RB no) (RB longer))) (, ,)))))))"
