[0],"(ROOT (S (INTJ (UH Okay)) (, ,) (NP (PRP we)) (VP (VBP 're) (VP (VBG being) (VP (VBN recorded)))) (. .)))"
[17],"(ROOT (S (ADVP (RB Now)) (, ,) (NP (PRP you)) (VP (VBP know) (SBAR (S (PRN (, ,) (S (NP (PRP I)) (, ,) (NP (PRP I)) (VP (VBP agree) (PP (IN with) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (DT the) (NNS things)))))))) (NP (PRP you)) (ADVP (RB just)) (VP (VBD said) (PP (IN in) (NP (PRP$ your) (JJ few) (NNS moments))) (SBAR (IN because) (S (ADVP (RB personally)) (NP (PRP I)) (VP (VBD used) (S (VP (TO to) (VP (VB be) (NP (DT a) (JJ great) (NN hunter))))))))))))))"
[18],"(ROOT (S (CC and) (PP (IN in) (NP (DT the) (JJ last) (JJ few) (NNS years))) (NP (PRP I)) (VP (VBP 've) (VP (VBN said) (, ,) (ADVP (DT no) (NN way)))) (. .)))"
[19],"(ROOT (S (NP (NP (NN Matter)) (PP (IN of) (NP (NN fact)))) (, ,) (SBAR (IN if) (S (NP (PRP I)) (VP (VBP find) (NP (NP (ADJP (DT a) (PRN (, ,) (INTJ (UH uh)) (, ,))) (DT a)) (, ,) (NP (NP (DT a) (NN fly)) (VP (VBG running) (PRT (RP around)) (PP (IN in) (NP (DT the) (NN house))))))))) (, ,) (NP (PRP I)) (VP (VP (VBP pick) (NP (PRP him)) (PRT (RP up))) (CC and) (VP (VBP carry) (NP (PRP him)) (ADVP (RB outdoors)))) (. .)))"
[20],"(ROOT (PRN (S (NP (PRP I)) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (ADVP (RB even)) (VP (VB hit) (NP (PRP him)) (PP (IN with) (NP (DT a) (NN flyswatter)))))) (, ,)))"
[11],"(ROOT (S (CC and) (NP (PRP I)) (ADVP (RB really)) (VP (VBP feel) (SBAR (IN that) (S (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VP (VB do) (NP (NP (NN something)) (PP (IN in) (NP (NN order)))) (PP (TO to))) (, ,) (FRAG (INTJ (UH uh)) (, ,) (PP (TO to) (NP (XX MUMBLEx))))))))))) (, ,)))"
[21],"(ROOT (S (RB so) (NP (PRP I)) (VP (VBP 've) (, ,) (INTJ (UH uh)) (, ,) (S (VP (VBN gotten) (PRT (RP over)) (NP (NP (DT this) (NN business)) (PP (IN of) (S (VP (VBG wanting) (S (VP (TO to) (VP (VB go) (UCP (ADJP (RB out)) (CC and) (NP (NN shooting)) (CC and) (PRN (, ,) (CC and) (NP (NP (NN killing)) (CC and) (NP (DT that) (NN sort)))) (PP (IN of) (NP (NN thing)))))))))))))) (. .)))"
[23],"(ROOT (S (CC But) (NP (PRP I)) (, ,) (NP (PRP I)) (VP (VBP think) (PP (IN that) (PRN (, ,) (INTJ (UH uh)) (, ,))) (ADVP (RB personally)) (, ,) (SBAR (WHNP (WDT that)) (S (NP (PRP we)) (VP (VBP do) (S (VP (VB need) (S (NP (DT some) (NNS weapons)) (ADJP (JJ available) (PP (IN to) (NP (NP (RBS most)) (PP (IN of) (NP (DT the) (NNS people))))))))))))) (. .)))"
[24],"(ROOT (S (NP (NP (JJS Most)) (PP (IN of) (NP (DT the) (NNS people)))) (ADVP (RB really)) (VP (VBP are) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (ADJP (ADJP (JJ honest)) (CC and) (PRN (, ,) (INTJ (UH uh)) (, ,)) (ADJP (JJ worthy)))) (PP (IN of) (S (VP (VBG carrying) (PP (IN on) (NP (PRP$ their) (NNS lives))) (ADVP (RB properly))))))) (. .)))"
[25],"(ROOT (S (INTJ (UH Uh)) (, ,) (ADVP (PRP I)) (VP (VBP 'm) (ADVP (ADVP (RB sort) (RB of)) (PP (IN in) (NP (NN line)))) (VP (VBG thinking) (PP (IN in) (NP (NNS terms))))) (, ,)))"
[26],(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB see) (S (NP (NN anything)) (ADJP (JJ wrong) (PP (IN with) (NP (DT this) (CD five) (NN day) (NN waiting) (NN period)))) (SBAR (IN if) (S (NP (DT the) (NN waiting) (NN period)) (VP (VBZ is) (VP (VBN utilized) (S (VP (TO to) (VP (ADVP (RB really)) (VB look) (PP (IN at) (NP (NP (DT the) (NN background)) (PP (IN of) (NP (NP (DT the) (NN person)) (VP (VBG purchasing) (NP (DT the) (NN weapon))))))))))))))))) (. .)))
[27],(ROOT (S (NP (PRP I)) (VP (VBP mean) (S (NP (EX there)) (ADJP (BES 's) (NN nothing) (JJ wrong))) (PP (IN with) (NP (DT that)))) (. .)))
[22],(ROOT (INTJ (UH Uh-huh) (. .)))
[29],"(ROOT (INTJ (UH No) (, ,)))"
[28],(ROOT (SQ (VBP Do) (NP (PRP you)) (VP (VB see) (ADJP (NN anything) (JJ wrong)) (PP (IN with) (NP (DT that)))) (. ?)))
[30],"(ROOT (S (NP (EX there)) (BES 's) (SBAR (X (ADVP (RB only)) (NP (CD one) (NN problem))) (S (NP (PRP I)) (VP (VBP have) (PP (IN with) (NP (DT the) (JJ whole) (NN thing))) (ADVP (RB though))))) (, ,) (ADVP (XX th-)) (, ,) (VP (VBZ is) (, ,) (S (S (NP (PRP you)) (VP (VBP know))) (, ,) (S (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBP do) (NP (PRP it))))) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP$ our) (JJS biggest) (NN problem)) (VP (VBZ is)))))) (, ,) (INTJ (UH yes)) (, ,) (S (NP (NP (DT the)) (, ,) (NP (DT the) (NNS crooks)) (CC and) (NP (WP what))) (VP (VBP have) (S (NP (PRP you)) (VP (VBP are) (VP (VBG going) (S (VP (TO to) (VP (VB get) (NP (NNS weapons)) (SBAR (IN if) (S (NP (DT the) (NNS weapons)) (VP (VBP are) (ADJP (JJ available))))))))))))))) (. .)))"
[32],(ROOT (S (S (NP (PRP I)) (VP (VBP think) (NP (NP (DT the) (JJS biggest) (NN problem)) (SBAR (S (NP (PRP we)) (VP (VBP have) (PP (IN in) (NP (DT this) (NN country))) (VP (VBZ is)))))))) (NP (EX there)) (VP (VBP are) (NP (RB just) (ADVP (RB entirely) (RB too)) (NP (NP (JJ many) (NNS weapons)) (RRC (ADJP (JJ available) (. .)))) (CC And) (NP (NP (DT the) (NNS types)) (PP (IN of) (NP (DT the) (NNS weapons)))))) (. .)))
[31],(ROOT (INTJ (UH Right) (. .)))
[34],(ROOT (INTJ (UH Yeah) (. .)))
"[33, 35]","(ROOT (S (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (EX there)) (VP (VBZ is) (FRAG (INTJ (UH no))))))) (, ,)))"
[37],"(ROOT (FRAG (PP (UH Right)) (, ,)))"
[36],"(ROOT (S (S (NP (PRP I)) (VP (VBP 'm) (ADJP (JJ again)))) (, ,) (NP (PRP I)) (VP (VBP 'm) (ADVP (JJ against)) (NP (DT this)) (, ,) (INTJ (UH uh)) (, ,) (NP (JJ automatic) (CC and) (JJ semiautomatic) (NN stuff))) (. .)))"
[39],(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think) (SBAR (S (NP (PRP we)) (VP (MD should) (VP (VB have) (NP (NP (NN access)) (PP (IN to) (NP (DT those)))))))))) (. .)))
[41],(ROOT (INTJ (UH No) (. .)))
"[38, 40]","(ROOT (S (NP (EX there)) (VP (VBZ is) (PRN (, ,) (S (NP (EX There)) (VP (VBZ is) (SBAR (WHNP (NP (DT no) (NN reason)) (PP (IN for) (NP (PRP it)) (. .))) (S (NP (PRP I)) (VP (VBP mean)))))) (, ,)))))"
[44],"(ROOT (S (CC And) (, ,) (INTJ (UH uh)) (, ,) (NP (RB maybe) (PRP I)) (VP (VBP 'm) (ADJP (ADJP (NP (DT a) (JJ little) (NN bit)) (JJ strong)) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBD said) (NP (NP (JJ total) (NN gun) (XX t-)) (, ,) (NP (NN control)))))))) (. .)))"
[45],"(ROOT (FRAG (NP (NP (DT That) (BES 's)) (, ,) (NP (DT that)) (BES 's)) (ADJP (RB really) (RB not) (SBAR (WHNP (WP what)) (S (NP (PRP I)) (VP (VBD meant))))) (. .)))"
[46],"(ROOT (S (CC But) (, ,) (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (PRP we)) (VP (VBP need) (NP (NN control)))))) (. .)))"
[47],(ROOT (S (NP (PRP We)) (VP (VBP 've) (VP (VBN got) (S (VP (TO to) (VP (VB be) (ADJP (JJ able) (S (VP (TO to) (VP (VB get) (NP (DT a) (NN handle)) (PP (IN on) (SBAR (WHNP (WP what)) (S (VP (VBZ is) (VP (VBG happening)))))))))))))))))
[43],(ROOT (INTJ (UH Huh) (. .)))
[49],(ROOT (INTJ (UH Yes) (. .)))
[51],"(ROOT (S (CC And) (S (NP (DT the)) (, ,) (NP (DT the) (NNS people)) (VP (MD should) (VP (VB be) (VP (PRN (, ,) (INTJ (UH uh)) (, ,)) (VBN selected))))) (IN so) (S (SBAR (SBAR (IN that) (S (NP (PRP we)) (VP (VBP know) (SBAR (IN that) (S (NP (PRP they)) (VP (VBP are) (RB all) (ADJP (JJ right)))))))) (CC and) (SBAR (IN that) (S (NP (PRP they)) (VP (VBP 're))))) (, ,) (NP (PRP they)) (VP (VBP 're) (ADVP (RB not) (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (VP (VBG acquiring) (NP (NNS weapons)) (PP (IN for) (NP (JJ illicit) (NN use)))))))) (. .)))"
[52],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (WDT that)) (VP (VBZ is) (RB not) (ADJP (JJ good))) (. .)))"
[53],(ROOT (S (NP (EX There)) (VP (BES 's) (ADJP (ADJP (NN nothing) (JJ wrong)) (PP (IN with) (NP (NP (DT a) (NN person)) (SBAR (WHNP (WDT that)) (S (VP (VBZ enjoys) (NP (DT the) (NNS mechanisms))))))))) (. .)))
[54],"(ROOT (S (PP (IN As) (NP (NP (DT a) (NN matter)) (PP (PP (IN of) (NP (NN fact))) (PRN (, ,) (INTJ (UH uh)) (, ,))))) (NP (EX there)) (VP (BES 's) (NP (DT a) (NN fellow)) (PP (IN out) (S (ADVP (RB there)) (VP (VBG working) (PP (IN on) (NP (PRP$ my) (NN house))) (ADVP (ADVP (RB right) (RB now)) (SBAR (WHNP (WHNP (WP who)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (VP (VBN brought) (PP (IN to) (NP (PRP me))) (NP (NP (DT a) (NN target)) (PP (IN from) (NP (NP (DT a) (NN rifle)) (SBAR (WHNP (WDT that)) (S (NP (PRP he) (PRN (, ,) (FRAG (INTJ (UH uh)) (, ,) (ADVP (RB pretty) (RB well))) (, ,))) (ADVP (RB halfway)) (VP (VBN designed)))))))))))))))))"
"[48, 50]","(ROOT (S (CC and) (NP (PRP we)) (VP (VBP 've) (VP (VBN got) (S (VP (TO to) (VP (VB reduce) (NP (NP (DT the) (NN number)) (PP (IN of) (NP (NP (NNS weapons)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (ADVP (IN out)) (ADVP (IN in) (DT the)) (, ,) (PP (IN in) (NP (NP (DT the)) (PP (IN in) (NP (DT the) (NN public)))))))))))))))) (. .)))"
[55],"(ROOT (PRN (CC and) (S (NP (PRP he)) (, ,) (NP (PRP he)) (VP (VBD put) (S (NP (NP (RB together) (DT the)) (, ,) (FRAG (INTJ (UH uh)) (, ,) (NP (DT the) (NNS bullets))))) (PP (IN in) (NP (PRP it)))))))"
[57],"(ROOT (S (CC and) (NP (PRP he)) (VP (VBD was) (VP (VBG showing) (NP (PRP me)) (SBAR (IN that) (S (PP (IN at) (NP (DT a) (CD hundred) (NNS yards))) (, ,) (NP (PRP he)) (VP (VBD kept) (NP (CD five) (NNS shots)) (PP (IN within) (NP (NP (DT a) (NN quarter)) (PP (IN of) (NP (NP (DT an) (NN inch)) (PP (IN of) (NP (DT each) (NN other))))))) (PP (IN at) (NP (CD one) (CD hundred) (NNS yards)))))))) (. .)))"
[56],(ROOT (INTJ (UH Uh-huh) (. .)))
[58],"(ROOT (S (S (INTJ (RB Now)) (, ,) (VP (VB see) (PP (IN from) (NP (NP (DT a) (JJ technical) (NN point)) (PP (IN of) (NP (NN view))))))) (, ,) (NP (DT that)) (VP (VBZ is) (NP (NP (NN something)) (SBAR (WHNP (WDT that)))) (, ,) (SBAR (WHNP (WDT that)) (S (NP (PRP$ our) (NN military) (NNS people)) (VP (VBP need) (S (VP (TO to) (VP (VB know) (ADVP (RB about))))))))) (. .)))"
[60],"(ROOT (S (RB So) (NP (EX there)) (VP (VBP are) (NP (JJ other) (ADJP (ADJP (JJ interesting)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NNS facets)) (PP (IN in)) (, ,) (PP (IN in) (NP (NNS guns) (CC and) (NNS weapons)))) (. .)))"
[61],"(ROOT (S (S (NP (DT This)) (VP (VBZ is) (NP (NP (ADJP (DT a) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NN bolt)) (NP (NN action) (NN rifle))))) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP he)) (VP (VBZ has))))) (. .)))"
[62],"(ROOT (S (CC And) (NP (PRP he)) (VP (VBZ has) (VP (VBN done) (NP (JJ other) (NNS things)) (PP (IN to) (NP (NP (DT the) (NN way)) (SBAR (S (NP (ADJP (DT the) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NN barrel)) (VP (VBZ sits) (PP (IN in) (NP (NP (ADJP (DT the) (PRN (, ,) (INTJ (UH uh)) (, ,))) (DT the) (NN wood) (NN part)) (PP (IN of) (NP (PRP it)))))))))))) (. .)))"
[63],"(ROOT (S (CC And) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP he)) (VP (VBD designed) (NP (NP (DT the)) (, ,) (NP (NP (DT the)) (, ,) (NP (DT the) (NNS bullets))))) (PRP themselves)))"
[59],(ROOT (INTJ (UH Um) (. .)))
[64],(ROOT (S (CC and) (NP (PRP he)) (VP (VBZ has) (NP (ADJP (JJ fantastic)) (NN accuracy))) (. .)))
[65],(ROOT (INTJ (UH Uh-huh) (. .)))
[67],(ROOT (INTJ (UH Yes) (. .)))
[68],"(ROOT (FRAG (S (ADJP (ADJP (RB All)) (PRN (PP (JJ right)) (, ,))))))"
[69],"(ROOT (NP (S (NP (PRP you)) (, ,) (NP (PRP you)) (VP (VBP sound) (SBAR (IN like) (S (NP (PRP you)) (VP (VBP 're) (PP (IN into) (NP (NP (DT the) (NN technology)) (PP (IN of) (NP (NP (PRP it)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ is)))) (, ,))))))))))))"
[70],"(ROOT (S (INTJ (UH yeah)) (, ,) (NP (PRP I)) (VP (VBP agree)) (. .)))"
[66],"(ROOT (S (ADVP (RB Just)) (, ,) (PP (RB just) (PP (IN from) (NP (NP (DT a) (JJ technical) (NN point)) (PP (IN of) (NP (NN view)))))) (, ,) (NP (DT that)) (VP (VBZ interests) (S (NP (NP (PRP me)) (. .) (S (VP (RB Not) (TO to) (VP (VB kill) (NP (NP (NP (NN anybody)) (PP (IN with) (NP (PRP it)))) (CC or) (NP (NP (NN anything)) (PP (IN with) (NP (PRP it)))))))))) (, ,) (CC but) (SBAR (NP (RB just) (DT the) (NN fact)) (IN that) (S (NP (NP (DT a) (NN piece)) (PP (IN of) (NP (NP (NN mechanism)) (PP (IN like) (NP (DT that)))))) (VP (MD could) (VP (VB be) (VP (VBN made) (S (VP (TO to) (VP (VB be) (ADJP (RB so) (JJ accurate))))))))))) (. .)))"
[71],"(ROOT (S (CC And) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (CC and)) (, ,) (ADVP (RB again)) (, ,) (NP (PRP I)) (VP (VBP 'm) (SBAR (S (, ,) (S (NP (PRP$ my) (JJ entire) (NN family)) (VP (VBP are))) (, ,) (NP (PRP they)) (VP (VBP are) (NP (DT all) (NNS hunters))))))))"
[73],"(ROOT (PRN (CC and) (S (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (NP (PRP they)) (, ,) (SBAR (S (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB appreciate) (NP (PRP$ my) (NN stand))))))) (, ,))))"
[72],(ROOT (INTJ (UH Uh-huh) (. .)))
"[74, 76]","(ROOT (FRAG (CC and) (NP (NP (PRP I)) (SBAR (S (NP (PRP I)) (VP (VBP have) (S (NP (DT no)) (, ,) (NP (PRP I)) (ADVP (RB really)) (VP (VBP have) (NP (NP (DT no) (NN problem)) (PP (IN with) (NP (NNS sports) (NNS hunters))))))))) (. .))))"
[77],(ROOT (S (NP (PRP I)) (ADVP (RB really)) (VP (VBP do) (RB n't)) (. .)))
[78],"(ROOT (S (S (NP (PRP It)) (BES 's) (SBAR (WHADVP (RB just) (WRB when)) (S (S (NP (PRP they)) (VP (VBP come) (ADVP (RB out)))) (CC and) (S (NP (PRP they)) (VP (VBP say) (SBAR (S (NP (PRP they)) (VP (VBP need) (NP (DT an) (NNP Uzi)) (SBAR (IN in) (NN order) (S (VP (TO to) (VP (VB do) (NP (DT some) (ADJP (JJ accurate) (CC or) (JJ decent)) (NN deer) (NN hunting))))))))))))) (, ,) (NP (PRP I)) (VP (VBP think))) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (DT that)) (VP (BES 's) (ADJP (RB totally) (JJ outrageous)))))) (. .)))"
[79],"(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (BES 's) (SBAR (S (NP (VBG happening)) (VP (VBZ is) (NP (NP (NNS people)) (SBAR (S (VP (VBP are) (VP (VBG losing))))))))) (, ,)))))"
[75],(ROOT (INTJ (UH Yeah) (. .)))
[80],(ROOT (S (NP (PRP they)) (VP (VBP seem) (S (VP (TO to) (VP (VB be) (VP (VBG losing) (NP (PRP$ their) (JJ common) (NN sense)) (PP (IN over) (NP (DT the) (NN issue)))))))) (. .)))
[81],(ROOT (INTJ (UH Yeah) (. .)))
"[82, 84]","(ROOT (S (CC And) (S (NP (NP (DT the) (NN issue)) (, ,) (VP (VBZ is)) (, ,)) (NP (DT the) (NN issue)) (VP (VBZ is) (VP (VBG becoming) (NP (DT the) (NN focus))))) (CC and) (RB not) (S (NP (WP what)) (VP (VBZ is) (ADVP (RB actually)) (VP (VBG happening) (PP (IN with) (NP (NNS guns)))))) (. .)))"
[83],X
