[1],(ROOT (S (VP (VBN Damned) (SBAR (IN if) (S (NP (PRP I)) (VP (VBP know))))) (. .)))
[39],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH okay) (. .))))"
[38],"(ROOT (S (CC but) (, ,) (PP (IN in) (NP (NN fact))) (, ,) (PP (IN in) (NP (DT some) (NNS cases))) (NP (DT that)) (VP (BES 's) (SBAR (WHNP (WP what)) (S (NP (PRP we)) (VP (MD ought) (S (VP (TO to) (VP (VB do)))))))) (. .)))"
[40],"(ROOT (S (ADVP (RB So)) (, ,) (VP (VB start) (ADVP (XX MUMBLEx))) (. .)))"
[41],"(ROOT (S (NP (RB Not) (NNPS Reaganomics)) (, ,) (VP (VB thank) (NP (PRP you))) (. .)))"
[42],"(ROOT (S (ADVP (CC But)) (, ,) (NP (DT that)) (VP (BES 's) (RB not) (VP (VBG going) (S (VP (TO to) (VP (VB work) (PRN (, ,) (INTJ (UH uh)) (, ,)))))))))"
[44],(ROOT (INTJ (UH Huh) (. .)))
[43],"(ROOT (S (S (INTJ (UH Uh)) (, ,) (X (WP what)) (NP (PRP I)) (VP (VBD was) (VP (VBG thinking) (ADVP (JJR more) (IN along))))) (NP (NP (DT the) (NNS lines)) (PP (IN of))) (VP (VBZ is) (NP (NP (NN start)) (VP (VBG going) (PP (IN to) (NP (NN space)))))) (. .)))"
[45],(ROOT (S (CC And) (NP (DT that) (NN way)) (ADVP (RB just)) (VP (VB create) (NP (NP (JJR more) (NNS jobs)) (PP (CC or) (NP (WDT whatever))))) (. ?)))
[47],(ROOT (INTJ (UH Huh) (. .)))
[46],"(ROOT (S (INTJ (UH Well)) (, ,) (ADVP (IN at) (NP (DT some) (NN point))) (NP (EX there)) (, ,) (NP (EX there)) (VP (MD will) (VP (VB be) (NP (NP (JJ enough) (NNS jobs)) (PP (IN for) (NP (NP (JJS most)) (PP (IN of) (NP (NP (DT the) (XX ab-)) (, ,) (NP (JJ able-bodied) (NNPS Americans))))))))) (. .)))"
[48],"(ROOT (S (, ,) (INTJ (UH well)) (, ,) (NP (DT that)) (VP (BES 's) (NP (DT a) (JJ neat) (NN idea))) (. .)))"
[50],"(ROOT (INTJ (UH Yeah) (, ,)))"
[51],"(ROOT (NP (NP (DT that)) (PRN (BES 's) (SBAR (WHNP (WHNP (WP what)) (, ,) (NP (DT that)) (BES 's)) (FRAG (WHNP (WP what)))) (, ,))))"
[52],"(ROOT (S (ADVP (XX yo-)) (, ,) (NP (PRP you)) (VP (VBP think) (SBAR (S (NP (NN space)) (VP (MD would) (VP (VB do) (ADJP (RB that) (JJ much)) (PP (IN for) (NP (DT that))))))))))"
[49],"(ROOT (S (NP (PRP We)) (ADVP (RB also)) (VP (VBP need) (S (VP (TO to))) (, ,) (S (INTJ (UH uh)) (, ,) (VP (VB assure) (SBAR (IN that) (S (NP (EX there)) (VP (BES 's) (NP (DT some) (NN work)) (PP (IN in) (NP (DT the) (JJ private) (NN sector))))))))) (. .)))"
[54],(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP it)) (VP (MD would) (VP (VB do) (NP (NN something)) (PP (IN for) (NP (PRP it)))))))) (. .)))
[55],(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP we)) (VP (MD would) (VP (VB fill) (PRT (RP up)) (NP (JJ new) (NNS technologies))))))) (. .)))
[53],"(ROOT (FRAG (CC or) (ADVP (, ,))))"
[56],(ROOT (S (CC But) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP we)) (VP (MD should) (ADVP (RB also)) (VP (VB do) (NP (NN something)) (PP (RB rather) (ADJP (JJ radical)))))))) (. .)))
[57],(ROOT (FRAG (PP (IN Like) (NP (WP what))) (. ?)))
[59],"(ROOT (S (S (INTJ (UH Oh)) (, ,) (NP (PRP you)) (VP (VBP think))) (, ,) (NP (PRP you)) (VP (VBP think) (SBAR (S (NP (DT that)) (VP (MD would) (PRN (, ,) (INTJ (UH uh)) (, ,)) (VP (VB have) (NP (DT a) (JJ major) (NN effect))))))) (. ?)))"
[58],(ROOT (S (VP (VB Legalize) (NP (NN marijuana))) (. .)))
[60],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (DT that)) (VP (MD would) (VP (VB put) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS criminals)))) (ADVP (IN out) (PP (IN of) (NP (NP (NN business)) (PP (IN for) (NP (DT a) (NN while)))) (ADVP (RB anyway)))))) (. .)))"
[61],(ROOT (FRAG (WHNP (WP What)) (. ?)))
[63],"(ROOT (INTJ (INTJ (UH Yes)) (, ,) (INTJ (UH uh) (, ,))))"
[64],"(ROOT (FRAG (PP (UH okay)) (, ,)))"
[65],(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP it)) (VP (MD would) (VP (VB take) (NP (NP (DT some)) (PP (IN of) (NP (DT that) (NN money)))) (PP (IN out) (IN of) (NP (NP (DT the) (NNS hands)) (PP (IN of) (NP (NNS criminals)))))))))) (. .)))
[62],"(ROOT (S (ADVP (XX Th-)) (, ,) (NP (DT that)) (VP (MD might) (VP (VB have) (NP (NP (ADJP (DT a) (PRN (, ,) (INTJ (UH uh)) (, ,))) (DT a) (JJ good) (NN effect)) (PP (IN on) (S (VP (PRN (, ,) (PP (IN on)) (, ,)) (PP (IN on) (NP (NN crime))))))) (ADVP (RB anyway)))) (. .)))"
[66],"(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP it)) (VP (MD would) (VP (VB put)) (, ,) (VP (VB reduce) (NP (NP (DT the) (NN amount)) (PP (IN of) (NP (GW carry) (^NN on) (NN drug) (NN use)))) (SBAR (WHADVP (WRB where)) (S (NP (NNS people)) (VP (VBP advance) (PP (IN from) (NP (NP (CD one) (NN drug)) (PP (IN to) (NP (DT another))))))))))))) (. .)))"
[67],(ROOT (S (NP (DT That)) (VP (BES 's) (ADVP (RB probably)) (ADJP (JJ true))) (. .)))
[68],"(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (IN that) (, ,) (S (NP (PRP I)) (VP (VBP think) (S (ADVP (RBS most) (RB importantly)) (NP (PRP it)) (VP (MD would) (VP (VB give) (NP (DT the) (JJ federal) (NN government) (NN something)) (NP (NP (JJ new)) (SBAR (WHNP (WDT that)) (S (NP (PRP they)) (VP (MD could) (VP (VB tax))))))))))))) (. .)))"
[70],(ROOT (FRAG (CC And) (PP (ADVP (RB probably) (NP (DT a) (NN lot))) (IN of))))
[69],(ROOT (FRAG (CC And) (ADVP (RB probably) (NP (DT a) (NN lot))) (PP (IN of)) (. .)))
[72],(ROOT (INTJ (UH Yeah)))
[71],(ROOT (FRAG (CC and) (VP (ADVP (RB really)) (VB receive) (NP (DT some) (NNS revenues)) (PP (IN from))) (. .)))
[73],"(ROOT (FRAG (PP (CC but) (NP (NP (DT that)) (BES 's) (ADVP (RB potentially)))) (, ,)))"
[75],"(ROOT (INTJ (INTJ (UH Uh-huh)) (, ,) (INTJ (UH huh) (. .))))"
[76],"(ROOT (INTJ (UH No) (, ,)))"
[74],"(ROOT (S (S (FRAG (INTJ (UH Uh)) (, ,) (ADVP (IN if))) (NP (PRP you)) (VP (VBP look) (PP (IN at) (NP (NN prohibition))) (ADVP (RB historically)))) (, ,) (GW it) (S (NP (^PRP$ 's) (NN repeal)) (VP (VBD helped) (NP (NP (DT the) (JJ federal) (NN government)) (NP (DT a) (NN lot))) (PP (IN in) (NP (NN tax) (NNS revenues))))) (. .)))"
[77],(ROOT (S (NP (PRP I)) (VP (VBD had) (ADVP (RB never)) (VP (VBN thought) (PP (IN about) (NP (DT that))))) (. .)))
"[78, 80]","(ROOT (S (S (ADVP (RB Then)) (NP (PRP I)) (VP (VBP think) (SBAR (RB once) (S (NP (PRP we)) (VP (VBP put) (NP (NN money)) (ADVP (RB back) (PP (IN into) (NP (DT the) (XX cof-)))) (, ,) (PP (IN in) (NP (NP (DT the) (NNS coffers)) (PP (IN of) (NP (DT the) (JJ federal) (NN government)))))))))) (, ,) (CC and) (S (S (VP (VBP get) (NP (DT the) (JJ federal) (NN government)) (PP (IN to) (SBAR (WHADVP (WRB where)) (S (NP (EX there)) (VP (BES 's) (NP (NN money)) (ADVP (RB there) (RB again)))))))) (, ,) (NP (PRP we)) (VP (MD should) (VP (VB reduce) (NP (NP (DT the) (NN amount)) (PP (IN of) (NP (NN money)))))) (, ,))))"
[81],"(ROOT (FRAG (CC and) (NP (NP (DT this)) (SBAR (S (VP (MD would) (VP (VB have) (S (VP (TO to) (VP (VB come) (ADVP (RB rather) (RB quickly)) (PRN (, ,) (CC and) (VP (MD would) (VP (VB have) (S (VP (TO to) (VP (VB come) (ADVP (RB originally)) (ADVP (RB also))))) (SBAR (WHADVP (WRB where)) (S (NP (PRP we)) (VP (VBP 're) (RB not) (VP (VBG paying))))))) (, ,))))))))))))"
[79],(ROOT (INTJ (UH Uh-huh) (. .)))
[82],"(ROOT (S (S (PP (IN in) (NP (DT some) (NNS cases))) (NP (PRP we)) (VP (VBP do) (S (VP (VB pay) (ADVP (RBR more)) (, ,) (PP (IN for) (NP (NN welfare) (NNS recipients))))) (S (VP (TO to) (VP (VB live) (ADVP (RB then))))))) (NP (PRP they)) (VP (MD can) (VP (VB earn) (PP (IN in) (NP (DT the) (JJ true) (JJ minimum) (NN wage) (NN environment))))) (. .)))"
[83],"(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (JJ true) (SBAR (S (NP (PRP we)) (VP (VBP do) (PRN (, ,) (SBAR (X (ADVP (RB often)) (NP (NNS times))) (S (NP (PRP they)) (VP (VBP are) (VP (VBN paid) (S (ADJP (JJR more))))))) (, ,)) (NP (UH yeah))))))) (. .)))"
[84],(ROOT (S (CC And) (NP (PRP you)) (VP (MD ca) (RB n't) (VP (VB deny) (NP (NNS people)) (NP (NP (DT the) (NN right) (S (VP (TO to) (VP (VB supply) (NP (PRP$ their) (NNS families)) (ADVP (RBR better)) (PP (IN through) (NP (WDT whatever))))))) (NP (NNS means))))) (. .)))
[85],(ROOT (INTJ (UH Right) (. .)))
[87],"(ROOT (NP (NP (DT That)) (PRN (BES 's) (SBAR (WHNP (RB just) (WP what)) (FRAG (PP (IN on) (NP (PRP$ their) (NN part))))) (, ,))))"
[88],"(ROOT (S (NP (PRP I)) (VP (VBP 'm) (ADJP (JJ sorry))) (, ,)))"
[86],(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (RB just) (JJ sensible) (PP (IN on) (NP (PRP$ their) (NN part))))) (. .)))
[89],(ROOT (S (NP (PRP I)) (VP (VBD missed) (NP (DT that))) (. .)))
[91],(ROOT (INTJ (UH Oh) (. .)))
"[90, 92]","(ROOT (S (NP (PRP It)) (VP (BES 's) (ADJP (RB just) (JJ sensible)) (PP (IN on) (NP (PRP$ their) (NNS parts))) (, ,) (S (VP (TO to) (VP (VB go) (PP (IN after) (NP (NP (DT the)) (, ,) (NP (DT the)) (, ,))) (NP (NP (DT the) (JJR greater) (NN amount)) (PP (IN of) (NP (NN income)))))))) (. .)))"
[93],(ROOT (INTJ (UH Uh-huh) (. .)))
[95],"(ROOT (NP (NP (DT That)) (, ,) (NP (NP (DT that)) (PP (RB maybe) (ADJP (JJ true)))) (. .)))"
[94],"(ROOT (S (RB So) (, ,) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP lower) (NP (NP (DT the) (NN amount)) (SBAR (S (NP (PRP they)) (VP (VB make) (CC and) (VB raise) (NP (DT the) (NN amount)) (PP (IN of) (NP (JJ true) (JJ minimum) (NN wage) (NNS jobs))) (, ,) (FRAG (RB not) (NP (DT those)))))) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (VP (JJ affected) (PP (IN by) (NP (DT the) (JJ federal) (JJ minimum) (NN wage))))))))))) (, ,) (NP (RB then) (JJR more) (NNS people)) (VP (MD will) (VP (VB get) (PP (IN off) (NP (NN welfare))))) (. .)))"
[96],(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (RB very) (JJ true))) (. .)))
[97],"(ROOT (S (NP (PRP You)) (VP (VBP know) (, ,) (S (VP (VB give) (NP (PRP them)) (NP (DT a) (JJ true) (NN incentive) (S (VP (TO to) (VP (VB want) (S (VP (TO to) (VP (VB work))))))))))) (. .)))"
[98],(ROOT (INTJ (UH Right) (. .)))
[100],"(ROOT (FRAG (PP (UH Right)) (, ,)))"
[99],(ROOT (S (CC And) (RB then) (VP (VBP do) (RB n't) (VP (VB start) (S (VP (VBG letting) (NP (JJR more) (NNS outsiders)) (PP (IN in) (PP (IN for) (NP (DT a) (JJ few) (NNS years)))))) (SBAR (IN until) (S (NP (PRP we)) (VP (VBP figure) (PRT (RP out)) (SBAR (WHADVP (RB exactly) (WRB where)) (S (NP (PRP we)) (VP (VBP 're) (PP (IN at) (PP (IN with) (NP (NN unemployment)))))))))))) (. .)))
[101],"(ROOT (S (NP (DT that)) (VP (BES 's) (NP (DT a))) (, ,)))"
[103],(ROOT (INTJ (UH Huh) (. .)))
[105],"(ROOT (INTJ (UH Yeah) (, ,)))"
"[102, 104]","(ROOT (S (VP (VP (VB Reduce) (NP (NN immigration))) (, ,) (CC or) (VP (VB eliminate) (NP (PRP it)) (ADVP (RB entirely)) (PP (IN for) (NP (DT a) (JJ few) (NNS years))) (, ,) (SBAR (IN until) (S (NP (PRP we)) (VP (VBP get) (NP (PRP$ our) (JJ own) (NN house)) (PP (IN in) (NP (NN order)))))))) (. .)))"
[107],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH absolutely) (, ,))))"
[108],(ROOT (INTJ (UH absolutely) (. .)))
[110],"(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (JJ right))) (, ,)))"
[111],"(ROOT (S (SBAR (WHADVP (WRB when)) (S (NP (PRP we)) (VP (VBP 're) (PP (IN in) (NP (NP (DT a) (NN world)) (PP (IN of) (NP (NN hurt)))))))) (, ,) (INTJ (UH well)) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (PRN (, ,) (S (NP (PRP I)) (VP (VBP 'm) (RB not) (VP (VBG going) (S (VP (TO to) (VP (VB say) (SBAR (IN that) (S (NP (PRP we)) (VP (MD ought) (S (VP (TO to) (VP (VB re))))))))))))) (, ,)) (VB reduce) (NP (PRP them)) (PP (IN through) (NP (JJ legal) (NNS means))))) (. .)))"
[106],"(ROOT (S (CC and) (ADVP (RB maybe)) (SBAR (RB even) (S (S (VP (VB reduce))) (, ,) (XX al-) (, ,) (ADVP (IN along) (NP (DT the) (JJ same) (NNS lines))) (, ,) (S (VP (ADVP (RB maybe)) (VB reduce) (NP (NP (NNS imports)) (PP (IN as) (ADVP (RB well)))))))) (, ,) (NP (PRP I)) (VP (VBP think)) (. .)))"
[113],"(ROOT (FRAG (PP (UH Right)) (, ,)))"
[114],"(ROOT (S (FRAG (INTJ (UH well)) (, ,) (NP (DT that))) (, ,) (NP (DT that)) (VP (BES 's) (SBAR (WHNP (WP what)) (S (VP (VBD happened) (PP (IN in) (NP (JJ other) (NN country))) (ADVP (RB though)))))) (. .)))"
[115],"(ROOT (S (CC And) (NP (NP (JJ other) (NNS places)) (SBAR (S (NP (PRP they)) (VP (VBP tax) (NP (PRP us)))))) (ADVP (RB quite)) (VP (XX ha-)) (, ,)))"
[116],"(ROOT (S (S (NP (PRP I)) (VP (VBP mean))) (, ,) (NP (PRP they)) (VP (VBP tax) (NP (JJ American) (NNS imports)) (ADVP (RB quite) (RB heavily))) (. .)))"
[117],"(ROOT (S (ADVP (RB So)) (, ,) (ADVP (PRP we)) (VP (MD could) (VP (VB do) (NP (DT the) (JJ same) (NN thing)))) (, ,)))"
[118],"(ROOT (S (NP (PRP I)) (VP (VBP mean) (, ,) (PP (RB just))) (, ,)))"
[112],(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP we)) (VP (MD ought) (S (VP (TO to) (VP (ADVP (RB just)) (VB tax) (NP (PRP them)) (ADVP (RB severely))))))))) (. .)))
[119],"(ROOT (PRN (CC and) (S (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (SBAR (S (NP (PRP they)) (VP (MD may) (VP (VB get)))))) (, ,))))"
[121],"(ROOT (FRAG (PP (UH Right)) (, ,)))"
[122],"(ROOT (S (NP (PRP it)) (VP (VBZ does) (VP (VB seem) (NP (RB only) (JJ fair)))) (, ,)))"
[120],(ROOT (S (NP (PRP It)) (VP (VBZ seems) (ADJP (RB only) (JJ fair))) (. .)))
[123],"(ROOT (S (S (NP (PRP I)) (VP (VBP mean))) (, ,) (FRAG (WHADVP (WRB why) (RB not))) (. .)))"
[124],"(ROOT (S (CC And) (NP (PRP I)) (VP (VBP think) (SBAR (S (SBAR (ADVP (RB really)) (IN if) (S (NP (PRP we)) (VP (VBD got) (SBAR (S (NP (NP (PDT all) (DT those)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (ADJP (JJ able-bodied) (PP (IN into) (NP (DT the) (NN work) (NN force)))))))) (VP (VBD reduced) (SBAR (S (NP (NP (DT the) (NN amount)) (VP (VBG going) (ADVP (RB out)) (PP (IN for) (NP (DT those) (NNS purposes))))) (, ,) (VP (VBD created) (NP (JJ new) (NNS jobs)) (PP (IN for) (NP (DT that) (NN work) (NN force)))))))))))) (, ,) (NP (EX there)) (VP (MD would) (VP (VB be) (NP (NP (NN plenty)) (PP (IN of) (NP (NN money))))))))) (. .)))"
[125],(ROOT (S (NP (PRP I)) (VP (VBP think) (ADVP (RB so))) (. .)))
[127],(ROOT (INTJ (UH Yes) (. .)))
"[126, 128]","(ROOT (FRAG (CC And) (NP (NP (NP (RB then)) (PP (IN at) (NP (DT that) (NN point)))) (, ,) (NP (VP (VB quit) (NP (VBG spending))) (PP (IN on) (NP (NN space))))) (. .)))"
[129],"(ROOT (FRAG (PP (UH Oh) (NP (JJ real))) (, ,)))"
[131],"(ROOT (S (INTJ (UH Oh)) (, ,) (ADVP (RB really)) (NP (PRP I)) (VP (VBP love) (NP (DT the) (NN switch))) (. .)))"
[132],"(ROOT (S (S (FRAG (INTJ (UH Well)) (, ,) (PP (IN at) (NP (DT that) (NN point)))) (NP (PRP you)) (VP (MD might))) (, ,) (NP (PRP we)) (, ,) (S (ADJP (XX i-))) (, ,) (ADVP (XX i-)) (, ,) (NP (PRP it)) (VP (VP (MD would) (RB n't) (VP (VB be) (NP (DT a) (NN problem)) (ADVP (RB anymore)) (ADVP (RB possibly)))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)))))"
[130],"(ROOT (S (VP (VB Force) (NP (PRP it)) (PP (DT all) (IN into) (NP (NP (DT the)) (, ,) (PP (IN into) (NP (DT the) (JJ private) (NN sector)))))) (. .)))"
"[133, 135]","(ROOT (S (NP (PRP we)) (VP (MD would) (VP (VB be) (, ,) (SBAR (S (NP (PRP we)) (VP (MD would) (VP (VB be) (ADJP (JJ able) (S (VP (TO to) (VP (VB keep) (NP (PRP it)) (SBAR (WHADVP (WRB wherever)) (S (NP (PRP we)) (VP (VBD wanted) (PP (TO to)) (PP (IN in) (NP (NP (NN space)) (CC or) (NP (DT the) (NN ocean) (NN research))))))))))) (SBAR (WHNP (WDT whatever)) (S (NP (PRP we)) (VP (VBD wanted) (S (VP (TO to) (VP (VB do))))))))))))) (, ,)))"
[134],(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (JJ right))) (. .)))
[136],"(ROOT (S (CC but) (ADVP (PRP I)) (VP (VBP think) (NP (DT the))) (, ,)))"
"[137, 139]","(ROOT (S (INTJ (UH Uh)) (, ,) (NP (NN space)) (VP (VBD was) (NP (NP (RB just) (DT a) (ADJP (JJ convenient)) (NN place)) (PP (IN for) (NP (PRP me))) (S (VP (TO to) (VP (VB go) (SBAR (IN because) (S (NP (DT that)) (VP (MD would) (VP (VB put) (NP (NP (DT a) (NN lot)) (PP (IN of)))))))))) (, ,) (NP (DT a) (NN lot)))) (IN of)))"
[138],(ROOT (INTJ (UH Right) (. .)))
[140],"(ROOT (S (NP (NP (NNP Millspec)) (CC and) (NP (NNP NASA) (NN work))) (VP (VBZ operates) (PP (IN to) (NP (DT the) (JJ same))) (S (VP (VBG demanding) (NP (NNS specifications)))) (, ,))))"
[141],(ROOT (INTJ (UH Uh-huh) (. .)))
[143],"(ROOT (FRAG (PP (UH Right)) (, ,)))"
[144],(ROOT (S (VP (VBN compared) (PP (IN to) (NP (NN defense)))) (. .)))
[145],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (DT that)) (VP (BES 's) (NP (DT a) (JJ good) (NN idea))) (. .)))"
[146],"(ROOT (FRAG (INTJ (UH Well)) (, ,) (NP (PRP it)) (, ,)))"
[142],(ROOT (S (NP (DT that)) (VP (MD would) (VP (VB put) (NP (NP (DT a) (NN bunch)) (PP (IN of) (NP (NN defense) (NNS workers)))) (PP (ADVP (RB back)) (IN to) (NP (NN work))))) (. .)))
