[0],"(ROOT (FRAG (PP (UH Okay)) (, ,)))"
[46],"(ROOT (S (INTJ (UH Well)) (, ,) (ADVP (RB actually)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (DT that)) (VP (BES 's) (NP (DT the) (NN breed) (NN standard)) (PP (IN for) (NP (NNS females)))) (. .)))"
[45],(ROOT (S (NP (PRP She)) (VP (BES 's) (PP (IN like) (NP (CD fifty-five) (NNS pounds)))) (. .)))
[47],"(ROOT (FRAG (PP (WP What) (NP (PRP you))) (, ,)))"
[49],"(ROOT (FRAG (PP (UH yeah)) (, ,)))"
[48],(ROOT (S (VP (VBZ Is) (NP (PRP it))) (. ?)))
[50],"(ROOT (S (SBAR (WHNP (WP what)) (S (NP (PRP you)) (VP (VBP see) (VP (VBN shown) (CC and) (VBN bred) (PP (ADVP (RB now)) (IN as) (NP (NP (NNP Golden) (NNPS Retrievers)) (, ,) (NP (DT this)))))))) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (PP (CC plus) (NP (CD eighty))) (PP (IN to) (NP (DT a) (CD hundred) (NN pound) (NN range)))) (. .)))"
[51],(ROOT (INTJ (UH Uh-huh) (. .)))
[52],(ROOT (S (NP (DT That)) (VP (VBZ is) (RB not) (NP (NN breed) (NN standard))) (. .)))
[54],(ROOT (S (NP (CD Fifty-five)) (VP (VBZ is) (NP (DT the) (NN minimum)))))
[55],(ROOT (S (CC but) (NP (PRP they)) (ADVP (RB usually)) (VP (VBP run) (NP (NP (QP (RB about) (CD sixty))) (PP (IN to) (NP (CD sixty-five))))) (. .)))
[53],(ROOT (INTJ (UH Huh) (. .)))
[56],"(ROOT (S (CC And) (NP (NP (DT the) (NNS ones)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (VP (VBN shown)))))) (, ,) (NP (PRP they)) (VP (VBP are) (PP (IN inside) (NP (DT that) (NN weight) (NN allowance)))) (. .)))"
[57],(ROOT (INTJ (UH Uh-huh) (. .)))
[58],"(ROOT (S (NP (PRP You)) (VP (MD can) (RB not) (VP (VB show) (NP (PRP$ your) (NN retriever)) (SBAR (IN if) (S (NP (PRP it)) (VP (BES 's) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (NP (QP (DT a) (CD hundred))) (PP (CC plus) (NP (NNS pounds))))))))) (. .)))"
[59],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH huh) (. .))))"
[61],(ROOT (INTJ (UH Yeah) (. .)))
[63],(ROOT (S (NP (PRP She)) (VP (BES 's) (ADJP (JJ perfect))) (. .)))
"[60, 62]","(ROOT (S (S (ADVP (RB So)) (VP (VBP do) (RB n't) (VP (VB say) (S (NP (PRP she)) (ADJP (BES 's) (JJ small)))))) (, ,) (ADVP (RB just)) (VP (VBP say) (SBAR (S (NP (PRP she)) (VP (BES 's) (ADJP (JJ perfect)))))) (. .)))"
[64],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP she)) (VP (HVS 's) (VP (VBN got) (NP (NP (DT a) (JJ brown) (NN nose)) (ADJP (IN instead) (PP (IN of) (ADJP (JJ black))))) (ADVP (RB too)))) (. .)))"
[65],(ROOT (INTJ (UH Uh-huh) (. .)))
"[66, 68]","(ROOT (S (SBAR (WHNP (WDT Which)) (S (VP (VBZ makes) (NP (PRP$ her))))) (, ,) (NP (PRP I)) (VP (VBP guess) (, ,) (NP (JJ unshowable)) (, ,) (SBAR (RB even) (IN if) (S (NP (PRP she)) (VP (VBD had) (NP (NP (NNS papers)) (SBAR (WHNP (WDT which)) (S (NP (PRP she)) (VP (VBZ does) (RB n't)))))))))))"
[69],"(ROOT (S (CC but) (, ,) (S (CC but) (NP (PRP we)) (VP (VBP love) (NP (PRP$ her)) (ADVP (RB anyway)))) (. .)))"
[70],(ROOT (S (NP (PRP She)) (VP (BES 's) (NP (NP (RB just) (DT a) (NN lot)) (PP (IN of) (NP (NN company)))) (PP (IN to) (NP (PRP us)))) (. .)))
[71],"(ROOT (S (NP (PRP We)) (VP (VBD did) (RB n't)) (, ,)))"
[72],(ROOT (S (NP (PRP we)) (VP (VBP have) (RB n't) (VP (VBN had) (NP (DT any) (NNS kids))))))
[73],"(ROOT (PRN (CC and) (S (NP (PRP we)) (VP (VBP 're) (VP (VBG expecting) (NP (DT a) (NN baby)) (NP (DT this) (NN summer)))) (, ,))))"
[74],"(ROOT (FRAG (CC but) (ADVP (IN up)) (SBAR (IN until) (S (ADVP (RB then)) (, ,) (NP (PRP she)) (VP (HVS 's) (VP (VBN been) (NP (PRP$ our) (NN substitute) (NN kid))))))))"
[67],(ROOT (INTJ (UH Yep) (. .)))
[75],(ROOT (S (CC and) (NP (PRP she)) (VP (VBD was) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN fun))))) (. .)))
[77],(ROOT (INTJ (UH Right) (. .)))
"[76, 78, 80]","(ROOT (NP (S (S (INTJ (UH Well)) (, ,) (NP (PRP they)) (VP (VBP are))) (, ,) (NP (PRP they)) (VP (VBP are) (NP (DT the) (JJ ultimate) (NN dog) (S (VP (TO to) (VP (VB have) (NP (NP (IN around) (NNS kids)) (SBAR (FRAG (ADVP (RB so) (RB long)) (SBAR (IN as) (S (NP (PRP$ your) (NN kid)) (VP (VBZ is) (RB not) (ADJP (JJ scared) (PP (IN of) (NP (DT a) (JJ big) (NN dog)))) (, ,) (SBAR (IN because) (S (NP (PRP I)) (VP (VBD had) (NP (NP (DT a) (NN retriever)) (, ,) (ADVP (RB actually)) (SBAR (S (NP (PRP I)) (VP (VBD had) (NP (DT a) (NN retriever) (NNP Irish) (NNP Setter) (NN cross)))))))))))) (. .))) (SBAR (WHNP (WDT Which)) (S (VP (VBZ is) (NP (DT a) (ADJP (RB really) (JJ nice)) (NN animal))))))))))))))"
[81],(ROOT (PRN (CC and) (ADJP (RB fortunately) (SBAR (S (NP (PRP it)) (VP (VBD was) (ADVP (RB just)) (PP (IN like) (NP (DT a) (NN retriever)))))))))
[79],(ROOT (INTJ (UH Oh) (. .)))
[82],(ROOT (S (CC and) (ADVP (RB then)) (NP (PRP I)) (VP (VBP 've) (VP (VBN had) (NP (DT a) (NN retriever)))) (. .)))
[84],(ROOT (S (NP (PRP It)) (VP (VBD was) (ADJP (JJ gorgeous))) (. .)))
[85],(ROOT (S (S (NP (PRP It)) (VP (VBD was) (ADJP (RB just) (JJ gorgeous))) (. .)) (NP (PRP I)) (VP (VBP mean) (ADJP (RB just) (JJ gorgeous))) (. .)))
[86],"(ROOT (S (INTJ (UH Um)) (, ,) (NP (CC and) (NP (NP (PRP they)) (NP (DT both)))) (, ,) (ADVP (PRP you)) (VP (VBP know)) (, ,)))"
[87],"(ROOT (S (NP (DT both) (NP (DT the) (JJ half) (NN breed)) (CC and) (NP (DT the) (JJ pure) (NN breed))) (VP (VBD had) (NP (NP (ADJP (DT the) (PRN (, ,) (INTJ (UH uh)) (, ,)))) (SBAR (WHNP (WP what)) (S (NP (PRP I)) (VP (VBP consider) (NP (NP (DT the)) (, ,) (NP (NP (DT the)) (, ,) (NP (DT the) (JJ perfect) (NN disposition))))))))) (. .)))"
[88],"(ROOT (S (CC But) (NP (PRP you)) (VP (VBP know) (SBAR (WHNP (WP what)) (, ,) (S (NP (PRP you)) (VP (VBP know) (SBAR (WHNP (WP what)) (S (VP (VBZ scares) (NP (PRP me)) (PP (IN about) (NP (NNP Golden) (NNPS Retrievers)))))))))) (. ?)))"
"[90, 92]","(ROOT (S (SBAR (IN Since) (S (NP (PRP they)) (VP (VBP 've) (VP (VBN become) (NP (NP (ADJP (RB so) (JJ popular) (SBAR (S (NP (PRP you)) (VP (VBP get) (SBAR (WHNP (WP what)) (S (NP (PRP I)) (VP (VBP call) (NP (NN backyard) (NNS breeders))) (. .))) (SBAR (WHNP (WDT Which)) (S (VP (VBZ is) (ADVP (ADVP (RB probably)) (SBAR (WHADVP (WRB where)) (S (NP (PRP$ yours)) (VP (VBD came) (ADVP (RB from)))) (. .)))))))))) (NNS People)) (SBAR (WHNP (WDT that)) (S (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP (WP what)) (S (S (NP (PRP they)) (VP (VBP 're) (VP (VBG doing)))) (, ,) (CC and) (S (NP (PRP they)) (VP (VBP breed) (NP (PRP them))))))))))))))) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (PP (IN for) (NP (DT a) (JJ certain) (NN characteristic)))) (. .)))"
[93],"(ROOT (S (CC And) (PP (IN in) (NP (DT the) (NNS retrievers))) (S (NP (PRP it)) (VP (VBZ happens) (S (VP (TO to) (VP (VB be) (S (NP (PRP they)) (VP (VBP like) (S (NP (PRP them)) (ADJP (JJ big)))))))))) (, ,) (IN for) (S (ADVP (RB somehow)) (NP (JJ big)) (VP (VBZ is) (VP (VBN perceived) (PP (IN as) (NP (DT the) (JJ better)))))) (. .)))"
[94],"(ROOT (S (CC And) (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP start) (S (VP (VBG doing) (SBAR (WHNP (DT that)) (S (NP (PRP you)) (ADVP (RB really)) (VP (VBP tamper) (PP (IN with)))))))))) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (S (NP (NP (DT the)) (, ,) (NP (PDT all) (DT the)) (, ,) (NP (NP (DT the) (NNS years)) (PP (PP (IN of)) (PRN (, ,) (INTJ (UH uh)) (, ,))))) (VP (VBG culling) (NP (NNS litters)))))))"
[83],(ROOT (S (NP (PRP I)) (VP (VBP bet) (SBAR (S (NP (PRP it)) (VP (VBD had) (NP (DT a) (JJ pretty) (NN coat)) (ADVP (RB too)))))) (. .)))
[95],"(ROOT (S (CC and) (, ,) (ADVP (CC and)) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP you)) (VP (VBP tamper) (PP (IN with) (SBAR (WHNP (WP what)) (S (ADVP (NP (DT the) (NN dog)) (RB innately)) (VP (VBZ is)))))) (. .)))"
[97],"(ROOT (S (NP (PRP We)) (VP (XX w-)) (, ,)))"
[98],"(ROOT (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBD was)) (, ,))))"
[96],(ROOT (INTJ (UH Yeah) (. .)))
"[99, 101]","(ROOT (S (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBD bought) (NP (PRP$ my)) (ADVP (RB last)) (PP (NP (NP (NN purebred) (NN retriever)) (SBAR (S (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (PRP I)) (VP (VBD looked) (ADVP (DT all) (RB over)) (SBAR (IN because) (S (NP (PRP I)) (VP (VBD wanted) (NP (NP (CD one)) (SBAR (WHNP (WDT that)) (S (ADVP (RB still)) (VP (VBD looked))))))))))))))) (IN like) (NP (DT a) (NN retriever)))))) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (NP (NP (DT the) (ADJP (ADJP (JJ short) (PP (IN to) (NP (NP (DT the) (NN ground)) (, ,) (ADJP (JJ stocky) (, ,) (JJ golden))))) (PRN (, ,) (INTJ (UH uh)) (, ,))) (ADJP (JJ trainable) (, ,) (JJ tractable) (, ,) (JJ quiet)) (NN animal)) (SBAR (WHNP (WDT that)) (S (VP (MD could) (VP (VP (VB hunt)) (CC and) (ADVP (RB still)) (VP (VB be) (PP (IN in) (NP (DT the) (NN house)))))))))) (. .)))"
[100],(ROOT (INTJ (UH Right) (. .)))
"[102, 104]","(ROOT (S (CC And) (NP (PRP I)) (VP (VBD ended) (PRT (RP up)) (S (VP (VBG getting) (NP (NP (CD one)) (SBAR (WHNP (WHNP (WDT that)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (VP (VBD came) (PP (IN out) (NP (NP (QP (IN of) (DT a))) (, ,) (NP (NP (DT a)) (, ,) (NP (DT a) (NN hunting) (NN stock))))) (SBAR (IN because) (S (NP (PRP I)) (VP (VBD wanted) (NP (NP (CD one)) (SBAR (WHNP (WDT that)) (S (VP (MD could) (ADVP (RB still)) (VP (VB perform) (SBAR (IN like) (S (NP (DT a) (NN retriever)) (VP (VBD did))))))))))))))))))) (. .)))"
[103],(ROOT (INTJ (UH Oh) (. .)))
"[105, 107]","(ROOT (S (CC And) (NP (PRP I)) (VP (VBP 've) (VP (VBN seen) (NP (NP (DT an) (JJ awful) (NN lot)) (PP (IN of) (NP (ADJP (ADVP (RB lately)) (ADJP (RB really) (JJ dumb)) (, ,) (ADJP (JJ dumb))) (NNS retrievers))))))))"
[106],X
[108],"(ROOT (S (S (CC and) (NP (PRP I)) (VP (VBP 'm))) (, ,) (CC and) (S (NP (PRP I)) (ADVP (RB really)) (VP (VBP fear) (PP (IN for) (NP (DT the) (NN breed))) (SBAR (IN because) (S (NP (PRP I)) (VP (VBP love) (NP (DT that) (NN breed))) (, ,)))))))"
[109],(ROOT (INTJ (UH Yeah) (. .)))
[111],(ROOT (S (NP (PRP We)) (VP (VBP have) (NP (DT some) (NNS friends)) (PP (IN with) (NP (NP (DT a) (NN brother)) (CC and) (NP (NN sister) (NNP Golden) (NN retriever)))))))
[112],"(ROOT (PRN (CC and) (S (NP (DT those) (NNS dogs)) (VP (VBP have) (VP (VBN been) (VP (VBG having) (NP (NNS seizures))))) (, ,))))"
[110],(ROOT (S (CC but) (NP (PRP I)) (ADVP (RB really)) (VP (VBP figure) (NP (UH right)) (SBAR (WHADVP (WRB when)) (S (NP (PRP it)) (VP (VBZ becomes) (ADJP (RB really) (JJ popular)) (SBAR (IN that) (S (NP (PRP it)) (VP (BES 's) (VP (VBG going) (S (VP (TO to) (VP (VB be) (ADJP (VBN ruined))))))))))))) (. .)))
[114],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yeah) (. .))))"
[116],(ROOT (S (NP (PRP You)) (VP (VBP bet) (NP (PRP you))) (. .)))
[117],(ROOT (S (NP (PRP You)) (VP (VBP bet) (NP (PRP you))) (. .)))
"[113, 115]",(ROOT (S (CC and) (NP (PRP I)) (VP (VBP wonder) (SBAR (IN since) (S (NP (NP (DT both)) (PP (IN of) (NP (PRP them)))) (VP (VBP are) (VP (VBG having) (NP (PRP them)) (SBAR (IN if) (S (NP (PRP it)) (VP (BES 's) (NP (NP (DT some) (NN kind)) (PP (IN of) (NP (NN breeding) (NN problem)))))))))))) (. .)))
[118],"(ROOT (SINV (S (NP (PRP You)) (VP (VBP know) (SBAR (WHADVP (WRB how)) (S (NP (PRP they)) (VP (VBD came) (PRT (RP up)) (PP (IN with) (NP (DT the) (NN retriever)))))))) (, ,) (VP (VBP do) (RB n't)) (NP (NP (PRP you)) (, ,) (NP (DT the) (NNP Golden))) (. ?)))"
[120],"(ROOT (S (NP (PRP It)) (VP (VBD was) (VP (VBN bred) (PRT (IN out)) (PP (IN of) (NP (JJ several) (JJ different) (NNS retrievers))))) (, ,)))"
[121],"(ROOT (S (CC and) (NP (PRP they)) (VP (VBD bred) (NP (NP (NP (PRP it)) (PP (PP (IN for) (NP (NP (NN companionship)) (ADVP (CC and)))) (PRN (, ,) (INTJ (UH uh) (, ,) (UH uh)) (, ,))) (NN disposition)) (CC and) (, ,) (CC and) (NP (NN ability))) (S (VP (TO to) (VP (VB hunt))))) (. .)))"
[119],(ROOT (INTJ (UH Huh-uh) (. .)))
[122],(ROOT (S (NP (PRP It)) (VP (VBD was) (VP (VBN kept) (ADVP (RB only)) (PP (IN by) (NP (NNS kings))))) (. .)))
[124],"(ROOT (S (CC But) (NP (PRP they)) (ADVP (RB selectively)) (VP (VBD culled) (NP (DT those) (NNS litters)) (PRN (, ,) (S (NP (PRP I)) (VP (VBP mean))) (, ,)) (PP (IN for) (NP (NP (JJ many) (NNS hundreds)) (PP (IN of) (NP (NNS years))))))))"
[125],"(ROOT (S (S (S (CC and) (S (SBAR (IN since) (S (NP (PRP it)) (VP (VBD slept) (PP (IN in) (NP (DT the) (NN castle))) (PP (IN with) (NP (PRP$ its) (NN master)))))) (, ,) (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (PRP it)) (VP (VBD had))))))) (, ,) (NP (PRP it)) (VP (VBD had) (S (VP (TO to) (VP (VB be) (PP (IN of) (NP (DT a) (NN disposition)))))) (S (VP (TO to) (VP (VB make) (NP (PRP it))))))) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (NP (NP (DT an) (NN animal)) (SBAR (S (NP (PRP you)) (VP (MD could) (VP (VB keep) (ADVP (IN around) (RB that)) (ADVP (RB closely)))))))) (. .)))"
[126],(ROOT (S (CC But) (NP (PRP they)) (VP (MD would) (VP (VP (VB go) (PP (IN through) (NP (PDT all) (DT the) (NNS litters)))) (CC and) (VP (VB destroy) (NP (DT the) (NNS puppies)) (SBAR (IN if) (S (NP (PRP they)) (VP (VBD were) (ADJP (NN anything) (JJ other) (PP (IN than) (ADJP (JJ perfect)))))))))) (. .)))
[123],(ROOT (INTJ (UH Oh) (. .)))
[127],"(ROOT (S (ADVP (RB Now)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (DT that)) (VP (VBZ seems) (PP (IN like) (NP (DT a) (JJ cruel) (NN thing))) (S (VP (TO to) (VP (VB do))))) (. .)))"
[128],(ROOT (INTJ (UH Yeah) (. .)))
[130],(ROOT (INTJ (UH Yeah) (. .)))
[131],(ROOT (S (NP (PRP They)) (VP (VBD did)) (. .)))
[133],"(ROOT (S (NP (PRP I)) (, ,) (NP (PRP I)) (VP (VBD had) (ADVP (RB never) (RB really)) (VP (VBN had) (NP (DT a) (NNP Golden) (NN retriever)) (ADVP (RB before)))) (. .)))"
[134],(ROOT (S (NP (PRP We)) (VP (VBD were) (VP (VBG going) (S (VP (TO to) (VP (VB get) (S (NP (DT a) (NN shepherd) (CC and) (NN something)) (ADJP (JJ mixed)) (SBAR (IN because) (S (NP (NP (PRP$ my) (NN husband) (POS 's)) (NN family)) (VP (VBD had) (VP (VBN had) (NP (NNS shepherds))))))))))))))
[135],"(ROOT (FRAG (PP (CC and) (NP (PDT all) (DT the) (NN other))) (, ,)))"
"[129, 132]","(ROOT (S (PP (IN On) (NP (DT the) (JJ other) (NN hand))) (, ,) (NP (PRP you)) (ADVP (RB sure)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (PRP they)) (ADVP (RB sure)) (VP (VBD created) (NP (NP (NP (DT a)) (, ,) (NP (DT a) (JJ wonderful) (NN breed)) (, ,)) (SBAR (S (NP (PRP I)) (VP (VBP mean) (NP (DT a) (JJ wonderful) (NN breed))))))) (. .)))"
[136],"(ROOT (S (S (NP (PRP we)) (VP (VBD looked) (PP (IN at) (NP (NP (DT some)) (PP (IN of) (NP (DT the) (NN shepherd) (NNS mixes))))))) (CC and) (S (NP (DT the) (NNS puppies)) (VP (VBD were) (NP (ADJP (ADJP (RB n't) (RB very)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NN social) (CC and) (NN stuff)))) (. .)))"
[138],(ROOT (S (CC And) (NP (PRP we)) (VP (VBD went) (PP (IN to) (NP (NP (DT a) (NN pen)) (PP (IN of) (NP (ADJP (NP (DT a) (JJ little) (NN bit)) (JJR bigger)) (NNS dogs))))))))
[139],(ROOT (S (CC and) (NP (PDT all) (DT the) (NNS others)) (VP (VBD were) (VP (VBG standing) (S (VP (VP (ADVP (RB there)) (VBG barking)) (CC and) (VP (VBG jumping) (ADVP (IN up) (CC and) (IN down))))))) (. .)))
[140],(ROOT (S (CC And) (NP (CD one) (NN dog)) (VP (MD would) (VP (VB stand) (S (VP (VP (ADVP (RB there)) (VBG wagging) (NP (PRP$ her) (NN tail))) (CC and) (VP (VBG smiling)))))) (. .)))
[137],(ROOT (INTJ (UH Uh-huh) (. .)))
"[141, 143]","(ROOT (S (CC And) (NP (DT that)) (, ,) (VP (VBD was) (NP (PRP mine))) (. .)))"
"[142, 144]","(ROOT (S (S (INTJ (UH Well)) (, ,) (S (NP (PRP I)) (VP (VBP tell) (NP (PRP you)))) (, ,) (S (NP (PRP you)) (VP (VBP know) (NP (DT the))))) (, ,) (NP (DT the) (NNP German) (NN shepherd)) (VP (VBZ is) (NP (NP (DT the) (JJ classic) (NN case)) (PP (IN of) (SBAR (WHNP (WP what)) (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG talking) (PP (IN about) (SBAR (IN because) (S (PP (IN in) (NP (NNP America))) (NP (DT that)) (VP (BES 's) (VP (VBN called) (NP (DT a) (NNP Rin) (NNP Tin) (NNP Tin) (NN phenomena)))))))))))))) (. .)))"
[145],(ROOT (INTJ (UH Uh-huh) (. .)))
[146],(ROOT (S (ADVP (RB Only) (PP (IN in) (NP (NNP America)))) (VP (VBZ is) (NP (EX there))) (NP (NP (DT a) (NN dog)) (VP (VBN called) (NP (DT a) (NNP German) (NNP Shepherd)))) (. .)))
