[0],"(ROOT (FRAG (INTJ (UH So)) (, ,) (NP (NP (NN P)) (NP (NN C) (NNS -s))) (, ,) (NP (JJ personal) (NNS computers)) (. .)))"
[76],(ROOT (S (NP (PRP They)) (ADVP (RB usually)) (VP (VBP have) (S (NP (PRP it)) (VP (VB space) (NP (DT the) (NNS words)) (PP (IN in) (NP (NP (DT a) (NN line)) (ADJP (IN rather) (PP (IN than) (S (VP (VB divide) (NP (DT a) (NN word))))))))))) (. .)))
[78],"(ROOT (S (ADVP (RB So)) (, ,) (NP (PRP you)) (VP (VBP see) (SBAR (S (, ,) (PP (IN like) (PP (IN in) (NP (DT a) (NN newspaper)))) (, ,) (NP (PRP they)) (VP (VBP typeset))))) (. .)))"
[77],(ROOT (INTJ (UH Uh-huh) (. .)))
[79],(ROOT (S (NP (PRP They)) (VP (VBP do) (RB n't) (ADVP (RB usually)) (VP (VB break) (NP (NNS words)) (PP (IN in) (NP (DT a) (NN newspaper))))) (. .)))
[80],(ROOT (INTJ (UH Right) (. .)))
[82],(ROOT (INTJ (UH Uh-huh) (. .)))
[81],"(ROOT (S (PP (IN If) (NP (DT the))) (, ,) (SBAR (IN if) (S (NP (CD one) (NN line)) (VP (VBZ is) (VP (VBG going) (S (VP (TO to) (VP (VB be) (ADJP (NP (DT a) (NN lot)) (JJR shorter) (PP (IN than) (NP (DT another) (NN line))))))))))) (, ,) (NP (PRP they)) (ADVP (RB just)) (VP (VBP add) (NP (NNS spaces)) (PP (IN to) (NP (DT that) (NN line) (S (VP (TO to) (VP (VB make) (S (NP (PRP it)) (VP (VB look) (ADVP (RB long)) (PP (IN as) (NP (NP (DT the) (NN rest)) (PP (IN of) (NP (DT the) (NNS lines))))))))))))) (. .)))"
[83],"(ROOT (NP (NP (NP (PRP They) (NN space)) (NP (PRP it))) (ADJP (IN out) (PP (IN in))) (, ,) (PP (IN in) (NP (NP (DT the) (NN line)) (ADVP (PRP itself)))) (. .)))"
[84],(ROOT (INTJ (UH Right) (. .)))
[85],(ROOT (INTJ (UH Oh) (. .)))
[86],(ROOT (S (CC And) (NP (JJS most) (NNS computers)) (VP (VBP do) (NP (DT that))) (. .)))
[87],"(ROOT (S (NP (PRP They)) (VP (, ,))))"
[88],"(ROOT (S (NP (JJS Most) (XX pack-)) (, ,) (NP (RBS most) (NN software) (NNS packages)) (VP (MD will) (VP (VB do) (NP (NP (DT that)) (PP (IN for) (NP (PRP you)))))) (. .)))"
[90],"(ROOT (S (NP (PRP I)) (VP (VBP 've) (PRN (, ,) (S (NP (PRP I)) (VP (VBP 've) (VP (VBN known) (NP (NP (NNS people)) (SBAR (WHNP (WDT that)) (S (VP (VBP have) (VP (VBN used) (NP (DT a) (NN package)) (PP (IN for)))))))))) (, ,)) (PP (IN for) (NP (CD five) (NNS years))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)))))"
[91],"(ROOT (PRN (CC and) (S (S (NP (PRP I)) (VP (MD would) (VP (VB say)))) (, ,) (S (INTJ (UH well)) (, ,) (S (S (VP (VBP have) (NP (PRP you)))) (, ,) (NP (PRP you)) (VP (VBP know))) (, ,) (S (NP (PRP you)) (VP (VBP know) (NP (JJR more)) (PP (IN about) (NP (DT this) (NN package))) (SBAR (IN than) (S (NP (PRP I)) (VP (VBP do))))))) (, ,))))"
[92],(ROOT (SBARQ (WHADVP (WRB how)) (SQ (VBP do) (NP (NP (PRP you)) (NN left)) (VP (VB justify))) (. ?)))
[89],(ROOT (INTJ (UH Uh-huh) (. .)))
[93],"(ROOT (S (S (CC And) (NP (PRP they)) (VP (MD would) (VP (VB say)))) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know))) (. .)))"
[95],(ROOT (S (CC And) (NP (PRP it)) (VP (MD would) (VP (VB take) (NP (PRP me)) (ADVP (RB maybe)) (NP (NP (CD two) (CC or) (CD three) (NNS minutes)) (VP (VBG looking) (PP (IN in) (NP (DT the) (NN manual))) (S (VP (TO to) (VP (VB figure) (PRT (RP out))))))) (SBAR (WHNP (WDT what) (NN command)) (S (NP (PRP it)) (VP (VBD was) (SBAR (WHNP (WDT that)) (S (VP (VBD caused) (S (NP (DT this)) (VP (TO to) (VP (VB happen)))))))))))) (. .)))
[96],"(ROOT (S (CC And) (NP (PRP they)) (VP (MD would) (VP (VB say) (, ,) (SBARQ (WHADVP (WRB how)) (SQ (VBD did) (NP (PRP you)) (VP (VB do) (NP (DT that)))) (. ?))))))"
[97],"(ROOT (S (CC And) (NP (PRP I)) (VP (VBP 'm) (SBAR (IN like) (, ,) (S (INTJ (UH well)) (NP (PRP it)) (VP (BES 's) (ADJP (RB really) (JJ easy)))))) (. .)))"
[98],"(ROOT (S (CC And) (S (NP (PRP they)) (VP (VBD were) (PP (IN like)))) (, ,) (S (INTJ (UH well)) (, ,) (NP (PRP I)) (ADVP (RB never)) (VP (VBD knew) (NP (DT that)))) (. .)))"
[94],(ROOT (INTJ (UH Uh-huh) (. .)))
[100],(ROOT (INTJ (UH Uh-huh) (. .)))
[101],"(ROOT (SINV (VP (VBP Do) (S (NP (PRP you)) (VP (VB think)))) (NP (NP (PRP it)) (BES 's) (NP (NP (DT a) (NN lack)) (PP (IN of) (NP (NN training)))) (, ,))))"
[99],"(ROOT (S (S (ADVP (RB So) (RB obviously)) (NP (PRP they)) (VP (MD 'd) (VP (ADVP (RB never)) (VBN considered) (S (VP (VBG looking) (NP (PRP it)) (PRT (RP up))))))) (, ,) (NP (PRP you)) (VP (VBP know)) (. .)))"
[103],"(ROOT (PRN (S (ADVP (RB Sometimes)) (NP (PRP it)) (VP (BES 's))) (, ,)))"
[104],"(ROOT (FRAG (PP (RB sometimes)) (, ,)))"
[105],"(ROOT (S (INTJ (UH well)) (, ,) (NP (PRP it)) (VP (BES 's) (NP (NP (DT a) (NN number)) (PP (IN of) (NP (JJ different) (NNS things))))) (. .)))"
[106],"(ROOT (S (S (ADVP (RB Sometimes)) (NP (PRP they)) (VP (VBP do) (RB n't))) (, ,) (S (INTJ (UH uh)) (, ,) (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB think) (SBAR (IN that) (S (NP (PRP they)) (VP (MD can) (VP (VB get) (PP (ADVP (NP (DT any) (NN information)) (IN out)) (IN of) (NP (DT the) (NN manual)))))))))) (. .)))"
[102],(ROOT (S (CC or) (NP (PRP it)) (VP (BES 's) (SBAR (RB just) (IN that) (S (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB use) (NP (NP (DT the) (NNS materials)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (ADJP (JJ available) (PP (TO to) (NP (PRP them))))))))))))) (. .)))
[107],(ROOT (S (NP (DT Some) (NNS manuals)) (VP (VBP are) (RB n't) (ADVP (RB really)) (VP (VBN designed) (ADVP (RB very) (RB well)))) (. .)))
[108],(ROOT (INTJ (UH Uh-huh) (. .)))
"[109, 111]","(ROOT (S (NP (NP (FRAG (CC But) (NP (DT some)))) (PP (IN of) (NP (NP (PRP them)) (, ,) (VP (VBP are)) (, ,))))))"
[112],"(ROOT (S (CC and) (NP (NP (JJR more) (CC and) (JJR more)) (PP (IN of) (NP (PRP them)))) (VP (VBP are) (VP (VBG coming) (ADVP (RB out)) (S (VP (VBN written) (PP (IN in) (NP (DT a) (NN way))) (PP (IN that) (NP (PRP it))) (, ,) (SBAR (IN that) (RB just) (S (NP (DT a) (JJ basic) (, ,) (JJ general) (NN user)) (VP (MD can) (VP (VB understand) (NP (PRP them)))))))))) (. .)))"
[113],"(ROOT (S (ADVP (RB So)) (, ,) (NP (PRP I)) (VP (VBP think) (, ,) (S (INTJ (UH um)) (, ,) (NP (NNS people)) (VP (VBP think) (SBAR (S (NP (PRP it)) (VP (BES 's) (VP (VBG going) (S (VP (TO to) (VP (VB take) (S (NP (PRP them)) (ADVP (NP (DT a) (NN lot)) (RBR longer)) (VP (TO to) (VP (VB learn) (NP (PRP it)) (ADVP (RB properly)) (SBAR (IN than) (S (NP (PRP it)) (ADVP (RB really)) (VP (MD would)))) (, ,))))))))))))))))"
[110],X
[115],(ROOT (INTJ (UH Right) (. .)))
[117],(ROOT (INTJ (UH Uh-huh) (. .)))
"[114, 116]","(ROOT (S (CC and) (SBAR (RB so) (S (NP (PRP they)) (VP (VBP 're) (ADVP (RB really)) (VP (VBG wasting) (NP (NP (NN time)) (ADJP (IN rather) (PP (IN than) (S (VP (VBG saving) (NP (PRP themselves)) (NP (NN time)) (, ,) (SBAR (IN because) (S (NP (PRP they)) (VP (VBP think))))))))))))) (, ,) (INTJ (UH well)) (, ,) (NP (PRP it)) (VP (BES 's) (ADJP (RBR quicker) (RB just)) (S (VP (TO to) (VP (VB do) (NP (PRP it)) (NP (PRP myself))))) (SBAR (WHADVP (WRB when)) (S (NP (PRP it)) (VP (BES 's) (ADJP (RB really) (RB not)))))) (. .)))"
[118],(ROOT (S (NP (PRP It)) (VP (BES 's) (ADJP (JJR better)) (S (VP (TO to) (VP (VB learn) (NP (PRP it)) (ADVP (RB directly)) (PP (IN from) (NP (DT the) (NN manual))))))) (. .)))
[119],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBP think) (ADVP (RB so))) (. .)))"
[121],(ROOT (INTJ (UH Uh-huh) (. .)))
[120],(ROOT (S (SBAR (ADVP (RB Especially)) (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP have) (VP (PP (TO to) (NP (NN trouble))))))) (VP (VB shoot) (NP (DT some) (NNS things))) (. .)))
[123],"(ROOT (SBAR (IN Because) (S (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (DT the) (NNS times)))) (VP (NP (NP (DT the) (NN computer)) (SBAR (S (NP (DT the) (NN program)) (ADVP (RB still)) (VP (VBZ has) (PRN (, ,) (INTJ (UH uh)) (, ,)))))) (PRN (PP (NP (NNS bugs)) (PP (IN in) (NP (PRP it)))) (, ,))))))"
[122],(ROOT (INTJ (UH Exactly) (. .)))
[124],(ROOT (S (CC and) (NP (PRP you)) (VP (VBP have) (S (VP (TO to) (VP (VB work) (PP (IN around) (NP (PRP it))))))) (. .)))
[125],(ROOT (INTJ (UH Uh-huh) (. .)))
[126],"(ROOT (FRAG (S (VP (VBP Have) (S (NP (PRP you)) (VP (VBN worked) (PP (RB mostly) (IN on) (NP (NNP I) (NNP B) (NNP M))) (, ,)))))))"
[128],(ROOT (INTJ (UH Uh-huh) (. .)))
[129],"(ROOT (INTJ (UH Yeah) (, ,)))"
