[1],"(ROOT (FRAG (PP (UH Ok)) (, ,)))"
[38],(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB seem) (S (VP (TO to) (VP (VB find) (NP (NN time)) (PP (IN in) (NP (DT the) (NN day) (NN time)))))))) (. .)))
[39],(ROOT (INTJ (UH Yeah) (. .)))
[40],"(ROOT (S (CC And) (PP (IN of) (NP (NN course))) (, ,) (NP (PRP it)) (VP (VBZ is) (NP (NP (NN motivation)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (VP (VBG keeping) (NP (PRP me)) (PP (IN from) (S (ADVP (RB really)) (VP (VBG looking) (PP (IN for) (NP (DT that) (NN opportunity)))))))))))) (. .)))"
[41],"(ROOT (S (S (NP (PRP I)) (VP (VBP think) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (DT the) (NNS times)) (, ,) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP have) (NP (NN someone)) (PP (TO to)))))))) (, ,) (S (INTJ (UH uh)) (, ,) (VP (VP (VB work) (PRT (RP out)) (PP (IN with))) (, ,) (CC or) (VP (VB walk) (UCP (PP (IN with)) (, ,) (CC or) (NP (NN something)))))))) (, ,) (NP (PRP it)) (VP (VBZ does) (VP (VB give) (NP (PRP you)) (NP (DT that) (NN motivation)))) (. .)))"
[42],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yeah) (. .))))"
[44],(ROOT (INTJ (UH Yeah) (. .)))
[46],(ROOT (INTJ (UH Yeah) (. .)))
"[43, 45]","(ROOT (S (S (CC And) (NP (PRP you)) (VP (MD can) (ADVP (RB also)))) (, ,) (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (PRP you)) (VP (MD can) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (VP (ADVP (RB pretty) (RB much)) (VB do) (NP (NP (PRP it)) (FRAG (ADVP (RB privately)) (SBAR (IN if) (S (NP (PRP you)) (VP (VBD had) (NP (NP (PRP$ your) (JJ own) (ADJP (ADJP (JJ private)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NN sort)) (PP (IN of) (NP (NN contest))))))) (. .))) (SBAR (S (NP (PRP You)) (VP (VBP know) (SBAR (WHADVP (WRB where)) (S (NP (PRP you)) (VP (MD would) (VP (VB try) (CC and) (VB see) (SBAR (IN if) (S (NP (PRP you)) (VP (MD could) (VP (VB lose) (NP (JJR more) (NN weight)) (PP (IN than) (NP (PRP$ your) (NN friend) (CC or) (NN something))) (PP (IN like) (NP (DT that))))))))))))))))))) (. .)))"
[47],(ROOT (INTJ (UH Yeah) (. .)))
[49],"(ROOT (FRAG (INTJ (UH Well)) (, ,) (PP (ADVP (JJR more)) (IN than) (NP (NP (NN weight)) (, ,)))))"
[48],(ROOT (S (CC And) (NP (DT that)) (VP (MD would) (VP (VB keep) (S (NP (PRP you)) (VP (VBG going))))) (. .)))
[51],(ROOT (INTJ (UH Uh-huh) (. .)))
"[50, 52]","(ROOT (S (PP (IN of) (NP (NN course))) (, ,) (NP (PRP I)) (VP (MD could) (VP (VB lose) (, ,) (INTJ (UH uh)) (, ,) (S (VP (VB lose) (ADVP (RB certainly)) (PP (IN from) (NP (NP (CD ten)) (PP (IN to) (NP (CD twenty) (NNS pounds)))))))))))"
[54],"(ROOT (S (CC but) (NP (PRP I)) (VP (VBP think) (NP (JJR more)) (PP (IN than) (NP (DT that)) (, ,)))))"
[53],(ROOT (INTJ (UH Uh-huh) (. .)))
[55],(ROOT (S (NP (PRP I)) (ADVP (RB also)) (VP (VBP notice) (SBAR (S (NP (PRP I)) (ADVP (RB just)) (VP (VBP feel) (ADJP (ADJP (JJR better)) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBP exercise))))))))) (. .)))
[56],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yeah) (. .))))"
"[57, 59]",(ROOT (S (CC And) (NP (DT that)) (VP (VBZ is) (NP (NP (NN something)) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (VBP am) (ADJP (JJ motivated) (PP (IN about) (ADVP (RB now)))) (SBAR (IN because) (S (NP (PRP I)) (VP (VBP do) (VP (VB need) (S (VP (TO to) (VP (VB get) (S (NP (PRP myself)) (VP (VBG feeling) (NP (JJR better)) (ADVP (RB just)) (PP (IN in) (NP (JJR better) (NN shape))))))))))))))))) (. .)))
[60],"(ROOT (S (CC But) (, ,) (INTJ (UH uh)) (, ,) (NP (PDT all) (DT the)) (ADVP (JJ same)) (VP (ADVP (PRP it)) (VP (VBZ is) (ADJP (JJ connected) (PP (IN to) (NP (PRP$ my) (NN attitude)))))) (, ,)))"
[61],(ROOT (FRAG (SBAR (IN because) (S (NP (PRP I)) (VP (VBP am) (RB not) (VP (VBG feeling) (ADJP (RB as) (JJ perky) (CC and) (JJ good)))))) (. .)))
[62],"(ROOT (S (NP (PRP I)) (VP (VBP am) (ADVP (RB also))) (, ,)))"
[58],(ROOT (INTJ (UH Uh-huh) (. .)))
[64],(ROOT (S (NP (DT That)) (VP (VBZ is) (ADJP (RB very) (JJ true))) (. .)))
[65],(ROOT (S (NP (PRP It)) (VP (VBZ seems) (SBAR (IN like) (S (NP (PRP you)) (VP (VBP walk) (ADJP (RBR quicker)))))) (. .)))
[66],"(ROOT (PRN (PRP You) (ADVP (RB just)) (, ,)))"
[63],"(ROOT (S (NP (PRP it)) (VP (VBZ is) (ADJP (JJ hard) (S (VP (TO to) (VP (VB get) (NP (PRP$ my) (NN attitude)) (PP (TO to)) (PRN (, ,) (INTJ (UH uh)) (, ,)))))) (S (VP (TO to) (VP (VB get) (NP (PRP myself)) (ADVP (IN up) (RB there)))))) (. .)))"
[68],(ROOT (INTJ (UH Yeah) (. .)))
"[67, 69]",(ROOT (S (NP (JJ perky)) (VP (VBZ is) (NP (NP (DT a) (JJ good) (NN word)) (PP (IN for) (NP (PRP it))) (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP exercise)))))) (. .)))
[71],"(ROOT (S (CC And) (NP (PRP I)) (VP (VBP understand) (SBAR (IN that) (S (NP (VBG walking) (NNS is)) (VP (^VBN suppose) (S (VP (TO to) (VP (VP (VB be) (NP (DT the))) (, ,) (FRAG (INTJ (UH like)) (, ,) (NP (DT the) (JJS best) (NN exercise)))))))))) (. .)))"
[70],(ROOT (INTJ (UH Yeah) (. .)))
[73],(ROOT (INTJ (UH Yeah) (. .)))
[72],(ROOT (S (ADJP (JJR Better) (PP (IN than) (S (VP (VBG running))))) (. .)))
[75],(ROOT (NP (NP (NNS Things)) (PP (IN like) (NP (DT that)))))
[74],(ROOT (INTJ (UH Yeah) (. .)))
[76],"(ROOT (S (PP (IN cause) (NP (PRP it))) (, ,) (NP (PRP it)) (VP (VBZ works) (NP (NN everything)))))"
[78],(ROOT (PRN (CC and) (S (NP (PRP it)) (VP (VBZ gets) (NP (PRP$ your) (NN breathing)) (PRT (RP up))))))
[80],(ROOT (PRN (CC and) (S (NP (PRP it)) (VP (VBZ does) (RB n't)))))
[82],"(ROOT (FRAG (PP (UH yeah)) (, ,)))"
[83],(ROOT (S (NP (PRP it)) (VP (VBZ does) (RB n't) (VP (VB hurt) (NP (PRP you)))) (. .)))
"[77, 79, 81]",(ROOT (S (CC And) (NP (PRP you)) (VP (VBP have) (NP (NP (JJR less) (NN chance)) (PP (IN of) (S (VP (VBG hurting) (NP (PRP yourself))))))) (. .)))
[84],"(ROOT (S (INTJ (UH Like)) (, ,) (NP (PRP I)) (VP (VBP understand) (S (VP (VBG running) (VP (VBD hurt) (NP (NP (PRP$ your) (NX (NX (NNS shins)) (CC or) (NX (NNS knees)))) (CC or) (NP (NP (NN something)) (PP (IN like) (NP (DT that))))))))) (. .)))"
[85],(ROOT (INTJ (UH Yeah) (. .)))
[87],(ROOT (FRAG (NP (NP (JJ Last) (NN time)) (SBAR (S (NP (PRP I)) (VP (VBD tried) (S (VP (VBG running) (PP (IN with) (NP (PRP$ my) (NN daughter))))) (SBAR (IN cause) (S (NP (PRP she)) (VP (VBZ is) (VP (VBN supposed) (S (VP (TO to) (VP (VB be) (VP (VBG jogging) (PP (IN in) (NP (NN P) (NN E)))))))))))))))))
[88],"(ROOT (PRN (CC and) (S (NP (PRP it)) (VP (VBD felt) (ADJP (JJ good))) (, ,))))"
[89],(ROOT (S (CC but) (ADVP (RB then)) (NP (PRP I)) (VP (VBD had) (VP (VBN pulled) (NP (NP (DT a) (NN muscle)) (PP (IN in) (NP (PRP$ my) (NN knee)))))) (. .)))
[90],"(ROOT (S (INTJ (UH Actually)) (, ,) (NP (PRP I)) (ADVP (GW hyper)) (VP (^VBD extended) (NP (NP (PRP it)) (CC or) (NP (NN something)))) (, ,)))"
[86],(ROOT (FRAG (ADVP (RB So)) (. .)))
"[91, 93]","(ROOT (S (VP (CC and) (PRN (, ,) (INTJ (UH uh) (UH boy)) (, ,)))))"
[92],(ROOT (INTJ (UH Wow) (. .)))
[94],(ROOT (S (NP (PRP I)) (VP (VBD was) (VP (VBG suffering) (PP (IN for) (NP (QP (RB about) (CD three)) (NNS weeks))) (ADVP (RB later)))) (. .)))
[95],(ROOT (INTJ (UH Wow) (. .)))
[96],"(ROOT (S (INTJ (UH So)) (, ,) (NP (CC and)) (ADVP (PRP I)) (VP (VBP have) (ADVP (RB never)) (VP (VBN had) (NP (DT that) (NN problem)) (ADVP (RB before))))))"
[97],(ROOT (INTJ (UH Yeah) (. .)))
[98],(ROOT (S (CC but) (NP (PRP I)) (VP (VBP guess) (SBAR (IN that) (S (NP (NN age)) (ADVP (RB just)) (VP (VBZ starts) (S (VP (TO to) (VP (VB catch) (PRT (IN up)) (PP (IN to) (NP (PRP me)))))))))) (. .)))
[99],"(ROOT (INTJ (INTJ (UH Uh)) (, ,) (INTJ (UH oh) (. .))))"
[100],(ROOT (S (NP (PRP It)) (VP (VBZ is) (VP (VBG showing) (PRT (RP up)) (PP (IN in) (NP (DT the) (JJS weirdest) (NNS places))))) (. .)))
[101],"(ROOT (S (NP (PRP I)) (VP (VBP guess) (SBAR (S (NP (NP (PRP$ my)) (, ,) (NP (NP (NP (NP (PRP$ my)) (, ,) (NP (JJ favorite) (NN exercise)) (, ,)) (PP (IN in) (NP (DT the)))) (, ,) (INTJ (UH uh)) (, ,) (PP (IN in) (NP (DT the) (NN gym)))) (, ,)) (VP (VBZ is) (NP (DT the) (NNS bikes)))))) (. .)))"
[103],"(ROOT (PRN (S (NP (TO To)) (ADJP (VB go))) (, ,)))"
[104],"(ROOT (FRAG (PP (UH yeah)) (, ,)))"
[105],(ROOT (S (NP (EX there)) (VP (VBP are) (NP (NP (DT these) (^JJ stationery) (NNS bikes)) (SBAR (WHNP (WDT that)) (S (NP (PRP you)) (ADVP (RB just)) (VP (VBP ride))))))))
[106],"(ROOT (S (S (S (CC and) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP watch) (NP (NN television))))) (, ,) (NP (PRP they)) (ADVP (RB usually)) (VP (VBP have) (NP (NP (NN television)) (PP (IN in) (NP (NP (RB there)) (CC or) (NP (NN something))))))) (, ,) (CC or) (S (SBAR (IN if) (S (NP (PRP you)) (VP (VBP listen) (PP (IN to) (NP (DT a) (NN walkman)))))) (, ,) (NP (PRP it)) (VP (VBZ is) (ADVP (RB pretty))))) (, ,) (NP (PRP it)) (VP (VBZ is) (ADJP (RB pretty) (JJ okay))) (. .)))"
[107],"(ROOT (S (NP (NP (FRAG (INTJ (UH Again)) (, ,) (NP (DT that)))) (PP (VBZ is) (NP (RB sort)))) (VP (ADVP (ADVP (RB of) (JJ weird)) (PRN (, ,) (PP (IN because) (NP (NP (PRP you)) (, ,) (NP (PRP you)))) (, ,))) (VP (VBP are) (RB not) (VP (VBG going) (ADVP (RB anywhere)))))))"
[102],"(ROOT (SINV (FRAG (INTJ (UH Oh))) (, ,) (VP (VBZ is)) (NP (PRP it)) (. ?)))"
[108],"(ROOT (S (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP I)) (VP (^VBD use) (S (VP (TO to) (VP (VB play))))) (NN racquetball)))"
[109],(ROOT (INTJ (UH Uh-huh) (. .)))
[111],(ROOT (INTJ (UH Yeah)))
[110],"(ROOT (S (CC and) (NP (PRP I)) (ADVP (RB really)) (VP (VBD liked) (NP (DT that)) (, ,) (SBAR (IN because) (, ,) (S (NP (PRP you)) (VP (VBP know) (, ,) (PP (IN to) (NP (NP (PRP me)) (SBAR (S (NP (PRP it)) (VP (VBD had) (NP (DT a) (NN point))))))))))) (. .)))"
[113],"(ROOT (S (NP (PRP You)) (VP (VBP know) (SBAR (S (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (EX there)) (VP (VBD were) (NP (NP (NNS points)) (SBAR (S (NP (PRP you)) (VP (MD could)))))))) (, ,) (NP (PRP you)) (VP (MD would) (VP (VB make))))))))"
[114],"(ROOT (PRN (CC and) (S (NP (EX there)) (VP (VBD was) (NP (NP (DT a) (NN point)) (PP (IN to) (NP (PRP it))))) (, ,))))"
[115],"(ROOT (FRAG (FRAG (CC but) (S (VP (VBG running) (CC and) (VBG jogging)))) (CC and) (FRAG (CONJP (RB just) (RB not)) (S (VP (VBG going) (SBAR (S (NP (RB anywhere)) (VP (VBZ is) (ADVP (RB just))) (, ,))))))))"
[116],"(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB like) (NP (DT that)))) (, ,)))"
[117],(ROOT (S (NP (PRP I)) (ADVP (RB just)) (VP (MD ca) (RB n't) (VP (VB understand) (NP (DT that)))) (. .)))
[112],(ROOT (NP (. .)))
[119],(ROOT (INTJ (UH Yeah) (. .)))
[120],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBP have) (VP (VBN got) (NP (DT a) (NN dog)))) (RB now)))"
[118],"(ROOT (S (ADVP (RB So)) (, ,) (ADVP (PRP I)) (VP (VBP do) (RB n't) (VP (VB do))) (, ,)))"
[121],"(ROOT (S (CC and) (, ,) (PP (IN of) (NP (NN course))) (, ,) (NP (PRP she)) (VP (VBZ needs) (S (VP (VBG walking))))))"
[122],"(ROOT (INTJ (INTJ (UH Uh)) (, ,) (INTJ (UH yeah) (. .))))"
[123],"(ROOT (FRAG (FRAG (CC and) (NP (NP (DT that)) (SBAR (S (VP (VBZ is) (ADJP (ADVP (NP (DT a) (RB little)) (RBR less)) (JJ trau)) (, ,) (INTJ (UH uh))))))) (, ,) (FRAG (ADJP (JJ burdensome) (CC or) (JJ boring)) (S (VP (TO to) (VP (VB be) (VP (VBG walking) (PP (ADVP (IN at) (JJS least)) (IN with) (NP (PRP$ her))))))) (. .))))"
[125],(ROOT (S (CC And) (NP (PRP I)) (VP (MD can) (VP (VB put) (PRT (RB on)) (NP (DT the) (NNS earphones)) (S (VP (TO to) (VP (VB have) (NP (NN something)) (S (VP (TO to) (VP (VB listen) (PP (IN to))))))))))))
[124],(ROOT (INTJ (UH Uh-huh) (. .)))
[127],(ROOT (INTJ (UH Yeah) (. .)))
[128],"(ROOT (S (NP (PRP I)) (VP (VBP know) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS people)))) (ADVP (RB just)) (S (VP (TO to) (VP (VB be) (ADJP (JJ safe)))))) (, ,)))"
[126],"(ROOT (FRAG (CC and) (ADVP (, ,))))"
"[129, 131]","(ROOT (SBAR (IN like) (S (NP (PRP you)) (VP (VBD were) (VP (VP (VBG talking) (IN about)) (PRN (, ,) (S (VP (VP (VBG walking) (PP (PP (IN at) (NP (NN night))) (CC and) (PP (IN in) (NP (DT the) (NN morning))))) (CC or) (VP (ADVP (RB early) (PP (IN in) (FRAG (NP (DT the) (NN morning) (. .))))) (NP (UH Uh))))) (, ,)))))))"
[130],(ROOT (INTJ (UH Yeah) (. .)))
[132],"(ROOT (S (S (NP (PRP you)) (VP (VBP see) (NP (NP (DT a) (NN lot)) (PP (IN of) (PRN (, ,) (INTJ (UH uh)) (, ,)) (NP (NP (ADJP (RB mostly) (JJR older)) (NNS people)) (ADVP (RB though))))))) (CC but) (, ,) (SBAR (WHNP (WHNP (WDT that)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (VP (VBP walk) (PP (IN in) (NP (DT the) (NNS malls)))))) (. .)))"
[134],"(ROOT (S (NP (PRP You)) (VP (VBP know) (, ,) (PP (IN like) (ADVP (RB early))) (PP (IN in) (NP (NP (DT the) (NNS mornings) (CC and) (NNS things)) (PP (IN like) (NP (DT that)))))) (. .)))"
[133],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yeah) (. .))))"
[135],(ROOT (S (NP (PRP I)) (VP (VBP have) (ADVP (RB never)) (VP (VBN tried) (NP (DT that)))) (. .)))
[137],(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know))) (. .)))
[136],(ROOT (INTJ (UH Yeah) (. .)))
[139],(ROOT (INTJ (UH Yeah) (. .)))
[140],(ROOT (S (NP (DT That)) (VP (VBZ is) (ADVP (RB kind) (RB of)) (NP (DT an) (NN idea))) (. .)))
[141],"(ROOT (NP (S (NP (PRP We)) (, ,) (NP (PRP we)) (VP (VBP have) (, ,) (INTJ (UH uh)) (, ,) (PP (IN over) (NP (NP (RB here)) (PP (IN in) (NP (NP (NNP Plano)) (, ,) (NP (NP (DT a) (JJ little) (NN recreation) (NN center)) (SBAR (WHNP (WDT that)) (S (VP (VBZ has) (VP (VBN got) (PRN (, ,) (INTJ (UH uh)) (, ,)) (SBAR (WHNP (DT a)) (S (VP (VBG walking) (NP (NN track)))))))))) (, ,)))))))))"
[138],"(ROOT (S (S (NP (PRP You)) (VP (VBP know))) (, ,) (NP (PRP I)) (VP (VBP have) (ADVP (RB never)) (VP (ADVP (RB even)) (VBN thought) (PP (IN about) (NP (PRP it)) (ADVP (RB really))))) (. .)))"
[142],(ROOT (FRAG (SBAR (WHNP (WDT that)) (S (NP (PRP it)) (VP (VBZ is) (ADVP (RB also)) (PP (IN for) (NP (NP (NN security)) (CONJP (RB as) (RB well) (IN as)) (NP (NP (DT the) (NN convenience)) (PP (IN of) (S (VP (VBG doing) (S (NP (PRP it)) (NP (NP (DT any) (NN time)) (PP (IN of) (NP (DT the) (NN year)))))))))))))) (. .)))
[144],"(ROOT (S (ADVP (CC But)) (, ,) (NP (PRP I)) (VP (VBP find) (S (NP (PRP it)) (ADJP (RB very) (JJ tedious)) (SBAR (IN because) (S (NP (PRP I)) (VP (VBP am) (VP (VBG watching) (NP (DT the) (NN clock)) (ADVP (RB constantly))))) (, ,))))))"
[143],(ROOT (INTJ (UH Uh) (. .)))
"[145, 147]",(ROOT (FRAG (CC and) (NP (NP (PRP it)) (SBAR (S (NP (EX there)) (VP (VBZ is) (ADVP (RB just) (NN nothing)) (ADJP (RB else)) (S (VP (TO to) (VP (VB look) (PP (IN at)))))))))))
[148],"(ROOT (S (CC and) (NP (PRP I)) (ADVP (RB actually)) (VP (VBP get) (ADJP (RBR more) (JJ tired) (S (VP (VBG doing) (NP (DT that))))) (, ,) (ADVP (IN than)))))"
[149],(ROOT (S (NP (PRP I)) (VP (MD could) (VP (VP (VB walk) (PP (PP (IN for) (NP (CD three))) (CC or) (PP (ADVP (NP (CD four) (NNS miles)) (IN out)) (IN in) (NP (DT the) (NN neighborhood)))) (ADVP (RB here))) (CC and) (VP (VB feel) (ADJP (RB real) (JJ good))))) (. .)))
[146],(ROOT (INTJ (UH Oh) (. .)))
[151],(ROOT (INTJ (UH Uh-huh) (. .)))
