[0],"(ROOT (FRAG (PP (UH Okay)) (, ,)))"
[33],(ROOT (S (NP (PRP I)) (VP (VBP play) (PP (IN in) (NP (JJ several) (NN symphony) (NNS orchestras))))))
[31],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yes) (. .))))"
[35],(ROOT (INTJ (UH Uh-huh) (. .)))
[37],(ROOT (INTJ (UH Oh) (. .)))
"[34, 36, 38]","(ROOT (S (S (ADVP (CC and)) (, ,) (NP (PRP she)) (VP (VBZ is) (NP (ADJP (DT a) (PRN (, ,) (ADVP (DT a)) (, ,))) (DT a) (NN concert)) (, ,) (FRAG (INTJ (UH uh)) (, ,) (NP (NN harpsichordist)) (. .)))) (CC And) (S (VP (VBZ travels) (PP (IN around) (NP (NP (DT a) (JJ good) (NN bit)) (PP (IN in) (NP (NNP Europe))))))) (. .)))"
[40],"(ROOT (S (CC And) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP$ her)) (ADVP (NN husband)) (VP (VBZ builds) (NP (NN forte) (NNS pianos))) (, ,)))"
[39],(ROOT (INTJ (UH Uh-huh) (. .)))
[41],(ROOT (S (NP (WDT which)) (VP (VBP are) (NP (NN harpsichord) (NN size) (NNS pianos))) (. .)))
[43],"(ROOT (S (CC And) (, ,) (INTJ (UH uh)) (, ,) (NP (DT that)) (VP (BES 's) (SBAR (WHADVP (WRB why)) (S (NP (PRP they)) (VP (VBP 're) (PP (IN over) (NP (RB there))))))) (. .)))"
[42],"(ROOT (NP (NP (NNP Pianos)) (, ,) (NP (UH uh-huh)) (. .)))"
[44],"(ROOT (S (CC And) (ADVP (RB then)) (NP (PRP I)) (VP (VBP have) (NP (NP (DT a)) (, ,) (NP (NP (DT a) (NN son)) (SBAR (WHNP (WP who)) (S (VP (VBZ lives) (PP (IN in) (PRN (, ,) (INTJ (UH uh)) (, ,)) (NP (NP (NNP Warrington)) (, ,) (NP (NNP Pennsylvania)))))))))) (. .)))"
[46],(ROOT (S (CC And) (NP (PRP I)) (VP (VBP get) (S (VP (TO to) (VP (VB see) (NP (PRP him)) (ADVP (RB maybe) (RB once)) (NP (DT every) (CD three) (NNS months)))))) (. .)))
[47],"(ROOT (ADJP (RB So) (SBAR (S (NP (PRP I)) (ADVP (RB really)) (, ,) (NP (PRP we)) (VP (VBP 've) (VP (VBN lost) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,))))))))"
[48],"(ROOT (S (NP (PRP I)) (VP (MD 'd) (VP (VB like) (S (VP (TO to) (VP (VB have) (NP (DT an) (JJ everyday) (NN contact)) (PP (PP (IN with) (NP (NNS children))) (PRN (, ,) (INTJ (UH uh)) (, ,))) (ADVP (ADVP (RB as) (RB well)) (SBAR (IN as) (S (NP (PRP you)) (VP (VBP do)))) (, ,) (PP (IN for) (NP (DT that) (NN matter))))))))) (, ,)))"
[49],"(ROOT (PRN (CC and) (S (NP (PRP$ my) (JJ young)) (, ,) (NP (PRP$ my) (JJS youngest) (NN daughter)) (VP (VBZ lives) (PP (IN in) (NP (NNP New) (NNP Jersey)))) (, ,))))"
[45],(ROOT (INTJ (UH Uh-huh) (. .)))
"[50, 52]","(ROOT (S (CC and) (ADVP (RB so)) (NP (PRP they)) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (ADVP (RB hardly)) (VP (VB get) (S (VP (TO to) (VP (VB see) (NP (NP (DT any)) (PP (IN of) (NP (PRP them))))))))) (. .)))"
[53],"(ROOT (S (NP (PRP She)) (VP (VBZ works) (PP (IN in) (NP (NP (ADJP (DT these) (PRN (, ,) (INTJ (UH um)) (, ,))) (NNP Trump) (NN type)) (NP (NNS casinos))))) (, ,)))"
[54],(ROOT (S (NP (NP (PRP she)) (CC and) (NP (PRP$ her) (NN husband))) (ADVP (DT both)) (VP (VB do)) (. .)))
[51],"(ROOT (S (INTJ (UH Oh)) (, ,) (NP (PRP you)) (VP (VBP do) (RB n't) (VP (VB get) (S (VP (TO to) (VP (VB see) (NP (NP (DT any)) (PP (IN of) (NP (PRP yours)))) (ADVP (RB very) (RB often))))))) (. .)))"
[56],"(ROOT (INTJ (UH Yes) (, ,)))"
[57],(ROOT (INTJ (UH uh-huh) (. .)))
"[55, 58]","(ROOT (S (NP (PRP They)) (VP (VBP work) (SBAR (S (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PRP they)) (VP (VBP 're) (ADVP (RB really)) (NP (DT both)) (, ,) (NP (UH um))))) (VP (VBP play) (, ,) (NP (NP (NNS people)) (SBAR (WHNP (WP who)) (S (VP (VBP play) (PP (IN on) (NP (NN stage)))))))))))))"
[59],(ROOT (INTJ (UH Uh-huh) (. .)))
"[60, 62]","(ROOT (S (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP they)) (VP (VBP 're) (VP (VBG running) (NP (NP (NP (NNS lights)) (ADVP (RB right) (RB now))) (CC and) (NP (NP (NN audio)) (CC and) (NP (DT that) (NN thing)))) (PP (IN for)) (, ,) (NP (NP (NNS plays) (CC and) (NNS things)) (SBAR (WHNP (WDT that)) (S (VP (VBP go) (ADVP (RB on)))))))) (. .)))"
[63],"(ROOT (S (CC But) (ADVP (RB anyhow)) (VP (UH uh)) (, ,)))"
[61],(ROOT (INTJ (UH Uh-huh) (. .)))
[64],"(ROOT (SBARQ (SBAR (WHNP (WP what)) (S (VP (VBP do) (NP (PRP you))))) (, ,) (WHNP (WHNP (WP what)) (NNS activities)) (SQ (VBP do) (NP (PRP you)) (VP (VB do) (PP (IN with) (NP (PRP$ your) (NNS children))) (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP are) (ADJP (RB together))))))) (. ?)))"
[65],"(ROOT (FRAG (INTJ (UH Oh)) (, ,) (PP (RBS most) (NP (NP (DT the) (NN time)) (, ,)))))"
[67],"(ROOT (FRAG (INTJ (UH well)) (, ,) (PP (ADVP (RB right)) (RB now) (NP (NP (PRP it)) (BES 's) (NP (NN football) (NN season)) (, ,)))))"
[68],"(ROOT (PRN (CC and) (S (NP (PRP$ our) (NN daughter)) (VP (VBZ is) (NP (DT a) (JJ big) (NNP Cowboy) (NN fan))) (, ,))))"
[69],"(ROOT (SBAR (IN as) (S (VP (VBZ is) (NP (PRP$ our) (NN husband))) (, ,))))"
[70],"(ROOT (UCP (ADJP (RB so)) (, ,) (NP (NP (PRP$ my)) (NP (NN husband))) (, ,)))"
[71],(ROOT (ADJP (RB so) (SBAR (S (NP (PRP she)) (VP (VBZ watches) (NP (DT that)))))))
[66],X
[72],(ROOT (S (CC and) (NP (PRP I)) (VP (VBP play) (PP (IN with) (NP (DT the) (NNS grandchildren)))) (. .)))
[74],(ROOT (S (NP (PRP I)) (VP (VBP enjoy) (NP (DT the) (NNS grandchildren))) (. .)))
[75],"(ROOT (X (CC But) (S (VP (VP (, ,) (S (NP (NP (FRAG (INTJ (UH now)) (, ,) (PP (NP (UH like)) (PP (NP (NP (JJ last)) (SBAR (WHNP (NP (NN weekend)) (PRN (, ,) (INTJ (UH um)) (, ,))) (S (NP (EX there))))) (BES 's) (NP (DT the) (ADJP (JJ Soviet)) (NN space) (NN exhibit)))))) (PP (VBZ is) (NP (RB here)))))) (PRN (PP (IN in) (NP (NNP Dallas))) (, ,))))))"
[73],X
"[76, 78]","(ROOT (PRN (CC and) (S (NP (PRP it)) (VP (VBZ ends) (S (VP (PRN (, ,) (INTJ (UH uh)) (, ,)) (PP (IN in) (NP (NNP January)))))) (, ,))))"
[79],"(ROOT (S (NP (NP (RB so) (NP (PRP she)) (ADVP (CC and))) (, ,) (CC and) (NP (DT the) (CD three) (NNS boys)) (CC and) (NP (NP (PRP$ my) (NN husband)) (CC and) (NP (PRP I)))) (VP (VBD went) (ADVP (RB over)) (PP (IN into) (NP (NNP Fort) (NNP Worth))) (S (VP (TO to) (VP (VB see) (NP (DT the) (NN space) (NN exhibit))))))))"
[77],(ROOT (INTJ (UH Oh) (. .)))
[80],"(ROOT (FRAG (PP (CC and) (NP (DT this) (NNP Sunday))) (, ,)))"
[81],(ROOT (NP (DT The) (JJ Soviet) (NN space) (NN exhibit) (. ?)))
[82],(ROOT (INTJ (UH Uh-huh) (. .)))
[83],(ROOT (FRAG (NP (PRP$ My) (NN goodness)) (. .)))
"[84, 87]","(ROOT (S (INTJ (UH Yeah)) (INTJ (UH Oh)) (, ,) (NP (PRP it)) (VP (HVS 's) (VP (VBN been) (ADVP (RB here)) (PP (IN for) (ADVP (RB quite)))) (, ,) (INTJ (UH uh)) (, ,) (NP (DT some) (NN time))) (. .)))"
[88],(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP it)) (VP (VBD came) (ADVP (RB here)) (PP (IN in) (NP (DT either) (NNP September) (CC or) (NNP October)))))))))
[86],(ROOT (S (NP (PRP I)) (VP (VBP am) (ADJP (VBN surprised) (SBAR (S (NP (PRP they)) (VP (MD would) (VP (VB bring) (NP (NN anything)) (PP (IN over) (NP (RB here))))))))) (. .)))
[90],(ROOT (INTJ (UH Uh-huh) (. .)))
"[89, 91]","(ROOT (PRN (CC and) (S (, ,) (NP (PRP it)) (VP (BES 's) (ADJP (ADJP (RB very) (JJ interesting)) (, ,) (ADJP (RB very) (JJ interesting)))) (, ,))))"
[93],(ROOT (S (CC and) (NP (PRP it)) (VP (HVS 's) (VP (VBN been) (VP (ADVP (RB very) (RB well)) (VBN done)))) (. .)))
[94],"(ROOT (S (INTJ (UH Uh)) (, ,) (ADVP (CC and)) (NP (DT this)) (, ,) (INTJ (UH uh)) (, ,) (NP (JJ next) (NNP Sunday)) (ADVP (PRP they)) (VP (VBP 're) (VP (VBG coming) (ADVP (RB over)) (PP (IN after) (NP (DT the) (NNP Cowboy) (NN game)))))))"
[92],(ROOT (S (NP (PRP I)) (VP (MD 'll) (VP (VB bet))) (. .)))
"[95, 97]","(ROOT (S (CC and) (, ,) (INTJ (UH uh) (, ,) (UH uh)) (, ,) (NP (PRP we)) (VP (VBP 're) (VP (VBG going) (S (VP (TO to) (VP (VB go) (VP (VB take) (S (NP (DT the) (NNS boys)) (VP (TO to) (VP (VP (VB see) (NP (NNP Christmas) (NNS lights))) (CC and) (VP (VB go) (PP (IN to) (NP (NP (DT a) (NNP Santa) (POS 's)) (NN village))))))))))))) (. .)))"
[98],"(ROOT (S (CC And) (, ,) (INTJ (UH uh)) (, ,) (NP (RB then)) (SBAR (WHADVP (WRB when)) (S (NP (PRP$ our) (NN son)) (VP (BES 's) (ADVP (RB over))))) (, ,) (NP (PRP we)) (VP (VBP have) (NP (NP (DT a) (NX (NN pool))) (, ,)))))"
[99],"(ROOT (FRAG (CC and) (NP (NP (PRP he)) (SBAR (S (S (CC and) (NP (PRP$ his) (NN wife)) (VP (VBP come))) (CC and) (S (NP (DT a) (NN lot)) (PP (IN of) (NP (PRP$ their) (NNS friends)) (, ,))))))))"
[96],(ROOT (INTJ (UH Uh-huh) (. .)))
[100],"(ROOT (PRN (CC and) (S (NP (PRP we)) (VP (VBP have) (NP (NP (NNS cookouts)) (PP (IN on) (NP (NP (NNP Sunday)) (FRAG (INTJ (UH uh))))))) (, ,))))"
"[102, 104, 106]","(ROOT (SINV (CC And) (, ,) (VP (PP (NP (UH uh)) (NP (NP (PRP we)) (, ,) (NP (PRP we)))) (VBP do) (NP (DT a) (NN lot))) (NP (NP (IN with)) (PP (IN with) (NP (NP (PRP$ our) (NNS kids)) (, ,))))))"
"[101, 103, 105]","(ROOT (S (INTJ (UH Well)) (, ,) (NP (DT that)) (VP (VBZ sounds) (SBAR (IN like) (S (NP (PRP you)) (VP (VP (VBP have) (ADVP (RB really))) (, ,) (NP (NP (JJ wonderful) (NNS activities)) (SBAR (WHNP (WDT that)) (S (VP (VBP keep) (NP (PRP you)) (ADVP (RB together)))))))))) (. .)))"
"[107, 109]",(ROOT (FRAG (CC and) (NP (NP (PRP we)) (SBAR (S (NP (PRP we)) (ADVP (RB always)) (VP (VBP have)))) (. .))))
[110],(ROOT (S (NP (PRP We)) (VP (VBP 've) (VP (VBN taken) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS trips)))) (PP (IN with) (NP (PRP$ our) (NNS kids))) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBD were) (NP (JJR younger))))))) (. .)))
[111],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (PRP we)) (VP (VBP 're) (ADVP (JJ very)) (ADJP (NN family) (VBN oriented))) (. .)))"
"[112, 114]","(ROOT (SBAR (WHNP (NP (PRP We)) (PRN (, ,) (INTJ (UH um)) (, ,))) (S (NP (PRP we)) (VP (VBP like) (S (VP (VBG being) (PP (IN with) (NP (PRP$ our) (NNS kids)))))) (, ,))))"
[115],"(ROOT (PRN (CC and) (S (NP (DT the) (NNS kids)) (VP (VBP seem) (S (VP (TO to) (VP (VB enjoy) (S (VP (VBG being) (PP (IN with) (NP (PRP us))))))))) (, ,))))"
[116],(ROOT (S (CC and) (NP (PRP$ their) (NNS friends)) (VP (VBP enjoy) (S (VP (VBG being) (PP (IN with) (NP (PRP us)))))) (. .)))
"[108, 117]",(ROOT (INTJ (UH Yeah) (. .) (UH Uh-huh) (. .)))
[118],"(ROOT (PRN (UH So) (SBAR (WHNP (WDT which)) (S (NP (WDT that)) (VP (VBZ keeps) (NP (NP (PRP us)) (ADJP (RB very) (, ,) (RB very) (JJ young) (, ,))) (PP (IN with) (NP (NP (PDT all) (DT these) (JJ young) (NNS people)) (VP (VP (VBG passing) (ADVP (RB in) (CC and) (RB out))) (CC and) (VP (VBG eating)))))))) (, ,)))"
[119],(ROOT (INTJ (UH Uh-huh) (. .)))
[121],"(ROOT (S (NP (DT The) (JJ only) (NN problem)) (VP (VBZ is) (PRN (, ,) (S (NP (PRP it)) (VP (VBZ keeps) (S (NP (PRP you)) (ADJP (RB pretty) (JJ busy))) (, ,) (S (VP (VBG keeping) (NP (NP (NN everything)) (VP (VBG going))))))) (, ,)))))"
[120],"(ROOT (S (NP (CC and)) (VP (VBZ seems) (SBAR (IN like) (S (NP (PRP I)) (VP (VBP 've))))) (, ,)))"
[122],(ROOT (SQ (VBZ does) (RB n't) (NP (PRP it)) (. ?)))
[123],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP it)) (VP (VBZ does)) (. .)))"
[125],(ROOT (S (NP (PRP I)) (VP (VBP 'm) (VP (VBN worried) (PP (IN about) (NP (NNP Christmas))))) (. .)))
[126],"(ROOT (S (NP (NNP Christmas) (NNP Eve) (PRP they)) (ADVP (DT all)) (VP (VBP pass) (ADVP (RB through))) (, ,)))"
[124],X
[128],(ROOT (INTJ (UH Uh-huh) (. .)))
"[127, 129]","(ROOT (FRAG (CC and) (NP (NP (RB then)) (SBAR (S (NP (PRP they)) (ADVP (DT all)) (VP (VBP end) (PRT (RP up)) (S (VP (VBG spending) (NP (NP (DT the) (NN night) (NNP Christmas) (NNP Eve) (NN night)) (, ,) (ADJP (RB so) (DT that)) (, ,) (SBAR (S (NP (PRP we)) (VP (VBP open) (NP (PRP$ our) (NNS presents)) (PP (IN on) (NP (NNP Christmas) (NN day)))))))))))))))"
[131],"(ROOT (PRN (CC and) (S (NP (PRP they)) (VP (VBP go) (PRT (RB out)) (PP (IN to) (NP (DT the) (JJ other))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know) (, ,) (NP (DT the) (NNS in-laws)) (PP (IN in) (IN between) (NP (NP (DT some)) (PP (IN of) (NP (DT this))))))) (, ,))))))"
[130],(ROOT (INTJ (UH Beautiful) (. .)))
"[132, 134]","(ROOT (S (CC but) (NP (PRP they)) (VP (VBP 're) (NP (NP (DT all)) (, ,) (PP (IN with) (NP (PRP us))) (, ,)))))"
[135],"(ROOT (FRAG (S (ADVP (CC and)) (, ,) (S (INTJ (UH uh)) (, ,) (ADVP (RB then)) (VP (VBP have) (NP (NNP Christmas) (NN dinner)) (PP (IN with) (NP (PRP us))))) (CC and) (S (NP (RB then)) (VP (VBP go) (PP (IN to) (NP (JJ other) (NNS in-laws) (CC and) (NNS things)))) (, ,)))))"
[136],(ROOT (S (RB so) (NP (PRP we)) (VP (VBP see) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (PRP them))))) (. .)))
[137],"(ROOT (S (CC But) (NP (PRP we)) (VP (VBP enjoy) (NP (NNP Christmas) (NNP Eve)) (NP (NN night)) (, ,) (SBAR (IN because) (S (NP (PRP they)) (VP (NP (NP (DT all) (NN start)) (VP (VBG arriving))) (PRN (PP (IN by) (NP (RB about) (CD eleven) (RB o'clock))) (, ,))))))))"
[133],(ROOT (INTJ (UH Uh-huh) (. .)))
"[138, 140]","(ROOT (PRN (CC and) (S (NP (PRP we)) (VP (VBP open) (S (NP (NNS presents)) (NP (NP (NP (QP (RB about) (CD five))) (NP (RB o'clock) (NNP Christmas))) (, ,) (NP (NN morning)) (, ,)))))))"
[139],X
"[141, 143]","(ROOT (PRN (CC and) (S (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (S (ADVP (CC and)) (, ,) (INTJ (UH uh)) (, ,) (ADVP (RB then)) (, ,) (NP (PRP I)) (VP (VP (VBP go) (PP (IN to) (NP (DT the) (NN kitchen)))) (CC and) (VP (VBP cook))))) (, ,))))"
[144],"(ROOT (PRN (S (NP (CC and) (NP (NP (PRP$ my) (NN sister)) (ADVP (CC and))) (, ,) (CC and) (NP (PRP$ her) (NN husband))) (VP (VBP are) (VP (VBG coming) (ADVP (RB down))))) (, ,)))"
[142],(ROOT (INTJ (UH Uh-huh) (. .)))
[146],(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (JJ great))) (. .)))
[147],"(ROOT (S (NP (EX There)) (VP (BES 's) (NP (DT a))) (, ,)))"
[148],"(ROOT (S (NP (DT the) (NN question)) (VP (ADVP (RB now)) (S (VP (TO to) (VP (VB ask) (PRN (, ,) (S (VP (VBZ is) (S (NP (PRP it)) (ADJP (JJ difficult) (S (VP (TO to) (VP (VB find) (NP (NN time))))))))) (, ,))))))))"
[145],(ROOT (S (RB so) (NP (EX there)) (VP (BES 's) (VP (VBG going) (S (VP (TO to) (VP (VB be) (NP (NP (CD eleven)) (PP (IN of) (NP (PRP us))) (PP (IN for) (NP (NNP Christmas))))))))) (. .)))
[150],(ROOT (INTJ (UH Yeah) (. .)))
[149],(ROOT (S (CC and) (NP (PRP you)) (VP (VBP seem) (S (VP (TO to) (VP (VB be) (VP (VBG making) (PRT (RP out)) (ADVP (RB all) (JJ right))))))) (. .)))
[152],"(ROOT (S (INTJ (UH Well)) (, ,) (VP (VB tell) (NP (PRP me))) (, ,)))"
[151],(ROOT (S (ADVP (RB Sometimes)) (NP (PRP I)) (VP (VBP 'm) (VP (NP (DT a) (RB little)) (VBN exhausted))) (. .)))
[153],"(ROOT (SBARQ (WHNP (WP wh)) (, ,) (WHNP (WP what)) (SQ (VBP do) (NP (PRP you)) (VP (VB think) (PP (IN of) (PRN (, ,) (INTJ (UH uh)) (, ,))) (PP (IN of) (NP (NP (DT the) (JJ current) (NNS trends)) (PP (IN of) (SBAR (WHADVP (WRB how)) (S (NP (JJ other) (NNS people)) (VP (VBP spend) (NP (NP (NN time)) (UCP (PP (IN with) (NP (PRP$ their) (NNS children))) (CC and) (ADVP (RB so) (RB forth))))))))))) (. ?))))"
[154],"(ROOT (S (FRAG (INTJ (UH Oh)) (, ,) (NP (PRP I))) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (DT the) (NNS trends)) (VP (VBP are) (VP (VBG going) (ADVP (RB back) (PP (IN to) (NP (NN spending)))) (NP (JJR more) (NN time)) (PP (IN with) (NP (NNS families)))))))) (. .)))"
[156],"(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (NNS parents)) (VP (VBP are) (ADVP (RB definitely)) (, ,) (INTJ (UH uh)) (, ,) (S (VP (VBG spending) (NP (ADJP (JJR more) (CC and) (JJR more)) (NN time)))))))) (. .)))"
[157],"(ROOT (S (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think) (SBAR (S (NP (PRP they)) (VP (VBP 're) (VP (VBG leaving) (NP (PRP them)) (PP (IN with) (NP (NNS baby-sitters)))))))))) (, ,) (NP (PRP you)) (VP (VBP know)) (. .)))"
[155],(ROOT (INTJ (UH Uh-huh) (. .)))
[159],(ROOT (INTJ (UH Yes) (. .)))
"[158, 160]","(ROOT (S (NP (PRP I)) (VP (VBP think) (PRN (, ,) (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (NN family) (NN quality) (NN time)) (VP (VBZ is) (VP (VBG becoming) (S (S (ADJP (ADJP (RB much) (RBR more) (JJ important)) (SBAR (IN than) (S (NP (PRP it)) (VP (VBD was) (ADVP (RB there)) (PP (IN for) (ADVP (RB about)))))))) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know)))))))))) (, ,)) (NP (CD eight) (CC or) (CD nine) (NNS years))) (. .)))"
[162],(ROOT (S (VP (VBZ Seems) (SBAR (IN like) (S (NP (PRP it)) (VP (VBD went) (PP (IN through) (NP (DT a) (NN spell))) (ADVP (RB there)) (SBAR (WHADVP (WRB where)) (S (NP (NNS families)) (VP (VBD were) (RB n't) (NP (NP (DT that) (JJ big)) (NP (DT a) (NN deal)))))))))) (. .)))
[163],"(ROOT (PRN (S (NP (NNS Parents)) (VP (VP (ADVP (RB kind) (RB of)) (VBN went)) (CC and) (VP (VBD did) (NP (PRP$ their) (NN thing))))) (, ,)))"
[161],(ROOT (INTJ (UH Uh-huh) (. .)))
[165],"(ROOT (FRAG (INTJ (UH Well)) (, ,) (NP (DT that)) (BES 's)))"
[166],"(ROOT (FRAG (PP (DT no)) (, ,)))"
[168],(ROOT (S (NP (DT that)) (VP (BES 's) (SBAR (WHADJP (RB exactly) (WP what)) (S (NP (PRP I)) (VP (VBD was) (VP (VBG going) (S (VP (TO to) (VP (VB say))))))))) (. .)))
"[164, 170]","(ROOT (S (NP (NNS kids)) (VP (VBD did) (NP (PRP$ their) (NN thing)) (PRN (. .) (INTJ (UH Yes)) (, ,)))))"
"[169, 172]","(ROOT (S (PP (IN Of) (PRN (, ,) (PP (IN of) (NP (NN course))) (, ,))) (NP (PRP I)) (VP (VBP find) (ADVP (RB now)) (SBAR (IN that) (S (NP (PRP I)) (VP (VBP spend) (NP (JJR more) (NN time)) (PP (IN with) (NP (NP (PRP$ my) (NNS grandchildren)) (PP (IN in) (NP (NN detail))))))))) (. .)))"
