[1],"(ROOT (INTJ (UH No) (, ,)))"
[34],"(ROOT (S (ADVP (ADVP (RB As) (RB far)) (PP (IN as) (NP (NP (DT the) (NN number)) (PP (IN of) (NP (NN drug) (NNS users)))))) (, ,) (NP (PRP you)) (VP (VBP mean)) (. ?)))"
[35],(ROOT (INTJ (UH Yeah)))
[37],(ROOT (S (ADVP (ADVP (RB as) (RB far)) (PP (IN as) (NP (NP (DT the) (NN number)) (PP (IN of) (NP (NNS people)))))) (NP (PRP they)) (VP (ADVP (RB actually)) (VBD found) (SBAR (WHNP (WDT that)) (S (VP (VBD were) (NP (NN drug) (NNS users)))))) (. .)))
[36],(ROOT (INTJ (UH Huh) (. .)))
[38],"(ROOT (S (CC But) (NP (PRP I)) (VP (VBP think) (SBAR (IN that) (S (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBD was) (PP (IN at) (NP (NP (NNP T) (NNP I)) (PP (IN of) (NP (NN course)))))))) (, ,) (NP (PRP we)) (VP (VBD had) (NP (PDT all) (DT the) (NN information)) (SBAR (IN before) (S (NP (PRP they)) (VP (VBD started)))))))) (. .)))"
[40],(ROOT (S (CC And) (NP (PRP they)) (VP (VBD said) (SBAR (IN that) (S (NP (NP (DT a) (JJ certain) (NN number)) (PP (IN of) (NP (NP (NNS people)) (SBAR (IN that) (FRAG (NP (DT the) (JJ heavy) (NN drug) (NNS users))))))) (VP (MD would) (VP (CC either) (VP (VB quit)) (CC or) (VP (VB go)) (PP (IN in) (NP (NN rehabilitation) (NNS programs)))))))) (. .)))
[41],"(ROOT (S (CC And) (NP (PRP I)) (VP (VBP think) (NP (NP (DT that) (BES 's)) (SBAR (WHNP (WP what)) (S (VP (VBZ helps) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (SBAR (SBAR (IN that) (FRAG (PP (IN in) (NP (NP (DT the) (NN warning)) (SBAR (WHNP (WDT that)) (S (NP (PRP you)) (VP (VBP have) (NP (NP (DT a) (NN drug) (NN program)) (, ,) (NP (NP (DT the) (NNS people)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (ADJP (JJ worried) (PP (IN about) (NP (PRP it)))))))))))))))) (CC or) (SBAR (S (VP (VBP are) (VP (VBG taking) (NP (NNS drugs)))))) (, ,) (S (ADVP (RB actually)) (VP (VB go)))))))))))"
[39],(ROOT (INTJ (UH Right) (. .)))
[43],"(ROOT (FRAG (PP (UH Right)) (, ,)))"
[44],"(ROOT (FRAG (PP (UH yeah)) (, ,)))"
[42],(ROOT (S (CC and) (ADVP (RB then)) (ADVP (RB usually)) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (PRP them)))) (VP (VBP partake) (PP (IN in) (NP (NP (DT some)) (PP (IN of) (NP (NP (DT the) (NNS benefits)) (PP (IN of) (NP (NN rehabilitation) (CC and) (NN everything)))))))) (. .)))
[46],"(ROOT (INTJ (UH Yeah) (, ,)))"
[47],(ROOT (S (CC and) (NP (PRP$ our) (NNS numbers)) (VP (VBP have) (VP (VBN been) (NP (NN way)) (ADVP (RB down)))) (. .)))
[45],(ROOT (S (RB so) (NP (DT that)) (VP (BES 's) (ADJP (RB real) (JJ beneficial) (PP (IN for) (NP (NP (DT the) (NN company)) (CC and) (NP (DT the) (NN employee)))))) (. .)))
[49],"(ROOT (SBAR (WHADVP (WRB When)) (S (NP (PRP I)) (VP (VBD worked) (PP (IN for) (NP (DT the) (NN temporary) (NN agency))) (PP (IN as) (NP (DT a) (JJ permanent) (NN person)))) (, ,))))"
[50],"(ROOT (PRN (CC and) (ADJP (RB so) (SBAR (S (NP (PRP we)) (VP (VBD had)) (, ,))))))"
[48],(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBD were)))))) (. .)))
[51],"(ROOT (S (SBAR (WHADVP (WRB when)) (S (NP (PRP we)) (VP (VBD sent) (NP (NNS temporaries)) (PP (IN to) (NP (NNP T) (NNP I)))))) (, ,) (NP (PRP we)) (VP (VBD had) (S (VP (TO to) (VP (VB have) (NP (NP (PRP$ their) (NN drug)) (VP (VBN tested))))))) (. .)))"
[53],"(ROOT (S (CC And) (NP (PRP we)) (VP (VBD did) (VP (VB have) (NP (NP (DT a) (NN couple)) (PP (IN of) (NP (NNS cases)))) (SBAR (WHADVP (WRB where)) (S (NP (PRP we)) (ADVP (RB really)) (, ,) (NP (DT the) (NN person)) (VP (VBD said) (SBAR (IN that) (S (NP (PRP they)) (VP (VBD had) (RB n't) (VP (VBN used) (NP (NN anything)))) (, ,))))))))))"
[54],"(ROOT (PRN (CC and) (S (NP (PRP$ their) (NN test)) (VP (VBD came) (ADVP (RB back)) (ADJP (JJ positive))) (, ,))))"
[55],(ROOT (S (CC and) (ADVP (RB normally)) (NP (PRP we)) (VP (VBD did) (RB n't) (VP (VB retest) (NP (PRP them)))) (. .)))
[56],(ROOT (S (CC But) (NP (EX there)) (VP (VBD were) (NP (NP (DT a) (NN couple)) (PP (IN of) (NP (NP (NNS people)) (SBAR (WHNP (WDT that)) (S (NP (PRP we)) (ADVP (RB really)) (VP (VBD thought) (SBAR (IN that) (S (NP (PRP they)) (VP (VBD were) (VP (VBG telling) (NP (DT the) (NN truth)))))))))))))))
[57],"(ROOT (PRN (CC and) (S (NP (PRP we)) (VP (VBD retested) (NP (NP (PRP them)) (FRAG (INTJ (UH like)))) (NP (DT the) (JJ next) (NN day))) (, ,))))"
[52],(ROOT (INTJ (UH Yeah) (. .)))
"[58, 60]",(ROOT (S (CC and) (NP (PRP they)) (VP (VBD came) (ADVP (RB back) (JJ negative)) (NP (DT the) (JJ second) (NN time))) (. .)))
[59],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH really) (. .))))"
[62],"(ROOT (S (INTJ (UH Oh)) (, ,) (ADVP (PRP you)) (VP (VBP 're)) (, ,)))"
[63],"(ROOT (S (NP (DT that)) (VP (BES 's) (NP (DT a) (JJ good) (NN point))) (, ,)))"
[64],"(ROOT (S (CC but) (PP (IN at) (NP (NNP T) (NNP I) (PRP they))) (PRN (, ,) (SINV (S (SBAR (IN before) (S (NP (PRP they)) (VP (VBD had) (NP (DT the) (NN testing))))) (, ,) (NP (PRP I)) (VP (VBP 've) (VP (VBN forgotten)))) (, ,) (VP (VBZ seems) (SBAR (IN like) (S (NP (PRP it)) (VP (VBD 's) (ADVP (NP (DT a) (NN year)) (RB ago)))))) (NP (NP (NNP September)) (, ,) (NP (NP (NN something)) (PP (IN like) (NP (DT that)))))) (, ,)) (NP (PRP they)) (VP (VBD told) (NP (PRP us)) (SBAR (IN that) (S (NP (NP (DT the) (NN agency)) (SBAR (WHNP (WDT that)) (S (VP (VBD did) (NP (PRP it)))))) (VP (VBD was) (NP (NP (DT the) (CD one)) (SBAR (WHNP (WDT that)) (S (VP (VBD did) (NP (PRP it)) (PP (IN for) (NP (DT the) (NN government))))))))))) (. .)))"
[65],"(ROOT (S (CC And) (, ,) (PP (IN of) (NP (NN course))) (, ,) (NP (DT that)) (VP (BES 's) (ADJP (JJ critical)) (, ,) (PP (RB just) (IN as) (NP (NP (DT the) (NN point)) (SBAR (WHNP (WDT that)) (S (NP (PRP you)) (VP (VBD brought) (PRT (RP up)) (SBAR (IN that) (S (SBAR (WHNP (WP whoever)) (S (VP (VBZ does) (SBAR (S (NP (PRP$ your) (NN testing)) (VP (HVS 's) (VP (VBN got) (S (VP (TO to) (VP (VB be))))))))))) (, ,) (NP (PRP you)) (VP (VBP know) (PRN (, ,) (S (VP (VB have) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN quality) (NN control)))))) (, ,)) (SBAR (IN that) (S (NP (PRP they)) (VP (VBP keep) (NP (NP (NN track)) (PP (IN of) (NP (NN everything)))))))))))))))) (. .)))"
[66],(ROOT (S (NP (PRP They)) (VP (VBP do) (RB n't) (VP (VB make) (NP (NNS mistakes)))) (. .)))
[61],"(ROOT (S (ADVP (RB So) (SBAR (IN that) (, ,) (S (NP (DT that)) (VP (BES 's) (NP (DT the) (JJ only) (NN thing)))))) (PRN (, ,) (S (NP (PRP I)) (VP (VBP think))) (, ,)) (NP (WDT that)) (VP (MD might) (VP (VB be) (NP (NP (DT a) (JJ little) (NN bit)) (PP (IN of) (NP (DT a) (NN problem)))))) (. .)))"
"[67, 69]",(ROOT (S (NP (DT That)) (VP (MD would) (VP (VB be) (ADJP (RB terribly) (JJ embarrassing) (PP (IN for) (NP (NN someone)))) (S (VP (TO to) (ADVP (RB really)) (VP (VB come) (ADJP (RB back) (JJ positive)))))))))
[70],(ROOT (S (CC and) (NP (PRP they)) (VP (VBD were) (RB not)) (. .)))
[71],"(ROOT (S (CC And) (NP (PRP I)) (VP (VBP have) (RB n't) (VP (VBN heard) (PP (IN of) (NP (DT any))) (, ,)))))"
[68],(ROOT (INTJ (UH Right) (. .)))
[72],(ROOT (S (ADVP (RB now)) (NP (PRP I)) (VP (VBP 'm) (RB not) (PP (IN in) (NP (NNS personnel) (CC or) (NN anything)))) (. .)))
[74],"(ROOT (S (CC But) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP they)) (VP (VBP say) (SBAR (IN that) (S (S (ADVP (RB there)) (, ,) (NP (PRP it)) (VP (BES 's) (ADVP (RB almost) (IN down)) (PP (IN to) (NP (CD zero))) (SBAR (WHADVP (WRB where)) (S (NP (NNS people)) (VP (VP (VBP come) (ADVP (RB back))) (CC and) (VP (VBP say) (SBAR (S (NP (PRP they)) (VP (VBP are) (ADJP (JJ positive))))))))))) (CC and) (S (NP (PRP they)) (VP (VBP 're) (RB not)))))) (. .)))"
[75],"(ROOT (PP (IN In) (NP (NP (JJ other) (NNS words)) (PRN (, ,) (S (NP (EX there)) (VP (BES 's) (NP (ADJP (RB very) (JJ few)) (NNS mistakes)))) (, ,)))))"
[76],"(ROOT (S (CC and) (NP (NP (DT that)) (, ,) (PP (IN of) (NP (NN course))) (, ,)) (VP (VBZ has) (VP (VBN got) (S (VP (TO to) (VP (VB be) (ADJP (JJ critical))))))) (. .)))"
[77],"(ROOT (S (NP (PRP It)) (VP (HVS 's) (VP (VBN got) (S (VP (TO to) (VP (VB be)))) (, ,) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP have) (NP (DT a) (NN drug) (NN testing) (NN program))))))) (, ,)))"
[78],"(ROOT (S (NP (PRP it)) (VP (HVS 's) (VP (VBN got) (S (VP (TO to) (VP (VB be) (PP (IN with) (NP (DT a) (ADJP (RB very) (, ,) (RB very) (JJ good)) (NN agency)))))))) (. .)))"
[79],(ROOT (S (NP (PRP You)) (VP (VBP do) (RB n't) (ADVP (RB just)) (VP (VB have) (NP (NP (DT some) (JJ local) (NN group)) (SBAR (S (VP (VBP do) (NP (PRP it)))))))) (. .)))
[73],(ROOT (INTJ (UH Yeah) (. .)))
[81],"(ROOT (FRAG (PP (UH Right)) (, ,)))"
[82],"(ROOT (FRAG (PP (UH yeah)) (, ,)))"
[80],(ROOT (S (NP (PRP It)) (VP (HVS 's) (VP (VBN got) (S (VP (TO to) (VP (VB be) (NP (DT a) (ADJP (RB highly) (JJ qualified)) (NN agency))))))) (. .)))
[84],"(ROOT (INTJ (UH No) (, ,)))"
[85],(ROOT (S (NP (PRP you)) (VP (VBP do) (RB n't) (VP (VB want) (S (VP (TO to) (VP (VB do) (NP (DT that))))))) (. .)))
[86],(ROOT (S (NP (PRP It)) (VP (HVS 's) (VP (VBN got) (S (VP (TO to) (VP (VB be) (NP (NP (DT a) (NN laboratory)) (SBAR (WHNP (WDT that)) (S (VP (VBZ does) (NP (NP (NN quality) (NN control)) (CC and) (NP (JJ double) (NN check)))))))))))) (. .)))
[87],(ROOT (S (CC And) (NP (PRP I)) (VP (VBP think) (SBAR (IN that) (S (NP (NNP T) (NNP I)) (VP (VBZ is) (VP (VBN latched) (NP (PRP themselves)) (PRT (RP up)) (PP (IN with) (NP (DT an) (JJ established) (NN group)))))))) (. .)))
[88],"(ROOT (S (CC And) (NP (DT that)) (VP (MD would) (VP (VP (VB be) (ADJP (JJ good) (PP (IN for) (NP (NP (DT any) (NN company)) (SBAR (WHNP (WDT that)) (S (VP (VBZ does) (NP (PRP it))))))))) (, ,) (CC and) (VP (RB not) (S (VP (TO to) (VP (VB have) (NP (RB just) (DT a) (ADJP (RB very) (JJ casual)) (NN thing)))))))) (. .)))"
[89],"(ROOT (S (S (NP (PRP It)) (VP (HVS 's) (VP (VBN got) (S (VP (TO to) (VP (VB be) (PP (IN with) (NP (DT a))))))))) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (S (NP (NP (JJ first) (NN class)) (, ,) (X (ADVP (RB totally)) (NP (JJ independent) (NN agency)) (. .))) (NP (NP (RB Not) (JJ local)) (PP (IN of) (NP (NN course)))))) (. .)))"
[90],"(ROOT (NP (S (NP (PRP$ Ours)) (, ,) (NP (PRP I)) (VP (VBP think) (, ,) (SBAR (S (INTJ (UH well)) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP it)) (VP (VBD was) (PP (IN in) (NP (DT the) (NN south))) (ADVP (RB somewhere)) (, ,)))))))))))"
[83],(ROOT (NP (NP (RB not) (RB just)) (NP (NP (NP (DT some) (NN doctor) (POS 's)) (NN office)) (ADVP (RB somewhere))) (. .)))
[91],"(ROOT (S (S (CC but) (NP (PRP it)) (VP (VBD was) (RB n't) (ADJP (RB even) (PP (IN in) (NP (NNP Dallas)))))) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (NP (NP (DT the) (CD one)) (SBAR (WHNP (WDT that)) (S (VP (VBD did) (NP (PRP us))))))) (. .)))"
[92],(ROOT (S (INTJ (UH Oh)) (VP (UH really)) (. .)))
[94],"(ROOT (SBARQ (WHADVP (UH Huh) (. .)) (SQ (VBP Do) (NP (PRP they)) (VP (VB have) (NP (NP (DT a) (NN policy)) (SBAR (WHADVP (WRB where)) (S (NP (PRP they)) (VP (VBP counsel) (NP (NNS people)) (SBAR (IN if) (S (NP (PRP they)) (VP (VBP come) (ADJP (RB back) (JJ positive)))))) (, ,))))))))"
[93],(ROOT (INTJ (UH Yeah) (. .)))
[96],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH no) (. .))))"
[97],(ROOT (S (NP (PRP They)) (VP (VBP 're) (RB not) (VP (VBN fired))) (. .)))
[98],"(ROOT (S (S (NP (PRP They)) (VP (VBP are))) (, ,) (NP (PRP they)) (VP (VBP have) (S (NP (CD one) (NN chance)) (VP (TO to) (VP (ADVP (RB then)) (VB go) (PP (IN in) (NP (DT a) (NN program))))))) (. .)))"
[99],"(ROOT (S (NP (PRP You)) (VP (VBP come) (ADJP (RB back) (JJ positive) (PRN (, ,) (S (NP (PRP you)) (VP (VBP have) (S (NP (CD one) (NN chance)) (VP (TO to) (VP (VP (VB go) (ADVP (RB in))) (, ,) (CC and) (VP (VB go) (PP (IN into)))))))) (, ,)) (SBAR (S (NP (PRP they)) (VP (VBP have) (NP (NP (DT a) (NN lot)) (PP (IN of) (PRN (, ,) (INTJ (UH uh)) (, ,)) (NP (NN rehabilitation)))))))) (, ,) (PP (DT both) (PP (IN for) (NP (NN alcohol))) (CC and) (PP (IN for) (NP (NN drug) (NN use))))) (, ,)))"
[95],(ROOT (S (CC or) (VBP do) (NP (PRP they)) (VP (VB fire) (NP (PRP them)) (ADVP (RB right) (RB away))) (. .)))
[100],"(ROOT (S (S (CC and) (NP (PRP they)) (VP (VBP have))) (, ,) (S (INTJ (UH uh)) (, ,) (NP (NP (DT a) (NN lot)) (PP (IN of) (PRN (, ,) (INTJ (UH uh)) (, ,)) (NP (PRP they)))) (VP (VBP have) (NP (NP (NP (DT an) (NN agency)) (SBAR (WHADVP (WRB where)) (S (NP (PRP you)) (VP (MD can) (VP (VB go) (PP (IN for) (NP (JJ personal) (NNS problems))) (, ,) (ADJP (JJ financial))))))) (CC or) (SBAR (WHNP (WDT whatever)))))) (. .)))"
[102],"(ROOT (S (CC And) (ADVP (RB so)) (NP (PRP they)) (, ,) (S (NP (PRP they))) (, ,) (ADVP (PRP they)) (VP (VBP do) (RB n't)) (, ,)))"
[103],"(ROOT (INTJ (UH no) (, ,)))"
[104],(ROOT (S (NP (PRP it)) (VP (BES 's) (RB not) (NP (NN firing) (JJ first))) (. .)))
[105],"(ROOT (S (NP (PRP It)) (VP (BES 's) (, ,) (INTJ (UH uh)) (, ,) (S (ADVP (RB definitely)) (VP (VBG trying) (S (VP (TO to) (VP (VB encourage) (S (NP (NNS people)) (VP (TO to) (VP (VB rehabilitate)))))))))) (. .)))"
[106],"(ROOT (S (PP (IN In) (NP (NN fact))) (, ,) (ADVP (RB again)) (, ,) (SBAR (IN before) (S (NP (PRP you)) (VP (VBP go)))) (, ,) (NP (PRP you)) (VP (VBP know) (PRN (, ,) (S (NP (DT that)) (VP (BES 's) (SBAR (S (SBAR (WHADVP (WRB why)) (S (NP (PRP I)) (VP (VBD said)))) (, ,) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (ADVP (RB first)) (VP (VBD started) (NP (PRP it))))) (, ,) (S (NP (PRP they)) (VP (VBD had) (NP (NP (DT a) (NN rehabilitation) (NN program)) (PP (IN in) (NP (NN effect))) (SBAR (WHNP (WDT that)) (S (VP (VBD said) (SBAR (IN if) (S (NP (PRP you)) (VP (VBD worried) (PP (IN about) (NP (DT this)))))))))))) (CC and) (S (NP (PRP you)) (VP (MD may) (VP (VP (VB have) (VP (VBN taken) (NP (NNS drugs)))) (, ,) (VP (VB go) (ADVP (RB ahead))) (CC and) (VP (VB get) (ADJP (JJ rehabilitated)) (ADVP (JJ first)))))))))) (, ,)))))"
[101],(ROOT (INTJ (UH Right) (. .)))
[108],(ROOT (INTJ (UH Right) (. .)))
[107],(ROOT (S (CC and) (NP (PRP they)) (VP (MD wo) (RB n't) (VP (VB say) (NP (NN anything)) (PP (IN about) (NP (PRP it))))) (. .)))
[109],(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (DT that)) (VP (BES 's) (ADJP (RB really) (JJ good)))))) (. .)))
[110],(ROOT (S (INTJ (UH Oh)) (VP (UH sure)) (. .)))
[112],"(ROOT (PRN (UH Oh) (INTJ (UH yeah)) (, ,)))"
[113],"(ROOT (INTJ (UH no) (, ,)))"
[114],(ROOT (S (NP (DT that)) (VP (BES 's) (RB not) (ADJP (JJ right))) (. .)))
[115],"(ROOT (S (NP (PRP It)) (VP (BES 's) (ADVP (RB really)) (NP (NP (DT an) (NN illness)) (, ,) (CC or) (SBAR (WHNP (WDT whatever)) (S (NP (PRP you)) (VP (VBP want) (S (VP (TO to) (VP (VB say) (SBAR (IN that) (S (NP (PRP it)) (VP (VBZ is)))))))))))) (. .)))"
[116],"(ROOT (S (NP (PRP You)) (VP (VBP know) (PRN (, ,) (S (NP (PRP it)) (VP (BES 's) (NP (NP (DT a) (NN weakness)) (CC and) (NP (DT all))))) (, ,)))))"
[117],"(ROOT (FRAG (CC and) (SBAR (WHNP (WP who)) (S (, ,) (ADVP (DT all) (IN of)) (NP (PRP us)) (VP (VBP have) (NP (NP (NNS weaknesses)) (PP (IN of) (NP (NP (CD one) (NN kind)) (CC or) (NP (DT another)))))))) (. .)))"
[118],"(ROOT (S (CC And) (NP (PRP I)) (VP (VBP think) (SBAR (IN that) (S (NP (NP (DT those) (NNS people)) (SBAR (WHNP (WDT that)) (S (VP (VBP have) (NP (NP (DT that)) (CC and) (ADVP (RB however)) (NP (PRP they))))))) (VP (VBD got) (PP (IN into) (NP (PRP it)) (, ,))))))))"
[119],"(ROOT (S (NP (PRP I)) (VP (VBP have) (NP (NNS children))) (, ,)))"
[120],"(ROOT (S (NP (PRP I)) (ADVP (RB always)) (VP (VP (VBP worry) (PP (IN about) (NP (NP (DT the)) (, ,) (NP (NP (DT the) (JJ classical) (NN thing)) (SBAR (WHNP (WDT that)) (S (S (NP (PRP you)) (VP (VBP see) (PP (IN on) (NP (NN T) (NN V))) (, ,) (SBAR (WHADVP (WRB where)) (S (NP (DT the) (NN drug) (NNS pushers)) (VP (VBP give) (NP (PRP it)) (PP (IN to) (NP (NP (DT the) (NNS kids)) (PP (IN for) (ADJP (JJ free)))))))))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)))))))) (CC and) (VP (VBP get) (NP (PRP them) (JJ sucked)) (PRT (RP in)))) (, ,)))"
[121],(ROOT (S (CC and) (ADVP (RB then)) (NP (PRP they)) (VP (VBP sell) (NP (PRP it)) (PP (IN to) (NP (PRP them)))) (. .)))
[111],(ROOT (S (NP (PRP I)) (VP (VBP know) (SBAR (S (NP (DT some) (NNS places)) (ADVP (RB just)) (VP (VBP fire) (NP (NNS people)) (PP (IN on) (NP (DT the) (NN spot))) (SBAR (IN if) (S (NP (PRP they)) (VP (VBP come) (NP (NP (RB back) (JJ positive)) (CC or) (NP (NN something)))))))))) (. .)))
"[122, 124]",(ROOT (S (NP (PRP You)) (VP (VBP know) (SBAR (S (NP (DT the) (JJ classical) (NN thing)) (VP (VBZ is) (S (VP (TO to) (VP (VB give) (NP (PRP it)) (ADVP (RB away))))))))) (. .)))
[125],(ROOT (FRAG (NP (PRP I)) (VP (ADVP (RB always)) (VBP worry) (PP (IN about) (NP (PRP$ my) (JJ teenage) (NNS daughters))) (S (VP (VBG going) (PP (IN to) (NP (DT some) (NN party))))))))
[126],(ROOT (S (CC and) (NP (PRP they)) (VP (VBP slip) (NP (PRP it)) (PP (IN to) (NP (PRP them)))) (. .)))
[127],"(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know))) (, ,)))"
[128],"(ROOT (S (S (NP (PRP I)) (VP (VBP do) (RB n't) (ADVP (RB even)) (VP (VB have) (NP (ADJP (RB that) (JJ much)) (NN knowledge) (S (VP (TO to) (VP (VB know) (SBAR (IN whether) (S (NP (DT that)) (VP (MD would) (VP (VB get) (S (NP (PRP them)) (ADJP (JJ addicted)))))) (CC or) (RB not))))))))) (, ,) (NP (PRP you)) (VP (VBP know)) (. .)))"
[123],(ROOT (INTJ (UH Right) (. .)))
[130],"(ROOT (INTJ (UH Yeah) (, ,)))"
[131],"(ROOT (S (S (NP (NP (DT some)) (PP (IN of) (NP (DT the) (NNS stories)))) (NP (PRP you)) (VP (VBP read) (PP (IN about) (NP (NN cocaine))))) (, ,) (S (NP (NP (DT that) (BES 's)) (PP (IN like) (NP (NNS people)))) (VP (VBP try) (NP (PRP it)) (NP (CD one) (NN time)))) (CC and) (S (NP (PRP they)) (VP (VBP 're) (ADJP (JJ addicted)))) (. .)))"
