27602,"(0,)",Doing a fine job !,"[Doing/VBG, a/DT, fine/JJ, job/NN, !/.]",(ROOT (S (VP (VBG Doing) (NP (DT a) (JJ fine) (NN job))) (. !)))
27602,"(27,)",And we 've done the window sills all upstairs .,"[And/CC, we/PRP, 've/VBP, done/VBN, the/DT, window/NN, sills/NNP, all/DT, upstairs/NN, ./.]",(ROOT (S (CC And) (NP (PRP we)) (VP (VBP 've) (VP (VBN done) (NP (DT the) (NN window) (NNP sills)) (ADVP (DT all) (NN upstairs)))) (. .)))
27602,"(28,)",And it absorbs it don 't it ?,"[And/CC, it/PRP, absorbs/VBZ, it/PRP, don/VB, 't/PRP, it/PRP, ?/.]",(ROOT (S (CC And) (NP (PRP it)) (VP (VBZ absorbs) (S (NP (PRP it)) (VP (VB don) (S (NP (PRP 't)) (NP (PRP it)))))) (. ?)))
27602,"(29, 30)",I put a good bit on there and soaked it  let it soak in .,"[I/PRP, put/VBD, a/DT, good/JJ, bit/NN, on/IN, there/EX, and/CC, soaked/VBD, it/PRP, let/VB, it/PRP, soak/VB, in/IN, ./.]",(ROOT (S (NP (PRP I)) (VP (VP (VBD put) (NP (DT a) (JJ good) (NN bit)) (PP (IN on) (NP (EX there)))) (CC and) (VP (VBD soaked) (S (NP (PRP it)) (VP (VB let) (S (NP (PRP it)) (VP (VB soak) (PP (IN in)))))))) (. .)))
27602,"(31, 32, 33, 34)",as if you would  have a polish day every Friday  you could put it on  Thursday night .,"[as/IN, if/IN, you/PRP, would/MD, have/VB, a/DT, polish/JJ, day/NN, every/DT, Friday/NNP, you/PRP, could/MD, put/VB, it/PRP, on/IN, Thursday/NNP, night/NN, ./.]",(ROOT (S (SBAR (IN as) (IN if) (S (NP (PRP you)) (VP (MD would) (VP (VB have) (NP (DT a) (JJ polish) (NN day)) (NP (DT every) (NNP Friday)))))) (NP (PRP you)) (VP (MD could) (VP (VB put) (NP (PRP it)) (PP (IN on) (NP (NNP Thursday))) (NP (NN night)))) (. .)))
27602,"(35,)",You don 't want to put it on early but,"[You/PRP, don/VBP, 't/PRP, want/VB, to/TO, put/VB, it/PRP, on/IN, early/JJ, but/CC]",(ROOT (S (NP (PRP You)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB want) (S (VP (TO to) (VP (VB put) (NP (PRP it)) (PP (IN on) (NP (JJ early))) (ADVP (CC but))))))))))
27602,"(36,)",And polish it off,"[And/CC, polish/VB, it/PRP, off/RP]",(ROOT (FRAG (CC And) (S (VP (VB polish) (NP (PRP it)) (PRT (RP off))))))
27602,"(37,)",If you,"[If/IN, you/PRP]",(ROOT (FRAG (IN If) (NP (PRP you))))
27602,"(38,)",Friday .,"[Friday/NNP, ./.]",(ROOT (FRAG (NP (NNP Friday)) (. .)))
27602,"(39, 40, 41)",Yes  but you see  if you put a lot on it 's sticky !,"[Yes/UH, but/CC, you/PRP, see/VBP, if/IN, you/PRP, put/VBP, a/DT, lot/NN, on/IN, it/PRP, 's/VBZ, sticky/JJ, !/.]",(ROOT (S (S (INTJ (UH Yes)) (NP (CC but)) (VP (ADVP (PRP you)) (VBP see) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP put) (NP (DT a) (NN lot)) (PP (IN on))))))) (NP (PRP it)) (VP (VBZ 's) (ADJP (JJ sticky))) (. !)))
27602,"(42,)",Oh yeah .,"[Oh/UH, yeah/UH, ./.]",(ROOT (S (INTJ (UH Oh)) (VP (UH yeah)) (. .)))
27602,"(43,)","You gotta keep them , you know ?","[You/PRP, gotta/NNP, keep/VB, them/PRP, ,/,, you/PRP, know/VB, ?/.]","(ROOT (S (NP (PRP You)) (PRN (S (NP (NNP gotta)) (VP (VB keep) (NP (PRP them)))) (, ,)) (NP (PRP you)) (VP (VB know)) (. ?)))"
27602,"(44,)",Mm .,"[Mm/NN, ./.]",(ROOT (NP (NN Mm) (. .)))
27602,"(45, 46)",Rubbing it ahead with a duster will do for  weeks !,"[Rubbing/VBG, it/PRP, ahead/RB, with/IN, a/DT, duster/NN, will/MD, do/VB, for/IN, weeks/NNS, !/.]",(ROOT (S (S (VP (VBG Rubbing) (NP (PRP it)) (ADVP (RB ahead)) (PP (IN with) (NP (DT a) (NN duster))))) (VP (MD will) (VP (VB do) (PP (IN for) (NP (NNS weeks))))) (. !)))
27602,"(47,)",Mm .,"[Mm/NN, ./.]",(ROOT (NP (NN Mm) (. .)))
27602,"(48,)",Oh   are going through the hoop !,"[Oh/UH, are/VBP, going/VBG, through/IN, the/DT, hoop/NN, !/.]",(ROOT (S (NP (UH Oh)) (VP (VBP are) (VP (VBG going) (PP (IN through) (NP (DT the) (NN hoop))))) (. !)))
27602,"(49, 50, 51)",It is erm  a fact  boys pour your money into BUPA bank robbed .,"[It/PRP, is/VBZ, erm/NN, a/DT, fact/NN, boys/NNS, pour/VBP, your/PRP$, money/NN, into/IN, BUPA/NNP, bank/NNP, robbed/VBD, ./.]",(ROOT (S (NP (PRP It)) (VP (VBZ is) (NP (NP (NN erm)) (SBAR (S (NP (DT a) (NN fact) (NNS boys)) (VP (VBP pour) (NP (PRP$ your) (NN money)) (PP (IN into) (NP (NNP BUPA) (NNP bank))) (ADVP (VBD robbed))))))) (. .)))
27602,"(52,)",And they,"[And/CC, they/PRP]",(ROOT (FRAG (CC And) (NP (PRP they))))
27602,"(53,)"," put it in , if he 's","[put/VB, it/PRP, in/IN, ,/,, if/IN, he/PRP, 's/VBZ]","(ROOT (S (VP (VB put) (NP (PRP it)) (PP (IN in)) (, ,) (SBAR (IN if) (S (NP (PRP he)) (VP (VBZ 's)))))))"
27602,"(54,)",Mm .,"[Mm/NN, ./.]",(ROOT (NP (NN Mm) (. .)))
27602,"(55,)",going .,"[going/VBG, ./.]",(ROOT (S (VP (VBG going)) (. .)))
27602,"(56,)",Yeah .,"[Yeah/UH, ./.]",(ROOT (INTJ (UH Yeah) (. .)))
27602,"(57, 58, 59, 60, 61, 62, 63, 64)","And it says a-  ,i-  ,i- it 's stating things here  er  if you 've been wanted operation a long time  the N S H  er  N S H  that is it , yes .","[And/CC, it/PRP, says/VBZ, a-/NN, ,i-/JJ, ,i-/NN, it/PRP, 's/VBZ, stating/VBG, things/NNS, here/RB, er/NN, if/IN, you/PRP, 've/VBP, been/VBN, wanted/VBN, operation/NN, a/DT, long/JJ, time/NN, the/DT, N/NN, S/NNS, H/NN, er/NN, N/NN, S/NNS, H/NN, that/WDT, is/VBZ, it/PRP, ,/,, yes/UH, ./.]","(ROOT (S (S (CC And) (NP (PRP it)) (VP (VBZ says) (NP (NP (NN a-) (JJ ,i-) (NN ,i-)) (SBAR (S (NP (PRP it)) (VP (VBZ 's) (VP (VBG stating) (S (NP (NNS things)) (ADVP (RB here)) (NP (NN er))) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP 've) (VP (VBN been) (VP (VBN wanted) (X (X (NP (NP (NN operation)) (NP (DT a) (JJ long) (NN time))) (NP (DT the) (NN N)) (NP (NP (NNS S)) (NP (NN H) (NN er) (NN N) (NNS S)))) (NP (NP (NN H)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (NP (PRP it))))))))))))))))))) (, ,) (FRAG (INTJ (UH yes))) (. .)))"
27602,"(65,)",N H S .,"[N/NN, H/NN, S/NNS, ./.]",(ROOT (NP (NP (NN N)) (NP (NN H) (NNS S)) (. .)))
27602,"(66, 67, 68, 69)",N H S  they will re- transfer your name to Bupa  and Bupa will write to you  and say they 've got a bed if you 'd like to have it .,"[N/NN, H/NN, S/NNS, they/PRP, will/MD, re-/VB, transfer/VB, your/PRP$, name/NN, to/TO, Bupa/NNP, and/CC, Bupa/NNP, will/MD, write/VB, to/TO, you/PRP, and/CC, say/VB, they/PRP, 've/VBP, got/VBD, a/DT, bed/NN, if/IN, you/PRP, 'd/MD, like/VB, to/TO, have/VB, it/PRP, ./.]",(ROOT (S (NP (NP (NN N) (NN H) (NNS S)) (SBAR (S (NP (PRP they)) (VP (MD will) (VP (VB re-) (VP (VB transfer) (NP (PRP$ your) (NN name)) (PP (TO to) (NP (NNP Bupa) (CC and) (NNP Bupa))))))))) (VP (MD will) (VP (VP (VB write) (PP (TO to) (NP (PRP you)))) (CC and) (VP (VB say) (SBAR (S (NP (PRP they)) (VP (VBP 've) (VP (VBD got) (NP (DT a) (NN bed)) (SBAR (IN if) (S (NP (PRP you)) (VP (MD 'd) (VP (VB like) (S (VP (TO to) (VP (VB have) (NP (PRP it)))))))))))))))) (. .)))
27602,"(70,)",Because you 've gotta pay for that .,"[Because/IN, you/PRP, 've/VBP, gotta/NNP, pay/NN, for/IN, that/DT, ./.]",(ROOT (FRAG (SBAR (IN Because) (S (NP (PRP you)) (VP (VBP 've) (NP (NP (NNP gotta) (NN pay)) (PP (IN for) (NP (DT that))))))) (. .)))
27602,"(71,)",Danny could have had his operation three years ago !,"[Danny/NNP, could/MD, have/VB, had/VBD, his/PRP$, operation/NN, three/CD, years/NNS, ago/RB, !/.]",(ROOT (S (NP (NNP Danny)) (VP (MD could) (VP (VB have) (VP (VBD had) (NP (PRP$ his) (NN operation)) (ADVP (NP (CD three) (NNS years)) (RB ago))))) (. !)))
27602,"(72,)",If you 'd been on Bupa .,"[If/IN, you/PRP, 'd/MD, been/VBN, on/IN, Bupa/NNP, ./.]",(ROOT (FRAG (SBAR (IN If) (S (NP (PRP you)) (VP (MD 'd) (VP (VBN been) (PP (IN on) (NP (NNP Bupa))))))) (. .)))
27602,"(73,)",The first thing they asked him was how much money he 'd got !,"[The/DT, first/JJ, thing/NN, they/PRP, asked/VBD, him/PRP, was/VBD, how/WRB, much/JJ, money/NN, he/PRP, 'd/VBD, got/VBN, !/.]",(ROOT (S (NP (NP (DT The) (JJ first) (NN thing)) (SBAR (S (NP (PRP they)) (VP (VBD asked) (NP (PRP him)))))) (VP (VBD was) (SBAR (WHNP (WHADJP (WRB how) (JJ much)) (NN money)) (S (NP (PRP he)) (VP (VBD 'd) (VP (VBN got)))))) (. !)))
27602,"(74,)",Yes .,"[Yes/UH, ./.]",(ROOT (INTJ (UH Yes) (. .)))
27602,"(75,)","And , do you belong to Bupa ?","[And/CC, ,/,, do/VBP, you/PRP, belong/VB, to/TO, Bupa/NNP, ?/.]","(ROOT (S (NP (CC And)) (, ,) (VP (VBP do) (S (NP (PRP you)) (VP (VB belong) (PP (TO to) (NP (NNP Bupa)))))) (. ?)))"
27602,"(76,)",Mm .,"[Mm/NN, ./.]",(ROOT (NP (NN Mm) (. .)))
27602,"(77,)","And he said , how the hell can I pay that !","[And/CC, he/PRP, said/VBD, ,/,, how/WRB, the/DT, hell/NN, can/MD, I/PRP, pay/VB, that/DT, !/.]","(ROOT (S (CC And) (NP (PRP he)) (VP (VBD said) (, ,) (SBAR (SBARQ (WHADVP (WRB how) (NP (DT the) (NN hell))) (SQ (MD can) (NP (PRP I)) (VP (VB pay) (NP (DT that))))))) (. !)))"
27602,"(78,)",Mm .,"[Mm/NN, ./.]",(ROOT (NP (NN Mm) (. .)))
27602,"(79,)",And they said well it 's   .,"[And/CC, they/PRP, said/VBD, well/RB, it/PRP, 's/VBZ, ./.]",(ROOT (S (CC And) (NP (PRP they)) (VP (VBD said) (ADVP (RB well)) (SBAR (S (NP (PRP it)) (VP (VBZ 's))))) (. .)))
27602,"(80, 81, 82, 83)","Well  in  in nineteen seventy nine  before the Tories , there was only one Bupa hospital .","[Well/RB, in/IN, in/IN, nineteen/CD, seventy/CD, nine/CD, before/IN, the/DT, Tories/NNPS, ,/,, there/EX, was/VBD, only/RB, one/CD, Bupa/NNP, hospital/NNP, ./.]","(ROOT (S (PP (ADVP (RB Well)) (IN in) (IN in) (NP (NP (CD nineteen)) (NP (NP (CD seventy) (CD nine)) (PP (IN before) (NP (DT the) (NNPS Tories)))))) (, ,) (NP (EX there)) (VP (VBD was) (ADVP (RB only) (NP (CD one))) (NP (NNP Bupa) (NNP hospital))) (. .)))"
27602,"(84,)",Mm .,"[Mm/NN, ./.]",(ROOT (NP (NN Mm) (. .)))
27602,"(85,)",Now there are thirty !,"[Now/RB, there/EX, are/VBP, thirty/CD, !/.]",(ROOT (S (ADVP (RB Now)) (NP (EX there)) (VP (VBP are) (NP (CD thirty))) (. !)))
27602,"(86,)",Mm .,"[Mm/NN, ./.]",(ROOT (NP (NN Mm) (. .)))
27602,"(87, 88, 89)","And another fact is , last year  Bupa announced record losses  of sixty three point three million !","[And/CC, another/DT, fact/NN, is/VBZ, ,/,, last/JJ, year/NN, Bupa/NNP, announced/VBD, record/JJ, losses/NNS, of/IN, sixty/CD, three/CD, point/NN, three/CD, million/CD, !/.]","(ROOT (S (CC And) (NP (DT another) (NN fact)) (VP (VBZ is) (, ,) (SBAR (S (NP (JJ last) (NN year)) (NP (NNP Bupa)) (VP (VBD announced) (NP (NP (JJ record) (NNS losses)) (PP (IN of) (NP (NP (CD sixty) (CD three) (NN point)) (QP (CD three) (CD million))))))))) (. !)))"
27602,"(90, 91, 92, 93, 94)",Fact  the Department of Social Security  is splashing five million for health cheques  for it 's staff  all on Bupa !,"[Fact/NN, the/DT, Department/NN, of/IN, Social/NNP, Security/NNP, is/VBZ, splashing/VBG, five/CD, million/CD, for/IN, health/NN, cheques/NNS, for/IN, it/PRP, 's/VBZ, staff/NN, all/DT, on/IN, Bupa/NN, !/.]",(ROOT (S (NP (NP (NN Fact) (DT the) (NN Department)) (PP (IN of) (NP (NNP Social) (NNP Security)))) (VP (VBZ is) (VP (VBG splashing) (NP (NP (QP (CD five) (CD million))) (PP (IN for) (NP (NN health) (NNS cheques)))) (SBAR (IN for) (S (NP (PRP it)) (VP (VBZ 's) (NP (NN staff)) (PP (DT all) (IN on) (NP (NN Bupa)))))))) (. !)))
27602,"(95,)",Mm .,"[Mm/NN, ./.]",(ROOT (NP (NN Mm) (. .)))
27602,"(96,)",To keep the private one going !,"[To/TO, keep/VB, the/DT, private/JJ, one/CD, going/VBG, !/.]",(ROOT (S (VP (TO To) (VP (VB keep) (NP (NP (DT the) (JJ private) (CD one)) (VP (VBG going))))) (. !)))
27602,"(97, 98, 99, 100, 101)",Prime Mist- Prime Minister Major spoke last year  at a nurses awards dinner organised by Bupa  he said there was now much more scope  for private health firms .,"[Prime/NNP, Mist-/NNP, Prime/NNP, Minister/NNP, Major/JJ, spoke/VBD, last/JJ, year/NN, at/IN, a/DT, nurses/NNS, awards/NNS, dinner/NN, organised/VBN, by/IN, Bupa/NNP, he/PRP, said/VBD, there/EX, was/VBD, now/RB, much/RB, more/JJR, scope/NN, for/IN, private/JJ, health/NN, firms/NNS, ./.]",(ROOT (S (NP (NP (NNP Prime) (NNP Mist-) (NNP Prime) (NNP Minister)) (JJ Major)) (VP (VBD spoke) (NP (JJ last) (NN year)) (PP (IN at) (NP (NP (DT a) (NNS nurses) (NNS awards) (NN dinner)) (VP (VBN organised) (PP (IN by) (NP (NP (NNP Bupa)) (SBAR (S (NP (PRP he)) (VP (VBD said) (SBAR (S (NP (EX there)) (VP (VBD was) (ADVP (RB now)) (NP (NP (ADJP (RB much) (JJR more)) (NN scope)) (PP (IN for) (NP (JJ private) (NN health) (NNS firms)))))))))))))))) (. .)))
27602,"(102,)","A-  , Health Secretary William Waldegrave is a member of BUPA .","[A-/NN, ,/,, Health/NN, Secretary/NN, William/NNP, Waldegrave/NNP, is/VBZ, a/DT, member/NN, of/IN, BUPA/NNP, ./.]","(ROOT (S (NP (NP (NN A-)) (, ,) (NP (NN Health) (NN Secretary) (NNP William) (NNP Waldegrave))) (VP (VBZ is) (NP (NP (DT a) (NN member)) (PP (IN of) (NP (NNP BUPA))))) (. .)))"
27602,"(103,)",That 's the Health Secretary !,"[That/DT, 's/VBZ, the/DT, Health/NN, Secretary/NN, !/.]",(ROOT (S (NP (DT That)) (VP (VBZ 's) (NP (DT the) (NN Health) (NN Secretary))) (. !)))
27602,"(104,)",Mm !,"[Mm/NN, !/.]",(ROOT (NP (NN Mm) (. !)))
27602,"(105,)","But if you listen to him on telly , he isn 't !","[But/CC, if/IN, you/PRP, listen/VBP, to/TO, him/PRP, on/IN, telly/NNP, ,/,, he/PRP, isn/VBD, 't/PRP, !/.]","(ROOT (S (CC But) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP listen) (PP (TO to) (NP (PRP him))) (PP (IN on) (NP (NNP telly)))))) (, ,) (NP (PRP he)) (VP (VBD isn) (NP (PRP 't))) (. !)))"
27602,"(106,)",Oh well   .,"[Oh/UH, well/RB, ./.]",(ROOT (S (VP (NP (INTJ (UH Oh)) (NP (RB well)))) (. .)))
27602,"(107,)",No .,"[No/DT, ./.]",(ROOT (FRAG (NP (DT No)) (. .)))
27602,"(108, 109)",Course I er  the main subject today is the pot calling the kettle black !,"[Course/NN, I/CD, er/NN, the/DT, main/JJ, subject/NN, today/NN, is/VBZ, the/DT, pot/NN, calling/VBG, the/DT, kettle/NN, black/JJ, !/.]",(ROOT (S (NP (NP (NN Course) (CD I) (NN er)) (NP (DT the) (JJ main) (NN subject))) (NP (NN today)) (VP (VBZ is) (NP (NP (DT the) (NN pot)) (VP (VBG calling) (S (NP (DT the) (NN kettle)) (ADJP (JJ black)))))) (. !)))
27602,"(110,)",Mm .,"[Mm/NN, ./.]",(ROOT (NP (NN Mm) (. .)))
27602,"(111,)","M F I , sixty five percent off look !","[M/NN, F/NN, I/PRP, ,/,, sixty/CD, five/CD, percent/NN, off/IN, look/NN, !/.]","(ROOT (NP (NP (NN M) (NN F)) (NP (NP (PRP I)) (, ,) (NP (NP (CD sixty) (CD five) (NN percent)) (PP (IN off) (NP (NN look))))) (. !)))"
27602,"(112,)",Mm .,"[Mm/NN, ./.]",(ROOT (NP (NN Mm) (. .)))
27602,"(113,)", Elderly patients cower in terror as two nurses battle it out on a ward !,"[Elderly/JJ, patients/NNS, cower/VBP, in/IN, terror/NN, as/IN, two/CD, nurses/NNS, battle/VBP, it/PRP, out/RP, on/IN, a/DT, ward/NN, !/.]",(ROOT (S (NP (JJ Elderly) (NNS patients)) (VP (VBP cower) (PP (IN in) (NP (NN terror))) (SBAR (IN as) (S (NP (CD two) (NNS nurses)) (VP (VBP battle) (NP (PRP it)) (PRT (RP out)) (PP (IN on) (NP (DT a) (NN ward))))))) (. !)))
27602,"(114,)",A tribunal heard yesterday .,"[A/DT, tribunal/NN, heard/VBD, yesterday/NN, ./.]",(ROOT (S (NP (DT A) (NN tribunal)) (VP (VBD heard) (NP (NN yesterday))) (. .)))
27602,"(115, 116, 117, 118, 119, 120, 121)",Tempers exploded at breakfast time after Rosemary   > and Carssier > who had feuded for a month accidentally bumped into each other between two beds  and their slanging match   to violence  when Rosemary shouted    what you need is a man !,"[Tempers/NNS, exploded/VBD, at/IN, breakfast/NN, time/NN, after/IN, Rosemary/NNP, >/JJR, and/CC, Carssier/NN, >/JJR, who/WP, had/VBD, feuded/VBN, for/IN, a/DT, month/NN, accidentally/RB, bumped/VBD, into/IN, each/DT, other/JJ, between/IN, two/CD, beds/NNS, and/CC, their/PRP$, slanging/JJ, match/NN, to/TO, violence/NN, when/WRB, Rosemary/NNP, shouted/VBD, what/WP, you/PRP, need/VBP, is/VBZ, a/DT, man/NN, !/.]",(ROOT (S (NP (NNS Tempers)) (VP (VBD exploded) (PP (IN at) (NP (NN breakfast) (NN time))) (SBAR (IN after) (S (NP (NP (NP (NNP Rosemary)) (ADJP (ADJP (JJR >)) (CC and) (ADJP (NP (NN Carssier)) (JJR >)))) (SBAR (WHNP (WP who)) (S (VP (VBD had) (VP (VBN feuded) (SBAR (IN for) (S (NP (DT a) (NN month)) (ADVP (RB accidentally)) (VP (VBD bumped) (PP (IN into) (NP (NP (DT each) (JJ other)) (PP (IN between) (NP (NP (CD two) (NNS beds)) (CC and) (NP (PRP$ their) (JJ slanging) (NN match)))))) (PP (TO to) (NP (NN violence))) (SBAR (WHADVP (WRB when)) (S (NP (NNP Rosemary)) (VP (VBD shouted) (SBAR (WHNP (WP what)) (S (NP (PRP you)) (VP (VBP need))))))))))))))) (VP (VBZ is) (NP (DT a) (NN man)))))) (. !)))
27602,"(122, 123, 124, 125, 126, 127, 128, 129, 130)",Bed ridden patients at St Mary 's A- St Mary Abbots Hospital  are geriatric and    and psychiatric unit in London 's Kensington  narrowly escaped injured  injury as five foot two  Carssier grappled with Rosemary  six foot and well stoned !,"[Bed/NN, ridden/NN, patients/NNS, at/IN, St/NNP, Mary/NNP, 's/POS, A-/NN, St/JJ, Mary/NNP, Abbots/NNP, Hospital/NNP, are/VBP, geriatric/JJ, and/CC, and/CC, psychiatric/JJ, unit/NN, in/IN, London/NNP, 's/POS, Kensington/NNP, narrowly/RB, escaped/VBD, injured/JJ, injury/NN, as/IN, five/CD, foot/NN, two/CD, Carssier/NN, grappled/VBN, with/IN, Rosemary/NNP, six/CD, foot/NN, and/CC, well/RB, stoned/VBD, !/.]",(ROOT (S (NP (NP (NN Bed) (NN ridden) (NNS patients)) (PP (IN at) (NP (NP (NP (NP (NNP St) (NNP Mary) (POS 's)) (NN A-)) (SBAR (S (NP (JJ St) (NNP Mary) (NNP Abbots) (NNP Hospital)) (VP (VBP are) (ADJP (JJ geriatric)))))) (CC and) (CC and) (NP (NP (JJ psychiatric) (NN unit)) (PP (IN in) (NP (NP (NNP London) (POS 's)) (NNP Kensington))))))) (VP (VP (ADVP (RB narrowly)) (VBD escaped) (NP (JJ injured) (NN injury)) (SBAR (IN as) (SINV (NP (CD five) (NN foot) (CD two) (NN Carssier)) (VP (VBN grappled) (PP (IN with) (NP (NNP Rosemary) (CD six) (NN foot))))))) (CC and) (ADVP (RB well)) (VP (VBD stoned))) (. !)))
27602,"(131, 132)",And it was Rosemary who finished  up in casualty after Carssier kicked her three times in the stomach !,"[And/CC, it/PRP, was/VBD, Rosemary/NNP, who/WP, finished/VBD, up/RB, in/IN, casualty/NN, after/IN, Carssier/NN, kicked/VBD, her/PRP$, three/CD, times/NNS, in/IN, the/DT, stomach/NN, !/.]",(ROOT (S (CC And) (NP (PRP it)) (VP (VBD was) (NP (NP (NNP Rosemary)) (SBAR (WHNP (WP who)) (S (VP (VBD finished) (ADVP (RB up) (PP (IN in) (NP (NN casualty)))) (SBAR (IN after) (S (NP (NN Carssier)) (VP (VBD kicked) (NP (PRP$ her) (CD three) (NNS times)) (PP (IN in) (NP (DT the) (NN stomach))))))))))) (. !)))
27602,"(133,)",,[],X
