70202,"(0,)",Was that Dorothy ?,"[Was/VBD, that/IN, Dorothy/NNP, ?/.]",(ROOT (S (VP (VBD Was) (PP (IN that) (NP (NNP Dorothy)))) (. ?)))
70202,"(11,)","and I 've also spoke , I 've spoke to John  > this afternoon , he said yes , this morning I mean about taking them yes , he said yes definitely take them , erm and I suggested that Jack goes in","[and/CC, I/PRP, 've/VBP, also/RB, spoke/VBN, ,/,, I/PRP, 've/VBP, spoke/VBD, to/TO, John/NNP, >/RBR, this/DT, afternoon/NN, ,/,, he/PRP, said/VBD, yes/UH, ,/,, this/DT, morning/NN, I/PRP, mean/VBP, about/IN, taking/VBG, them/PRP, yes/UH, ,/,, he/PRP, said/VBD, yes/RB, definitely/RB, take/VB, them/PRP, ,/,, erm/NNP, and/CC, I/PRP, suggested/VBD, that/IN, Jack/NNP, goes/VBZ, in/IN]","(ROOT (S (S (CC and) (NP (PRP I)) (VP (VBP 've) (ADVP (RB also)) (VP (VBN spoke)))) (, ,) (S (NP (PRP I)) (VP (VBP 've) (VP (VBD spoke) (PP (TO to) (NP (NP (NNP John)) (ADJP (RBR >)))) (NP (DT this) (NN afternoon))))) (, ,) (S (NP (PRP he)) (VP (VBD said) (INTJ (UH yes)))) (, ,) (S (NP (DT this) (NN morning)) (NP (PRP I)) (VP (VBP mean) (PP (IN about) (S (VP (VBG taking) (NP (PRP them)) (SBAR (S (INTJ (UH yes)) (, ,) (NP (PRP he)) (VP (VBD said) (SBAR (S (NP (RB yes)) (ADVP (RB definitely)) (VP (VB take) (NP (PRP them)) (, ,) (NP (NNP erm))))))))))))) (CC and) (S (NP (PRP I)) (VP (VBD suggested) (SBAR (IN that) (S (NP (NNP Jack)) (VP (VBZ goes) (PP (IN in)))))))))"
70202,"(12, 13)","well  it can 't do any harm , why doesn 't he go up when he 's in on Wednesday , well he 's coming to the market","[well/RB, it/PRP, can/MD, 't/PRP, do/VB, any/DT, harm/NN, ,/,, why/WRB, doesn/NNP, 't/PRP, he/PRP, go/VB, up/RP, when/WRB, he/PRP, 's/VBZ, in/IN, on/IN, Wednesday/NNP, ,/,, well/RB, he/PRP, 's/VBZ, coming/VBG, to/TO, the/DT, market/NN]","(ROOT (X (X (ADVP (RB well)) (NP (PRP it))) (NP (SQ (MD can) (NP (PRP 't)) (VP (VB do) (S (NP (NP (DT any) (NN harm)) (, ,) (SBAR (WHADVP (WRB why)) (S (NP (NNP doesn)) (NP (PRP 't))))) (NP (PRP he))))) (VP (VB go) (PRT (RP up)) (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBZ 's) (PP (IN in) (PP (IN on) (NP (NNP Wednesday)))) (, ,) (ADVP (RB well)) (SBAR (S (NP (PRP he)) (VP (VBZ 's) (VP (VBG coming) (PP (TO to) (NP (DT the) (NN market))))))))))))))"
70202,"(14,)",well he 's  ,"[well/RB, he/PRP, 's/VBZ]",(ROOT (ADJP (RB well) (SBAR (S (NP (PRP he)) (VP (VBZ 's))))))
70202,"(15,)","on Wednesday , why doesn 't he go in while then ?","[on/IN, Wednesday/NNP, ,/,, why/WRB, doesn/NNP, 't/PRP, he/PRP, go/VB, in/IN, while/IN, then/RB, ?/.]","(ROOT (SBARQ (PP (IN on) (NP (NNP Wednesday))) (, ,) (WHADVP (WRB why) (NP (NP (NNP doesn)) (NP (PRP 't)))) (SQ (NP (PRP he)) (VP (VB go) (PP (IN in) (PP (IN while) (NP (RB then)))))) (. ?)))"
70202,"(16,)","yeah , well it doesn 't matter when he goes , as long as he goes in","[yeah/UH, ,/,, well/RB, it/PRP, doesn/VB, 't/PRP, matter/VB, when/WRB, he/PRP, goes/VBZ, ,/,, as/RB, long/RB, as/IN, he/PRP, goes/VBZ, in/IN]","(ROOT (S (INTJ (UH yeah)) (, ,) (NP (NP (RB well)) (SBAR (S (NP (PRP it)) (VP (VB doesn) (S (NP (PRP 't)) (VP (VB matter) (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBZ goes)))))))))) (, ,) (NP (NP (RB as) (RB long)) (PP (IN as) (NP (PRP he)))) (VP (VBZ goes) (PP (IN in)))))"
70202,"(17,)",you 're not in are you ?,"[you/PRP, 're/VBP, not/RB, in/IN, are/VBP, you/PRP, ?/.]",(ROOT (S (NP (PRP you)) (VP (VBP 're) (RB not) (VP (PP (IN in)) (VBP are) (NP (PRP you)))) (. ?)))
70202,"(18,)",half day Wednesday,"[half/DT, day/NN, Wednesday/NNP]",(ROOT (NP (NP (DT half)) (NP (NP (NN day)) (NP (NNP Wednesday)))))
70202,"(19,)","oh you won 't be able to , anyway I 've gotta get changed quickly","[oh/UH, you/PRP, won/VBD, 't/PRP, be/VB, able/JJ, to/TO, ,/,, anyway/RB, I/PRP, 've/VBP, gotta/NNP, get/VB, changed/VBN, quickly/RB]","(ROOT (NP (S (S (INTJ (UH oh)) (NP (PRP you)) (VP (VBD won) (S (NP (PRP 't)) (VP (VB be) (ADJP (JJ able) (PP (TO to))))))) (, ,) (NP (RB anyway) (PRP I)) (VP (VBP 've) (S (NP (NNP gotta)) (VP (VB get) (VP (VBN changed) (ADVP (RB quickly)))))))))"
70202,"(20,)",right,[right/NN],(ROOT (NP (NN right)))
70202,"(21, 22)",oh I need a pair of clean socks  ,"[oh/UH, I/PRP, need/VBP, a/DT, pair/NN, of/IN, clean/JJ, socks/NNS]",(ROOT (SINV (FRAG (INTJ (UH oh))) (VP (ADVP (PRP I)) (VBP need) (NP (NP (DT a) (NN pair)) (PP (IN of) (ADJP (JJ clean))))) (NP (NNS socks))))
70202,"(23,)",don 't pinch any more of mine,"[don/NNP, 't/PRP, pinch/VBP, any/DT, more/JJR, of/IN, mine/NN]",(ROOT (FRAG (NP (NP (NNP don)) (SBAR (S (NP (PRP 't)) (VP (VBP pinch) (NP (NP (DT any) (JJR more)) (PP (IN of) (NP (NN mine))))))))))
70202,"(24, 25, 26, 27)","I 'm not pinching your socks , I 'm using me own white ones  oh which is a pair here ?that one goes  that 's a pair","[I/PRP, 'm/VBP, not/RB, pinching/VBG, your/PRP$, socks/NNS, ,/,, I/PRP, 'm/VBP, using/VBG, me/PRP, own/JJ, white/JJ, ones/NNS, oh/UH, which/WDT, is/VBZ, a/DT, pair/NN, here/RB, ?that/VBD, one/CD, goes/VBZ, that/DT, 's/VBZ, a/DT, pair/NN]","(ROOT (NP (S (S (NP (PRP I)) (VP (VBP 'm) (RB not) (VP (VBG pinching) (NP (PRP$ your) (NNS socks))))) (, ,) (NP (PRP I)) (VP (VBP 'm) (VP (VBG using) (NP (PRP me)) (NP (NP (JJ own) (JJ white) (NNS ones)) (SBAR (S (INTJ (UH oh)) (NP (WDT which)) (VP (VBZ is) (SBAR (S (NP (DT a) (NN pair)) (ADVP (RB here)) (VP (VBD ?that) (SBAR (S (NP (CD one)) (VP (VBZ goes) (SBAR (S (NP (DT that)) (VP (VBZ 's) (NP (DT a) (NN pair))))))))))))))))))))"
70202,"(28,)",what are all these bits at the back for ?,"[what/WP, are/VBP, all/PDT, these/DT, bits/NNS, at/IN, the/DT, back/NN, for/IN, ?/.]",(ROOT (SBARQ (WHNP (WP what)) (SQ (VBP are) (NP (NP (PDT all) (DT these) (NNS bits)) (PP (IN at) (NP (NP (DT the) (NN back)) (PP (IN for)))))) (. ?)))
70202,"(29, 30)",they belong to the triplets  right,"[they/PRP, belong/VBP, to/TO, the/DT, triplets/NNS, right/RB]",(ROOT (S (NP (PRP they)) (VP (VBP belong) (PP (TO to) (NP (DT the) (NNS triplets))) (ADVP (RB right)))))
