62315,"(0,)",What 's these R F S then ?,"[What/WP, 's/VBZ, these/DT, R/NN, F/NN, S/NNS, then/RB, ?/.]",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBZ 's) (NP (NP (DT these) (NN R) (NN F) (NNS S)) (ADVP (RB then)))) (. ?)))
62315,"(26, 27)",How 's  how 's my parts ?,"[How/WRB, 's/POS, how/WRB, 's/POS, my/PRP$, parts/NNS, ?/.]",(ROOT (FRAG (SBAR (WHADVP (WRB How)) (S (NP (POS 's)) (ADVP (WRB how)) (VP (POS 's) (NP (PRP$ my) (NNS parts))))) (. ?)))
62315,"(28,)",Okay .,"[Okay/UH, ./.]",(ROOT (INTJ (UH Okay) (. .)))
62315,"(29,)","I 'll pick them up , if I don 't pick them up tonight I 'll get them first thing in the morning .","[I/PRP, 'll/MD, pick/VB, them/PRP, up/RP, ,/,, if/IN, I/PRP, don/VBP, 't/PRP, pick/VB, them/PRP, up/RP, tonight/NN, I/PRP, 'll/MD, get/VB, them/PRP, first/JJ, thing/NN, in/IN, the/DT, morning/NN, ./.]","(ROOT (S (S (NP (PRP I)) (VP (MD 'll) (VP (VB pick) (NP (PRP them)) (PRT (RP up))))) (, ,) (S (SBAR (IN if) (S (NP (PRP I)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB pick) (NP (PRP them)) (PRT (RP up)) (NP (NN tonight))))))) (NP (PRP I)) (VP (MD 'll) (VP (VB get) (NP (PRP them) (JJ first) (NN thing)) (PP (IN in) (NP (DT the) (NN morning)))))) (. .)))"
62315,"(30,)",Because I 've got a load more coming down for you .,"[Because/IN, I/PRP, 've/VBP, got/VBD, a/DT, load/NN, more/RBR, coming/VBG, down/RP, for/IN, you/PRP, ./.]",(ROOT (S (SBAR (IN Because) (S (NP (PRP I)) (VP (VBP 've)))) (VP (VBD got) (S (ADVP (NP (DT a) (NN load)) (RBR more)) (VP (VBG coming) (PRT (RP down)) (PP (IN for) (NP (PRP you)))))) (. .)))
62315,"(31,)",They 're on their way out from Edinburgh now .,"[They/PRP, 're/VBP, on/IN, their/PRP$, way/NN, out/IN, from/IN, Edinburgh/NNP, now/RB, ./.]",(ROOT (S (NP (PRP They)) (VP (VBP 're) (PP (IN on) (NP (PRP$ their) (NN way))) (ADVP (IN out) (PP (IN from) (NP (NNP Edinburgh)) (ADVP (RB now))))) (. .)))
62315,"(32,)",Okay ?,"[Okay/UH, ?/.]",(ROOT (INTJ (UH Okay) (. ?)))
62315,"(33,)",Magic !,"[Magic/NN, !/.]",(ROOT (INTJ (NN Magic) (. !)))
62315,"(34,)",Bye   .,"[Bye/NN, ./.]",(ROOT (NP (NN Bye) (. .)))
62315,"(35,)",Cos wha- what did we actually tell them in ours ?,"[Cos/NNP, wha-/NNP, what/WP, did/VBD, we/PRP, actually/RB, tell/VBP, them/PRP, in/IN, ours/PRP, ?/.]",(ROOT (S (NP (NP (NNP Cos) (NNP wha-)) (SBAR (WHNP (WP what)) (S (VP (VBD did) (NP (PRP we)) (ADVP (RB actually)))))) (VP (VBP tell) (NP (PRP them)) (PP (IN in) (NP (PRP ours)))) (. ?)))
62315,"(36,)",That everything,"[That/DT, everything/NN]",(ROOT (FRAG (NP (DT That) (NN everything))))
62315,"(37,)",We just,"[We/PRP, just/RB]",(ROOT (FRAG (NP (NP (PRP We)) (ADVP (RB just)))))
62315,"(38,)",belonged to us tha-,"[belonged/VBN, to/TO, us/PRP, tha-/IN]",(ROOT (VP (VBN belonged) (PP (TO to) (NP (PRP us))) (PP (IN tha-))))
62315,"(39,)","well all that was said was , really , they had twenty eight days to pay .","[well/RB, all/DT, that/DT, was/VBD, said/VBN, was/VBD, ,/,, really/RB, ,/,, they/PRP, had/VBD, twenty/CD, eight/CD, days/NNS, to/TO, pay/VB, ./.]","(ROOT (S (NP (ADVP (RB well)) (NP (DT all)) (SBAR (WHNP (DT that)) (S (VP (VBD was) (VP (VBN said) (X (VBD was))))))) (, ,) (ADVP (RB really)) (, ,) (NP (PRP they)) (VP (VBD had) (NP (CD twenty) (CD eight) (NNS days)) (S (VP (TO to) (VP (VB pay))))) (. .)))"
62315,"(40,)",Yeah .,"[Yeah/UH, ./.]",(ROOT (INTJ (UH Yeah) (. .)))
62315,"(41, 42)",And if they didn 't pay  within them twenty eight days or,"[And/CC, if/IN, they/PRP, didn/VBP, 't/PRP, pay/VB, within/IN, them/PRP, twenty/CD, eight/CD, days/NNS, or/CC]",(ROOT (FRAG (CC And) (PP (IN if) (S (NP (PRP they)) (VP (VBP didn) (S (NP (PRP 't)) (VP (VB pay) (PP (IN within) (NP (NP (PRP them)) (NX (NX (NP (CD twenty)) (NP (CD eight) (NNS days))) (CC or)))))))))))
62315,"(43,)",What I 've gotta let them,"[What/WP, I/PRP, 've/VBP, gotta/NNP, let/VBD, them/PRP]",(ROOT (SBAR (WHNP (WP What)) (S (NP (PRP I)) (VP (VBP 've) (NP (NP (NNP gotta)) (SBAR (S (VP (VBD let) (NP (PRP them))))))))))
62315,"(44,)",before the,"[before/IN, the/DT]",(ROOT (ADVP (IN before) (DT the)))
62315,"(45, 46)","know is  really , and it 's in the file , if they do pay up at the last we 've just gotta get  ","[know/VB, is/VBZ, really/RB, ,/,, and/CC, it/PRP, 's/VBZ, in/IN, the/DT, file/NN, ,/,, if/IN, they/PRP, do/VBP, pay/VB, up/RP, at/IN, the/DT, last/JJ, we/PRP, 've/VBP, just/RB, gotta/NNP, get/VB]","(ROOT (S (VP (VB know) (SBAR (SBAR (S (VP (VBZ is) (ADVP (RB really))))) (, ,) (CC and) (SBAR (S (NP (PRP it)) (VP (VBZ 's) (PP (IN in) (NP (DT the) (NN file))) (, ,) (SBAR (IN if) (S (NP (PRP they)) (VP (VBP do) (VP (VB pay) (PRT (RP up)) (PP (IN at) (NP (NP (DT the) (JJ last)) (SBAR (S (NP (PRP we)) (VP (VBP 've) (S (NP (RB just) (NNP gotta)) (VP (VB get)))))))))))))))))))"
62315,"(47,)","Yeah , but that 's what they said that th- the conditions of contracts that we sent , they don 't agree with .","[Yeah/UH, ,/,, but/CC, that/DT, 's/VBZ, what/WP, they/PRP, said/VBD, that/IN, th-/IN, the/DT, conditions/NNS, of/IN, contracts/NNS, that/IN, we/PRP, sent/VBD, ,/,, they/PRP, don/VBP, 't/PRP, agree/VB, with/IN, ./.]","(ROOT (S (INTJ (UH Yeah)) (, ,) (ADVP (CC but)) (NP (DT that)) (VP (VBZ 's) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBD said) (SBAR (IN that) (S (PP (IN th-) (NP (NP (DT the) (NNS conditions)) (PP (IN of) (NP (NP (NNS contracts)) (SBAR (IN that) (S (NP (PRP we)) (VP (VBD sent)))))))) (, ,) (NP (PRP they)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB agree) (PP (IN with))))))))))) (. .)))"
62315,"(48,)",That 's what they 're saying .,"[That/DT, 's/VBZ, what/WP, they/PRP, 're/VBP, saying/VBG, ./.]",(ROOT (S (NP (DT That)) (VP (VBZ 's) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBP 're) (VP (VBG saying)))))) (. .)))
62315,"(49, 50)","Well really , what did we put on  that they can 't agree with ?","[Well/RB, really/RB, ,/,, what/WP, did/VBD, we/PRP, put/VBD, on/RP, that/IN, they/PRP, can/MD, 't/PRP, agree/VB, with/IN, ?/.]","(ROOT (SBARQ (FRAG (ADVP (RB Well)) (ADVP (RB really))) (, ,) (SBARQ (WHNP (WP what)) (SQ (VP (VBD did) (SBAR (S (NP (PRP we)) (VP (VBD put) (PRT (RP on)) (SBAR (IN that) (S (NP (PRP they)) (VP (MD can)))))))) (NP (PRP 't)) (VP (VB agree) (PP (IN with))))) (. ?)))"
62315,"(51,)",Th- th- different yeah they 've already put invoices paid thirty days .,"[Th-/JJ, th-/NN, different/JJ, yeah/UH, they/PRP, 've/VBP, already/RB, put/VBN, invoices/NNS, paid/VBD, thirty/CD, days/NNS, ./.]",(ROOT (S (NP (NP (JJ Th-) (NN th-) (JJ different)) (SBAR (S (INTJ (UH yeah)) (NP (PRP they)) (VP (VBP 've) (ADVP (RB already)) (VP (VBN put) (NP (NNS invoices))))))) (VP (VBD paid) (NP (CD thirty) (NNS days))) (. .)))
62315,"(52,)",Thirty days .,"[Thirty/CD, days/NNS, ./.]",(ROOT (NP (CD Thirty) (NNS days) (. .)))
62315,"(53,)","That 's what we put , twenty eight days .","[That/DT, 's/VBZ, what/WP, we/PRP, put/VBD, ,/,, twenty/CD, eight/CD, days/NNS, ./.]","(ROOT (S (NP (DT That)) (VP (VBZ 's) (NP (SBAR (WHNP (WP what)) (S (NP (PRP we)) (VP (VBD put)))) (, ,) (NP (NP (CD twenty)) (NP (CD eight) (NNS days))))) (. .)))"
62315,"(54,)",Yeah .,"[Yeah/UH, ./.]",(ROOT (INTJ (UH Yeah) (. .)))
62315,"(55,)",The only other thing that we put is that,"[The/DT, only/JJ, other/JJ, thing/NN, that/IN, we/PRP, put/VBP, is/VBZ, that/IN]",(ROOT (S (NP (NP (DT The) (JJ only) (JJ other) (NN thing)) (SBAR (IN that) (S (NP (PRP we)) (VP (VBP put))))) (VP (VBZ is) (ADJP (IN that)))))
62315,"(56,)",,[],X
62315,"(57,)",I thought she were gonna throw up then .,"[I/PRP, thought/VBD, she/PRP, were/VBD, gonna/NNP, throw/VB, up/RP, then/RB, ./.]",(ROOT (S (NP (PRP I)) (VP (VBD thought) (SBAR (S (NP (PRP she)) (VP (VBD were) (S (NP (NNP gonna)) (VP (VB throw) (PRT (RP up)) (NP (RB then)))))))) (. .)))
62315,"(58, 59)","That erm  when the contract 's finished , if they don 't pay up within a certain date ","[That/DT, erm/NN, when/WRB, the/DT, contract/NN, 's/POS, finished/VBN, ,/,, if/IN, they/PRP, don/VBP, 't/PRP, pay/VB, up/RP, within/IN, a/DT, certain/JJ, date/NN]","(ROOT (FRAG (NP (DT That) (NN erm)) (SBAR (SBAR (WHADVP (WRB when)) (S (NP (NP (DT the) (NN contract)) (POS 's)) (VP (VBN finished)))) (, ,) (SBAR (IN if) (S (NP (PRP they)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB pay) (PRT (RP up)) (PP (IN within) (NP (DT a) (JJ certain) (NN date)))))))))))"
62315,"(60,)",Oh !,"[Oh/UH, !/.]",(ROOT (INTJ (UH Oh) (. !)))
62315,"(61, 62)",that  we can go and take the stuff back that we 've brought .,"[that/IN, we/PRP, can/MD, go/VB, and/CC, take/VB, the/DT, stuff/NN, back/RB, that/IN, we/PRP, 've/VBP, brought/VBN, ./.]",(ROOT (FRAG (SBAR (IN that) (S (NP (PRP we)) (VP (MD can) (VP (VB go) (CC and) (VB take) (NP (DT the) (NN stuff)) (SBAR (ADVP (RB back)) (IN that) (S (NP (PRP we)) (VP (VBP 've) (VP (VBN brought))))))))) (. .)))
62315,"(63,)",Yeah .,"[Yeah/UH, ./.]",(ROOT (INTJ (UH Yeah) (. .)))
62315,"(64,)",Well go and find him then !,"[Well/RB, go/VB, and/CC, find/VB, him/PRP, then/RB, !/.]",(ROOT (S (INTJ (RB Well)) (VP (VP (VB go)) (CC and) (VP (VB find) (NP (PRP him)) (ADVP (RB then)))) (. !)))
62315,"(65,)",Go and find granddad .,"[Go/VB, and/CC, find/VB, granddad/NN, ./.]",(ROOT (S (VP (VB Go) (CC and) (VB find) (NP (NN granddad))) (. .)))
62315,"(66,)",Go on !,"[Go/VB, on/IN, !/.]",(ROOT (S (VP (VB Go) (PP (IN on))) (. !)))
62315,"(67,)",Go and find him .,"[Go/VB, and/CC, find/VB, him/PRP, ./.]",(ROOT (S (VP (VB Go) (CC and) (VB find) (NP (PRP him))) (. .)))
62315,"(68,)",Go find him !,"[Go/VB, find/VB, him/PRP, !/.]",(ROOT (S (VP (VB Go) (VP (VB find) (NP (PRP him)))) (. !)))
