2308,"(0,)",Looks super to me Lynda .,"[Looks/VBZ, super/NNP, to/TO, me/PRP, Lynda/NNP, ./.]",(ROOT (S (VP (VBZ Looks) (NP (NAC (NNP super) (PP (TO to) (NP (PRP me)))) (NNP Lynda))) (. .)))
2308,"(21, 22)","One piece thirteen by four five O by eleven sixty five , five seventy six poun- dollars seventy .","[One/CD, piece/NN, thirteen/CD, by/IN, four/CD, five/CD, O/NN, by/IN, eleven/CD, sixty/CD, five/CD, ,/,, five/CD, seventy/CD, six/CD, poun-/NN, dollars/NNS, seventy/CD, ./.]","(ROOT (NP (NP (CD One) (NN piece)) (NP (NP (CD thirteen)) (PP (IN by) (NP (CD four) (CD five)))) (NP (NP (NN O)) (PP (IN by) (NP (CD eleven) (CD sixty)))) (NP (NP (CD five)) (, ,) (NP (CD five) (CD seventy))) (NP (NP (CD six) (NN poun-) (NNS dollars)) (NP (CD seventy))) (. .)))"
2308,"(23,)","Three pieces , thirteen by two ten by seven two sixty at one seven five O point seven nine .","[Three/CD, pieces/NNS, ,/,, thirteen/CD, by/IN, two/CD, ten/CD, by/IN, seven/CD, two/CD, sixty/CD, at/IN, one/CD, seven/CD, five/CD, O/NN, point/NN, seven/CD, nine/CD, ./.]","(ROOT (NP (NP (CD Three) (NNS pieces)) (, ,) (NP (NP (CD thirteen)) (PP (IN by) (NP (CD two) (CD ten))) (PP (IN by) (NP (CD seven) (CD two)) (X (NP (NP (CD sixty)) (PP (IN at) (NP (CD one) (CD seven)))) (NP (CD five) (NN O)) (NP (NP (NN point)) (NP (CD seven) (CD nine)))))) (. .)))"
2308,"(24,)"," Three pieces , eight by seventeen hundred by nine five , five O eleven four seven two point O two .","[Three/CD, pieces/NNS, ,/,, eight/CD, by/IN, seventeen/CD, hundred/CD, by/IN, nine/CD, five/CD, ,/,, five/CD, O/NN, eleven/NNS, four/CD, seven/CD, two/CD, point/NN, O/NN, two/CD, ./.]","(ROOT (NP (NP (CD Three) (NNS pieces)) (, ,) (NP (NP (CD eight)) (PP (IN by) (NP (CD seventeen) (CD hundred))) (PP (IN by) (NP (CD nine) (CD five)))) (, ,) (NP (NP (CD five) (NN O) (NNS eleven)) (NP (QP (CD four) (CD seven)))) (NP (NP (CD two) (NN point) (NN O)) (NP (CD two))) (. .)))"
2308,"(25,)","Six pieces , eight by one fifty by sixteen ten at one seventy two point seventy two .","[Six/CD, pieces/NNS, ,/,, eight/CD, by/IN, one/CD, fifty/CD, by/IN, sixteen/CD, ten/CD, at/IN, one/CD, seventy/CD, two/CD, point/NN, seventy/CD, two/CD, ./.]","(ROOT (NP (NP (NP (CD Six) (NNS pieces)) (, ,) (NP (NP (CD eight)) (PP (IN by) (NP (CD one) (CD fifty))) (PP (IN by) (NP (CD sixteen) (CD ten))) (PP (IN at) (NP (CD one) (CD seventy))))) (NP (NP (CD two) (NN point)) (NP (CD seventy) (CD two))) (. .)))"
2308,"(26,)","Six pieces , eight by six twenty by six twenty , two seventy point nine two .","[Six/CD, pieces/NNS, ,/,, eight/CD, by/IN, six/CD, twenty/CD, by/IN, six/CD, twenty/CD, ,/,, two/CD, seventy/CD, point/NN, nine/CD, two/CD, ./.]","(ROOT (NP (NP (CD Six) (NNS pieces)) (, ,) (NP (NP (CD eight)) (PP (IN by) (NP (CD six) (CD twenty))) (PP (IN by) (NP (CD six) (CD twenty)))) (, ,) (NP (NP (CD two) (CD seventy) (NN point)) (NP (CD nine) (CD two))) (. .)))"
2308,"(27,)","Three pieces , eight by eighteen hundred by nine three hundred at eleven eight hundred and twelve point ninety nine .","[Three/CD, pieces/NNS, ,/,, eight/CD, by/IN, eighteen/CD, hundred/CD, by/IN, nine/CD, three/CD, hundred/CD, at/IN, eleven/CD, eight/CD, hundred/CD, and/CC, twelve/CD, point/NN, ninety/CD, nine/CD, ./.]","(ROOT (NP (NP (CD Three) (NNS pieces)) (, ,) (NP (ADVP (NP (CD eight)) (PP (IN by) (NP (QP (CD eighteen) (CD hundred))) (PP (IN by) (NP (CD nine))))) (NP (NP (QP (CD three) (CD hundred))) (PP (IN at) (NP (QP (CD eleven) (CD eight)) (CD hundred)))) (CC and) (NP (NP (CD twelve) (NN point)) (NP (QP (CD ninety) (CD nine))))) (. .)))"
2308,"(28,)","Six pieces , at sixty , six pieces , eight by one hundred by ten thirty at seventy two dollars and eight cents .","[Six/CD, pieces/NNS, ,/,, at/IN, sixty/CD, ,/,, six/CD, pieces/NNS, ,/,, eight/CD, by/IN, one/CD, hundred/CD, by/IN, ten/CD, thirty/CD, at/IN, seventy/CD, two/CD, dollars/NNS, and/CC, eight/CD, cents/NNS, ./.]","(ROOT (NP (NP (NP (CD Six) (NNS pieces)) (, ,) (ADVP (IN at) (NP (CD sixty)))) (, ,) (NP (NP (CD six) (NNS pieces)) (, ,) (NP (NP (CD eight)) (PP (IN by) (NP (CD one) (CD hundred))) (PP (IN by) (NP (CD ten) (CD thirty))) (PP (IN at) (NP (CD seventy) (CD two) (NNS dollars)))) (CC and) (NP (CD eight) (NNS cents))) (. .)))"
2308,"(29,)",This one .,"[This/DT, one/CD, ./.]",(ROOT (NP (NP (DT This)) (NP (CD one)) (. .)))
2308,"(30,)",Thank you .,"[Thank/VB, you/PRP, ./.]",(ROOT (S (VP (VB Thank) (NP (PRP you))) (. .)))
2308,"(31,)","Three pieces , eight by five hundred by nine O five O three eighty point three .","[Three/CD, pieces/NNS, ,/,, eight/CD, by/IN, five/CD, hundred/CD, by/IN, nine/CD, O/NN, five/CD, O/NN, three/CD, eighty/CD, point/NN, three/CD, ./.]","(ROOT (NP (NP (CD Three) (NNS pieces)) (, ,) (NP (NP (CD eight)) (PP (IN by) (X (NP (NP (QP (CD five) (CD hundred))) (PP (IN by) (NP (CD nine) (NN O)))) (NP (CD five) (NN O)) (NP (NP (CD three) (CD eighty)) (NP (NN point) (CD three)))))) (. .)))"
2308,"(32, 33)","Three pieces , eight by one twenty by one three point zero at one hundred and ten pound  dollars sixty .","[Three/CD, pieces/NNS, ,/,, eight/CD, by/IN, one/CD, twenty/CD, by/IN, one/CD, three/CD, point/NN, zero/CD, at/IN, one/CD, hundred/CD, and/CC, ten/CD, pound/NN, dollars/NNS, sixty/CD, ./.]","(ROOT (NP (NP (CD Three) (NNS pieces)) (, ,) (NP (ADVP (NP (CD eight)) (PP (IN by) (NP (CD one) (CD twenty)) (PP (IN by) (NP (CD one) (CD three))))) (NP (NP (NN point) (CD zero)) (PP (IN at) (NP (CD one) (CD hundred)))) (CC and) (NP (NP (CD ten) (NN pound) (NNS dollars)) (NP (CD sixty)))) (. .)))"
2308,"(34,)","Three pieces , fifteen by three fifty five zero by three fifty five zero by fourteen one three seven point five four .","[Three/CD, pieces/NNS, ,/,, fifteen/CD, by/IN, three/CD, fifty/CD, five/CD, zero/CD, by/IN, three/CD, fifty/CD, five/CD, zero/CD, by/IN, fourteen/CD, one/CD, three/CD, seven/CD, point/NN, five/CD, four/CD, ./.]","(ROOT (NP (NP (CD Three)) (NP (NP (NNS pieces)) (, ,) (NP (NP (CD fifteen)) (PP (IN by) (NP (CD three) (CD fifty))))) (NP (NP (CD five) (CD zero)) (PP (IN by) (NP (CD three) (CD fifty)))) (NP (NP (CD five) (CD zero)) (PP (IN by) (NP (CD fourteen) (CD one)))) (NP (NP (CD three) (CD seven) (NN point)) (NP (QP (CD five) (CD four)))) (. .)))"
2308,"(35,)","One piece , twenty by five hundred by ninety six hundred at eight zero one two   Two pieces , by one six four zero by one six four zero at eleven   point eight .","[One/CD, piece/NN, ,/,, twenty/CD, by/IN, five/CD, hundred/CD, by/IN, ninety/CD, six/CD, hundred/CD, at/IN, eight/CD, zero/CD, one/CD, two/CD, Two/CD, pieces/NNS, ,/,, by/IN, one/CD, six/CD, four/CD, zero/CD, by/IN, one/CD, six/CD, four/CD, zero/CD, at/IN, eleven/CD, point/NN, eight/CD, ./.]","(ROOT (NP (NP (CD One) (NN piece)) (, ,) (NP (NP (NP (CD twenty)) (PP (IN by) (NP (NP (QP (CD five) (CD hundred))) (PP (IN by) (NP (QP (CD ninety) (CD six)) (CD hundred))))) (PP (IN at) (NP (CD eight) (CD zero)))) (NP (CD one) (CD two) (CD Two) (NNS pieces))) (, ,) (PP (IN by) (NP (CD one) (CD six)) (X (X (NP (NP (CD four) (CD zero)) (PP (IN by) (NP (CD one) (CD six)))) (NP (CD four)) (NP (NP (CD zero)) (PP (IN at) (NP (CD eleven))))) (NP (NN point) (CD eight)))) (. .)))"
2308,"(36,)","One piece , six point three five   ten point one , three three fifty , three five , five thousand by twelve hundred at six eight two point two three .","[One/CD, piece/NN, ,/,, six/CD, point/NN, three/CD, five/CD, ten/CD, point/NN, one/CD, ,/,, three/CD, three/CD, fifty/CD, ,/,, three/CD, five/CD, ,/,, five/CD, thousand/CD, by/IN, twelve/CD, hundred/CD, at/IN, six/CD, eight/CD, two/CD, point/NN, two/CD, three/CD, ./.]","(ROOT (NP (NP (CD One) (NN piece)) (, ,) (NP (NP (NP (CD six) (NN point)) (ADJP (ADJP (QP (CD three) (CD five))) (NP (CD ten) (NN point)))) (NP (CD one))) (, ,) (NP (NP (QP (CD three) (CD three))) (NP (CD fifty))) (, ,) (NP (CD three) (CD five)) (, ,) (NP (NP (QP (CD five) (CD thousand))) (PP (IN by) (NP (CD twelve) (CD hundred))) (PP (IN at) (NP (CD six) (CD eight)))) (NP (NP (CD two) (NN point)) (NP (CD two) (CD three))) (. .)))"
2308,"(37,)",Six pieces at   by two thousand   sixty to six point two five by forty by twelve twenty at twenty nine point six three,"[Six/CD, pieces/NNS, at/IN, by/IN, two/CD, thousand/CD, sixty/CD, to/TO, six/CD, point/NN, two/CD, five/CD, by/IN, forty/CD, by/IN, twelve/CD, twenty/CD, at/IN, twenty/CD, nine/CD, point/NN, six/CD, three/CD]",(ROOT (FRAG (X (X (NP (NP (CD Six) (NNS pieces)) (PP (IN at) (PP (IN by) (NP (QP (CD two) (CD thousand)) (QP (CD sixty) (TO to) (CD six)))))) (NP (NN point) (CD two)) (NP (NP (CD five)) (PP (IN by) (NP (NP (CD forty)) (PP (IN by) (NP (CD twelve) (CD twenty))) (PP (IN at) (NP (CD twenty))))))) (NP (CD nine) (NN point))) (NP (CD six) (CD three))))
2308,"(38,)",Good .,"[Good/JJ, ./.]",(ROOT (INTJ (JJ Good) (. .)))
2308,"(39,)","items , I 've got items two , four .","[items/NNS, ,/,, I/PRP, 've/VBP, got/VBN, items/NNS, two/CD, ,/,, four/CD, ./.]","(ROOT (S (NP (NNS items)) (, ,) (NP (PRP I)) (VP (VBP 've) (VP (VBN got) (NP (NP (NNS items) (CD two)) (, ,) (NP (CD four))))) (. .)))"
2308,"(40,)",Yes .,"[Yes/UH, ./.]",(ROOT (INTJ (UH Yes) (. .)))
2308,"(41,)",Nine .,"[Nine/CD, ./.]",(ROOT (FRAG (NP (CD Nine)) (. .)))
2308,"(42,)",Yes .,"[Yes/UH, ./.]",(ROOT (INTJ (UH Yes) (. .)))
2308,"(43,)",Twelve .,"[Twelve/CD, ./.]",(ROOT (FRAG (NP (CD Twelve)) (. .)))
2308,"(44,)",Yes .,"[Yes/UH, ./.]",(ROOT (INTJ (UH Yes) (. .)))
2308,"(45,)",Fifteen .,"[Fifteen/CD, ./.]",(ROOT (FRAG (NP (CD Fifteen)) (. .)))
2308,"(46,)",Yes .,"[Yes/UH, ./.]",(ROOT (INTJ (UH Yes) (. .)))
2308,"(47,)",Nineteen and twenty .,"[Nineteen/CD, and/CC, twenty/CD, ./.]",(ROOT (NP (NP (NP (CD Nineteen)) (CC and) (NP (CD twenty))) (. .)))
2308,"(48,)",Yes .,"[Yes/UH, ./.]",(ROOT (INTJ (UH Yes) (. .)))
2308,"(49,)",,[],X
2308,"(50,)","That 's all , that I can see , too pleased , but still .","[That/DT, 's/VBZ, all/RB, ,/,, that/IN, I/PRP, can/MD, see/VB, ,/,, too/RB, pleased/JJ, ,/,, but/CC, still/RB, ./.]","(ROOT (S (NP (DT That)) (VP (VBZ 's) (NP (NP (NP (RB all)) (, ,) (SBAR (IN that) (S (NP (PRP I)) (VP (MD can) (VP (VB see)))))) (, ,) (ADJP (ADJP (RB too) (JJ pleased)) (PRN (, ,) (CC but) (ADVP (RB still)))))) (. .)))"
2308,"(51,)",,[],X
2308,"(52,)","I think I shall if item one is , which is quite a biggie .","[I/PRP, think/VBP, I/PRP, shall/MD, if/IN, item/NN, one/CD, is/VBZ, ,/,, which/WDT, is/VBZ, quite/RB, a/DT, biggie/NN, ./.]","(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP I)) (VP (MD shall) (SBAR (IN if) (S (NP (NN item) (CD one)) (VP (VBZ is) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ is) (NP (RB quite) (DT a) (NN biggie)))))))))))) (. .)))"
